G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Fri, Oct 29, 1982",,,Box Score,@,New York Knicks,W,,104,89,1,0,W 1,19591,,,False,,,PHI,1983
2,"Sat, Oct 30, 1982",,,Box Score,,New Jersey Nets,W,,110,99,2,0,W 2,18482,1:57,,False,,,PHI,1983
3,"Wed, Nov 3, 1982",,,Box Score,,San Diego Clippers,W,,130,111,3,0,W 3,13674,1:56,,False,,,PHI,1983
4,"Fri, Nov 5, 1982",,,Box Score,@,Detroit Pistons,W,,120,109,4,0,W 4,28222,2:01,,False,,,PHI,1983
5,"Sat, Nov 6, 1982",,,Box Score,,Boston Celtics,W,2OT,119,115,5,0,W 5,18482,2:46,,False,,,PHI,1983
6,"Wed, Nov 10, 1982",,,Box Score,,Chicago Bulls,W,,145,108,6,0,W 6,13056,2:03,,False,,,PHI,1983
7,"Fri, Nov 12, 1982",,,Box Score,,Indiana Pacers,L,,108,117,6,1,L 1,14189,2:00,,False,,,PHI,1983
8,"Sat, Nov 13, 1982",7:43p,,Box Score,@,New Jersey Nets,W,,110,100,7,1,W 1,18805,2:10,,False,,,PHI,1983
9,"Sun, Nov 14, 1982",,,Box Score,,Washington Bullets,W,,102,93,8,1,W 2,17192,2:07,,False,,,PHI,1983
10,"Wed, Nov 17, 1982",,,Box Score,,Detroit Pistons,W,,120,103,9,1,W 3,11857,1:57,,False,,,PHI,1983
11,"Fri, Nov 19, 1982",,,Box Score,,Milwaukee Bucks,W,,121,109,10,1,W 4,18482,1:57,,False,,,PHI,1983
12,"Tue, Nov 23, 1982",,,Box Score,,Portland Trail Blazers,L,,103,106,10,2,L 1,13775,2:03,,False,,,PHI,1983
13,"Wed, Nov 24, 1982",,,Box Score,@,Indiana Pacers,W,,121,106,11,2,W 1,7147,1:55,,False,,,PHI,1983
