G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Tue, Oct 18, 1977",,Box Score,,New Jersey Nets,W,,110,93,1,0,W 1,,,,False,DET,1978
2,"Wed, Oct 19, 1977",,Box Score,@,Philadelphia 76ers,L,,96,113,1,1,L 1,,,,False,DET,1978
3,"Fri, Oct 21, 1977",,Box Score,@,Washington Bullets,L,,109,117,1,2,L 2,,,,False,DET,1978
4,"Sat, Oct 22, 1977",,Box Score,,Denver Nuggets,W,,126,106,2,2,W 1,,,,False,DET,1978
5,"Mon, Oct 24, 1977",,Box Score,,Boston Celtics,W,,100,85,3,2,W 2,4985,,,False,DET,1978
6,"Wed, Oct 26, 1977",,Box Score,,Golden State Warriors,W,,123,107,4,2,W 3,,,,False,DET,1978
7,"Sat, Oct 29, 1977",,Box Score,@,New York Knicks,L,,117,124,4,3,L 1,,,,False,DET,1978
8,"Wed, Nov 2, 1977",,Box Score,,Atlanta Hawks,L,,89,102,4,4,L 2,,,,False,DET,1978
9,"Wed, Nov 9, 1977",,Box Score,,Houston Rockets,W,,127,107,5,4,W 1,,,,False,DET,1978
10,"Fri, Nov 11, 1977",,Box Score,,San Antonio Spurs,L,,104,107,5,5,L 1,,,,False,DET,1978
11,"Sun, Nov 13, 1977",,Box Score,,Washington Bullets,W,,104,102,6,5,W 1,,,,False,DET,1978
12,"Tue, Nov 15, 1977",,Box Score,@,Denver Nuggets,L,,113,123,6,6,L 1,,,,False,DET,1978
13,"Fri, Nov 18, 1977",,Box Score,@,Los Angeles Lakers,L,,83,116,6,7,L 2,,,,False,DET,1978
14,"Sat, Nov 19, 1977",,Box Score,@,Golden State Warriors,L,,96,128,6,8,L 3,,,,False,DET,1978
15,"Sun, Nov 20, 1977",,Box Score,@,Portland Trail Blazers,L,,101,118,6,9,L 4,,,,False,DET,1978
16,"Wed, Nov 23, 1977",,Box Score,,Philadelphia 76ers,L,,105,106,6,10,L 5,,,,False,DET,1978
17,"Sat, Nov 26, 1977",,Box Score,,Cleveland Cavaliers,L,,87,105,6,11,L 6,,,,False,DET,1978
18,"Tue, Nov 29, 1977",,Box Score,@,Milwaukee Bucks,W,,100,99,7,11,W 1,,,,False,DET,1978
19,"Wed, Nov 30, 1977",,Box Score,,Los Angeles Lakers,W,,104,98,8,11,W 2,,,,False,DET,1978
20,"Fri, Dec 2, 1977",,Box Score,@,Kansas City Kings,L,,97,108,8,12,L 1,,,,False,DET,1978
21,"Sat, Dec 3, 1977",,Box Score,,Indiana Pacers,L,,89,103,8,13,L 2,,,,False,DET,1978
22,"Wed, Dec 7, 1977",,Box Score,,Phoenix Suns,L,OT,107,113,8,14,L 3,,,,False,DET,1978
23,"Sat, Dec 10, 1977",,Box Score,,New Orleans Jazz,W,,104,86,9,14,W 1,,,,False,DET,1978
24,"Wed, Dec 14, 1977",,Box Score,,Seattle SuperSonics,L,,92,102,9,15,L 1,,,,False,DET,1978
25,"Fri, Dec 16, 1977",,Box Score,@,Indiana Pacers,L,OT,106,114,9,16,L 2,,,,False,DET,1978
26,"Sat, Dec 17, 1977",,Box Score,,Buffalo Braves,L,2OT,122,126,9,17,L 3,,,,False,DET,1978
27,"Sun, Dec 18, 1977",,Box Score,@,New Orleans Jazz,W,,117,108,10,17,W 1,,,,False,DET,1978
28,"Tue, Dec 20, 1977",,Box Score,@,San Antonio Spurs,W,,118,117,11,17,W 2,,,,False,DET,1978
29,"Thu, Dec 22, 1977",,Box Score,,Milwaukee Bucks,W,,118,102,12,17,W 3,,,,False,DET,1978
30,"Fri, Dec 23, 1977",,Box Score,@,Chicago Bulls,W,,108,107,13,17,W 4,,,,False,DET,1978
31,"Mon, Dec 26, 1977",,Box Score,,Boston Celtics,W,,122,100,14,17,W 5,6906,,,False,DET,1978
32,"Wed, Dec 28, 1977",,Box Score,,Portland Trail Blazers,L,,106,111,14,18,L 1,,,,False,DET,1978
33,"Fri, Dec 30, 1977",,Box Score,@,Buffalo Braves,W,,103,87,15,18,W 1,,,,False,DET,1978
34,"Tue, Jan 3, 1978",,Box Score,@,Atlanta Hawks,W,,106,103,16,18,W 2,,,,False,DET,1978
35,"Wed, Jan 4, 1978",,Box Score,,Atlanta Hawks,W,,111,97,17,18,W 3,,,,False,DET,1978
36,"Fri, Jan 6, 1978",,Box Score,@,Golden State Warriors,L,,106,107,17,19,L 1,,,,False,DET,1978
