G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Wed, Nov 1, 1950",,,Box Score,@,Fort Wayne Pistons,L,,84,107,0,1,L 1,2743,,,False,,,BOS,1951
2,"Thu, Nov 2, 1950",,,Box Score,@,Tri-Cities Blackhawks,L,,65,79,0,2,L 2,4200,,,False,,,BOS,1951
3,"Sat, Nov 4, 1950",,,Box Score,@,Philadelphia Warriors,L,,68,77,0,3,L 3,5603,,,False,,,BOS,1951
4,"Tue, Nov 7, 1950",,,Box Score,N,Baltimore Bullets,W,,83,64,1,3,W 1,1151,,"at Providence, RI",False,,,BOS,1951
5,"Thu, Nov 9, 1950",,,Box Score,,Minneapolis Lakers,W,,76,71,2,3,W 2,6569,,,False,,,BOS,1951
6,"Sat, Nov 11, 1950",,,Box Score,@,Washington Capitols,W,,78,77,3,3,W 3,1975,,,False,,,BOS,1951
7,"Sun, Nov 12, 1950",,,Box Score,,Indianapolis Olympians,W,,78,75,4,3,W 4,5137,,,False,,,BOS,1951
8,"Wed, Nov 15, 1950",,,Box Score,N,Washington Capitols,W,,79,74,5,3,W 5,2402,,"at Providence, RI",False,,,BOS,1951
9,"Thu, Nov 16, 1950",,,Box Score,,Baltimore Bullets,W,,82,73,6,3,W 6,6304,,,False,,,BOS,1951
10,"Sat, Nov 18, 1950",,,Box Score,@,Baltimore Bullets,W,,80,76,7,3,W 7,2400,,,False,,,BOS,1951
11,"Sun, Nov 19, 1950",,,Box Score,,Washington Capitols,L,,75,81,7,4,L 1,5272,,,False,,,BOS,1951
12,"Tue, Nov 21, 1950",,,Box Score,@,New York Knicks,W,,89,83,8,4,W 1,9500,,,False,,,BOS,1951
13,"Thu, Nov 23, 1950",,,Box Score,,Tri-Cities Blackhawks,W,,94,78,9,4,W 2,9600,,,False,,,BOS,1951
14,"Sat, Nov 25, 1950",,,Box Score,@,Rochester Royals,L,,82,90,9,5,L 1,2790,,,False,,,BOS,1951
15,"Sun, Nov 26, 1950",,,Box Score,,New York Knicks,W,2OT,93,90,10,5,W 1,8332,,,False,,,BOS,1951
16,"Tue, Nov 28, 1950",,,Box Score,N,Philadelphia Warriors,L,,74,76,10,6,L 1,12500,,"at New York, NY",False,,,BOS,1951
17,"Thu, Nov 30, 1950",,,Box Score,,Washington Capitols,L,,81,85,10,7,L 2,4819,,,False,,,BOS,1951
18,"Sat, Dec 2, 1950",,,Box Score,@,Washington Capitols,W,,83,75,11,7,W 1,1325,,,False,,,BOS,1951
19,"Sun, Dec 3, 1950",,,Box Score,,Baltimore Bullets,W,,97,85,12,7,W 2,4542,,,False,,,BOS,1951
20,"Sat, Dec 9, 1950",,,Box Score,,Syracuse Nationals,L,,85,86,12,8,L 1,5073,,,False,,,BOS,1951
21,"Tue, Dec 12, 1950",,,Box Score,,Fort Wayne Pistons,W,,87,81,13,8,W 1,13909,,,False,,,BOS,1951
22,"Wed, Dec 13, 1950",,,Box Score,@,Washington Capitols,L,,79,110,13,9,L 1,1245,,,False,,,BOS,1951
23,"Sat, Dec 16, 1950",,,Box Score,@,Baltimore Bullets,L,,88,119,13,10,L 2,1910,,,False,,,BOS,1951
24,"Sun, Dec 17, 1950",,,Box Score,,Rochester Royals,W,,88,75,14,10,W 1,5542,,,False,,,BOS,1951
25,"Tue, Dec 19, 1950",,,Box Score,N,New York Knicks,L,,80,86,14,11,L 1,6396,,"at Providence, RI",False,,,BOS,1951
26,"Sat, Dec 23, 1950",,,Box Score,,Minneapolis Lakers,W,,87,81,15,11,W 1,6992,,,False,,,BOS,1951
27,"Mon, Dec 25, 1950",,,Box Score,@,Rochester Royals,L,,77,90,15,12,L 1,2973,,,False,,,BOS,1951
28,"Tue, Dec 26, 1950",,,Box Score,,Syracuse Nationals,W,,102,100,16,12,W 1,5264,,,False,,,BOS,1951
