G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 23, 2019",10:00p,,Box Score,,Sacramento Kings,W,,124,95,1,0,W 1,18055,2:19,,False,PHO,2020
2,"Fri, Oct 25, 2019",9:00p,,Box Score,@,Denver Nuggets,L,OT,107,108,1,1,L 1,19557,2:45,,False,PHO,2020
3,"Sat, Oct 26, 2019",10:00p,,Box Score,,Los Angeles Clippers,W,,130,122,2,1,W 1,15802,2:39,,False,PHO,2020
4,"Mon, Oct 28, 2019",10:00p,,Box Score,,Utah Jazz,L,,95,96,2,2,L 1,14805,2:30,,False,PHO,2020
5,"Wed, Oct 30, 2019",10:30p,,Box Score,@,Golden State Warriors,W,,121,110,3,2,W 1,18064,2:17,,False,PHO,2020
6,"Sat, Nov 2, 2019",8:00p,,Box Score,@,Memphis Grizzlies,W,,114,105,4,2,W 2,14144,2:10,,False,PHO,2020
7,"Mon, Nov 4, 2019",9:00p,,Box Score,,Philadelphia 76ers,W,,114,109,5,2,W 3,14285,2:22,,False,PHO,2020
8,"Thu, Nov 7, 2019",9:00p,,Box Score,,Miami Heat,L,,108,124,5,3,L 1,15498,2:15,,False,PHO,2020
9,"Sun, Nov 10, 2019",8:00p,,Box Score,,Brooklyn Nets,W,,138,112,6,3,W 1,17290,2:05,,False,PHO,2020
10,"Tue, Nov 12, 2019",9:00p,,Box Score,,Los Angeles Lakers,L,,115,123,6,4,L 1,18055,2:16,,False,PHO,2020
11,"Thu, Nov 14, 2019",9:00p,,Box Score,,Atlanta Hawks,W,,128,112,7,4,W 1,15143,2:19,,False,PHO,2020
12,"Mon, Nov 18, 2019",9:00p,,Box Score,,Boston Celtics,L,,85,99,7,5,L 1,15193,2:01,,False,PHO,2020
13,"Tue, Nov 19, 2019",10:00p,,Box Score,@,Sacramento Kings,L,,116,120,7,6,L 2,16732,2:21,,False,PHO,2020
14,"Thu, Nov 21, 2019",10:30p,,Box Score,,New Orleans Pelicans,L,,121,124,7,7,L 3,13903,2:27,,False,PHO,2020
15,"Sat, Nov 23, 2019",5:00p,,Box Score,@,Minnesota Timberwolves,W,,100,98,8,7,W 1,17362,2:08,,False,PHO,2020
16,"Sun, Nov 24, 2019",8:00p,,Box Score,@,Denver Nuggets,L,,104,116,8,8,L 1,19520,1:59,,False,PHO,2020
17,"Wed, Nov 27, 2019",9:00p,,Box Score,,Washington Wizards,L,,132,140,8,9,L 2,14123,2:12,,False,PHO,2020
18,"Fri, Nov 29, 2019",9:00p,,Box Score,,Dallas Mavericks,L,,113,120,8,10,L 3,18055,2:27,,False,PHO,2020
19,"Mon, Dec 2, 2019",7:00p,,Box Score,@,Charlotte Hornets,W,,109,104,9,10,W 1,11221,2:20,,False,PHO,2020
20,"Wed, Dec 4, 2019",7:00p,,Box Score,@,Orlando Magic,L,,114,128,9,11,L 1,15176,2:10,,False,PHO,2020
21,"Thu, Dec 5, 2019",8:00p,,Box Score,@,New Orleans Pelicans,W,OT,139,132,10,11,W 1,15607,2:32,,False,PHO,2020
22,"Sat, Dec 7, 2019",8:00p,,Box Score,@,Houston Rockets,L,,109,115,10,12,L 1,18055,2:19,,False,PHO,2020
23,"Mon, Dec 9, 2019",9:00p,,Box Score,,Minnesota Timberwolves,W,,125,109,11,12,W 1,13230,,,False,PHO,2020
24,"Wed, Dec 11, 2019",9:00p,,Box Score,,Memphis Grizzlies,L,,108,115,11,13,L 1,12254,2:16,,False,PHO,2020
25,"Sat, Dec 14, 2019",5:00p,,Box Score,,San Antonio Spurs,L,OT,119,121,11,14,L 2,20013,2:37,"at Mexico City, Mexico",False,PHO,2020
26,"Mon, Dec 16, 2019",9:00p,,Box Score,,Portland Trail Blazers,L,,110,111,11,15,L 3,14193,2:17,,False,PHO,2020
27,"Tue, Dec 17, 2019",10:30p,,Box Score,@,Los Angeles Clippers,L,,99,120,11,16,L 4,19068,2:02,,False,PHO,2020
28,"Fri, Dec 20, 2019",8:00p,,Box Score,@,Oklahoma City Thunder,L,,108,126,11,17,L 5,18203,2:13,,False,PHO,2020
29,"Sat, Dec 21, 2019",9:00p,,Box Score,,Houston Rockets,L,,125,139,11,18,L 6,16061,2:07,,False,PHO,2020
30,"Mon, Dec 23, 2019",9:00p,,Box Score,,Denver Nuggets,L,,111,113,11,19,L 7,16041,2:11,,False,PHO,2020
31,"Fri, Dec 27, 2019",10:30p,,Box Score,@,Golden State Warriors,L,,96,105,11,20,L 8,18064,2:10,,False,PHO,2020
32,"Sat, Dec 28, 2019",9:00p,,Box Score,@,Sacramento Kings,W,,112,110,12,20,W 1,17583,2:14,,False,PHO,2020
33,"Mon, Dec 30, 2019",10:00p,,Box Score,@,Portland Trail Blazers,W,,122,116,13,20,W 2,19896,2:07,,False,PHO,2020
34,"Wed, Jan 1, 2020",10:30p,,Box Score,@,Los Angeles Lakers,L,,107,117,13,21,L 1,18997,2:20,,False,PHO,2020
35,"Fri, Jan 3, 2020",9:00p,,Box Score,,New York Knicks,W,,120,112,14,21,W 1,18055,2:21,,False,PHO,2020
36,"Sun, Jan 5, 2020",8:00p,,Box Score,,Memphis Grizzlies,L,,114,121,14,22,L 1,14181,2:08,,False,PHO,2020
37,"Tue, Jan 7, 2020",9:00p,,Box Score,,Sacramento Kings,L,,103,114,14,23,L 2,14134,2:21,,False,PHO,2020
38,"Fri, Jan 10, 2020",9:00p,,Box Score,,Orlando Magic,W,,98,94,15,23,W 1,14562,2:12,,False,PHO,2020
39,"Sun, Jan 12, 2020",8:00p,,Box Score,,Charlotte Hornets,W,,100,92,16,23,W 2,14751,2:07,,False,PHO,2020
40,"Tue, Jan 14, 2020",7:30p,,Box Score,@,Atlanta Hawks,L,,110,123,16,24,L 1,16060,2:13,,False,PHO,2020
41,"Thu, Jan 16, 2020",7:30p,,Box Score,@,New York Knicks,W,,121,98,17,24,W 1,18215,2:07,,False,PHO,2020
42,"Sat, Jan 18, 2020",7:00p,,Box Score,@,Boston Celtics,W,,123,119,18,24,W 2,19156,2:23,,False,PHO,2020
43,"Mon, Jan 20, 2020",9:00p,,Box Score,,San Antonio Spurs,L,,118,120,18,25,L 1,14847,2:15,,False,PHO,2020
44,"Wed, Jan 22, 2020",9:00p,,Box Score,,Indiana Pacers,L,,87,112,18,26,L 2,14691,2:12,,False,PHO,2020
