G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Fri, Oct 31, 1986",,,Box Score,,Milwaukee Bucks,L,,104,120,0,1,L 1,20541,,,False,,,DET,1987
2,"Sat, Nov 1, 1986",,,Box Score,@,Indiana Pacers,L,,89,92,0,2,L 2,16912,,,False,,,DET,1987
3,"Wed, Nov 5, 1986",,,Box Score,,Washington Bullets,W,,109,85,1,2,W 1,11252,,,False,,,DET,1987
4,"Fri, Nov 7, 1986",,,Box Score,,Chicago Bulls,W,,115,109,2,2,W 2,17859,,,False,,,DET,1987
5,"Sat, Nov 8, 1986",,,Box Score,@,Milwaukee Bucks,L,,89,103,2,3,L 1,11052,,,False,,,DET,1987
6,"Wed, Nov 12, 1986",,,Box Score,,Phoenix Suns,W,,108,100,3,3,W 1,10366,,,False,,,DET,1987
7,"Fri, Nov 14, 1986",,,Box Score,,Atlanta Hawks,L,,100,105,3,4,L 1,17663,,,False,,,DET,1987
8,"Sat, Nov 15, 1986",,,Box Score,,Boston Celtics,L,,111,118,3,5,L 2,25689,2:03,,False,,,DET,1987
9,"Wed, Nov 19, 1986",,,Box Score,@,Washington Bullets,L,,105,119,3,6,L 3,8497,,,False,,,DET,1987
10,"Fri, Nov 21, 1986",,,Box Score,@,Philadelphia 76ers,W,,120,110,4,6,W 1,12750,,,False,,,DET,1987
11,"Sat, Nov 22, 1986",,,Box Score,,Cleveland Cavaliers,W,,93,84,5,6,W 2,12299,,,False,,,DET,1987
12,"Fri, Nov 28, 1986",,,Box Score,,Milwaukee Bucks,W,,120,99,6,6,W 3,25603,,,False,,,DET,1987
13,"Wed, Dec 3, 1986",7:41p,,Box Score,@,New Jersey Nets,W,OT,107,106,7,6,W 4,7623,2:49,,False,,,DET,1987
14,"Thu, Dec 4, 1986",,,Box Score,@,Cleveland Cavaliers,L,,105,113,7,7,L 1,8036,,,False,,,DET,1987
15,"Sat, Dec 6, 1986",,,Box Score,,Denver Nuggets,W,,128,113,8,7,W 1,12578,,,False,,,DET,1987
16,"Wed, Dec 10, 1986",,,Box Score,,Sacramento Kings,W,,108,101,9,7,W 2,10344,,,False,,,DET,1987
17,"Fri, Dec 12, 1986",,,Box Score,,Washington Bullets,L,,115,116,9,8,L 1,12551,,,False,,,DET,1987
18,"Sat, Dec 13, 1986",,,Box Score,,Los Angeles Lakers,W,,119,114,10,8,W 1,33447,,,False,,,DET,1987
19,"Tue, Dec 16, 1986",,,Box Score,@,Atlanta Hawks,W,,111,100,11,8,W 2,13412,,,False,,,DET,1987
20,"Wed, Dec 17, 1986",,,Box Score,,Utah Jazz,W,,122,107,12,8,W 3,12898,,,False,,,DET,1987
21,"Fri, Dec 19, 1986",,,Box Score,,San Antonio Spurs,W,,114,84,13,8,W 4,11660,,,False,,,DET,1987
22,"Sat, Dec 20, 1986",,,Box Score,@,Philadelphia 76ers,W,,98,88,14,8,W 5,13253,,,False,,,DET,1987
23,"Tue, Dec 23, 1986",,,Box Score,@,Indiana Pacers,L,,98,111,14,9,L 1,11860,,,False,,,DET,1987
24,"Fri, Dec 26, 1986",,,Box Score,,Golden State Warriors,W,,121,106,15,9,W 1,18478,,,False,,,DET,1987
25,"Sat, Dec 27, 1986",,,Box Score,@,Washington Bullets,W,,107,105,16,9,W 2,13127,,,False,,,DET,1987
26,"Tue, Dec 30, 1986",,,Box Score,@,Milwaukee Bucks,W,,103,99,17,9,W 3,11052,,,False,,,DET,1987
27,"Fri, Jan 2, 1987",,,Box Score,,New Jersey Nets,W,,129,128,18,9,W 4,22590,,,False,,,DET,1987
28,"Sat, Jan 3, 1987",,,Box Score,@,Chicago Bulls,L,,119,124,18,10,L 1,15413,,,False,,,DET,1987
29,"Wed, Jan 7, 1987",,,Box Score,,New York Knicks,W,,122,111,19,10,W 1,13364,,,False,,,DET,1987
30,"Fri, Jan 9, 1987",,,Box Score,,Los Angeles Clippers,W,,131,123,20,10,W 2,12545,,,False,,,DET,1987
31,"Sat, Jan 10, 1987",,,Box Score,,Boston Celtics,W,,118,101,21,10,W 3,37279,2:12,,False,,,DET,1987
32,"Tue, Jan 13, 1987",,,Box Score,@,Cleveland Cavaliers,W,,103,101,22,10,W 4,5793,,,False,,,DET,1987
33,"Wed, Jan 14, 1987",,,Box Score,,Cleveland Cavaliers,W,,104,87,23,10,W 5,12410,,,False,,,DET,1987
34,"Fri, Jan 16, 1987",,,Box Score,,Houston Rockets,L,,106,112,23,11,L 1,27768,,,False,,,DET,1987
35,"Sat, Jan 17, 1987",7:43p,,Box Score,@,New Jersey Nets,W,,123,113,24,11,W 1,9455,2:13,,False,,,DET,1987
36,"Mon, Jan 19, 1987",,,Box Score,,Atlanta Hawks,W,,108,98,25,11,W 2,19735,,,False,,,DET,1987
