G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 17, 2018",8:30p,,Box Score,,Minnesota Timberwolves,W,,112,108,1,0,W 1,18354,2:16,,False,SAS,2019
2,"Sat, Oct 20, 2018",10:00p,,Box Score,@,Portland Trail Blazers,L,,108,121,1,1,L 1,19461,2:00,,False,SAS,2019
3,"Mon, Oct 22, 2018",10:30p,,Box Score,@,Los Angeles Lakers,W,OT,143,142,2,1,W 1,18997,2:38,,False,SAS,2019
4,"Wed, Oct 24, 2018",8:30p,,Box Score,,Indiana Pacers,L,,96,116,2,2,L 1,18354,1:58,,False,SAS,2019
5,"Sat, Oct 27, 2018",8:30p,,Box Score,,Los Angeles Lakers,W,,110,106,3,2,W 1,18589,2:15,,False,SAS,2019
6,"Mon, Oct 29, 2018",8:30p,,Box Score,,Dallas Mavericks,W,OT,113,108,4,2,W 2,18354,2:24,,False,SAS,2019
7,"Wed, Oct 31, 2018",10:30p,,Box Score,@,Phoenix Suns,W,,120,90,5,2,W 3,12328,2:08,,False,SAS,2019
8,"Sat, Nov 3, 2018",8:30p,,Box Score,,New Orleans Pelicans,W,,109,95,6,2,W 4,18354,2:10,,False,SAS,2019
9,"Sun, Nov 4, 2018",7:00p,,Box Score,,Orlando Magic,L,,110,117,6,3,L 1,18354,2:05,,False,SAS,2019
10,"Wed, Nov 7, 2018",7:30p,,Box Score,@,Miami Heat,L,,88,95,6,4,L 2,19600,2:07,,False,SAS,2019
11,"Sat, Nov 10, 2018",8:30p,,Box Score,,Houston Rockets,W,,96,89,7,4,W 1,18354,2:11,,False,SAS,2019
12,"Mon, Nov 12, 2018",10:00p,,Box Score,@,Sacramento Kings,L,,99,104,7,5,L 1,15500,2:02,,False,SAS,2019
13,"Wed, Nov 14, 2018",9:00p,,Box Score,@,Phoenix Suns,L,,96,116,7,6,L 2,14532,2:04,,False,SAS,2019
14,"Thu, Nov 15, 2018",10:30p,,Box Score,@,Los Angeles Clippers,L,,111,116,7,7,L 3,17463,2:29,,False,SAS,2019
15,"Sun, Nov 18, 2018",7:00p,,Box Score,,Golden State Warriors,W,,104,92,8,7,W 1,18354,2:06,,False,SAS,2019
16,"Mon, Nov 19, 2018",8:00p,,Box Score,@,New Orleans Pelicans,L,,126,140,8,8,L 1,14675,2:10,,False,SAS,2019
17,"Wed, Nov 21, 2018",8:30p,,Box Score,,Memphis Grizzlies,L,,103,104,8,9,L 2,18354,2:15,,False,SAS,2019
18,"Fri, Nov 23, 2018",8:00p,,Box Score,@,Indiana Pacers,W,,111,100,9,9,W 1,17262,2:05,,False,SAS,2019
19,"Sat, Nov 24, 2018",8:30p,,Box Score,@,Milwaukee Bucks,L,,129,135,9,10,L 1,17559,2:16,,False,SAS,2019
20,"Mon, Nov 26, 2018",8:00p,,Box Score,@,Chicago Bulls,W,,108,107,10,10,W 1,19006,1:53,,False,SAS,2019
21,"Wed, Nov 28, 2018",8:00p,,Box Score,@,Minnesota Timberwolves,L,,89,128,10,11,L 1,11023,1:55,,False,SAS,2019
22,"Fri, Nov 30, 2018",8:00p,,Box Score,,Houston Rockets,L,,105,136,10,12,L 2,18354,2:13,,False,SAS,2019
23,"Sun, Dec 2, 2018",7:00p,,Box Score,,Portland Trail Blazers,W,,131,118,11,12,W 1,18354,2:07,,False,SAS,2019
24,"Tue, Dec 4, 2018",9:00p,,Box Score,@,Utah Jazz,L,,105,139,11,13,L 1,18306,2:00,,False,SAS,2019
25,"Wed, Dec 5, 2018",10:30p,,Box Score,@,Los Angeles Lakers,L,,113,121,11,14,L 2,18997,2:25,,False,SAS,2019
26,"Fri, Dec 7, 2018",8:30p,,Box Score,,Los Angeles Lakers,W,,133,120,12,14,W 1,18354,2:13,,False,SAS,2019
27,"Sun, Dec 9, 2018",7:00p,,Box Score,,Utah Jazz,W,,110,97,13,14,W 2,17834,2:01,,False,SAS,2019
28,"Tue, Dec 11, 2018",8:30p,,Box Score,,Phoenix Suns,W,,111,86,14,14,W 3,17676,2:01,,False,SAS,2019
29,"Thu, Dec 13, 2018",8:30p,,Box Score,,Los Angeles Clippers,W,,125,87,15,14,W 4,18354,2:09,,False,SAS,2019
30,"Sat, Dec 15, 2018",8:30p,,Box Score,,Chicago Bulls,L,,93,98,15,15,L 1,18354,2:14,,False,SAS,2019
31,"Mon, Dec 17, 2018",8:30p,,Box Score,,Philadelphia 76ers,W,,123,96,16,15,W 1,17486,2:03,,False,SAS,2019
32,"Wed, Dec 19, 2018",7:00p,,Box Score,@,Orlando Magic,W,,129,90,17,15,W 2,17138,1:57,,False,SAS,2019
33,"Fri, Dec 21, 2018",8:30p,,Box Score,,Minnesota Timberwolves,W,,124,98,18,15,W 3,17708,2:06,,False,SAS,2019
34,"Sat, Dec 22, 2018",8:00p,,Box Score,@,Houston Rockets,L,,101,108,18,16,L 1,18055,2:01,,False,SAS,2019
35,"Wed, Dec 26, 2018",8:30p,,Box Score,,Denver Nuggets,W,,111,103,19,16,W 1,18408,2:12,,False,SAS,2019
36,"Fri, Dec 28, 2018",9:00p,,Box Score,@,Denver Nuggets,L,,99,102,19,17,L 1,20076,2:16,,False,SAS,2019
