G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Mon, Dec 26, 2011",7:00p,,Box Score,@,Charlotte Bobcats,L,,95,96,0,1,L 1,17173,2:19,,False,MIL,2012
2,"Tue, Dec 27, 2011",8:30p,,Box Score,,Minnesota Timberwolves,W,,98,95,1,1,W 1,17352,2:16,,False,MIL,2012
3,"Fri, Dec 30, 2011",8:30p,,Box Score,,Washington Wizards,W,,102,81,2,1,W 2,17065,2:04,,False,MIL,2012
4,"Mon, Jan 2, 2012",9:00p,,Box Score,@,Denver Nuggets,L,,86,91,2,2,L 1,14142,2:11,,False,MIL,2012
5,"Tue, Jan 3, 2012",9:00p,,Box Score,@,Utah Jazz,L,,73,85,2,3,L 2,17756,2:07,,False,MIL,2012
6,"Thu, Jan 5, 2012",10:00p,,Box Score,@,Sacramento Kings,L,,100,103,2,4,L 3,11813,2:16,,False,MIL,2012
7,"Sat, Jan 7, 2012",10:30p,,Box Score,@,Los Angeles Clippers,L,,86,92,2,5,L 4,19229,2:26,,False,MIL,2012
8,"Sun, Jan 8, 2012",8:00p,,Box Score,@,Phoenix Suns,L,,93,109,2,6,L 5,13420,1:58,,False,MIL,2012
9,"Tue, Jan 10, 2012",8:00p,,Box Score,,San Antonio Spurs,W,,106,103,3,6,W 1,11585,1:59,,False,MIL,2012
10,"Thu, Jan 12, 2012",8:00p,,Box Score,,Detroit Pistons,W,,102,93,4,6,W 2,11465,2:18,,False,MIL,2012
11,"Fri, Jan 13, 2012",8:30p,,Box Score,@,Dallas Mavericks,L,,76,102,4,7,L 1,20112,2:02,,False,MIL,2012
12,"Mon, Jan 16, 2012",2:00p,,Box Score,@,Philadelphia 76ers,L,,82,94,4,8,L 2,17281,1:58,,False,MIL,2012
13,"Tue, Jan 17, 2012",8:00p,,Box Score,,Denver Nuggets,L,,95,105,4,9,L 3,11322,2:04,,False,MIL,2012
14,"Fri, Jan 20, 2012",7:30p,,Box Score,@,New York Knicks,W,,100,86,5,9,W 1,19763,2:15,,False,MIL,2012
15,"Sun, Jan 22, 2012",6:00p,,Box Score,@,Miami Heat,W,,91,82,6,9,W 2,19600,2:22,,False,MIL,2012
16,"Mon, Jan 23, 2012",8:00p,,Box Score,,Atlanta Hawks,L,,92,97,6,10,L 1,13048,2:03,,False,MIL,2012
17,"Wed, Jan 25, 2012",8:00p,,Box Score,@,Houston Rockets,W,,105,99,7,10,W 1,10573,2:07,,False,MIL,2012
18,"Fri, Jan 27, 2012",8:00p,,Box Score,@,Chicago Bulls,L,,100,107,7,11,L 1,22368,2:18,,False,MIL,2012
19,"Sat, Jan 28, 2012",8:30p,,Box Score,,Los Angeles Lakers,W,,100,89,8,11,W 1,18027,2:07,,False,MIL,2012
20,"Mon, Jan 30, 2012",8:00p,,Box Score,,Detroit Pistons,W,,103,82,9,11,W 2,13103,2:06,,False,MIL,2012
21,"Wed, Feb 1, 2012",8:00p,,Box Score,,Miami Heat,W,,105,97,10,11,W 3,16116,2:13,,False,MIL,2012
22,"Fri, Feb 3, 2012",7:30p,,Box Score,@,Detroit Pistons,L,,80,88,10,12,L 1,13181,2:12,,False,MIL,2012
23,"Sat, Feb 4, 2012",8:30p,,Box Score,,Chicago Bulls,L,,90,113,10,13,L 2,18717,1:56,,False,MIL,2012
24,"Tue, Feb 7, 2012",8:00p,,Box Score,,Phoenix Suns,L,,105,107,10,14,L 3,13203,1:59,,False,MIL,2012
25,"Wed, Feb 8, 2012",7:00p,,Box Score,@,Toronto Raptors,W,,105,99,11,14,W 1,15291,2:13,,False,MIL,2012
26,"Fri, Feb 10, 2012",7:30p,,Box Score,@,Cleveland Cavaliers,W,OT,113,112,12,14,W 2,15195,2:39,,False,MIL,2012
