G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Fri, Oct 31, 1986",,,Box Score,@,Boston Celtics,L,,102,120,0,1,L 1,14890,2:02,,False,,,WSB,1987
2,"Sat, Nov 1, 1986",,,Box Score,@,Cleveland Cavaliers,L,,106,113,0,2,L 2,14254,,,False,,,WSB,1987
3,"Tue, Nov 4, 1986",,,Box Score,,New Jersey Nets,W,,102,101,1,2,W 1,9489,,,False,,,WSB,1987
4,"Wed, Nov 5, 1986",,,Box Score,@,Detroit Pistons,L,,85,109,1,3,L 1,11252,,,False,,,WSB,1987
5,"Fri, Nov 7, 1986",,,Box Score,,Boston Celtics,L,,86,88,1,4,L 2,19375,2:10,,False,,,WSB,1987
6,"Sat, Nov 8, 1986",,,Box Score,@,Atlanta Hawks,L,,91,110,1,5,L 3,13929,,,False,,,WSB,1987
7,"Wed, Nov 12, 1986",,,Box Score,,Chicago Bulls,W,,101,99,2,5,W 1,15121,,,False,,,WSB,1987
8,"Sat, Nov 15, 1986",,,Box Score,@,New York Knicks,L,,97,104,2,6,L 1,14386,,,False,,,WSB,1987
9,"Sun, Nov 16, 1986",,,Box Score,,Indiana Pacers,W,,124,111,3,6,W 1,6018,,,False,,,WSB,1987
10,"Wed, Nov 19, 1986",,,Box Score,,Detroit Pistons,W,,119,105,4,6,W 2,8497,,,False,,,WSB,1987
11,"Fri, Nov 21, 1986",,,Box Score,,Houston Rockets,W,,115,99,5,6,W 3,19411,,,False,,,WSB,1987
12,"Sat, Nov 22, 1986",,,Box Score,@,Chicago Bulls,L,,84,93,5,7,L 1,17229,,,False,,,WSB,1987
13,"Tue, Nov 25, 1986",,,Box Score,,Portland Trail Blazers,W,,111,99,6,7,W 1,7821,,,False,,,WSB,1987
14,"Wed, Nov 26, 1986",,,Box Score,@,Milwaukee Bucks,L,,103,122,6,8,L 1,11052,,,False,,,WSB,1987
15,"Sat, Nov 29, 1986",,,Box Score,,San Antonio Spurs,W,,116,103,7,8,W 1,9549,,,False,,,WSB,1987
16,"Tue, Dec 2, 1986",,,Box Score,@,Boston Celtics,W,,117,109,8,8,W 2,15134,1:49,"at Hartford, CT",False,,,WSB,1987
