G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Sat, Oct 26, 1985",,,Box Score,@,San Antonio Spurs,W,2OT,121,116,1,0,W 1,10875,2:48,,False,,,LAL,1986
2,"Tue, Oct 29, 1985",,,Box Score,@,Dallas Mavericks,W,,133,115,2,0,W 2,17007,1:50,,False,,,LAL,1986
3,"Thu, Oct 31, 1985",,,Box Score,@,Phoenix Suns,W,,144,107,3,0,W 3,11661,2:13,,False,,,LAL,1986
4,"Sat, Nov 2, 1985",,,Box Score,@,Golden State Warriors,W,,120,116,4,0,W 4,14401,2:02,,False,,,LAL,1986
5,"Tue, Nov 5, 1985",,,Box Score,,Cleveland Cavaliers,L,,111,129,4,1,L 1,17505,2:06,,False,,,LAL,1986
6,"Thu, Nov 7, 1985",,,Box Score,@,Utah Jazz,W,,116,106,5,1,W 1,12631,2:18,,False,,,LAL,1986
7,"Fri, Nov 8, 1985",,,Box Score,,Denver Nuggets,W,,128,99,6,1,W 2,16573,1:56,,False,,,LAL,1986
8,"Tue, Nov 12, 1985",,,Box Score,,Utah Jazz,W,,119,110,7,1,W 3,14496,2:13,,False,,,LAL,1986
9,"Thu, Nov 14, 1985",,,Box Score,,Portland Trail Blazers,W,,114,102,8,1,W 4,14713,2:06,,False,,,LAL,1986
10,"Fri, Nov 15, 1985",,,Box Score,@,Los Angeles Clippers,W,,127,96,9,1,W 5,11380,2:02,,False,,,LAL,1986
11,"Sun, Nov 17, 1985",,,Box Score,,New Jersey Nets,W,,138,119,10,1,W 6,16101,2:02,,False,,,LAL,1986
12,"Wed, Nov 20, 1985",,,Box Score,,Los Angeles Clippers,W,,122,107,11,1,W 7,15214,1:57,,False,,,LAL,1986
13,"Thu, Nov 21, 1985",,,Box Score,@,Denver Nuggets,L,,120,121,11,2,L 1,17022,2:12,,False,,,LAL,1986
