G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 28, 2015",8:00p,,Box Score,@,Houston Rockets,W,,105,85,1,0,W 1,18240,2:12,,False,DEN,2016
2,"Fri, Oct 30, 2015",9:00p,,Box Score,,Minnesota Timberwolves,L,,78,95,1,1,L 1,17660,2:27,,False,DEN,2016
3,"Sun, Nov 1, 2015",7:00p,,Box Score,@,Oklahoma City Thunder,L,,93,117,1,2,L 2,18203,2:09,,False,DEN,2016
4,"Tue, Nov 3, 2015",10:30p,,Box Score,@,Los Angeles Lakers,W,,120,109,2,2,W 1,18997,2:16,,False,DEN,2016
5,"Thu, Nov 5, 2015",9:00p,,Box Score,,Utah Jazz,L,,84,96,2,3,L 1,9906,2:15,,False,DEN,2016
6,"Fri, Nov 6, 2015",10:30p,,Box Score,@,Golden State Warriors,L,,104,119,2,4,L 2,19596,2:12,,False,DEN,2016
7,"Mon, Nov 9, 2015",9:00p,,Box Score,,Portland Trail Blazers,W,,108,104,3,4,W 1,9153,2:16,,False,DEN,2016
8,"Wed, Nov 11, 2015",9:00p,,Box Score,,Milwaukee Bucks,W,,103,102,4,4,W 2,9403,2:09,,False,DEN,2016
9,"Fri, Nov 13, 2015",9:00p,,Box Score,,Houston Rockets,W,,107,98,5,4,W 3,16113,2:28,,False,DEN,2016
10,"Sat, Nov 14, 2015",9:00p,,Box Score,@,Phoenix Suns,L,,81,105,5,5,L 1,16722,2:07,,False,DEN,2016
11,"Tue, Nov 17, 2015",8:00p,,Box Score,@,New Orleans Pelicans,W,,115,98,6,5,W 1,17269,2:04,,False,DEN,2016
12,"Wed, Nov 18, 2015",8:30p,,Box Score,@,San Antonio Spurs,L,,98,109,6,6,L 1,18418,1:59,,False,DEN,2016
13,"Fri, Nov 20, 2015",9:00p,,Box Score,,Phoenix Suns,L,,107,114,6,7,L 2,12264,2:21,,False,DEN,2016
14,"Sun, Nov 22, 2015",8:00p,,Box Score,,Golden State Warriors,L,,105,118,6,8,L 3,17689,2:18,,False,DEN,2016
15,"Tue, Nov 24, 2015",9:00p,,Box Score,,Los Angeles Clippers,L,,94,111,6,9,L 4,13257,2:31,,False,DEN,2016
16,"Fri, Nov 27, 2015",9:00p,,Box Score,,San Antonio Spurs,L,,80,91,6,10,L 5,17121,2:08,,False,DEN,2016
17,"Sat, Nov 28, 2015",8:30p,,Box Score,@,Dallas Mavericks,L,,81,92,6,11,L 6,20339,2:11,,False,DEN,2016
18,"Mon, Nov 30, 2015",8:00p,,Box Score,@,Milwaukee Bucks,L,,74,92,6,12,L 7,10187,2:08,,False,DEN,2016
19,"Wed, Dec 2, 2015",8:00p,,Box Score,@,Chicago Bulls,L,,90,99,6,13,L 8,21349,2:13,,False,DEN,2016
20,"Thu, Dec 3, 2015",7:30p,,Box Score,@,Toronto Raptors,W,,106,105,7,13,W 1,19800,2:23,,False,DEN,2016
21,"Sat, Dec 5, 2015",1:00p,,Box Score,@,Philadelphia 76ers,W,,108,105,8,13,W 2,15677,2:22,,False,DEN,2016
22,"Tue, Dec 8, 2015",9:00p,,Box Score,,Orlando Magic,L,,74,85,8,14,L 1,13925,2:04,,False,DEN,2016
23,"Fri, Dec 11, 2015",9:00p,,Box Score,,Minnesota Timberwolves,W,OT,111,108,9,14,W 1,12533,2:47,,False,DEN,2016
24,"Mon, Dec 14, 2015",9:00p,,Box Score,,Houston Rockets,W,,114,108,10,14,W 2,12022,2:13,,False,DEN,2016
25,"Tue, Dec 15, 2015",8:00p,,Box Score,@,Minnesota Timberwolves,W,,112,100,11,14,W 3,11323,2:18,,False,DEN,2016
26,"Fri, Dec 18, 2015",9:00p,,Box Score,@,Utah Jazz,L,,88,97,11,15,L 1,19169,2:11,,False,DEN,2016
27,"Sun, Dec 20, 2015",8:00p,,Box Score,,New Orleans Pelicans,L,,125,130,11,16,L 2,13857,2:19,,False,DEN,2016
