G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 30, 2013",8:30p,,Box Score,,Atlanta Hawks,W,,118,109,1,0,W 1,19834,2:14,,False,DAL,2014
2,"Fri, Nov 1, 2013",8:00p,,Box Score,@,Houston Rockets,L,,105,113,1,1,L 1,18142,2:32,,False,DAL,2014
3,"Sat, Nov 2, 2013",8:30p,,Box Score,,Memphis Grizzlies,W,,111,99,2,1,W 1,20262,2:23,,False,DAL,2014
4,"Tue, Nov 5, 2013",8:30p,,Box Score,,Los Angeles Lakers,W,,123,104,3,1,W 2,19670,2:05,,False,DAL,2014
5,"Wed, Nov 6, 2013",9:30p,,Box Score,@,Oklahoma City Thunder,L,,93,107,3,2,L 1,18203,2:25,,False,DAL,2014
6,"Fri, Nov 8, 2013",8:00p,,Box Score,@,Minnesota Timberwolves,L,,108,116,3,3,L 2,13677,2:12,,False,DAL,2014
7,"Sat, Nov 9, 2013",8:30p,,Box Score,@,Milwaukee Bucks,W,,91,83,4,3,W 1,16448,2:08,,False,DAL,2014
8,"Tue, Nov 12, 2013",8:30p,,Box Score,,Washington Wizards,W,,105,95,5,3,W 2,19627,2:17,,False,DAL,2014
9,"Fri, Nov 15, 2013",7:30p,,Box Score,@,Miami Heat,L,,104,110,5,4,L 1,19772,2:23,,False,DAL,2014
10,"Sat, Nov 16, 2013",7:00p,,Box Score,@,Orlando Magic,W,,108,100,6,4,W 1,15039,2:15,,False,DAL,2014
11,"Mon, Nov 18, 2013",8:30p,,Box Score,,Philadelphia 76ers,W,,97,94,7,4,W 2,19790,2:21,,False,DAL,2014
12,"Wed, Nov 20, 2013",9:30p,,Box Score,,Houston Rockets,W,,123,120,8,4,W 3,20045,2:34,,False,DAL,2014
13,"Fri, Nov 22, 2013",8:30p,,Box Score,,Utah Jazz,W,,103,93,9,4,W 4,19781,2:07,,False,DAL,2014
14,"Sat, Nov 23, 2013",9:00p,,Box Score,@,Denver Nuggets,L,,100,102,9,5,L 1,17841,2:24,,False,DAL,2014
15,"Mon, Nov 25, 2013",8:30p,,Box Score,,Denver Nuggets,L,,96,110,9,6,L 2,19677,2:21,,False,DAL,2014
16,"Wed, Nov 27, 2013",8:30p,,Box Score,,Golden State Warriors,W,,103,99,10,6,W 1,20211,2:13,,False,DAL,2014
17,"Fri, Nov 29, 2013",7:30p,,Box Score,@,Atlanta Hawks,L,,87,88,10,7,L 1,15463,2:12,,False,DAL,2014
18,"Sat, Nov 30, 2013",8:30p,,Box Score,,Minnesota Timberwolves,L,,106,112,10,8,L 2,20173,2:12,,False,DAL,2014
19,"Tue, Dec 3, 2013",8:30p,,Box Score,,Charlotte Bobcats,W,,89,82,11,8,W 1,19612,2:14,,False,DAL,2014
