G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Sat, Nov 1, 1986",,,Box Score,,Los Angeles Lakers,W,,112,102,1,0,W 1,16016,,,False,,,HOU,1987
2,"Tue, Nov 4, 1986",,,Box Score,@,Sacramento Kings,W,,100,84,2,0,W 2,10333,,,False,,,HOU,1987
3,"Thu, Nov 6, 1986",,,Box Score,,Los Angeles Clippers,L,,97,104,2,1,L 1,16016,,,False,,,HOU,1987
4,"Sat, Nov 8, 1986",,,Box Score,,Sacramento Kings,W,,102,90,3,1,W 1,16016,,,False,,,HOU,1987
5,"Tue, Nov 11, 1986",,,Box Score,,San Antonio Spurs,W,,116,95,4,1,W 2,16016,,,False,,,HOU,1987
6,"Wed, Nov 12, 1986",,,Box Score,@,Dallas Mavericks,L,,85,114,4,2,L 1,17007,,,False,,,HOU,1987
7,"Sun, Nov 16, 1986",,,Box Score,,Cleveland Cavaliers,W,,134,106,5,2,W 1,16016,,,False,,,HOU,1987
8,"Tue, Nov 18, 1986",,,Box Score,,Portland Trail Blazers,L,OT,111,115,5,3,L 1,16016,,,False,,,HOU,1987
9,"Thu, Nov 20, 1986",,,Box Score,,Utah Jazz,W,,104,90,6,3,W 1,16016,,,False,,,HOU,1987
10,"Fri, Nov 21, 1986",,,Box Score,@,Washington Bullets,L,,99,115,6,4,L 1,19411,,,False,,,HOU,1987
11,"Sun, Nov 23, 1986",,,Box Score,@,Philadelphia 76ers,L,,104,114,6,5,L 2,13169,,,False,,,HOU,1987
12,"Tue, Nov 25, 1986",,,Box Score,@,New York Knicks,L,,93,102,6,6,L 3,15243,,,False,,,HOU,1987
13,"Wed, Nov 26, 1986",,,Box Score,@,Indiana Pacers,W,,92,88,7,6,W 1,16912,,,False,,,HOU,1987
14,"Sat, Nov 29, 1986",,,Box Score,,New Jersey Nets,L,,97,102,7,7,L 1,16016,,,False,,,HOU,1987
15,"Tue, Dec 2, 1986",,,Box Score,@,Golden State Warriors,L,,99,104,7,8,L 2,9657,,,False,,,HOU,1987
16,"Thu, Dec 4, 1986",,,Box Score,,Atlanta Hawks,L,,93,109,7,9,L 3,16016,,,False,,,HOU,1987
17,"Sat, Dec 6, 1986",,,Box Score,,Seattle SuperSonics,L,,80,136,7,10,L 4,16016,,,False,,,HOU,1987
18,"Wed, Dec 10, 1986",,,Box Score,@,Phoenix Suns,W,,117,109,8,10,W 1,10535,,,False,,,HOU,1987
19,"Thu, Dec 11, 1986",,,Box Score,,Golden State Warriors,L,,104,111,8,11,L 1,15853,,,False,,,HOU,1987
20,"Sat, Dec 13, 1986",,,Box Score,,Sacramento Kings,W,,119,106,9,11,W 1,16016,,,False,,,HOU,1987
21,"Tue, Dec 16, 1986",,,Box Score,,Phoenix Suns,L,,102,106,9,12,L 1,16016,,,False,,,HOU,1987
22,"Thu, Dec 18, 1986",,,Box Score,@,Seattle SuperSonics,L,,100,114,9,13,L 2,7696,,,False,,,HOU,1987
