G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Thu, Oct 23, 1975",,Box Score,@,Washington Bullets,L,,95,107,0,1,L 1,,,,False,KCK,1976
2,"Wed, Oct 29, 1975",,Box Score,,Seattle SuperSonics,L,,91,92,0,2,L 2,,,,False,KCK,1976
3,"Thu, Oct 30, 1975",,Box Score,@,New York Knicks,L,,113,117,0,3,L 3,,,,False,KCK,1976
4,"Sat, Nov 1, 1975",,Box Score,,Phoenix Suns,W,,106,100,1,3,W 1,,,,False,KCK,1976
5,"Tue, Nov 4, 1975",,Box Score,,Los Angeles Lakers,W,,116,98,2,3,W 2,,,,False,KCK,1976
6,"Fri, Nov 7, 1975",,Box Score,@,Portland Trail Blazers,L,,88,92,2,4,L 1,,,,False,KCK,1976
7,"Sun, Nov 9, 1975",,Box Score,@,Los Angeles Lakers,L,,112,125,2,5,L 2,,,,False,KCK,1976
8,"Wed, Nov 12, 1975",,Box Score,@,Seattle SuperSonics,W,,107,92,3,5,W 1,,,,False,KCK,1976
9,"Sat, Nov 15, 1975",,Box Score,@,Golden State Warriors,L,,92,123,3,6,L 1,,,,False,KCK,1976
10,"Wed, Nov 19, 1975",,Box Score,@,Philadelphia 76ers,L,,103,113,3,7,L 2,,,,False,KCK,1976
11,"Fri, Nov 21, 1975",,Box Score,,Chicago Bulls,W,,107,98,4,7,W 1,,,,False,KCK,1976
12,"Wed, Nov 26, 1975",,Box Score,@,Detroit Pistons,L,,104,120,4,8,L 1,,,,False,KCK,1976
13,"Thu, Nov 27, 1975",,Box Score,@,Cleveland Cavaliers,W,,95,91,5,8,W 1,,,,False,KCK,1976
14,"Fri, Nov 28, 1975",,Box Score,,New Orleans Jazz,W,,98,97,6,8,W 2,,,,False,KCK,1976
15,"Sun, Nov 30, 1975",,Box Score,,New York Knicks,W,,110,98,7,8,W 3,,,,False,KCK,1976
16,"Tue, Dec 2, 1975",,Box Score,,Seattle SuperSonics,L,,90,101,7,9,L 1,,,,False,KCK,1976
17,"Thu, Dec 4, 1975",,Box Score,,Cleveland Cavaliers,W,,105,101,8,9,W 1,,,,False,KCK,1976
18,"Fri, Dec 5, 1975",,Box Score,@,Milwaukee Bucks,L,,95,103,8,10,L 1,,,,False,KCK,1976
19,"Sat, Dec 6, 1975",,Box Score,,Philadelphia 76ers,L,,84,98,8,11,L 2,,,,False,KCK,1976
20,"Tue, Dec 9, 1975",,Box Score,@,Buffalo Braves,L,,107,126,8,12,L 3,,,,False,KCK,1976
21,"Wed, Dec 10, 1975",,Box Score,,Atlanta Hawks,W,,100,94,9,12,W 1,,,,False,KCK,1976
22,"Fri, Dec 12, 1975",,Box Score,,Chicago Bulls,W,,109,99,10,12,W 2,,,,False,KCK,1976
23,"Sat, Dec 13, 1975",,Box Score,@,Atlanta Hawks,L,,101,115,10,13,L 1,,,,False,KCK,1976
24,"Sun, Dec 14, 1975",,Box Score,,Golden State Warriors,L,,105,115,10,14,L 2,,,,False,KCK,1976
25,"Tue, Dec 16, 1975",,Box Score,,Houston Rockets,L,,100,111,10,15,L 3,,,,False,KCK,1976
26,"Wed, Dec 17, 1975",,Box Score,@,Boston Celtics,L,,104,118,10,16,L 4,11243,,"at Hartford, CT",False,KCK,1976
27,"Sat, Dec 20, 1975",,Box Score,,Buffalo Braves,L,,110,117,10,17,L 5,,,,False,KCK,1976
28,"Tue, Dec 23, 1975",,Box Score,@,Los Angeles Lakers,L,,97,111,10,18,L 6,,,,False,KCK,1976
29,"Thu, Dec 25, 1975",,Box Score,@,Phoenix Suns,L,,111,122,10,19,L 7,,,,False,KCK,1976
30,"Fri, Dec 26, 1975",,Box Score,@,Seattle SuperSonics,L,,87,90,10,20,L 8,,,,False,KCK,1976
31,"Sun, Dec 28, 1975",,Box Score,,Detroit Pistons,L,,87,103,10,21,L 9,,,"at Omaha, NE",False,KCK,1976
32,"Tue, Dec 30, 1975",,Box Score,@,Cleveland Cavaliers,L,,106,110,10,22,L 10,,,,False,KCK,1976
33,"Sat, Jan 3, 1976",,Box Score,@,New Orleans Jazz,L,,95,120,10,23,L 11,,,,False,KCK,1976
34,"Sun, Jan 4, 1976",,Box Score,,Phoenix Suns,W,,98,86,11,23,W 1,,,,False,KCK,1976
