G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Fri, Oct 10, 1980",,Box Score,@,New Jersey Nets,W,,110,91,1,0,W 1,6661,,,False,IND,1981
2,"Sat, Oct 11, 1980",,Box Score,,Detroit Pistons,W,,100,87,2,0,W 2,9756,,,False,IND,1981
3,"Wed, Oct 15, 1980",,Box Score,,Chicago Bulls,L,,97,108,2,1,L 1,6909,,,False,IND,1981
4,"Sat, Oct 18, 1980",,Box Score,,Boston Celtics,W,,103,99,3,1,W 1,11713,2:20,,False,IND,1981
5,"Tue, Oct 21, 1980",,Box Score,@,Atlanta Hawks,W,,121,116,4,1,W 2,6582,,,False,IND,1981
6,"Wed, Oct 22, 1980",,Box Score,,Milwaukee Bucks,L,,105,119,4,2,L 1,7138,,,False,IND,1981
7,"Fri, Oct 24, 1980",,Box Score,,Atlanta Hawks,W,,104,97,5,2,W 1,7168,,,False,IND,1981
8,"Sat, Oct 25, 1980",,Box Score,@,Cleveland Cavaliers,L,,100,118,5,3,L 1,4811,,,False,IND,1981
9,"Wed, Oct 29, 1980",,Box Score,,New York Knicks,W,,102,95,6,3,W 1,7630,,,False,IND,1981
10,"Fri, Oct 31, 1980",,Box Score,@,Chicago Bulls,W,,121,114,7,3,W 2,5127,,,False,IND,1981
11,"Sat, Nov 1, 1980",,Box Score,,New Jersey Nets,W,,113,100,8,3,W 3,7338,,,False,IND,1981
12,"Sun, Nov 2, 1980",,Box Score,@,Milwaukee Bucks,L,,121,135,8,4,L 1,10980,,,False,IND,1981
13,"Tue, Nov 4, 1980",,Box Score,@,Phoenix Suns,L,,108,109,8,5,L 2,12018,,,False,IND,1981
14,"Sat, Nov 8, 1980",,Box Score,@,Golden State Warriors,L,,111,118,8,6,L 3,6947,,,False,IND,1981
15,"Mon, Nov 10, 1980",,Box Score,@,Utah Jazz,L,,106,108,8,7,L 4,6132,,,False,IND,1981
16,"Tue, Nov 11, 1980",,Box Score,@,San Antonio Spurs,W,,119,113,9,7,W 1,11282,,,False,IND,1981
17,"Thu, Nov 13, 1980",,Box Score,,Philadelphia 76ers,L,,103,130,9,8,L 1,11421,,,False,IND,1981
18,"Fri, Nov 14, 1980",,Box Score,,Washington Bullets,W,,118,108,10,8,W 1,9502,,,False,IND,1981
19,"Tue, Nov 18, 1980",,Box Score,@,Detroit Pistons,W,,102,97,11,8,W 2,3223,,,False,IND,1981
20,"Wed, Nov 19, 1980",,Box Score,,Boston Celtics,L,,91,103,11,9,L 1,10815,1:56,,False,IND,1981
21,"Fri, Nov 21, 1980",,Box Score,@,Philadelphia 76ers,L,,88,97,11,10,L 2,8237,,,False,IND,1981
22,"Sat, Nov 22, 1980",,Box Score,,Houston Rockets,W,,129,120,12,10,W 1,7357,,,False,IND,1981
23,"Wed, Nov 26, 1980",,Box Score,,Atlanta Hawks,W,,110,89,13,10,W 2,7426,,,False,IND,1981
24,"Thu, Nov 27, 1980",,Box Score,@,Washington Bullets,L,,108,123,13,11,L 1,5633,,,False,IND,1981
25,"Sat, Nov 29, 1980",,Box Score,,Cleveland Cavaliers,W,,117,101,14,11,W 1,7067,,,False,IND,1981
26,"Tue, Dec 2, 1980",,Box Score,@,New York Knicks,W,,113,96,15,11,W 2,10291,,,False,IND,1981
27,"Wed, Dec 3, 1980",,Box Score,,Washington Bullets,W,,128,115,16,11,W 3,6575,,,False,IND,1981
28,"Fri, Dec 5, 1980",,Box Score,@,Milwaukee Bucks,L,,100,102,16,12,L 1,11052,,,False,IND,1981
29,"Sat, Dec 6, 1980",,Box Score,,Kansas City Kings,W,,107,88,17,12,W 1,7099,,,False,IND,1981
30,"Wed, Dec 10, 1980",,Box Score,,Phoenix Suns,W,,102,90,18,12,W 2,9140,,,False,IND,1981
31,"Thu, Dec 11, 1980",,Box Score,@,Cleveland Cavaliers,W,,103,100,19,12,W 3,3046,,,False,IND,1981
32,"Sat, Dec 13, 1980",,Box Score,@,Washington Bullets,L,,105,114,19,13,L 1,5137,,,False,IND,1981
33,"Tue, Dec 16, 1980",,Box Score,,Philadelphia 76ers,L,,107,109,19,14,L 2,12539,,,False,IND,1981
34,"Fri, Dec 19, 1980",,Box Score,@,Detroit Pistons,L,,106,109,19,15,L 3,6058,,,False,IND,1981
35,"Sat, Dec 20, 1980",,Box Score,@,Kansas City Kings,W,,107,103,20,15,W 1,5910,,,False,IND,1981
36,"Tue, Dec 23, 1980",,Box Score,,New Jersey Nets,W,,125,109,21,15,W 2,7844,,,False,IND,1981
37,"Fri, Dec 26, 1980",,Box Score,@,Los Angeles Lakers,L,,115,116,21,16,L 1,14345,,,False,IND,1981
38,"Sat, Dec 27, 1980",,Box Score,@,San Diego Clippers,L,,109,121,21,17,L 2,8130,,,False,IND,1981
39,"Tue, Dec 30, 1980",,Box Score,@,Denver Nuggets,L,,110,127,21,18,L 3,12979,,,False,IND,1981
40,"Fri, Jan 2, 1981",,Box Score,@,Atlanta Hawks,W,,109,106,22,18,W 1,8233,,,False,IND,1981
41,"Sat, Jan 3, 1981",,Box Score,,San Diego Clippers,W,,128,104,23,18,W 2,8614,,,False,IND,1981
42,"Sun, Jan 4, 1981",,Box Score,@,New Jersey Nets,W,,113,104,24,18,W 3,7931,,,False,IND,1981
43,"Wed, Jan 7, 1981",,Box Score,,New Jersey Nets,W,,112,103,25,18,W 4,6291,,,False,IND,1981
44,"Thu, Jan 8, 1981",,Box Score,@,New York Knicks,W,OT,116,115,26,18,W 5,10143,,,False,IND,1981
45,"Sat, Jan 10, 1981",,Box Score,,Milwaukee Bucks,W,,106,102,27,18,W 6,14505,,,False,IND,1981
46,"Wed, Jan 14, 1981",,Box Score,,Detroit Pistons,W,,101,99,28,18,W 7,7237,,,False,IND,1981
47,"Fri, Jan 16, 1981",,Box Score,,Seattle SuperSonics,L,,94,95,28,19,L 1,10775,,,False,IND,1981
48,"Sun, Jan 18, 1981",,Box Score,,Utah Jazz,W,,110,89,29,19,W 1,12279,,,False,IND,1981
49,"Tue, Jan 20, 1981",,Box Score,@,Chicago Bulls,L,,105,121,29,20,L 1,5519,,,False,IND,1981
50,"Wed, Jan 21, 1981",,Box Score,@,Philadelphia 76ers,L,,104,118,29,21,L 2,9752,,,False,IND,1981
51,"Fri, Jan 23, 1981",,Box Score,@,Boston Celtics,L,,103,104,29,22,L 3,15320,2:04,,False,IND,1981
52,"Sat, Jan 24, 1981",,Box Score,,Dallas Mavericks,W,,107,89,30,22,W 1,12636,,,False,IND,1981
53,"Tue, Jan 27, 1981",,Box Score,@,Cleveland Cavaliers,L,,109,114,30,23,L 1,4211,,,False,IND,1981
54,"Wed, Jan 28, 1981",,Box Score,,Golden State Warriors,W,,108,102,31,23,W 1,11129,,,False,IND,1981
55,"Tue, Feb 3, 1981",,Box Score,@,Milwaukee Bucks,W,,108,99,32,23,W 2,11052,,,False,IND,1981
56,"Wed, Feb 4, 1981",,Box Score,,Los Angeles Lakers,L,,96,102,32,24,L 1,15966,,,False,IND,1981
57,"Fri, Feb 6, 1981",,Box Score,@,Boston Celtics,L,,98,111,32,25,L 2,15320,1:55,,False,IND,1981
58,"Sat, Feb 7, 1981",,Box Score,,Cleveland Cavaliers,W,,99,96,33,25,W 1,11319,,,False,IND,1981
59,"Sun, Feb 8, 1981",,Box Score,@,Detroit Pistons,W,,124,101,34,25,W 2,3629,,,False,IND,1981
60,"Wed, Feb 11, 1981",,Box Score,,Milwaukee Bucks,L,,101,107,34,26,L 1,11817,2:11,,False,IND,1981
61,"Fri, Feb 13, 1981",,Box Score,@,New Jersey Nets,L,,100,103,34,27,L 2,7829,,,False,IND,1981
62,"Sun, Feb 15, 1981",,Box Score,,Chicago Bulls,W,,113,107,35,27,W 1,10513,,,False,IND,1981
63,"Wed, Feb 18, 1981",,Box Score,,Atlanta Hawks,L,,96,99,35,28,L 1,7377,,,False,IND,1981
64,"Fri, Feb 20, 1981",,Box Score,,San Antonio Spurs,W,,109,106,36,28,W 1,10419,,,False,IND,1981
65,"Sun, Feb 22, 1981",,Box Score,,Portland Trail Blazers,L,OT,109,113,36,29,L 1,8894,,,False,IND,1981
66,"Wed, Feb 25, 1981",,Box Score,@,Houston Rockets,L,,100,101,36,30,L 2,13121,,,False,IND,1981
67,"Fri, Feb 27, 1981",,Box Score,@,Dallas Mavericks,W,,118,111,37,30,W 1,7359,,,False,IND,1981
68,"Tue, Mar 3, 1981",,Box Score,@,Portland Trail Blazers,L,,112,117,37,31,L 1,12666,,,False,IND,1981
69,"Wed, Mar 4, 1981",,Box Score,@,Seattle SuperSonics,L,,93,105,37,32,L 2,18429,,,False,IND,1981
70,"Fri, Mar 6, 1981",,Box Score,,Boston Celtics,W,,110,104,38,32,W 1,17032,2:02,,False,IND,1981
71,"Sun, Mar 8, 1981",,Box Score,,Denver Nuggets,W,,129,119,39,32,W 2,7708,,,False,IND,1981
72,"Tue, Mar 10, 1981",,Box Score,,Philadelphia 76ers,L,,102,103,39,33,L 1,17032,,,False,IND,1981
73,"Thu, Mar 12, 1981",,Box Score,@,Washington Bullets,W,,114,107,40,33,W 1,7531,,,False,IND,1981
74,"Fri, Mar 13, 1981",,Box Score,@,Boston Celtics,W,,101,94,41,33,W 2,15622,2:00,"at Hartford, CT",False,IND,1981
75,"Sat, Mar 14, 1981",,Box Score,,Detroit Pistons,L,,94,101,41,34,L 1,10105,,,False,IND,1981
76,"Tue, Mar 17, 1981",,Box Score,@,New York Knicks,L,,89,114,41,35,L 2,10293,,,False,IND,1981
77,"Wed, Mar 18, 1981",,Box Score,@,Philadelphia 76ers,L,,95,107,41,36,L 3,12756,,,False,IND,1981
78,"Fri, Mar 20, 1981",,Box Score,,New York Knicks,L,,107,110,41,37,L 4,11181,,,False,IND,1981
79,"Sun, Mar 22, 1981",,Box Score,,Cleveland Cavaliers,W,,107,101,42,37,W 1,9827,,,False,IND,1981
80,"Thu, Mar 26, 1981",,Box Score,@,Atlanta Hawks,W,,115,107,43,37,W 2,8776,,,False,IND,1981
81,"Fri, Mar 27, 1981",,Box Score,,Washington Bullets,W,,122,107,44,37,W 3,11583,,,False,IND,1981
82,"Sun, Mar 29, 1981",,Box Score,,Chicago Bulls,L,,97,101,44,38,L 1,16663,,,False,IND,1981
1,"Tue, Mar 31, 1981",,Box Score,@,Philadelphia 76ers,L,,108,124,0,1,L 1,7288,,,True,IND,1981
2,"Thu, Apr 2, 1981",,Box Score,,Philadelphia 76ers,L,,85,96,0,2,L 2,8921,,,True,IND,1981
