G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Sat, Nov 1, 1986",,,Box Score,@,New York Knicks,W,,108,103,1,0,W 1,19325,,,False,,,CHI,1987
2,"Sun, Nov 2, 1986",,,Box Score,@,Cleveland Cavaliers,W,,94,89,2,0,W 2,17540,,,False,,,CHI,1987
3,"Tue, Nov 4, 1986",,,Box Score,,San Antonio Spurs,W,,111,104,3,0,W 3,12282,,,False,,,CHI,1987
4,"Fri, Nov 7, 1986",,,Box Score,@,Detroit Pistons,L,,109,115,3,1,L 1,17859,,,False,,,CHI,1987
5,"Sat, Nov 8, 1986",,,Box Score,,Phoenix Suns,W,,101,96,4,1,W 1,15122,,,False,,,CHI,1987
6,"Tue, Nov 11, 1986",,,Box Score,,Atlanta Hawks,W,,112,110,5,1,W 2,16877,,,False,,,CHI,1987
7,"Wed, Nov 12, 1986",,,Box Score,@,Washington Bullets,L,,99,101,5,2,L 1,15121,,,False,,,CHI,1987
8,"Fri, Nov 14, 1986",,,Box Score,,Boston Celtics,L,,98,110,5,3,L 2,18919,2:01,,False,,,CHI,1987
9,"Fri, Nov 21, 1986",,,Box Score,,New York Knicks,W,,101,99,6,3,W 1,14328,,,False,,,CHI,1987
10,"Sat, Nov 22, 1986",,,Box Score,,Washington Bullets,W,,93,84,7,3,W 2,17229,,,False,,,CHI,1987
11,"Wed, Nov 26, 1986",,,Box Score,@,Denver Nuggets,L,,107,109,7,4,L 1,17022,,,False,,,CHI,1987
12,"Fri, Nov 28, 1986",,,Box Score,@,Los Angeles Lakers,L,,103,110,7,5,L 2,17505,,,False,,,CHI,1987
13,"Sat, Nov 29, 1986",,,Box Score,@,Golden State Warriors,L,,106,113,7,6,L 3,15025,,,False,,,CHI,1987
14,"Tue, Dec 2, 1986",,,Box Score,@,Seattle SuperSonics,W,OT,115,109,8,6,W 1,13438,,,False,,,CHI,1987
15,"Wed, Dec 3, 1986",,,Box Score,@,Utah Jazz,L,,94,99,8,7,L 1,12212,,,False,,,CHI,1987
16,"Fri, Dec 5, 1986",,,Box Score,@,Phoenix Suns,L,,112,114,8,8,L 2,14519,,,False,,,CHI,1987
17,"Sat, Dec 6, 1986",,,Box Score,@,San Antonio Spurs,L,,97,106,8,9,L 3,11939,,,False,,,CHI,1987
18,"Tue, Dec 9, 1986",,,Box Score,,Denver Nuggets,W,,106,100,9,9,W 1,10717,,,False,,,CHI,1987
19,"Wed, Dec 10, 1986",,,Box Score,@,Atlanta Hawks,L,,95,123,9,10,L 1,16522,,,False,,,CHI,1987
20,"Fri, Dec 12, 1986",,,Box Score,@,Milwaukee Bucks,W,,106,93,10,10,W 1,11052,,,False,,,CHI,1987
21,"Sat, Dec 13, 1986",,,Box Score,,Milwaukee Bucks,L,,90,113,10,11,L 1,17335,,,False,,,CHI,1987
22,"Tue, Dec 16, 1986",,,Box Score,,New Jersey Nets,W,,99,98,11,11,W 1,10162,,,False,,,CHI,1987
23,"Thu, Dec 18, 1986",,,Box Score,@,Indiana Pacers,W,,97,88,12,11,W 2,15844,,,False,,,CHI,1987
24,"Sat, Dec 20, 1986",,,Box Score,,Utah Jazz,L,,89,91,12,12,L 1,11493,,,False,,,CHI,1987
25,"Tue, Dec 23, 1986",,,Box Score,,Cleveland Cavaliers,W,,108,92,13,12,W 1,14698,,,False,,,CHI,1987
26,"Thu, Dec 25, 1986",,,Box Score,@,New York Knicks,L,,85,86,13,13,L 1,15811,,,False,,,CHI,1987
27,"Sat, Dec 27, 1986",,,Box Score,,Indiana Pacers,W,,105,93,14,13,W 1,16781,,,False,,,CHI,1987
28,"Tue, Dec 30, 1986",,,Box Score,,Golden State Warriors,L,,99,102,14,14,L 1,15317,,,False,,,CHI,1987
29,"Fri, Jan 2, 1987",,,Box Score,@,Boston Celtics,L,,99,113,14,15,L 2,14890,2:03,,False,,,CHI,1987
30,"Sat, Jan 3, 1987",,,Box Score,,Detroit Pistons,W,,124,119,15,15,W 1,15413,,,False,,,CHI,1987
31,"Tue, Jan 6, 1987",,,Box Score,@,Cleveland Cavaliers,W,,99,95,16,15,W 2,12151,,,False,,,CHI,1987
32,"Thu, Jan 8, 1987",,,Box Score,,Portland Trail Blazers,W,,121,117,17,15,W 3,11033,,,False,,,CHI,1987
33,"Sat, Jan 10, 1987",,,Box Score,,New Jersey Nets,W,,119,109,18,15,W 4,16243,,,False,,,CHI,1987
34,"Thu, Jan 15, 1987",,,Box Score,,Houston Rockets,L,,96,107,18,16,L 1,17038,,,False,,,CHI,1987
35,"Sat, Jan 17, 1987",,,Box Score,,Philadelphia 76ers,W,,105,89,19,16,W 1,18222,,,False,,,CHI,1987
36,"Mon, Jan 19, 1987",,,Box Score,@,Indiana Pacers,L,,95,109,19,17,L 1,14754,,,False,,,CHI,1987
