G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Fri, Oct 31, 1986",,,Box Score,@,Dallas Mavericks,L,,77,103,0,1,L 1,16692,,,False,,,UTA,1987
2,"Sat, Nov 1, 1986",,,Box Score,,Portland Trail Blazers,W,,119,110,1,1,W 1,11013,,,False,,,UTA,1987
3,"Wed, Nov 5, 1986",,,Box Score,,Cleveland Cavaliers,W,,111,95,2,1,W 2,11185,,,False,,,UTA,1987
4,"Thu, Nov 6, 1986",,,Box Score,@,Denver Nuggets,L,,121,135,2,2,L 1,8112,,,False,,,UTA,1987
5,"Tue, Nov 11, 1986",,,Box Score,,Dallas Mavericks,W,,104,103,3,2,W 1,10516,,,False,,,UTA,1987
6,"Thu, Nov 13, 1986",,,Box Score,,Los Angeles Clippers,W,,130,113,4,2,W 2,11034,,,False,,,UTA,1987
7,"Sat, Nov 15, 1986",,,Box Score,,Denver Nuggets,W,,111,103,5,2,W 3,12212,,,False,,,UTA,1987
8,"Sun, Nov 16, 1986",,,Box Score,@,Portland Trail Blazers,L,,103,124,5,3,L 1,12666,,,False,,,UTA,1987
9,"Thu, Nov 20, 1986",,,Box Score,@,Houston Rockets,L,,90,104,5,4,L 2,16016,,,False,,,UTA,1987
10,"Sat, Nov 22, 1986",,,Box Score,,New Jersey Nets,W,,96,78,6,4,W 1,11732,,,False,,,UTA,1987
11,"Tue, Nov 25, 1986",,,Box Score,@,Golden State Warriors,L,,106,111,6,5,L 1,7594,2:06,,False,,,UTA,1987
12,"Wed, Nov 26, 1986",,,Box Score,,Seattle SuperSonics,W,,127,91,7,5,W 1,10512,,,False,,,UTA,1987
13,"Fri, Nov 28, 1986",,,Box Score,,Atlanta Hawks,L,,88,97,7,6,L 1,12212,,,False,,,UTA,1987
14,"Sat, Nov 29, 1986",,,Box Score,@,Dallas Mavericks,L,,107,118,7,7,L 2,17007,,,False,,,UTA,1987
15,"Wed, Dec 3, 1986",,,Box Score,,Chicago Bulls,W,,99,94,8,7,W 1,12212,,,False,,,UTA,1987
16,"Fri, Dec 5, 1986",,,Box Score,,New York Knicks,W,,123,96,9,7,W 2,12212,,,False,,,UTA,1987
17,"Sat, Dec 6, 1986",,,Box Score,@,Sacramento Kings,W,,114,111,10,7,W 3,10333,,,False,,,UTA,1987
18,"Wed, Dec 10, 1986",,,Box Score,@,Denver Nuggets,W,,112,110,11,7,W 4,9479,,,False,,,UTA,1987
19,"Thu, Dec 11, 1986",,,Box Score,,Dallas Mavericks,W,,103,99,12,7,W 5,12212,,,False,,,UTA,1987
20,"Sat, Dec 13, 1986",,,Box Score,,Los Angeles Clippers,W,,115,100,13,7,W 6,11131,,,False,,,UTA,1987
21,"Tue, Dec 16, 1986",,,Box Score,@,Washington Bullets,W,,109,106,14,7,W 7,6239,,,False,,,UTA,1987
22,"Wed, Dec 17, 1986",,,Box Score,@,Detroit Pistons,L,,107,122,14,8,L 1,12898,,,False,,,UTA,1987
23,"Fri, Dec 19, 1986",,,Box Score,@,Cleveland Cavaliers,W,2OT,134,128,15,8,W 1,6754,,,False,,,UTA,1987
24,"Sat, Dec 20, 1986",,,Box Score,@,Chicago Bulls,W,,91,89,16,8,W 2,11493,,,False,,,UTA,1987
25,"Mon, Dec 22, 1986",,,Box Score,@,Philadelphia 76ers,W,,114,111,17,8,W 3,10127,,,False,,,UTA,1987
26,"Tue, Dec 23, 1986",7:40p,,Box Score,@,New Jersey Nets,L,,96,119,17,9,L 1,9871,2:03,,False,,,UTA,1987
27,"Sat, Dec 27, 1986",,,Box Score,,Houston Rockets,W,,103,96,18,9,W 1,12212,,,False,,,UTA,1987
28,"Mon, Dec 29, 1986",,,Box Score,,San Antonio Spurs,W,,109,101,19,9,W 2,12212,,,False,,,UTA,1987
29,"Tue, Dec 30, 1986",,,Box Score,@,San Antonio Spurs,L,,109,115,19,10,L 1,6465,,,False,,,UTA,1987
30,"Fri, Jan 2, 1987",,,Box Score,,Philadelphia 76ers,L,,99,104,19,11,L 2,12212,,,False,,,UTA,1987
31,"Sun, Jan 4, 1987",,,Box Score,@,Los Angeles Lakers,L,,113,121,19,12,L 3,17505,,,False,,,UTA,1987
32,"Thu, Jan 8, 1987",,,Box Score,,Los Angeles Lakers,W,,107,101,20,12,W 1,12212,,,False,,,UTA,1987
33,"Sat, Jan 10, 1987",,,Box Score,,Indiana Pacers,W,,105,96,21,12,W 2,12212,,,False,,,UTA,1987
34,"Sun, Jan 11, 1987",,,Box Score,@,Seattle SuperSonics,L,,111,127,21,13,L 1,7594,,,False,,,UTA,1987
35,"Tue, Jan 13, 1987",,,Box Score,@,Portland Trail Blazers,L,,113,121,21,14,L 2,12666,,,False,,,UTA,1987
36,"Thu, Jan 15, 1987",,,Box Score,@,Phoenix Suns,L,,107,123,21,15,L 3,10712,,,False,,,UTA,1987
37,"Sat, Jan 17, 1987",,,Box Score,@,San Antonio Spurs,L,,91,102,21,16,L 4,6071,,,False,,,UTA,1987
38,"Wed, Jan 21, 1987",,,Box Score,,Detroit Pistons,W,,112,108,22,16,W 1,12212,,,False,,,UTA,1987
39,"Fri, Jan 23, 1987",,,Box Score,,Golden State Warriors,W,,123,100,23,16,W 2,12212,2:18,,False,,,UTA,1987
40,"Mon, Jan 26, 1987",,,Box Score,,Seattle SuperSonics,L,,95,108,23,17,L 1,12212,,,False,,,UTA,1987
41,"Tue, Jan 27, 1987",,,Box Score,@,Houston Rockets,W,,92,88,24,17,W 1,16016,,,False,,,UTA,1987
42,"Thu, Jan 29, 1987",,,Box Score,,Portland Trail Blazers,W,,120,114,25,17,W 2,12212,,,False,,,UTA,1987
43,"Sat, Jan 31, 1987",,,Box Score,,Los Angeles Clippers,L,OT,113,114,25,18,L 1,12212,,,False,,,UTA,1987
44,"Sun, Feb 1, 1987",,,Box Score,@,Sacramento Kings,W,,121,113,26,18,W 1,10333,,,False,,,UTA,1987
45,"Tue, Feb 3, 1987",,,Box Score,,Sacramento Kings,W,,101,95,27,18,W 2,11826,,,False,,,UTA,1987
46,"Thu, Feb 5, 1987",,,Box Score,@,Los Angeles Clippers,W,,126,103,28,18,W 3,6314,,,False,,,UTA,1987
47,"Tue, Feb 10, 1987",,,Box Score,,Phoenix Suns,L,,98,102,28,19,L 1,12212,,,False,,,UTA,1987
48,"Fri, Feb 13, 1987",,,Box Score,@,Phoenix Suns,L,,98,105,28,20,L 2,12375,,,False,,,UTA,1987
49,"Sat, Feb 14, 1987",,,Box Score,,San Antonio Spurs,W,,108,95,29,20,W 1,12212,,,False,,,UTA,1987
50,"Mon, Feb 16, 1987",,,Box Score,,Boston Celtics,W,,109,89,30,20,W 2,12212,1:54,,False,,,UTA,1987
51,"Wed, Feb 18, 1987",,,Box Score,,Milwaukee Bucks,L,,109,113,30,21,L 1,12212,,,False,,,UTA,1987
52,"Fri, Feb 20, 1987",,,Box Score,,Washington Bullets,L,,113,118,30,22,L 2,12212,,,False,,,UTA,1987
53,"Sat, Feb 21, 1987",,,Box Score,@,Houston Rockets,L,,81,94,30,23,L 3,16279,,,False,,,UTA,1987
54,"Tue, Feb 24, 1987",,,Box Score,,Seattle SuperSonics,W,,133,103,31,23,W 1,12212,,,False,,,UTA,1987
55,"Thu, Feb 26, 1987",,,Box Score,,Houston Rockets,L,,84,85,31,24,L 1,12212,,,False,,,UTA,1987
56,"Sat, Feb 28, 1987",,,Box Score,,Los Angeles Lakers,W,,107,100,32,24,W 1,12212,,,False,,,UTA,1987
57,"Tue, Mar 3, 1987",,,Box Score,@,New York Knicks,L,,86,99,32,25,L 1,8916,,,False,,,UTA,1987
58,"Wed, Mar 4, 1987",,,Box Score,@,Boston Celtics,L,,105,123,32,26,L 2,14890,2:03,,False,,,UTA,1987
59,"Fri, Mar 6, 1987",,,Box Score,@,Milwaukee Bucks,W,,124,123,33,26,W 1,11052,,,False,,,UTA,1987
60,"Sat, Mar 7, 1987",,,Box Score,@,Atlanta Hawks,L,,97,122,33,27,L 1,13885,,,False,,,UTA,1987
61,"Mon, Mar 9, 1987",,,Box Score,@,Indiana Pacers,L,,102,107,33,28,L 2,8364,,,False,,,UTA,1987
62,"Wed, Mar 11, 1987",,,Box Score,@,Denver Nuggets,L,,116,122,33,29,L 3,12250,,,False,,,UTA,1987
63,"Thu, Mar 12, 1987",,,Box Score,@,Sacramento Kings,W,,113,109,34,29,W 1,10333,,,False,,,UTA,1987
64,"Sat, Mar 14, 1987",,,Box Score,,Sacramento Kings,W,,123,116,35,29,W 2,12212,,,False,,,UTA,1987
65,"Tue, Mar 17, 1987",,,Box Score,,Golden State Warriors,W,,118,103,36,29,W 3,11649,2:03,,False,,,UTA,1987
66,"Wed, Mar 18, 1987",,,Box Score,@,Los Angeles Lakers,L,,97,111,36,30,L 1,17505,,,False,,,UTA,1987
67,"Sat, Mar 21, 1987",,,Box Score,,Houston Rockets,W,,125,108,37,30,W 1,12212,,,False,,,UTA,1987
68,"Mon, Mar 23, 1987",,,Box Score,,Denver Nuggets,W,,122,118,38,30,W 2,12212,,,False,,,UTA,1987
69,"Wed, Mar 25, 1987",,,Box Score,@,Los Angeles Clippers,L,,101,111,38,31,L 1,6707,,,False,,,UTA,1987
70,"Fri, Mar 27, 1987",,,Box Score,,San Antonio Spurs,W,,144,133,39,31,W 1,12212,,,False,,,UTA,1987
71,"Sat, Mar 28, 1987",,,Box Score,@,Golden State Warriors,L,,110,116,39,32,L 1,12808,2:02,,False,,,UTA,1987
72,"Tue, Mar 31, 1987",,,Box Score,,Phoenix Suns,W,,110,95,40,32,W 1,12212,,,False,,,UTA,1987
73,"Wed, Apr 1, 1987",,,Box Score,@,San Antonio Spurs,W,,107,104,41,32,W 2,7745,,,False,,,UTA,1987
74,"Fri, Apr 3, 1987",,,Box Score,@,Phoenix Suns,L,,98,112,41,33,L 1,10326,,,False,,,UTA,1987
75,"Sat, Apr 4, 1987",,,Box Score,@,Dallas Mavericks,L,,107,121,41,34,L 2,17007,,,False,,,UTA,1987
76,"Mon, Apr 6, 1987",,,Box Score,,Sacramento Kings,L,,104,110,41,35,L 3,12212,,,False,,,UTA,1987
77,"Wed, Apr 8, 1987",,,Box Score,,Dallas Mavericks,W,,103,90,42,35,W 1,12212,,,False,,,UTA,1987
78,"Fri, Apr 10, 1987",,,Box Score,,Denver Nuggets,W,,106,103,43,35,W 2,12212,,,False,,,UTA,1987
79,"Sun, Apr 12, 1987",,,Box Score,@,Golden State Warriors,W,,109,107,44,35,W 3,7992,2:03,,False,,,UTA,1987
80,"Tue, Apr 14, 1987",,,Box Score,@,Seattle SuperSonics,L,,102,103,44,36,L 1,7178,,,False,,,UTA,1987
81,"Thu, Apr 16, 1987",,,Box Score,,Los Angeles Lakers,L,,97,110,44,37,L 2,12212,,,False,,,UTA,1987
82,"Fri, Apr 17, 1987",,,Box Score,@,Portland Trail Blazers,L,,101,111,44,38,L 3,12666,,,False,,,UTA,1987
1,"Thu, Apr 23, 1987",,Box Score,,,Golden State Warriors,,,99,85,1,0,W 1,11376,2:04,,True,,W,UTA,1987
2,"Sat, Apr 25, 1987",,Box Score,,,Golden State Warriors,,,103,100,2,0,W 2,12095,2:04,,True,,W,UTA,1987
3,"Wed, Apr 29, 1987",,Box Score,@,,Golden State Warriors,,,95,110,2,1,L 1,15025,2:04,,True,,L,UTA,1987
4,"Fri, May 1, 1987",,Box Score,@,,Golden State Warriors,,,94,98,2,2,L 2,15025,2:12,,True,,L,UTA,1987
5,"Sun, May 3, 1987",,Box Score,,,Golden State Warriors,,,113,118,2,3,L 3,11071,2:29,,True,,L,UTA,1987
