G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Fri, Oct 31, 1986",,,Box Score,,Utah Jazz,W,,103,77,1,0,W 1,16692,,,False,,,DAL,1987
2,"Sat, Nov 1, 1986",,,Box Score,@,San Antonio Spurs,L,,105,108,1,1,L 1,13340,,,False,,,DAL,1987
3,"Tue, Nov 4, 1986",,,Box Score,,Los Angeles Clippers,W,,118,86,2,1,W 1,16421,,,False,,,DAL,1987
4,"Thu, Nov 6, 1986",,,Box Score,@,Seattle SuperSonics,W,,147,124,3,1,W 2,8363,,,False,,,DAL,1987
5,"Fri, Nov 7, 1986",,,Box Score,@,Portland Trail Blazers,L,OT,113,120,3,2,L 1,12666,,,False,,,DAL,1987
6,"Tue, Nov 11, 1986",,,Box Score,@,Utah Jazz,L,,103,104,3,3,L 2,10516,,,False,,,DAL,1987
7,"Wed, Nov 12, 1986",,,Box Score,,Houston Rockets,W,,114,85,4,3,W 1,17007,,,False,,,DAL,1987
8,"Fri, Nov 14, 1986",,,Box Score,@,Denver Nuggets,L,,138,142,4,4,L 1,11707,,,False,,,DAL,1987
9,"Sat, Nov 15, 1986",,,Box Score,,Cleveland Cavaliers,W,,111,96,5,4,W 1,17007,,,False,,,DAL,1987
10,"Tue, Nov 18, 1986",,,Box Score,,Los Angeles Lakers,L,,110,114,5,5,L 1,17007,,,False,,,DAL,1987
11,"Thu, Nov 20, 1986",,,Box Score,@,Los Angeles Clippers,W,,113,108,6,5,W 1,5312,,,False,,,DAL,1987
12,"Fri, Nov 21, 1986",,,Box Score,@,Phoenix Suns,W,OT,130,122,7,5,W 2,10182,,,False,,,DAL,1987
13,"Wed, Nov 26, 1986",,,Box Score,,Sacramento Kings,W,,129,117,8,5,W 3,16954,,,False,,,DAL,1987
14,"Fri, Nov 28, 1986",,,Box Score,,New Jersey Nets,W,,119,94,9,5,W 4,17007,,,False,,,DAL,1987
15,"Sat, Nov 29, 1986",,,Box Score,,Utah Jazz,W,,118,107,10,5,W 5,17007,,,False,,,DAL,1987
16,"Tue, Dec 2, 1986",,,Box Score,@,Sacramento Kings,W,,127,124,11,5,W 6,10333,,,False,,,DAL,1987
17,"Fri, Dec 5, 1986",,,Box Score,@,Los Angeles Lakers,L,,104,112,11,6,L 1,15896,,,False,,,DAL,1987
18,"Sat, Dec 6, 1986",,,Box Score,@,Golden State Warriors,W,,109,104,12,6,W 1,11509,,,False,,,DAL,1987
19,"Wed, Dec 10, 1986",,,Box Score,,Portland Trail Blazers,W,,130,129,13,6,W 2,17007,,,False,,,DAL,1987
20,"Thu, Dec 11, 1986",,,Box Score,@,Utah Jazz,L,,99,103,13,7,L 1,12212,,,False,,,DAL,1987
21,"Sat, Dec 13, 1986",,,Box Score,@,Seattle SuperSonics,W,,126,109,14,7,W 1,9789,,,False,,,DAL,1987
22,"Sun, Dec 14, 1986",,,Box Score,@,Portland Trail Blazers,L,,100,134,14,8,L 1,12666,,,False,,,DAL,1987
23,"Tue, Dec 16, 1986",,,Box Score,,San Antonio Spurs,W,,101,98,15,8,W 1,17007,,,False,,,DAL,1987
24,"Fri, Dec 19, 1986",,,Box Score,,Denver Nuggets,W,,141,118,16,8,W 2,17007,,,False,,,DAL,1987
25,"Sat, Dec 20, 1986",,,Box Score,,Los Angeles Lakers,W,,130,119,17,8,W 3,17007,,,False,,,DAL,1987
26,"Tue, Dec 23, 1986",,,Box Score,@,Phoenix Suns,L,,119,120,17,9,L 1,10123,,,False,,,DAL,1987
27,"Fri, Dec 26, 1986",,,Box Score,@,Denver Nuggets,W,,123,121,18,9,W 1,13826,,,False,,,DAL,1987
28,"Sat, Dec 27, 1986",,,Box Score,,Phoenix Suns,W,,123,97,19,9,W 2,17007,,,False,,,DAL,1987
29,"Fri, Jan 2, 1987",,,Box Score,,Seattle SuperSonics,W,,117,107,20,9,W 3,17007,,,False,,,DAL,1987
30,"Sat, Jan 3, 1987",,,Box Score,@,San Antonio Spurs,W,,106,89,21,9,W 4,12858,,,False,,,DAL,1987
31,"Mon, Jan 5, 1987",,,Box Score,,Indiana Pacers,L,,135,144,21,10,L 1,17007,,,False,,,DAL,1987
32,"Wed, Jan 7, 1987",,,Box Score,,San Antonio Spurs,W,,108,103,22,10,W 1,17007,,,False,,,DAL,1987
33,"Fri, Jan 9, 1987",,,Box Score,,Denver Nuggets,L,,113,116,22,11,L 1,17007,,,False,,,DAL,1987
34,"Sat, Jan 10, 1987",,,Box Score,@,Houston Rockets,L,,96,106,22,12,L 2,16016,,,False,,,DAL,1987
35,"Tue, Jan 13, 1987",,,Box Score,@,New York Knicks,W,,108,103,23,12,W 1,12024,,,False,,,DAL,1987
36,"Wed, Jan 14, 1987",,,Box Score,@,Boston Celtics,L,,108,117,23,13,L 1,14890,1:58,,False,,,DAL,1987
37,"Fri, Jan 16, 1987",,,Box Score,@,Milwaukee Bucks,W,OT,124,122,24,13,W 1,11052,,,False,,,DAL,1987
38,"Sat, Jan 17, 1987",,,Box Score,@,Indiana Pacers,L,2OT,115,119,24,14,L 1,16405,,,False,,,DAL,1987
