G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 27, 2010",8:00p,,Box Score,,Sacramento Kings,L,,116,117,0,1,L 1,17067,2:33,,False,MIN,2011
2,"Fri, Oct 29, 2010",8:00p,,Box Score,,Milwaukee Bucks,W,,96,85,1,1,W 1,17197,2:15,,False,MIN,2011
3,"Sat, Oct 30, 2010",8:00p,,Box Score,@,Memphis Grizzlies,L,,89,109,1,2,L 1,12753,2:19,,False,MIN,2011
4,"Tue, Nov 2, 2010",7:30p,,Box Score,@,Miami Heat,L,,97,129,1,3,L 2,19600,2:22,,False,MIN,2011
5,"Wed, Nov 3, 2010",7:00p,,Box Score,@,Orlando Magic,L,,86,128,1,4,L 3,18846,2:20,,False,MIN,2011
6,"Fri, Nov 5, 2010",8:00p,,Box Score,,Atlanta Hawks,L,,103,113,1,5,L 4,17222,2:10,,False,MIN,2011
7,"Sun, Nov 7, 2010",7:00p,,Box Score,@,Houston Rockets,L,,94,120,1,6,L 5,15058,2:21,,False,MIN,2011
8,"Tue, Nov 9, 2010",10:30p,,Box Score,@,Los Angeles Lakers,L,,94,99,1,7,L 6,18997,2:17,,False,MIN,2011
9,"Wed, Nov 10, 2010",10:00p,,Box Score,@,Sacramento Kings,W,,98,89,2,7,W 1,12433,2:28,,False,MIN,2011
10,"Fri, Nov 12, 2010",8:00p,,Box Score,,New York Knicks,W,,112,103,3,7,W 2,15232,2:18,,False,MIN,2011
11,"Sun, Nov 14, 2010",2:00p,,Box Score,@,Atlanta Hawks,L,,105,111,3,8,L 1,12027,2:29,,False,MIN,2011
12,"Mon, Nov 15, 2010",7:00p,,Box Score,@,Charlotte Bobcats,L,,110,113,3,9,L 2,11211,2:33,,False,MIN,2011
13,"Wed, Nov 17, 2010",8:00p,,Box Score,,Los Angeles Clippers,W,,113,111,4,9,W 1,12909,2:22,,False,MIN,2011
14,"Fri, Nov 19, 2010",8:00p,,Box Score,,Los Angeles Lakers,L,,95,112,4,10,L 1,19356,2:12,,False,MIN,2011
15,"Mon, Nov 22, 2010",8:00p,,Box Score,@,Oklahoma City Thunder,L,,107,117,4,11,L 2,17653,2:27,,False,MIN,2011
16,"Wed, Nov 24, 2010",8:00p,,Box Score,,San Antonio Spurs,L,OT,109,113,4,12,L 3,13117,2:52,,False,MIN,2011
17,"Sat, Nov 27, 2010",8:00p,,Box Score,,Golden State Warriors,L,,94,104,4,13,L 4,14440,2:17,,False,MIN,2011
18,"Wed, Dec 1, 2010",8:30p,,Box Score,@,Dallas Mavericks,L,,86,100,4,14,L 5,19567,2:07,,False,MIN,2011
19,"Fri, Dec 3, 2010",8:30p,,Box Score,@,San Antonio Spurs,L,,101,107,4,15,L 6,18581,2:22,,False,MIN,2011
20,"Sat, Dec 4, 2010",8:00p,,Box Score,,Cleveland Cavaliers,W,,129,95,5,15,W 1,14422,2:08,,False,MIN,2011
21,"Mon, Dec 6, 2010",7:30p,,Box Score,@,New York Knicks,L,,114,121,5,16,L 1,19763,2:23,,False,MIN,2011
22,"Wed, Dec 8, 2010",8:00p,,Box Score,,Oklahoma City Thunder,L,,103,111,5,17,L 2,13907,2:22,,False,MIN,2011
23,"Fri, Dec 10, 2010",8:00p,,Box Score,,Detroit Pistons,W,,109,99,6,17,W 1,13988,2:15,,False,MIN,2011
24,"Sat, Dec 11, 2010",8:00p,,Box Score,@,Chicago Bulls,L,,82,113,6,18,L 1,21102,2:13,,False,MIN,2011
