G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Fri, Oct 31, 1986",,,Box Score,,San Antonio Spurs,W,,134,104,1,0,W 1,14835,,,False,,,DEN,1987
2,"Sat, Nov 1, 1986",,,Box Score,@,Golden State Warriors,L,,109,131,1,1,L 1,10584,,,False,,,DEN,1987
3,"Tue, Nov 4, 1986",,,Box Score,,New York Knicks,W,,118,103,2,1,W 1,11383,,,False,,,DEN,1987
4,"Thu, Nov 6, 1986",,,Box Score,,Utah Jazz,W,,135,121,3,1,W 2,8112,,,False,,,DEN,1987
5,"Fri, Nov 7, 1986",,,Box Score,@,Los Angeles Lakers,L,,116,138,3,2,L 1,15872,,,False,,,DEN,1987
6,"Tue, Nov 11, 1986",,,Box Score,@,Los Angeles Clippers,L,,112,115,3,3,L 2,5058,,,False,,,DEN,1987
7,"Wed, Nov 12, 1986",,,Box Score,,Sacramento Kings,L,,108,110,3,4,L 3,7225,,,False,,,DEN,1987
8,"Fri, Nov 14, 1986",,,Box Score,,Dallas Mavericks,W,,142,138,4,4,W 1,11707,,,False,,,DEN,1987
9,"Sat, Nov 15, 1986",,,Box Score,@,Utah Jazz,L,,103,111,4,5,L 1,12212,,,False,,,DEN,1987
10,"Tue, Nov 18, 1986",,,Box Score,,New Jersey Nets,W,,125,112,5,5,W 1,8471,,,False,,,DEN,1987
11,"Thu, Nov 20, 1986",,,Box Score,,Portland Trail Blazers,W,,142,128,6,5,W 2,8421,,,False,,,DEN,1987
12,"Sat, Nov 22, 1986",,,Box Score,,Phoenix Suns,W,,132,120,7,5,W 3,12817,,,False,,,DEN,1987
13,"Wed, Nov 26, 1986",,,Box Score,,Chicago Bulls,W,,109,107,8,5,W 4,17022,,,False,,,DEN,1987
14,"Fri, Nov 28, 1986",,,Box Score,@,Indiana Pacers,L,,102,126,8,6,L 1,12357,,,False,,,DEN,1987
15,"Sat, Nov 29, 1986",,,Box Score,@,Milwaukee Bucks,L,,99,131,8,7,L 2,11052,,,False,,,DEN,1987
16,"Tue, Dec 2, 1986",,,Box Score,@,Atlanta Hawks,L,,100,116,8,8,L 3,10435,,,False,,,DEN,1987
17,"Wed, Dec 3, 1986",,,Box Score,@,Boston Celtics,L,,113,119,8,9,L 4,14890,2:08,,False,,,DEN,1987
18,"Fri, Dec 5, 1986",8:10p,,Box Score,@,New Jersey Nets,W,,113,100,9,9,W 1,7498,2:11,,False,,,DEN,1987
19,"Sat, Dec 6, 1986",,,Box Score,@,Detroit Pistons,L,,113,128,9,10,L 1,12578,,,False,,,DEN,1987
20,"Tue, Dec 9, 1986",,,Box Score,@,Chicago Bulls,L,,100,106,9,11,L 2,10717,,,False,,,DEN,1987
21,"Wed, Dec 10, 1986",,,Box Score,,Utah Jazz,L,,110,112,9,12,L 3,9479,,,False,,,DEN,1987
22,"Fri, Dec 12, 1986",,,Box Score,,Phoenix Suns,W,,128,116,10,12,W 1,9382,,,False,,,DEN,1987
23,"Sat, Dec 13, 1986",,,Box Score,@,Phoenix Suns,L,,110,123,10,13,L 1,11076,,,False,,,DEN,1987
24,"Tue, Dec 16, 1986",,,Box Score,@,Sacramento Kings,W,,120,119,11,13,W 1,10333,,,False,,,DEN,1987
25,"Fri, Dec 19, 1986",,,Box Score,@,Dallas Mavericks,L,,118,141,11,14,L 1,17007,,,False,,,DEN,1987
26,"Sat, Dec 20, 1986",,,Box Score,,Golden State Warriors,W,,128,112,12,14,W 1,10498,,,False,,,DEN,1987
27,"Tue, Dec 23, 1986",,,Box Score,@,Seattle SuperSonics,L,,116,127,12,15,L 1,7459,,,False,,,DEN,1987
28,"Fri, Dec 26, 1986",,,Box Score,,Dallas Mavericks,L,,121,123,12,16,L 2,13826,,,False,,,DEN,1987
29,"Sat, Dec 27, 1986",,,Box Score,@,San Antonio Spurs,W,,108,106,13,16,W 1,10723,,,False,,,DEN,1987
30,"Tue, Dec 30, 1986",,,Box Score,,Philadelphia 76ers,L,,108,111,13,17,L 1,17022,,,False,,,DEN,1987
31,"Fri, Jan 2, 1987",,,Box Score,,Houston Rockets,L,,111,114,13,18,L 2,15895,,,False,,,DEN,1987
32,"Sat, Jan 3, 1987",,,Box Score,@,Portland Trail Blazers,L,,108,116,13,19,L 3,12666,,,False,,,DEN,1987
33,"Tue, Jan 6, 1987",,,Box Score,@,Sacramento Kings,L,,104,112,13,20,L 4,10333,,,False,,,DEN,1987
34,"Wed, Jan 7, 1987",,,Box Score,@,Los Angeles Lakers,L,,109,147,13,21,L 5,15777,,,False,,,DEN,1987
35,"Fri, Jan 9, 1987",,,Box Score,@,Dallas Mavericks,W,,116,113,14,21,W 1,17007,,,False,,,DEN,1987
36,"Sat, Jan 10, 1987",,,Box Score,,Phoenix Suns,W,OT,127,120,15,21,W 2,13661,,,False,,,DEN,1987
37,"Tue, Jan 13, 1987",,,Box Score,,Seattle SuperSonics,W,,117,109,16,21,W 3,8981,,,False,,,DEN,1987
38,"Wed, Jan 14, 1987",,,Box Score,@,Los Angeles Clippers,L,,105,123,16,22,L 1,6948,,,False,,,DEN,1987
