G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 28, 2015",8:00p,,Box Score,,Cleveland Cavaliers,L,,76,106,0,1,L 1,18119,2:07,,False,MEM,2016
2,"Thu, Oct 29, 2015",7:00p,,Box Score,@,Indiana Pacers,W,,112,103,1,1,W 1,18165,2:18,,False,MEM,2016
3,"Sat, Oct 31, 2015",8:00p,,Box Score,,Brooklyn Nets,W,,101,91,2,1,W 2,16013,2:16,,False,MEM,2016
4,"Mon, Nov 2, 2015",10:30p,,Box Score,@,Golden State Warriors,L,,69,119,2,2,L 1,19596,2:09,,False,MEM,2016
5,"Tue, Nov 3, 2015",10:00p,,Box Score,@,Sacramento Kings,W,,103,89,3,2,W 1,17317,2:16,,False,MEM,2016
6,"Thu, Nov 5, 2015",10:30p,,Box Score,@,Portland Trail Blazers,L,,96,115,3,3,L 1,19393,2:15,,False,MEM,2016
7,"Sat, Nov 7, 2015",9:00p,,Box Score,@,Utah Jazz,L,,79,89,3,4,L 2,19456,2:10,,False,MEM,2016
8,"Mon, Nov 9, 2015",10:30p,,Box Score,@,Los Angeles Clippers,L,,92,94,3,5,L 3,19060,2:41,,False,MEM,2016
9,"Wed, Nov 11, 2015",8:00p,,Box Score,,Golden State Warriors,L,,84,100,3,6,L 4,18119,2:18,,False,MEM,2016
10,"Fri, Nov 13, 2015",8:00p,,Box Score,,Portland Trail Blazers,W,,101,100,4,6,W 1,16919,2:24,,False,MEM,2016
11,"Sun, Nov 15, 2015",3:30p,,Box Score,@,Minnesota Timberwolves,W,,114,106,5,6,W 2,12086,2:16,,False,MEM,2016
12,"Mon, Nov 16, 2015",8:00p,,Box Score,,Oklahoma City Thunder,W,,122,114,6,6,W 3,17270,2:31,,False,MEM,2016
13,"Fri, Nov 20, 2015",8:00p,,Box Score,,Houston Rockets,W,,96,84,7,6,W 4,17555,2:14,,False,MEM,2016
14,"Sat, Nov 21, 2015",8:30p,,Box Score,@,San Antonio Spurs,L,,82,92,7,7,L 1,18418,2:11,,False,MEM,2016
15,"Tue, Nov 24, 2015",8:00p,,Box Score,,Dallas Mavericks,W,,110,96,8,7,W 1,17381,2:19,,False,MEM,2016
16,"Wed, Nov 25, 2015",8:00p,,Box Score,@,Houston Rockets,W,,102,93,9,7,W 2,18143,2:17,,False,MEM,2016
17,"Fri, Nov 27, 2015",8:00p,,Box Score,,Atlanta Hawks,L,,101,116,9,8,L 1,17684,2:15,,False,MEM,2016
18,"Sun, Nov 29, 2015",6:00p,,Box Score,,Philadelphia 76ers,W,,92,84,10,8,W 1,15322,2:22,,False,MEM,2016
19,"Tue, Dec 1, 2015",8:00p,,Box Score,@,New Orleans Pelicans,W,,113,104,11,8,W 2,16020,2:16,,False,MEM,2016
20,"Thu, Dec 3, 2015",9:30p,,Box Score,,San Antonio Spurs,L,,83,103,11,9,L 1,17013,2:18,,False,MEM,2016
21,"Sun, Dec 6, 2015",3:30p,,Box Score,,Phoenix Suns,W,,95,93,12,9,W 1,16022,2:21,,False,MEM,2016
22,"Tue, Dec 8, 2015",8:00p,,Box Score,,Oklahoma City Thunder,L,,88,125,12,10,L 1,16415,2:09,,False,MEM,2016
23,"Wed, Dec 9, 2015",7:30p,,Box Score,@,Detroit Pistons,W,,93,92,13,10,W 1,13411,2:07,,False,MEM,2016
24,"Fri, Dec 11, 2015",8:00p,,Box Score,,Charlotte Hornets,L,,99,123,13,11,L 1,17111,2:17,,False,MEM,2016
25,"Sun, Dec 13, 2015",6:00p,,Box Score,@,Miami Heat,L,,97,100,13,12,L 2,19813,2:09,,False,MEM,2016
26,"Mon, Dec 14, 2015",8:00p,,Box Score,,Washington Wizards,W,,112,95,14,12,W 1,15397,2:06,,False,MEM,2016
27,"Wed, Dec 16, 2015",8:00p,,Box Score,@,Chicago Bulls,L,,85,98,14,13,L 1,21032,2:16,,False,MEM,2016
28,"Fri, Dec 18, 2015",8:30p,,Box Score,@,Dallas Mavericks,L,,88,97,14,14,L 2,20199,2:12,,False,MEM,2016
29,"Sat, Dec 19, 2015",8:00p,,Box Score,,Indiana Pacers,W,,96,84,15,14,W 1,18119,2:11,,False,MEM,2016
30,"Tue, Dec 22, 2015",7:00p,,Box Score,@,Philadelphia 76ers,W,,104,90,16,14,W 2,15552,2:21,,False,MEM,2016
31,"Wed, Dec 23, 2015",7:00p,,Box Score,@,Washington Wizards,L,,91,100,16,15,L 1,15879,2:10,,False,MEM,2016
32,"Sat, Dec 26, 2015",7:00p,,Box Score,@,Charlotte Hornets,L,,92,98,16,16,L 2,19091,2:17,,False,MEM,2016
33,"Sun, Dec 27, 2015",6:00p,,Box Score,,Los Angeles Lakers,W,,112,96,17,16,W 1,18119,2:07,,False,MEM,2016
34,"Tue, Dec 29, 2015",8:00p,,Box Score,,Miami Heat,W,OT,99,90,18,16,W 2,18119,2:36,,False,MEM,2016
35,"Sat, Jan 2, 2016",9:00p,,Box Score,@,Utah Jazz,L,OT,87,92,18,17,L 1,18455,2:40,,False,MEM,2016
36,"Mon, Jan 4, 2016",10:00p,,Box Score,@,Portland Trail Blazers,W,,91,78,19,17,W 1,18832,2:15,,False,MEM,2016
37,"Wed, Jan 6, 2016",9:30p,,Box Score,@,Oklahoma City Thunder,L,,94,112,19,18,L 1,18203,2:24,,False,MEM,2016
38,"Fri, Jan 8, 2016",8:00p,,Box Score,,Denver Nuggets,W,,91,84,20,18,W 1,17499,2:23,,False,MEM,2016
39,"Sun, Jan 10, 2016",6:00p,,Box Score,,Boston Celtics,W,,101,98,21,18,W 2,17112,2:25,,False,MEM,2016
40,"Tue, Jan 12, 2016",8:00p,,Box Score,,Houston Rockets,L,,91,107,21,19,L 1,16044,2:14,,False,MEM,2016
41,"Thu, Jan 14, 2016",8:00p,,Box Score,,Detroit Pistons,W,,103,101,22,19,W 1,15977,2:08,,False,MEM,2016
42,"Sat, Jan 16, 2016",8:00p,,Box Score,,New York Knicks,W,,103,95,23,19,W 2,18119,2:21,,False,MEM,2016
43,"Mon, Jan 18, 2016",2:30p,,Box Score,,New Orleans Pelicans,W,,101,99,24,19,W 3,18119,2:31,,False,MEM,2016
44,"Thu, Jan 21, 2016",9:00p,,Box Score,@,Denver Nuggets,W,,102,101,25,19,W 4,16140,2:22,,False,MEM,2016
45,"Sat, Jan 23, 2016",8:00p,,Box Score,@,Minnesota Timberwolves,L,,101,106,25,20,L 1,15608,2:20,,False,MEM,2016
