G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 23, 2019",7:30p,,Box Score,@,Miami Heat,L,,101,120,0,1,L 1,19600,2:28,,False,MEM,2020
2,"Fri, Oct 25, 2019",8:00p,,Box Score,,Chicago Bulls,L,,102,110,0,2,L 2,17794,2:12,,False,MEM,2020
3,"Sun, Oct 27, 2019",6:00p,,Box Score,,Brooklyn Nets,W,OT,134,133,1,2,W 1,15517,2:41,,False,MEM,2020
4,"Tue, Oct 29, 2019",10:30p,,Box Score,@,Los Angeles Lakers,L,,91,120,1,3,L 1,18997,2:20,,False,MEM,2020
5,"Sat, Nov 2, 2019",8:00p,,Box Score,,Phoenix Suns,L,,105,114,1,4,L 2,14144,2:10,,False,MEM,2020
6,"Mon, Nov 4, 2019",8:00p,,Box Score,,Houston Rockets,L,,100,107,1,5,L 3,14197,2:17,,False,MEM,2020
7,"Wed, Nov 6, 2019",8:00p,,Box Score,,Minnesota Timberwolves,W,,137,121,2,5,W 1,13503,2:16,,False,MEM,2020
8,"Fri, Nov 8, 2019",7:00p,,Box Score,@,Orlando Magic,L,,86,118,2,6,L 1,17021,2:07,,False,MEM,2020
9,"Sat, Nov 9, 2019",8:00p,,Box Score,,Dallas Mavericks,L,,122,138,2,7,L 2,15753,2:05,,False,MEM,2020
10,"Mon, Nov 11, 2019",7:30p,,Box Score,@,San Antonio Spurs,W,,113,109,3,7,W 1,18627,2:16,,False,MEM,2020
11,"Wed, Nov 13, 2019",7:00p,,Box Score,@,Charlotte Hornets,W,,119,117,4,7,W 2,13155,2:06,,False,MEM,2020
12,"Fri, Nov 15, 2019",8:00p,,Box Score,,Utah Jazz,W,,107,106,5,7,W 3,16422,2:17,,False,MEM,2020
13,"Sun, Nov 17, 2019",6:00p,,Box Score,,Denver Nuggets,L,,114,131,5,8,L 1,14227,2:04,,False,MEM,2020
14,"Tue, Nov 19, 2019",8:00p,,Box Score,,Golden State Warriors,L,,95,114,5,9,L 2,14511,2:15,,False,MEM,2020
15,"Sat, Nov 23, 2019",8:00p,,Box Score,,Los Angeles Lakers,L,,108,109,5,10,L 3,17794,,,False,MEM,2020
16,"Mon, Nov 25, 2019",7:00p,,Box Score,@,Indiana Pacers,L,,114,126,5,11,L 4,15141,1:58,,False,MEM,2020
17,"Wed, Nov 27, 2019",8:00p,,Box Score,,Los Angeles Clippers,L,,119,121,5,12,L 5,16721,2:20,,False,MEM,2020
18,"Fri, Nov 29, 2019",8:00p,,Box Score,,Utah Jazz,L,,94,103,5,13,L 6,16605,2:02,,False,MEM,2020
19,"Sun, Dec 1, 2019",3:30p,,Box Score,@,Minnesota Timberwolves,W,,115,107,6,13,W 1,12276,2:14,,False,MEM,2020
20,"Mon, Dec 2, 2019",8:00p,,Box Score,,Indiana Pacers,L,,104,117,6,14,L 1,11919,2:06,,False,MEM,2020
21,"Wed, Dec 4, 2019",8:00p,,Box Score,@,Chicago Bulls,L,,99,106,6,15,L 2,15017,2:21,,False,MEM,2020
22,"Sat, Dec 7, 2019",10:00p,,Box Score,@,Utah Jazz,L,,112,126,6,16,L 3,18306,2:07,,False,MEM,2020
23,"Mon, Dec 9, 2019",10:30p,,Box Score,@,Golden State Warriors,W,,110,102,7,16,W 1,18064,2:09,,False,MEM,2020
24,"Wed, Dec 11, 2019",9:00p,,Box Score,@,Phoenix Suns,W,,115,108,8,16,W 2,12254,2:16,,False,MEM,2020
25,"Fri, Dec 13, 2019",8:00p,,Box Score,,Milwaukee Bucks,L,,114,127,8,17,L 1,16109,2:17,,False,MEM,2020
26,"Sat, Dec 14, 2019",8:00p,,Box Score,,Washington Wizards,W,,128,111,9,17,W 1,15631,2:14,,False,MEM,2020
27,"Mon, Dec 16, 2019",8:00p,,Box Score,,Miami Heat,W,,118,111,10,17,W 2,14021,2:20,,False,MEM,2020
28,"Wed, Dec 18, 2019",8:00p,,Box Score,@,Oklahoma City Thunder,L,,122,126,10,18,L 1,18203,2:15,,False,MEM,2020
29,"Fri, Dec 20, 2019",7:00p,,Box Score,@,Cleveland Cavaliers,L,,107,114,10,19,L 2,19432,2:03,,False,MEM,2020
30,"Sat, Dec 21, 2019",8:00p,,Box Score,,Sacramento Kings,W,,119,115,11,19,W 1,15603,2:13,,False,MEM,2020
31,"Mon, Dec 23, 2019",8:00p,,Box Score,,San Antonio Spurs,L,,115,145,11,20,L 1,16776,2:00,,False,MEM,2020
32,"Thu, Dec 26, 2019",8:00p,,Box Score,@,Oklahoma City Thunder,W,,110,97,12,20,W 1,18203,2:05,,False,MEM,2020
33,"Sat, Dec 28, 2019",5:00p,,Box Score,@,Denver Nuggets,L,,110,119,12,21,L 1,19697,2:13,,False,MEM,2020
34,"Sun, Dec 29, 2019",8:00p,,Box Score,,Charlotte Hornets,W,,117,104,13,21,W 1,16842,2:10,,False,MEM,2020
35,"Thu, Jan 2, 2020",10:00p,,Box Score,@,Sacramento Kings,L,,123,128,13,22,L 1,17351,2:15,,False,MEM,2020
36,"Sat, Jan 4, 2020",3:30p,,Box Score,@,Los Angeles Clippers,W,,140,114,14,22,W 1,19068,2:05,,False,MEM,2020
37,"Sun, Jan 5, 2020",8:00p,,Box Score,@,Phoenix Suns,W,,121,114,15,22,W 2,14181,2:08,,False,MEM,2020
38,"Tue, Jan 7, 2020",8:00p,,Box Score,,Minnesota Timberwolves,W,,119,112,16,22,W 3,14117,2:08,,False,MEM,2020
39,"Fri, Jan 10, 2020",8:00p,,Box Score,,San Antonio Spurs,W,,134,121,17,22,W 4,16448,2:05,,False,MEM,2020
40,"Sun, Jan 12, 2020",6:00p,,Box Score,,Golden State Warriors,W,,122,102,18,22,W 5,16408,2:02,,False,MEM,2020
41,"Tue, Jan 14, 2020",8:00p,,Box Score,,Houston Rockets,W,,121,110,19,22,W 6,16181,2:09,,False,MEM,2020
42,"Fri, Jan 17, 2020",8:00p,,Box Score,,Cleveland Cavaliers,W,,113,109,20,22,W 7,17102,2:14,,False,MEM,2020
43,"Mon, Jan 20, 2020",5:00p,,Box Score,,New Orleans Pelicans,L,,116,126,20,23,L 1,17794,2:16,,False,MEM,2020
44,"Wed, Jan 22, 2020",7:30p,,Box Score,@,Boston Celtics,L,,95,119,20,24,L 2,19156,2:00,,False,MEM,2020
45,"Fri, Jan 24, 2020",7:00p,,Box Score,@,Detroit Pistons,W,,125,112,21,24,W 1,14583,2:13,,False,MEM,2020
46,"Sun, Jan 26, 2020",6:00p,,Box Score,,Phoenix Suns,W,,114,109,22,24,W 2,17214,2:27,,False,MEM,2020
47,"Tue, Jan 28, 2020",8:00p,,Box Score,,Denver Nuggets,W,,104,96,23,24,W 3,14365,2:08,,False,MEM,2020
48,"Wed, Jan 29, 2020",7:30p,,Box Score,@,New York Knicks,W,,127,106,24,24,W 4,18768,2:26,,False,MEM,2020
49,"Fri, Jan 31, 2020",8:00p,,Box Score,@,New Orleans Pelicans,L,,111,139,24,25,L 1,18362,2:06,,False,MEM,2020
50,"Mon, Feb 3, 2020",8:00p,,Box Score,,Detroit Pistons,W,,96,82,25,25,W 1,14597,2:03,,False,MEM,2020
