G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Fri, Oct 25, 1985",,,Box Score,,Washington Bullets,L,,91,100,0,1,L 1,10129,2:06,,False,,,ATL,1986
2,"Sat, Oct 26, 1985",,,Box Score,@,Milwaukee Bucks,L,,91,117,0,2,L 2,10237,2:17,,False,,,ATL,1986
3,"Tue, Oct 29, 1985",,,Box Score,,New York Knicks,W,,102,87,1,2,W 1,9901,2:11,,False,,,ATL,1986
4,"Fri, Nov 1, 1985",,,Box Score,@,Boston Celtics,L,,105,109,1,3,L 1,14890,2:25,,False,,,ATL,1986
5,"Sat, Nov 2, 1985",,,Box Score,,Philadelphia 76ers,W,OT,114,113,2,3,W 1,12214,2:42,,False,,,ATL,1986
6,"Tue, Nov 5, 1985",,,Box Score,@,Denver Nuggets,L,,113,128,2,4,L 1,8691,2:17,,False,,,ATL,1986
7,"Wed, Nov 6, 1985",,,Box Score,@,Phoenix Suns,W,,114,106,3,4,W 1,9805,2:21,,False,,,ATL,1986
8,"Fri, Nov 8, 1985",,,Box Score,@,Golden State Warriors,L,,119,130,3,5,L 1,14780,2:10,,False,,,ATL,1986
9,"Sat, Nov 9, 1985",,,Box Score,@,Los Angeles Clippers,W,,97,94,4,5,W 1,8716,2:14,,False,,,ATL,1986
10,"Wed, Nov 13, 1985",,,Box Score,,Phoenix Suns,W,,108,101,5,5,W 2,4608,2:08,,False,,,ATL,1986
11,"Fri, Nov 15, 1985",,,Box Score,,Detroit Pistons,W,,122,118,6,5,W 3,12024,2:16,,False,,,ATL,1986
12,"Sat, Nov 16, 1985",,,Box Score,@,New York Knicks,L,,96,103,6,6,L 1,15422,2:15,,False,,,ATL,1986
13,"Wed, Nov 20, 1985",,,Box Score,,Chicago Bulls,W,,116,101,7,6,W 1,7179,2:07,,False,,,ATL,1986
14,"Sat, Nov 23, 1985",,,Box Score,,Utah Jazz,L,,106,116,7,7,L 1,6115,2:05,,False,,,ATL,1986
15,"Sun, Nov 24, 1985",,,Box Score,@,Cleveland Cavaliers,L,,90,98,7,8,L 2,6145,2:05,,False,,,ATL,1986
16,"Tue, Nov 26, 1985",,,Box Score,,New York Knicks,W,,104,94,8,8,W 1,7448,2:15,,False,,,ATL,1986
17,"Wed, Nov 27, 1985",,,Box Score,@,Milwaukee Bucks,L,,96,114,8,9,L 1,10879,2:03,,False,,,ATL,1986
18,"Fri, Nov 29, 1985",7:42p,,Box Score,@,New Jersey Nets,L,,97,107,8,10,L 2,10329,2:13,,False,,,ATL,1986
19,"Sat, Nov 30, 1985",,,Box Score,,Boston Celtics,L,,97,102,8,11,L 3,13101,2:01,,False,,,ATL,1986
20,"Wed, Dec 4, 1985",,,Box Score,,Portland Trail Blazers,W,,109,98,9,11,W 1,4113,2:03,,False,,,ATL,1986
21,"Fri, Dec 6, 1985",,,Box Score,,Milwaukee Bucks,W,,94,93,10,11,W 2,5562,2:06,,False,,,ATL,1986
22,"Tue, Dec 10, 1985",,,Box Score,@,Boston Celtics,L,,110,114,10,12,L 1,14493,2:10,"at Hartford, CT",False,,,ATL,1986
23,"Wed, Dec 11, 1985",,,Box Score,,Seattle SuperSonics,W,,105,97,11,12,W 1,4039,2:05,,False,,,ATL,1986
24,"Fri, Dec 13, 1985",,,Box Score,@,Indiana Pacers,L,,89,109,11,13,L 1,10725,2:08,,False,,,ATL,1986
25,"Sat, Dec 14, 1985",,,Box Score,,Philadelphia 76ers,W,,107,103,12,13,W 1,9638,2:26,,False,,,ATL,1986
26,"Tue, Dec 17, 1985",,,Box Score,,New Jersey Nets,W,,104,103,13,13,W 2,4379,2:07,,False,,,ATL,1986
27,"Thu, Dec 19, 1985",,,Box Score,,Dallas Mavericks,L,,108,120,13,14,L 1,5867,2:10,,False,,,ATL,1986
28,"Sat, Dec 21, 1985",,,Box Score,,Houston Rockets,W,,123,122,14,14,W 1,8563,2:08,,False,,,ATL,1986
29,"Fri, Dec 27, 1985",,,Box Score,@,Washington Bullets,L,,109,111,14,15,L 1,8176,2:22,,False,,,ATL,1986
30,"Sat, Dec 28, 1985",,,Box Score,@,New York Knicks,W,,100,80,15,15,W 1,15298,2:11,,False,,,ATL,1986
31,"Fri, Jan 3, 1986",,,Box Score,,Detroit Pistons,W,,111,101,16,15,W 2,15817,2:05,,False,,,ATL,1986
32,"Sat, Jan 4, 1986",,,Box Score,@,Chicago Bulls,W,,111,100,17,15,W 3,8826,1:57,,False,,,ATL,1986
33,"Tue, Jan 7, 1986",,,Box Score,,Los Angeles Clippers,W,,117,103,18,15,W 4,5246,2:06,,False,,,ATL,1986
34,"Thu, Jan 9, 1986",,,Box Score,@,Detroit Pistons,W,,110,99,19,15,W 5,9400,2:13,,False,,,ATL,1986
35,"Fri, Jan 10, 1986",,,Box Score,@,Boston Celtics,L,,108,115,19,16,L 1,14890,2:00,,False,,,ATL,1986
36,"Tue, Jan 14, 1986",,,Box Score,,Sacramento Kings,W,,115,104,20,16,W 1,4343,2:01,,False,,,ATL,1986
37,"Thu, Jan 16, 1986",,,Box Score,,Cleveland Cavaliers,W,,116,99,21,16,W 2,4961,2:02,,False,,,ATL,1986
38,"Sat, Jan 18, 1986",,,Box Score,,Boston Celtics,L,OT,122,125,21,17,L 1,16522,2:28,,False,,,ATL,1986
39,"Mon, Jan 20, 1986",,,Box Score,,Milwaukee Bucks,W,,101,98,22,17,W 1,9467,2:13,,False,,,ATL,1986
40,"Wed, Jan 22, 1986",,,Box Score,,Golden State Warriors,W,,131,100,23,17,W 2,4494,1:58,,False,,,ATL,1986
41,"Fri, Jan 24, 1986",,,Box Score,,New York Knicks,W,,117,100,24,17,W 3,13365,2:13,,False,,,ATL,1986
42,"Sat, Jan 25, 1986",,,Box Score,@,Washington Bullets,L,,103,111,24,18,L 1,7038,2:12,,False,,,ATL,1986
43,"Tue, Jan 28, 1986",,,Box Score,,Indiana Pacers,W,,123,92,25,18,W 1,4678,2:02,,False,,,ATL,1986
44,"Wed, Jan 29, 1986",,,Box Score,@,Detroit Pistons,L,,94,107,25,19,L 1,12384,1:58,,False,,,ATL,1986
45,"Fri, Jan 31, 1986",,,Box Score,,Detroit Pistons,W,,116,103,26,19,W 1,12624,2:01,,False,,,ATL,1986
46,"Sat, Feb 1, 1986",7:42p,,Box Score,@,New Jersey Nets,L,,100,108,26,20,L 1,12888,2:16,,False,,,ATL,1986
47,"Tue, Feb 4, 1986",,,Box Score,@,Cleveland Cavaliers,W,,105,104,27,20,W 1,6702,2:13,,False,,,ATL,1986
48,"Thu, Feb 6, 1986",,,Box Score,@,Indiana Pacers,W,,100,85,28,20,W 2,10424,1:58,,False,,,ATL,1986
49,"Tue, Feb 11, 1986",,,Box Score,@,Houston Rockets,L,,100,113,28,21,L 1,16016,1:58,,False,,,ATL,1986
50,"Thu, Feb 13, 1986",,,Box Score,@,Sacramento Kings,W,,123,114,29,21,W 1,10333,2:23,,False,,,ATL,1986
51,"Fri, Feb 14, 1986",,,Box Score,@,Los Angeles Lakers,L,,117,141,29,22,L 1,17505,2:11,,False,,,ATL,1986
52,"Sun, Feb 16, 1986",,,Box Score,@,Portland Trail Blazers,W,,110,101,30,22,W 1,12666,2:15,,False,,,ATL,1986
53,"Mon, Feb 17, 1986",,,Box Score,@,Seattle SuperSonics,L,,87,100,30,23,L 1,8443,2:10,,False,,,ATL,1986
54,"Wed, Feb 19, 1986",,,Box Score,@,Utah Jazz,L,OT,105,109,30,24,L 2,12654,2:53,,False,,,ATL,1986
55,"Fri, Feb 21, 1986",,,Box Score,,Indiana Pacers,W,,106,98,31,24,W 1,9148,2:08,,False,,,ATL,1986
56,"Sat, Feb 22, 1986",,,Box Score,,New Jersey Nets,W,,112,83,32,24,W 2,11319,2:00,,False,,,ATL,1986
57,"Mon, Feb 24, 1986",,,Box Score,,Los Angeles Lakers,W,,102,93,33,24,W 3,16522,2:07,,False,,,ATL,1986
58,"Wed, Feb 26, 1986",,,Box Score,,Cleveland Cavaliers,W,,129,109,34,24,W 4,6504,2:05,,False,,,ATL,1986
59,"Fri, Feb 28, 1986",,,Box Score,@,Detroit Pistons,L,,103,115,34,25,L 1,25888,2:04,,False,,,ATL,1986
60,"Sat, Mar 1, 1986",,,Box Score,,San Antonio Spurs,W,,116,108,35,25,W 1,8638,2:17,,False,,,ATL,1986
61,"Tue, Mar 4, 1986",,,Box Score,,Philadelphia 76ers,W,,128,121,36,25,W 2,13315,2:00,,False,,,ATL,1986
62,"Wed, Mar 5, 1986",,,Box Score,@,Philadelphia 76ers,W,OT,122,114,37,25,W 3,15192,2:26,,False,,,ATL,1986
63,"Fri, Mar 7, 1986",,,Box Score,@,Chicago Bulls,W,,112,108,38,25,W 4,12022,2:24,,False,,,ATL,1986
64,"Sat, Mar 8, 1986",,,Box Score,,Milwaukee Bucks,W,,111,109,39,25,W 5,15822,2:25,,False,,,ATL,1986
65,"Tue, Mar 11, 1986",,,Box Score,,Denver Nuggets,W,,128,116,40,25,W 6,8905,2:04,,False,,,ATL,1986
66,"Wed, Mar 12, 1986",7:41p,,Box Score,@,New Jersey Nets,W,,113,97,41,25,W 7,10411,1:54,,False,,,ATL,1986
67,"Fri, Mar 14, 1986",,,Box Score,,Boston Celtics,L,,114,121,41,26,L 1,16522,2:08,,False,,,ATL,1986
68,"Sat, Mar 15, 1986",,,Box Score,@,New York Knicks,W,,106,101,42,26,W 1,14416,2:19,,False,,,ATL,1986
69,"Mon, Mar 17, 1986",,,Box Score,,Chicago Bulls,W,,106,96,43,26,W 2,9812,2:11,,False,,,ATL,1986
70,"Wed, Mar 19, 1986",,,Box Score,@,San Antonio Spurs,L,,112,115,43,27,L 1,11567,2:22,,False,,,ATL,1986
71,"Fri, Mar 21, 1986",,,Box Score,@,Dallas Mavericks,W,,107,103,44,27,W 1,17007,2:10,,False,,,ATL,1986
72,"Sat, Mar 22, 1986",,,Box Score,@,Milwaukee Bucks,L,,98,113,44,28,L 1,11052,2:00,,False,,,ATL,1986
73,"Tue, Mar 25, 1986",,,Box Score,@,Cleveland Cavaliers,W,,97,91,45,28,W 1,7178,2:05,,False,,,ATL,1986
74,"Wed, Mar 26, 1986",,,Box Score,@,Philadelphia 76ers,L,,103,112,45,29,L 1,14125,2:13,,False,,,ATL,1986
75,"Fri, Mar 28, 1986",,,Box Score,@,Indiana Pacers,W,,100,92,46,29,W 1,11642,2:12,,False,,,ATL,1986
76,"Sat, Mar 29, 1986",,,Box Score,,Cleveland Cavaliers,L,,105,123,46,30,L 1,9058,2:06,,False,,,ATL,1986
77,"Tue, Apr 1, 1986",,,Box Score,,Washington Bullets,W,,107,91,47,30,W 1,6835,2:00,,False,,,ATL,1986
78,"Fri, Apr 4, 1986",,,Box Score,@,Washington Bullets,L,OT,129,135,47,31,L 1,9113,2:30,,False,,,ATL,1986
79,"Sat, Apr 5, 1986",,,Box Score,@,Chicago Bulls,L,,97,102,47,32,L 2,17769,2:12,,False,,,ATL,1986
80,"Tue, Apr 8, 1986",,,Box Score,,Chicago Bulls,W,,131,118,48,32,W 1,8806,2:04,,False,,,ATL,1986
81,"Thu, Apr 10, 1986",,,Box Score,,New Jersey Nets,W,,126,117,49,32,W 2,9902,2:21,,False,,,ATL,1986
82,"Sat, Apr 12, 1986",,,Box Score,,Indiana Pacers,W,,108,91,50,32,W 3,9846,2:10,,False,,,ATL,1986
1,"Thu, Apr 17, 1986",,Box Score,,,Detroit Pistons,,,140,122,1,0,W 1,12538,2:07,,True,,W,ATL,1986
2,"Sat, Apr 19, 1986",,Box Score,,,Detroit Pistons,,,137,125,2,0,W 2,12964,2:30,,True,,W,ATL,1986
3,"Tue, Apr 22, 1986",,Box Score,@,,Detroit Pistons,,,97,106,2,1,L 1,13312,2:09,,True,,L,ATL,1986
4,"Fri, Apr 25, 1986",,Box Score,@,,Detroit Pistons,2OT,,114,113,3,1,W 1,15288,3:05,,True,,W,ATL,1986
