G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Sat, Nov 1, 1986",,,Box Score,@,Houston Rockets,L,,102,112,0,1,L 1,16016,,,False,,,LAL,1987
2,"Tue, Nov 4, 1986",,,Box Score,@,Seattle SuperSonics,W,,110,96,1,1,W 1,10426,,,False,,,LAL,1987
3,"Fri, Nov 7, 1986",,,Box Score,,Denver Nuggets,W,,138,116,2,1,W 2,15872,,,False,,,LAL,1987
4,"Sun, Nov 9, 1986",,,Box Score,,New York Knicks,W,,111,88,3,1,W 3,17505,,,False,,,LAL,1987
5,"Wed, Nov 12, 1986",,,Box Score,,Seattle SuperSonics,W,,122,97,4,1,W 4,13694,,,False,,,LAL,1987
6,"Sun, Nov 16, 1986",,,Box Score,,Sacramento Kings,W,,113,111,5,1,W 5,13421,,,False,,,LAL,1987
7,"Tue, Nov 18, 1986",,,Box Score,@,Dallas Mavericks,W,,114,110,6,1,W 6,17007,,,False,,,LAL,1987
8,"Wed, Nov 19, 1986",,,Box Score,@,San Antonio Spurs,W,,117,108,7,1,W 7,10581,,,False,,,LAL,1987
9,"Fri, Nov 21, 1986",,,Box Score,,New Jersey Nets,W,,111,95,8,1,W 8,14918,,,False,,,LAL,1987
10,"Sun, Nov 23, 1986",,,Box Score,,Milwaukee Bucks,W,,127,117,9,1,W 9,16251,,,False,,,LAL,1987
11,"Tue, Nov 25, 1986",,,Box Score,,Atlanta Hawks,L,,107,113,9,2,L 1,17505,,,False,,,LAL,1987
12,"Wed, Nov 26, 1986",,,Box Score,@,Los Angeles Clippers,W,,126,92,10,2,W 1,12110,,,False,,,LAL,1987
13,"Fri, Nov 28, 1986",,,Box Score,,Chicago Bulls,W,,110,103,11,2,W 2,17505,,,False,,,LAL,1987
14,"Sun, Nov 30, 1986",,,Box Score,,Los Angeles Clippers,W,,137,115,12,2,W 3,13099,,,False,,,LAL,1987
15,"Thu, Dec 4, 1986",,,Box Score,@,Golden State Warriors,L,,106,116,12,3,L 1,15025,,,False,,,LAL,1987
16,"Fri, Dec 5, 1986",,,Box Score,,Dallas Mavericks,W,,112,104,13,3,W 1,15896,,,False,,,LAL,1987
17,"Sun, Dec 7, 1986",,,Box Score,,Golden State Warriors,W,,132,100,14,3,W 2,14937,,,False,,,LAL,1987
18,"Tue, Dec 9, 1986",,,Box Score,@,New York Knicks,W,,113,87,15,3,W 3,19320,,,False,,,LAL,1987
