G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Fri, Nov 1, 1996",,Box Score,,New York Knicks,L,,99,107,0,1,L 1,28457,,,False,TOR,1997
2,"Sat, Nov 2, 1996",,Box Score,@,Charlotte Hornets,L,,98,109,0,2,L 2,24042,,,False,TOR,1997
3,"Tue, Nov 5, 1996",,Box Score,,Dallas Mavericks,W,,100,96,1,2,W 1,17065,,,False,TOR,1997
4,"Fri, Nov 8, 1996",,Box Score,,Los Angeles Lakers,W,,93,92,2,2,W 2,27357,,,False,TOR,1997
5,"Mon, Nov 11, 1996",,Box Score,,Denver Nuggets,L,,93,104,2,3,L 1,17132,,,False,TOR,1997
6,"Wed, Nov 13, 1996",,Box Score,,Philadelphia 76ers,W,,110,98,3,3,W 1,17385,,,False,TOR,1997
7,"Thu, Nov 14, 1996",,Box Score,@,New York Knicks,L,,96,99,3,4,L 1,19763,,,False,TOR,1997
8,"Sat, Nov 16, 1996",,Box Score,@,Orlando Magic,L,,87,92,3,5,L 2,17248,,,False,TOR,1997
9,"Tue, Nov 19, 1996",,Box Score,,Seattle SuperSonics,L,,98,106,3,6,L 3,18803,,,False,TOR,1997
10,"Thu, Nov 21, 1996",,Box Score,,Cleveland Cavaliers,L,,81,89,3,7,L 4,16835,,,False,TOR,1997
11,"Sat, Nov 23, 1996",,Box Score,,Atlanta Hawks,L,,88,91,3,8,L 5,16838,,,False,TOR,1997
12,"Tue, Nov 26, 1996",,Box Score,,Sacramento Kings,L,,87,98,3,9,L 6,15037,,,False,TOR,1997
13,"Wed, Nov 27, 1996",,Box Score,,Charlotte Hornets,W,,92,88,4,9,W 1,15710,,,False,TOR,1997
14,"Sat, Nov 30, 1996",,Box Score,@,Minnesota Timberwolves,L,,70,79,4,10,L 1,18679,,,False,TOR,1997
15,"Mon, Dec 2, 1996",,Box Score,,Houston Rockets,W,,100,89,5,10,W 1,17108,,,False,TOR,1997
16,"Tue, Dec 3, 1996",,Box Score,@,Cleveland Cavaliers,L,,74,93,5,11,L 1,13494,,,False,TOR,1997
17,"Thu, Dec 5, 1996",,Box Score,,Washington Bullets,W,,82,80,6,11,W 1,15222,,,False,TOR,1997
18,"Sat, Dec 7, 1996",,Box Score,@,Atlanta Hawks,L,,75,101,6,12,L 1,11422,,,False,TOR,1997
19,"Sun, Dec 8, 1996",,Box Score,,Chicago Bulls,W,,97,89,7,12,W 1,33385,,,False,TOR,1997
20,"Tue, Dec 10, 1996",,Box Score,,Golden State Warriors,L,,91,101,7,13,L 1,15132,,,False,TOR,1997
