G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Fri, Oct 12, 1979",,Box Score,,Houston Rockets,W,,114,106,1,0,W 1,15320,2:11,,False,BOS,1980
2,"Sat, Oct 13, 1979",,Box Score,@,Cleveland Cavaliers,W,,139,117,2,0,W 2,15443,2:12,,False,BOS,1980
3,"Wed, Oct 17, 1979",,Box Score,,Cleveland Cavaliers,W,,127,108,3,0,W 3,7335,1:58,,False,BOS,1980
4,"Fri, Oct 19, 1979",,Box Score,,Washington Bullets,W,,130,93,4,0,W 4,15320,1:53,,False,BOS,1980
5,"Sat, Oct 20, 1979",,Box Score,@,Indiana Pacers,L,OT,128,131,4,1,L 1,16873,2:42,,False,BOS,1980
6,"Tue, Oct 23, 1979",,Box Score,@,San Antonio Spurs,L,,120,129,4,2,L 2,12893,1:56,,False,BOS,1980
7,"Wed, Oct 24, 1979",,Box Score,@,Houston Rockets,W,,100,99,5,2,W 1,11635,2:09,,False,BOS,1980
8,"Sat, Oct 27, 1979",,Box Score,@,Atlanta Hawks,W,,100,95,6,2,W 2,12068,2:07,,False,BOS,1980
9,"Wed, Oct 31, 1979",,Box Score,@,New Jersey Nets,W,,116,79,7,2,W 3,7012,1:59,,False,BOS,1980
10,"Sat, Nov 3, 1979",,Box Score,@,Washington Bullets,W,,118,97,8,2,W 4,17635,1:58,,False,BOS,1980
11,"Wed, Nov 7, 1979",,Box Score,,San Antonio Spurs,W,,117,105,9,2,W 5,15320,2:01,,False,BOS,1980
12,"Fri, Nov 9, 1979",,Box Score,,Kansas City Kings,W,,127,119,10,2,W 6,15320,2:19,,False,BOS,1980
13,"Sat, Nov 10, 1979",,Box Score,@,Philadelphia 76ers,L,,94,95,10,3,L 1,18276,1:58,,False,BOS,1980
14,"Wed, Nov 14, 1979",,Box Score,,Detroit Pistons,W,,115,111,11,3,W 1,12128,2:04,,False,BOS,1980
15,"Fri, Nov 16, 1979",,Box Score,,Utah Jazz,W,,113,97,12,3,W 2,15320,1:54,,False,BOS,1980
16,"Sat, Nov 17, 1979",,Box Score,@,New York Knicks,L,,109,113,12,4,L 1,19591,2:03,,False,BOS,1980
17,"Wed, Nov 21, 1979",,Box Score,,New Jersey Nets,W,,111,103,13,4,W 1,13265,2:14,,False,BOS,1980
18,"Fri, Nov 23, 1979",,Box Score,,Indiana Pacers,W,,118,103,14,4,W 2,15320,2:02,,False,BOS,1980
19,"Sat, Nov 24, 1979",,Box Score,@,Atlanta Hawks,W,,106,101,15,4,W 3,15451,2:15,,False,BOS,1980
20,"Wed, Nov 28, 1979",,Box Score,,Denver Nuggets,W,,119,97,16,4,W 4,13177,1:55,,False,BOS,1980
21,"Fri, Nov 30, 1979",,Box Score,,New York Knicks,W,,100,97,17,4,W 5,15320,2:04,,False,BOS,1980
22,"Sat, Dec 1, 1979",,Box Score,@,Indiana Pacers,W,OT,106,102,18,4,W 6,16924,2:17,,False,BOS,1980
23,"Sun, Dec 2, 1979",,Box Score,@,Kansas City Kings,L,,88,94,18,5,L 1,9442,2:09,,False,BOS,1980
24,"Tue, Dec 4, 1979",,Box Score,@,Detroit Pistons,W,OT,118,114,19,5,W 1,11839,2:33,,False,BOS,1980
25,"Wed, Dec 5, 1979",,Box Score,,Atlanta Hawks,L,,92,120,19,6,L 1,11748,2:03,,False,BOS,1980
26,"Fri, Dec 7, 1979",,Box Score,,Phoenix Suns,W,,100,92,20,6,W 1,15320,2:08,,False,BOS,1980
27,"Sat, Dec 8, 1979",,Box Score,@,Cleveland Cavaliers,L,,100,116,20,7,L 1,13399,2:05,,False,BOS,1980
28,"Sun, Dec 9, 1979",,Box Score,@,Milwaukee Bucks,W,,113,108,21,7,W 1,10938,1:56,,False,BOS,1980
29,"Wed, Dec 12, 1979",,Box Score,,New Jersey Nets,W,,116,102,22,7,W 2,9145,1:58,,False,BOS,1980
30,"Fri, Dec 14, 1979",,Box Score,,Milwaukee Bucks,W,,97,94,23,7,W 3,15320,2:05,,False,BOS,1980
31,"Sat, Dec 15, 1979",,Box Score,@,New York Knicks,W,,99,96,24,7,W 4,19541,2:02,,False,BOS,1980
32,"Sun, Dec 16, 1979",,Box Score,@,New Jersey Nets,W,OT,115,112,25,7,W 5,7716,2:32,,False,BOS,1980
33,"Wed, Dec 19, 1979",,Box Score,,Philadelphia 76ers,W,,112,89,26,7,W 6,15320,1:51,,False,BOS,1980
34,"Fri, Dec 21, 1979",,Box Score,,San Antonio Spurs,W,,133,114,27,7,W 7,15320,2:02,,False,BOS,1980
35,"Sat, Dec 22, 1979",,Box Score,@,Philadelphia 76ers,L,,113,126,27,8,L 1,18011,1:56,,False,BOS,1980
36,"Thu, Dec 27, 1979",,Box Score,@,San Diego Clippers,W,,118,97,28,8,W 1,13841,2:00,,False,BOS,1980
37,"Fri, Dec 28, 1979",,Box Score,@,Los Angeles Lakers,L,,105,123,28,9,L 1,17505,2:09,,False,BOS,1980
38,"Sat, Dec 29, 1979",,Box Score,@,Golden State Warriors,W,,104,88,29,9,W 1,13257,1:36,,False,BOS,1980
39,"Wed, Jan 2, 1980",,Box Score,@,Houston Rockets,W,,111,103,30,9,W 2,11846,2:03,,False,BOS,1980
40,"Sat, Jan 5, 1980",,Box Score,@,San Antonio Spurs,L,,111,119,30,10,L 1,15812,2:07,,False,BOS,1980
41,"Wed, Jan 9, 1980",,Box Score,,New York Knicks,W,,112,95,31,10,W 1,15320,1:59,,False,BOS,1980
42,"Fri, Jan 11, 1980",,Box Score,,Atlanta Hawks,W,,108,93,32,10,W 2,15320,2:11,,False,BOS,1980
43,"Sun, Jan 13, 1980",,Box Score,,Los Angeles Lakers,L,,98,100,32,11,L 1,15320,2:07,,False,BOS,1980
44,"Wed, Jan 16, 1980",,Box Score,,Chicago Bulls,W,,114,104,33,11,W 1,13032,2:17,,False,BOS,1980
45,"Fri, Jan 18, 1980",,Box Score,,Portland Trail Blazers,W,,111,93,34,11,W 2,15320,1:58,,False,BOS,1980
46,"Sun, Jan 20, 1980",,Box Score,,Seattle SuperSonics,L,2OT,106,108,34,12,L 1,15320,2:40,,False,BOS,1980
47,"Tue, Jan 22, 1980",,Box Score,,Houston Rockets,W,,112,106,35,12,W 1,13549,2:14,,False,BOS,1980
48,"Wed, Jan 23, 1980",,Box Score,@,Detroit Pistons,W,,131,104,36,12,W 2,10510,1:58,,False,BOS,1980
49,"Fri, Jan 25, 1980",,Box Score,,Washington Bullets,L,,107,118,36,13,L 1,15320,2:00,,False,BOS,1980
50,"Sun, Jan 27, 1980",,Box Score,,San Diego Clippers,W,,131,108,37,13,W 1,15320,2:09,,False,BOS,1980
51,"Tue, Jan 29, 1980",,Box Score,@,Chicago Bulls,W,,103,99,38,13,W 2,18508,2:03,,False,BOS,1980
52,"Wed, Jan 30, 1980",,Box Score,,Cleveland Cavaliers,W,,110,103,39,13,W 3,12126,2:07,,False,BOS,1980
53,"Thu, Jan 31, 1980",,Box Score,@,Washington Bullets,W,,119,103,40,13,W 4,19035,1:56,,False,BOS,1980
54,"Wed, Feb 6, 1980",,Box Score,,Philadelphia 76ers,W,,129,110,41,13,W 5,15320,2:04,,False,BOS,1980
55,"Fri, Feb 8, 1980",,Box Score,,Indiana Pacers,W,,130,108,42,13,W 6,15320,2:05,,False,BOS,1980
56,"Sun, Feb 10, 1980",,Box Score,,Detroit Pistons,W,,128,111,43,13,W 7,15320,2:04,,False,BOS,1980
57,"Wed, Feb 13, 1980",,Box Score,@,Phoenix Suns,L,,134,135,43,14,L 1,12660,2:14,,False,BOS,1980
58,"Fri, Feb 15, 1980",,Box Score,@,Portland Trail Blazers,W,,106,91,44,14,W 1,12666,1:52,,False,BOS,1980
59,"Sun, Feb 17, 1980",,Box Score,@,Seattle SuperSonics,L,,108,109,44,15,L 1,28726,2:15,,False,BOS,1980
