G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 28, 2015",7:30p,,Box Score,@,Detroit Pistons,L,,87,92,0,1,L 1,18434,2:18,,False,UTA,2016
2,"Fri, Oct 30, 2015",7:00p,,Box Score,@,Philadelphia 76ers,W,,99,71,1,1,W 1,17122,2:15,,False,UTA,2016
3,"Sat, Oct 31, 2015",7:00p,,Box Score,@,Indiana Pacers,W,,97,76,2,1,W 2,14412,2:13,,False,UTA,2016
4,"Wed, Nov 4, 2015",9:00p,,Box Score,,Portland Trail Blazers,L,,92,108,2,2,L 1,19911,2:15,,False,UTA,2016
5,"Thu, Nov 5, 2015",9:00p,,Box Score,@,Denver Nuggets,W,,96,84,3,2,W 1,9906,2:15,,False,UTA,2016
6,"Sat, Nov 7, 2015",9:00p,,Box Score,,Memphis Grizzlies,W,,89,79,4,2,W 2,19456,2:10,,False,UTA,2016
7,"Tue, Nov 10, 2015",7:00p,,Box Score,@,Cleveland Cavaliers,L,,114,118,4,3,L 1,20562,2:36,,False,UTA,2016
8,"Thu, Nov 12, 2015",7:30p,,Box Score,@,Miami Heat,L,,91,92,4,4,L 2,19600,2:21,,False,UTA,2016
9,"Fri, Nov 13, 2015",7:00p,,Box Score,@,Orlando Magic,L,,93,102,4,5,L 3,16709,2:07,,False,UTA,2016
10,"Sun, Nov 15, 2015",6:00p,,Box Score,@,Atlanta Hawks,W,,97,96,5,5,W 1,14436,2:17,,False,UTA,2016
11,"Wed, Nov 18, 2015",9:00p,,Box Score,,Toronto Raptors,W,,93,89,6,5,W 2,18741,2:16,,False,UTA,2016
12,"Fri, Nov 20, 2015",8:30p,,Box Score,@,Dallas Mavericks,L,,93,102,6,6,L 1,20028,2:04,,False,UTA,2016
13,"Mon, Nov 23, 2015",9:00p,,Box Score,,Oklahoma City Thunder,L,,89,111,6,7,L 2,19911,2:13,,False,UTA,2016
14,"Wed, Nov 25, 2015",10:30p,,Box Score,@,Los Angeles Clippers,W,,102,91,7,7,W 1,19060,2:14,,False,UTA,2016
15,"Sat, Nov 28, 2015",9:00p,,Box Score,,New Orleans Pelicans,W,,101,87,8,7,W 2,19911,2:19,,False,UTA,2016
16,"Mon, Nov 30, 2015",9:00p,,Box Score,,Golden State Warriors,L,,103,106,8,8,L 1,19911,2:12,,False,UTA,2016
17,"Thu, Dec 3, 2015",9:00p,,Box Score,,Orlando Magic,L,,94,103,8,9,L 2,19247,2:15,,False,UTA,2016
18,"Sat, Dec 5, 2015",9:00p,,Box Score,,Indiana Pacers,W,OT,122,119,9,9,W 1,19500,2:50,,False,UTA,2016
19,"Tue, Dec 8, 2015",10:00p,,Box Score,@,Sacramento Kings,L,,106,114,9,10,L 1,16505,2:12,,False,UTA,2016
20,"Wed, Dec 9, 2015",9:00p,,Box Score,,New York Knicks,W,,106,85,10,10,W 1,18586,2:14,,False,UTA,2016
21,"Fri, Dec 11, 2015",9:00p,,Box Score,,Oklahoma City Thunder,L,,90,94,10,11,L 1,19911,2:10,,False,UTA,2016
22,"Sun, Dec 13, 2015",7:00p,,Box Score,@,Oklahoma City Thunder,L,OT,98,104,10,12,L 2,18203,2:28,,False,UTA,2016
23,"Mon, Dec 14, 2015",8:30p,,Box Score,@,San Antonio Spurs,L,,81,118,10,13,L 3,18418,2:05,,False,UTA,2016
24,"Wed, Dec 16, 2015",9:00p,,Box Score,,New Orleans Pelicans,L,,94,104,10,14,L 4,17899,2:16,,False,UTA,2016
