G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Fri, Oct 25, 1985",,,Box Score,,Phoenix Suns,W,OT,128,123,1,0,W 1,12666,2:42,,False,,,POR,1986
2,"Sun, Oct 27, 1985",,,Box Score,,Golden State Warriors,W,,116,99,2,0,W 2,12666,2:04,,False,,,POR,1986
3,"Tue, Oct 29, 1985",,,Box Score,@,Los Angeles Clippers,L,,113,119,2,1,L 1,4948,2:06,,False,,,POR,1986
4,"Sat, Nov 2, 1985",,,Box Score,,Utah Jazz,W,,128,108,3,1,W 1,12666,2:14,,False,,,POR,1986
5,"Sun, Nov 3, 1985",,,Box Score,,New York Knicks,W,,110,96,4,1,W 2,12666,2:09,,False,,,POR,1986
6,"Tue, Nov 5, 1985",,,Box Score,@,Houston Rockets,L,,113,127,4,2,L 1,11896,2:08,,False,,,POR,1986
7,"Wed, Nov 6, 1985",,,Box Score,@,Dallas Mavericks,W,,111,109,5,2,W 1,16455,2:14,,False,,,POR,1986
8,"Fri, Nov 8, 1985",,,Box Score,,Seattle SuperSonics,W,,92,88,6,2,W 2,12666,2:13,,False,,,POR,1986
9,"Sun, Nov 10, 1985",,,Box Score,,Cleveland Cavaliers,W,,110,107,7,2,W 3,12666,2:09,,False,,,POR,1986
10,"Tue, Nov 12, 1985",,,Box Score,,Sacramento Kings,W,,126,115,8,2,W 4,12666,2:11,,False,,,POR,1986
11,"Thu, Nov 14, 1985",,,Box Score,@,Los Angeles Lakers,L,,102,114,8,3,L 1,14713,2:06,,False,,,POR,1986
12,"Fri, Nov 15, 1985",,,Box Score,@,Utah Jazz,L,,118,133,8,4,L 2,11935,2:11,,False,,,POR,1986
13,"Sun, Nov 17, 1985",,,Box Score,,Milwaukee Bucks,L,,104,117,8,5,L 3,12666,2:11,,False,,,POR,1986
14,"Tue, Nov 19, 1985",,,Box Score,,New Jersey Nets,L,,102,108,8,6,L 4,12666,2:08,,False,,,POR,1986
15,"Thu, Nov 21, 1985",,,Box Score,@,Los Angeles Clippers,W,,112,108,9,6,W 1,6766,2:11,,False,,,POR,1986
16,"Sat, Nov 23, 1985",,,Box Score,,Los Angeles Lakers,L,,113,130,9,7,L 1,12666,2:02,,False,,,POR,1986
17,"Sun, Nov 24, 1985",,,Box Score,,Houston Rockets,W,,125,118,10,7,W 1,12666,2:16,,False,,,POR,1986
18,"Wed, Nov 27, 1985",,,Box Score,@,Phoenix Suns,W,,110,93,11,7,W 2,9884,2:12,,False,,,POR,1986
19,"Fri, Nov 29, 1985",,,Box Score,,Chicago Bulls,W,,122,107,12,7,W 3,12666,1:58,,False,,,POR,1986
20,"Sun, Dec 1, 1985",,,Box Score,,San Antonio Spurs,L,,106,117,12,8,L 1,12666,2:04,,False,,,POR,1986
21,"Tue, Dec 3, 1985",,,Box Score,@,Washington Bullets,L,,115,118,12,9,L 2,4685,2:06,,False,,,POR,1986
22,"Wed, Dec 4, 1985",,,Box Score,@,Atlanta Hawks,L,,98,109,12,10,L 3,4113,2:03,,False,,,POR,1986
23,"Fri, Dec 6, 1985",,,Box Score,@,Boston Celtics,W,,121,103,13,10,W 1,14890,2:09,,False,,,POR,1986
24,"Sat, Dec 7, 1985",7:41p,,Box Score,@,New Jersey Nets,L,,106,118,13,11,L 1,9947,2:13,,False,,,POR,1986
25,"Tue, Dec 10, 1985",,,Box Score,,Golden State Warriors,W,,94,92,14,11,W 1,12666,2:07,,False,,,POR,1986
26,"Wed, Dec 11, 1985",,,Box Score,@,Utah Jazz,L,,111,119,14,12,L 1,10037,2:08,,False,,,POR,1986
27,"Fri, Dec 13, 1985",,,Box Score,@,Golden State Warriors,W,OT,127,124,15,12,W 1,11792,2:25,,False,,,POR,1986
28,"Tue, Dec 17, 1985",,,Box Score,@,San Antonio Spurs,L,,118,126,15,13,L 1,5955,2:10,,False,,,POR,1986
29,"Thu, Dec 19, 1985",,,Box Score,@,Denver Nuggets,L,,118,123,15,14,L 2,10088,2:20,,False,,,POR,1986
30,"Sat, Dec 21, 1985",,,Box Score,@,Seattle SuperSonics,W,,114,97,16,14,W 1,8045,2:17,,False,,,POR,1986
31,"Sun, Dec 22, 1985",,,Box Score,,Denver Nuggets,W,,121,114,17,14,W 2,12666,2:05,,False,,,POR,1986
32,"Wed, Dec 25, 1985",,,Box Score,,Los Angeles Clippers,W,,121,107,18,14,W 3,12666,2:09,,False,,,POR,1986
33,"Fri, Dec 27, 1985",,,Box Score,@,Dallas Mavericks,W,OT,142,133,19,14,W 4,17007,2:30,,False,,,POR,1986
34,"Sat, Dec 28, 1985",,,Box Score,@,Houston Rockets,L,,108,118,19,15,L 1,16016,2:40,,False,,,POR,1986
35,"Mon, Dec 30, 1985",,,Box Score,,San Antonio Spurs,W,,125,110,20,15,W 1,12666,2:04,,False,,,POR,1986
36,"Wed, Jan 1, 1986",,,Box Score,,Philadelphia 76ers,L,OT,119,121,20,16,L 1,12666,2:30,,False,,,POR,1986
