G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Fri, Feb 5, 1999",,Box Score,@,Denver Nuggets,W,,110,92,1,0,W 1,17171,,,False,MIN,1999
2,"Sat, Feb 6, 1999",,Box Score,@,San Antonio Spurs,L,,82,96,1,1,L 1,21319,,,False,MIN,1999
3,"Tue, Feb 9, 1999",,Box Score,,San Antonio Spurs,W,,74,70,2,1,W 1,16422,,,False,MIN,1999
4,"Thu, Feb 11, 1999",,Box Score,,Los Angeles Lakers,W,,86,75,3,1,W 2,19006,,,False,MIN,1999
5,"Sun, Feb 14, 1999",,Box Score,@,Los Angeles Clippers,W,,95,73,4,1,W 3,8592,,,False,MIN,1999
6,"Mon, Feb 15, 1999",,Box Score,@,Golden State Warriors,L,,99,101,4,2,L 1,13118,,,False,MIN,1999
7,"Wed, Feb 17, 1999",,Box Score,,Houston Rockets,W,,116,102,5,2,W 1,18151,,,False,MIN,1999
8,"Fri, Feb 19, 1999",,Box Score,,Vancouver Grizzlies,W,,115,96,6,2,W 2,17907,,,False,MIN,1999
9,"Sun, Feb 21, 1999",,Box Score,,Sacramento Kings,W,,102,90,7,2,W 3,16848,,,False,MIN,1999
10,"Mon, Feb 22, 1999",,Box Score,,San Antonio Spurs,W,,95,89,8,2,W 4,15374,,,False,MIN,1999
11,"Thu, Feb 25, 1999",,Box Score,@,New York Knicks,L,OT,113,115,8,3,L 1,19763,,,False,MIN,1999
12,"Fri, Feb 26, 1999",,Box Score,@,Toronto Raptors,L,,92,102,8,4,L 2,15122,,,False,MIN,1999
13,"Sun, Feb 28, 1999",,Box Score,,Portland Trail Blazers,L,,93,100,8,5,L 3,16219,,,False,MIN,1999
14,"Tue, Mar 2, 1999",,Box Score,,Golden State Warriors,W,,89,78,9,5,W 1,14776,,,False,MIN,1999
15,"Thu, Mar 4, 1999",,Box Score,@,Vancouver Grizzlies,W,,102,93,10,5,W 2,13329,,,False,MIN,1999
