G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Fri, Oct 29, 1982",,,Box Score,,Dallas Mavericks,L,,117,125,0,1,L 1,12099,,,False,,,DEN,1983
2,"Sun, Oct 31, 1982",,,Box Score,,Phoenix Suns,W,,114,110,1,1,W 1,8893,,,False,,,DEN,1983
3,"Wed, Nov 3, 1982",,,Box Score,,Los Angeles Lakers,L,OT,134,135,1,2,L 1,14807,,,False,,,DEN,1983
4,"Thu, Nov 4, 1982",,,Box Score,@,Los Angeles Lakers,L,,108,131,1,3,L 2,12815,,,False,,,DEN,1983
5,"Sat, Nov 6, 1982",,,Box Score,,Golden State Warriors,W,,127,118,2,3,W 1,12929,,,False,,,DEN,1983
6,"Tue, Nov 9, 1982",,,Box Score,,Atlanta Hawks,L,,105,106,2,4,L 1,10551,,,False,,,DEN,1983
7,"Wed, Nov 10, 1982",,,Box Score,@,Utah Jazz,L,,119,125,2,5,L 2,8314,,,False,,,DEN,1983
8,"Fri, Nov 12, 1982",,,Box Score,,Portland Trail Blazers,L,,111,128,2,6,L 3,13639,,,False,,,DEN,1983
9,"Sat, Nov 13, 1982",,,Box Score,@,Dallas Mavericks,W,,140,130,3,6,W 1,10283,,,False,,,DEN,1983
10,"Tue, Nov 16, 1982",,,Box Score,@,San Diego Clippers,W,,136,130,4,6,W 2,3039,,,False,,,DEN,1983
11,"Thu, Nov 18, 1982",,,Box Score,@,Phoenix Suns,W,,118,107,5,6,W 3,9640,,,False,,,DEN,1983
12,"Sun, Nov 21, 1982",,,Box Score,@,Los Angeles Lakers,L,,129,143,5,7,L 1,17505,,,False,,,DEN,1983
13,"Tue, Nov 23, 1982",,,Box Score,@,San Antonio Spurs,L,,126,136,5,8,L 2,8518,,,False,,,DEN,1983
14,"Wed, Nov 24, 1982",,,Box Score,,San Antonio Spurs,W,,129,123,6,8,W 1,13011,,,False,,,DEN,1983
15,"Fri, Nov 26, 1982",,,Box Score,@,Seattle SuperSonics,L,,106,127,6,9,L 1,,,,False,,,DEN,1983
16,"Sat, Nov 27, 1982",,,Box Score,,San Diego Clippers,W,,141,125,7,9,W 1,10813,,,False,,,DEN,1983
17,"Tue, Nov 30, 1982",,,Box Score,,Dallas Mavericks,L,,129,140,7,10,L 1,8799,,,False,,,DEN,1983
18,"Fri, Dec 3, 1982",,,Box Score,,Chicago Bulls,W,,132,124,8,10,W 1,10993,,,False,,,DEN,1983
19,"Wed, Dec 8, 1982",,,Box Score,@,Indiana Pacers,L,,126,130,8,11,L 1,3013,,,False,,,DEN,1983
20,"Thu, Dec 9, 1982",,,Box Score,@,Washington Bullets,L,,90,98,8,12,L 2,5684,,,False,,,DEN,1983
21,"Fri, Dec 10, 1982",,,Box Score,@,Cleveland Cavaliers,W,,117,107,9,12,W 1,1997,,,False,,,DEN,1983
22,"Sun, Dec 12, 1982",,,Box Score,@,Boston Celtics,L,,112,126,9,13,L 1,15320,1:58,,False,,,DEN,1983
23,"Wed, Dec 15, 1982",,,Box Score,@,Milwaukee Bucks,W,,113,98,10,13,W 1,9085,,,False,,,DEN,1983
24,"Thu, Dec 16, 1982",,,Box Score,,San Antonio Spurs,L,,108,120,10,14,L 1,10815,,,False,,,DEN,1983
25,"Sat, Dec 18, 1982",,,Box Score,,New Jersey Nets,L,,114,123,10,15,L 2,13121,,,False,,,DEN,1983
26,"Wed, Dec 22, 1982",,,Box Score,@,Kansas City Kings,L,,102,146,10,16,L 3,6439,,,False,,,DEN,1983
27,"Thu, Dec 23, 1982",,,Box Score,@,Detroit Pistons,W,,135,127,11,16,W 1,12218,,,False,,,DEN,1983
28,"Mon, Dec 27, 1982",,,Box Score,,Golden State Warriors,W,,130,128,12,16,W 2,7730,,,False,,,DEN,1983
29,"Tue, Dec 28, 1982",,,Box Score,,Indiana Pacers,W,OT,155,150,13,16,W 3,7038,,,False,,,DEN,1983
30,"Thu, Dec 30, 1982",,,Box Score,,Boston Celtics,L,,132,145,13,17,L 1,16474,2:14,,False,,,DEN,1983
31,"Sat, Jan 1, 1983",,,Box Score,,Phoenix Suns,W,,127,125,14,17,W 1,7814,,,False,,,DEN,1983
32,"Sun, Jan 2, 1983",,,Box Score,@,Portland Trail Blazers,L,,104,122,14,18,L 1,12666,,,False,,,DEN,1983
33,"Tue, Jan 4, 1983",,,Box Score,,Kansas City Kings,W,,137,121,15,18,W 1,7989,,,False,,,DEN,1983
34,"Wed, Jan 5, 1983",,,Box Score,@,Kansas City Kings,L,,118,138,15,19,L 1,7222,,,False,,,DEN,1983
35,"Fri, Jan 7, 1983",,,Box Score,,Houston Rockets,W,,125,97,16,19,W 1,9122,,,False,,,DEN,1983
36,"Sat, Jan 8, 1983",,,Box Score,@,San Diego Clippers,L,,120,122,16,20,L 1,3715,,,False,,,DEN,1983
37,"Tue, Jan 11, 1983",,,Box Score,@,Seattle SuperSonics,W,,131,119,17,20,W 1,,,,False,,,DEN,1983
38,"Wed, Jan 12, 1983",,,Box Score,,Utah Jazz,W,,126,118,18,20,W 2,8817,,,False,,,DEN,1983
39,"Fri, Jan 14, 1983",,,Box Score,@,Dallas Mavericks,L,,139,149,18,21,L 1,11015,,,False,,,DEN,1983
40,"Sat, Jan 15, 1983",,,Box Score,@,Houston Rockets,W,,131,111,19,21,W 1,7260,,,False,,,DEN,1983
41,"Tue, Jan 18, 1983",,,Box Score,@,San Antonio Spurs,L,,124,143,19,22,L 1,8424,,,False,,,DEN,1983
42,"Wed, Jan 19, 1983",,,Box Score,,Houston Rockets,W,,130,93,20,22,W 1,9417,,,False,,,DEN,1983
43,"Fri, Jan 21, 1983",,,Box Score,@,Golden State Warriors,L,,121,136,20,23,L 1,9351,,,False,,,DEN,1983
44,"Sat, Jan 22, 1983",,,Box Score,,New York Knicks,L,,98,102,20,24,L 2,12075,,,False,,,DEN,1983
45,"Tue, Jan 25, 1983",,,Box Score,,Kansas City Kings,W,,119,112,21,24,W 1,8133,,,False,,,DEN,1983
46,"Fri, Jan 28, 1983",,,Box Score,,Portland Trail Blazers,W,,118,109,22,24,W 2,11736,,,False,,,DEN,1983
47,"Tue, Feb 1, 1983",,,Box Score,,Philadelphia 76ers,L,,124,133,22,25,L 1,17498,2:17,,False,,,DEN,1983
48,"Wed, Feb 2, 1983",,,Box Score,@,Houston Rockets,L,,128,135,22,26,L 2,7141,,,False,,,DEN,1983
49,"Thu, Feb 3, 1983",,,Box Score,@,Atlanta Hawks,W,,126,112,23,26,W 1,4534,,,False,,,DEN,1983
50,"Sat, Feb 5, 1983",,,Box Score,,Utah Jazz,W,,143,136,24,26,W 2,9133,,,False,,,DEN,1983
51,"Tue, Feb 8, 1983",,,Box Score,@,San Diego Clippers,L,,98,125,24,27,L 1,3341,,,False,,,DEN,1983
52,"Wed, Feb 9, 1983",,,Box Score,,Seattle SuperSonics,W,,134,125,25,27,W 1,12847,,,False,,,DEN,1983
53,"Wed, Feb 16, 1983",,,Box Score,@,Philadelphia 76ers,L,,95,116,25,28,L 1,13216,1:46,,False,,,DEN,1983
54,"Thu, Feb 17, 1983",7:42p,,Box Score,@,New Jersey Nets,W,,117,108,26,28,W 1,12037,2:09,,False,,,DEN,1983
55,"Sat, Feb 19, 1983",,,Box Score,@,New York Knicks,L,,115,124,26,29,L 1,10068,,,False,,,DEN,1983
56,"Tue, Feb 22, 1983",,,Box Score,@,Chicago Bulls,L,,133,144,26,30,L 2,5754,,,False,,,DEN,1983
57,"Thu, Feb 24, 1983",,,Box Score,,Seattle SuperSonics,W,,138,129,27,30,W 1,15748,,,False,,,DEN,1983
58,"Sat, Feb 26, 1983",,,Box Score,,Washington Bullets,W,,125,111,28,30,W 2,15035,,,False,,,DEN,1983
59,"Sun, Feb 27, 1983",,,Box Score,@,Los Angeles Lakers,W,,135,120,29,30,W 3,17505,,,False,,,DEN,1983
60,"Tue, Mar 1, 1983",,,Box Score,,Cleveland Cavaliers,W,,132,121,30,30,W 4,10492,,,False,,,DEN,1983
61,"Wed, Mar 2, 1983",,,Box Score,@,Golden State Warriors,W,,128,108,31,30,W 5,6508,,,False,,,DEN,1983
62,"Fri, Mar 4, 1983",,,Box Score,@,Portland Trail Blazers,W,,142,138,32,30,W 6,12666,,,False,,,DEN,1983
63,"Sat, Mar 5, 1983",,,Box Score,,Milwaukee Bucks,W,,126,120,33,30,W 7,12011,,,False,,,DEN,1983
64,"Tue, Mar 8, 1983",,,Box Score,,San Antonio Spurs,W,,129,118,34,30,W 8,15033,,,False,,,DEN,1983
65,"Wed, Mar 9, 1983",,,Box Score,@,Utah Jazz,W,,122,109,35,30,W 9,10075,,,False,,,DEN,1983
66,"Sun, Mar 13, 1983",,,Box Score,,Utah Jazz,W,,130,117,36,30,W 10,13188,,,False,,,DEN,1983
67,"Tue, Mar 15, 1983",,,Box Score,,Golden State Warriors,W,,139,115,37,30,W 11,12558,,,False,,,DEN,1983
68,"Fri, Mar 18, 1983",,,Box Score,@,Seattle SuperSonics,L,,117,147,37,31,L 1,14268,,,False,,,DEN,1983
69,"Sun, Mar 20, 1983",,,Box Score,,Portland Trail Blazers,L,,106,118,37,32,L 2,13710,,,False,,,DEN,1983
70,"Tue, Mar 22, 1983",,,Box Score,,Phoenix Suns,W,,130,117,38,32,W 1,10588,,,False,,,DEN,1983
71,"Fri, Mar 25, 1983",,,Box Score,,Detroit Pistons,W,,131,120,39,32,W 2,14009,,,False,,,DEN,1983
72,"Sat, Mar 26, 1983",,,Box Score,@,Phoenix Suns,L,,110,124,39,33,L 1,13143,,,False,,,DEN,1983
73,"Tue, Mar 29, 1983",,,Box Score,@,San Antonio Spurs,L,,129,136,39,34,L 2,12477,,,False,,,DEN,1983
74,"Thu, Mar 31, 1983",,,Box Score,,Los Angeles Lakers,L,,116,122,39,35,L 3,17310,,,False,,,DEN,1983
75,"Sat, Apr 2, 1983",,,Box Score,,San Diego Clippers,W,,107,99,40,35,W 1,12011,,,False,,,DEN,1983
76,"Wed, Apr 6, 1983",,,Box Score,@,Kansas City Kings,L,,113,130,40,36,L 1,7130,,,False,,,DEN,1983
77,"Fri, Apr 8, 1983",,,Box Score,@,Dallas Mavericks,W,,132,115,41,36,W 1,10878,,,False,,,DEN,1983
78,"Sat, Apr 9, 1983",,,Box Score,@,Houston Rockets,W,,123,105,42,36,W 2,6237,,,False,,,DEN,1983
79,"Tue, Apr 12, 1983",,,Box Score,@,Utah Jazz,L,,116,125,42,37,L 1,10195,,,False,,,DEN,1983
80,"Wed, Apr 13, 1983",,,Box Score,,Houston Rockets,W,,131,112,43,37,W 1,10609,,,False,,,DEN,1983
81,"Fri, Apr 15, 1983",,,Box Score,,Dallas Mavericks,W,,137,126,44,37,W 2,15039,,,False,,,DEN,1983
82,"Sun, Apr 17, 1983",,,Box Score,,Kansas City Kings,W,,125,116,45,37,W 3,17619,,,False,,,DEN,1983
1,"Tue, Apr 19, 1983",,Box Score,@,,Phoenix Suns,,,108,121,0,1,L 1,11901,,,True,,L,DEN,1983
2,"Thu, Apr 21, 1983",,Box Score,,,Phoenix Suns,,,113,99,1,1,W 1,15903,,,True,,W,DEN,1983
3,"Sun, Apr 24, 1983",,Box Score,@,,Phoenix Suns,OT,,117,112,2,1,W 2,14660,,,True,,W,DEN,1983
4,"Tue, Apr 26, 1983",,Box Score,@,,San Antonio Spurs,,,133,152,2,2,L 1,10116,,,True,,L,DEN,1983
5,"Wed, Apr 27, 1983",,Box Score,@,,San Antonio Spurs,,,109,126,2,3,L 2,10690,,,True,,L,DEN,1983
6,"Fri, Apr 29, 1983",,Box Score,,,San Antonio Spurs,OT,,126,127,2,4,L 3,16965,,,True,,L,DEN,1983
7,"Mon, May 2, 1983",,Box Score,,,San Antonio Spurs,,,124,114,3,4,W 1,15035,,,True,,W,DEN,1983
8,"Wed, May 4, 1983",,Box Score,@,,San Antonio Spurs,,,105,145,3,5,L 1,12736,1:56,,True,,L,DEN,1983
