G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Sat, Nov 5, 1955",,Box Score,,Minneapolis Lakers,W,,101,89,1,0,W 1,,,,False,STL,1956
2,"Sat, Nov 12, 1955",,Box Score,,Syracuse Nationals,L,,81,91,1,1,L 1,,,,False,STL,1956
3,"Tue, Nov 15, 1955",,Box Score,,New York Knicks,W,,121,95,2,1,W 1,,,,False,STL,1956
4,"Sat, Nov 19, 1955",,Box Score,@,New York Knicks,W,,104,91,3,1,W 2,,,,False,STL,1956
5,"Sun, Nov 20, 1955",,Box Score,@,Syracuse Nationals,L,,80,84,3,2,L 1,,,,False,STL,1956
6,"Wed, Nov 23, 1955",,Box Score,,Rochester Royals,W,OT,90,88,4,2,W 1,,,,False,STL,1956
7,"Thu, Nov 24, 1955",,Box Score,@,Minneapolis Lakers,L,,99,107,4,3,L 1,,,,False,STL,1956
8,"Sat, Nov 26, 1955",,Box Score,,Minneapolis Lakers,W,,104,95,5,3,W 1,,,,False,STL,1956
9,"Sun, Nov 27, 1955",,Box Score,@,Fort Wayne Pistons,L,OT,106,114,5,4,L 1,,,,False,STL,1956
10,"Tue, Nov 29, 1955",,Box Score,,Philadelphia Warriors,W,,108,95,6,4,W 1,,,,False,STL,1956
11,"Wed, Nov 30, 1955",,Box Score,N,Minneapolis Lakers,W,,99,97,7,4,W 2,,,"at Rochester, NY",False,STL,1956
12,"Thu, Dec 1, 1955",,Box Score,@,Philadelphia Warriors,L,,98,115,7,5,L 1,,,,False,STL,1956
13,"Fri, Dec 2, 1955",,Box Score,@,Boston Celtics,L,,81,94,7,6,L 2,8047,,,False,STL,1956
14,"Sat, Dec 3, 1955",,Box Score,@,Rochester Royals,W,,89,78,8,6,W 1,,,,False,STL,1956
15,"Tue, Dec 6, 1955",,Box Score,,Boston Celtics,L,,99,122,8,7,L 1,7364,,,False,STL,1956
