G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 31, 2012",8:00p,,Box Score,@,Chicago Bulls,L,,87,93,0,1,L 1,21313,2:28,,False,SAC,2013
2,"Fri, Nov 2, 2012",8:00p,,Box Score,@,Minnesota Timberwolves,L,,80,92,0,2,L 2,19356,2:17,,False,SAC,2013
3,"Sat, Nov 3, 2012",7:00p,,Box Score,@,Indiana Pacers,L,2OT,98,106,0,3,L 3,18165,2:56,,False,SAC,2013
4,"Mon, Nov 5, 2012",10:00p,,Box Score,,Golden State Warriors,W,,94,92,1,3,W 1,17317,2:16,,False,SAC,2013
5,"Wed, Nov 7, 2012",10:00p,,Box Score,,Detroit Pistons,W,,105,103,2,3,W 2,10185,2:22,,False,SAC,2013
6,"Fri, Nov 9, 2012",10:00p,,Box Score,,San Antonio Spurs,L,,86,97,2,4,L 1,13505,2:09,,False,SAC,2013
7,"Sun, Nov 11, 2012",9:30p,,Box Score,@,Los Angeles Lakers,L,,90,103,2,5,L 2,18997,2:08,,False,SAC,2013
8,"Tue, Nov 13, 2012",10:00p,,Box Score,,Portland Trail Blazers,L,,86,103,2,6,L 3,10153,2:05,,False,SAC,2013
9,"Fri, Nov 16, 2012",10:00p,,Box Score,,Atlanta Hawks,L,,96,112,2,7,L 4,11814,2:03,,False,SAC,2013
10,"Sun, Nov 18, 2012",6:00p,,Box Score,,Brooklyn Nets,L,,90,99,2,8,L 5,11965,2:12,,False,SAC,2013
11,"Wed, Nov 21, 2012",10:00p,,Box Score,,Los Angeles Lakers,W,,113,97,3,8,W 1,15249,2:21,,False,SAC,2013
12,"Fri, Nov 23, 2012",9:00p,,Box Score,@,Utah Jazz,L,,102,104,3,9,L 1,18000,2:15,,False,SAC,2013
13,"Sat, Nov 24, 2012",10:00p,,Box Score,,Utah Jazz,W,,108,97,4,9,W 1,12239,2:15,,False,SAC,2013
14,"Tue, Nov 27, 2012",10:00p,,Box Score,,Minnesota Timberwolves,L,,89,97,4,10,L 1,10741,2:02,,False,SAC,2013
15,"Fri, Nov 30, 2012",10:00p,,Box Score,,Indiana Pacers,L,,92,97,4,11,L 2,12544,2:15,,False,SAC,2013
16,"Sat, Dec 1, 2012",10:30p,,Box Score,@,Los Angeles Clippers,L,,81,116,4,12,L 3,19060,1:58,,False,SAC,2013
17,"Wed, Dec 5, 2012",10:00p,,Box Score,,Toronto Raptors,W,,107,100,5,12,W 1,12476,2:23,,False,SAC,2013
18,"Fri, Dec 7, 2012",10:00p,,Box Score,,Orlando Magic,W,,91,82,6,12,W 2,16305,2:16,,False,SAC,2013
19,"Sat, Dec 8, 2012",10:00p,,Box Score,@,Portland Trail Blazers,W,,99,80,7,12,W 3,19454,2:05,,False,SAC,2013
20,"Mon, Dec 10, 2012",8:30p,,Box Score,@,Dallas Mavericks,L,,96,119,7,13,L 1,19737,2:06,,False,SAC,2013
21,"Wed, Dec 12, 2012",8:00p,,Box Score,@,Milwaukee Bucks,L,,85,98,7,14,L 2,11491,2:05,,False,SAC,2013
22,"Fri, Dec 14, 2012",8:00p,,Box Score,@,Oklahoma City Thunder,L,,103,113,7,15,L 3,18203,2:14,,False,SAC,2013
23,"Sun, Dec 16, 2012",6:00p,,Box Score,,Denver Nuggets,L,,97,122,7,16,L 4,13327,2:09,,False,SAC,2013
24,"Mon, Dec 17, 2012",9:00p,,Box Score,@,Phoenix Suns,L,,90,101,7,17,L 5,13068,2:12,,False,SAC,2013
25,"Wed, Dec 19, 2012",10:00p,,Box Score,,Golden State Warriors,W,,131,127,8,17,W 1,12885,2:23,,False,SAC,2013
26,"Fri, Dec 21, 2012",10:30p,,Box Score,@,Los Angeles Clippers,L,,85,97,8,18,L 1,19060,2:15,,False,SAC,2013
27,"Sun, Dec 23, 2012",9:00p,,Box Score,,Portland Trail Blazers,W,,108,96,9,18,W 1,13244,2:03,,False,SAC,2013
28,"Wed, Dec 26, 2012",10:00p,,Box Score,@,Portland Trail Blazers,L,,91,109,9,19,L 1,20545,2:01,,False,SAC,2013
29,"Fri, Dec 28, 2012",10:00p,,Box Score,,New York Knicks,W,,106,105,10,19,W 1,16407,2:10,,False,SAC,2013
30,"Sun, Dec 30, 2012",9:00p,,Box Score,,Boston Celtics,W,,118,96,11,19,W 2,15305,2:14,,False,SAC,2013
31,"Tue, Jan 1, 2013",7:30p,,Box Score,@,Detroit Pistons,L,,97,103,11,20,L 1,12175,2:22,,False,SAC,2013
32,"Wed, Jan 2, 2013",7:00p,,Box Score,@,Cleveland Cavaliers,W,,97,94,12,20,W 1,12331,2:10,,False,SAC,2013
33,"Fri, Jan 4, 2013",7:00p,,Box Score,@,Toronto Raptors,W,,105,96,13,20,W 2,17824,2:24,,False,SAC,2013
34,"Sat, Jan 5, 2013",7:30p,,Box Score,@,Brooklyn Nets,L,,93,113,13,21,L 1,17732,2:02,,False,SAC,2013
35,"Mon, Jan 7, 2013",10:00p,,Box Score,,Memphis Grizzlies,L,,81,113,13,22,L 2,11531,2:11,,False,SAC,2013
36,"Thu, Jan 10, 2013",10:00p,,Box Score,,Dallas Mavericks,L,OT,112,117,13,23,L 3,14011,2:49,,False,SAC,2013
37,"Sat, Jan 12, 2013",10:00p,,Box Score,,Miami Heat,L,,99,128,13,24,L 4,14367,2:04,,False,SAC,2013
38,"Mon, Jan 14, 2013",10:00p,,Box Score,,Cleveland Cavaliers,W,,124,118,14,24,W 1,12194,2:27,,False,SAC,2013
39,"Wed, Jan 16, 2013",10:00p,,Box Score,,Washington Wizards,W,,95,94,15,24,W 2,11611,2:04,,False,SAC,2013
40,"Fri, Jan 18, 2013",8:00p,,Box Score,@,Memphis Grizzlies,L,,69,85,15,25,L 1,15910,2:06,,False,SAC,2013
41,"Sat, Jan 19, 2013",7:00p,,Box Score,@,Charlotte Bobcats,W,,97,93,16,25,W 1,17012,2:18,,False,SAC,2013
42,"Mon, Jan 21, 2013",1:00p,,Box Score,@,New Orleans Hornets,L,,105,114,16,26,L 1,10880,2:10,,False,SAC,2013
43,"Wed, Jan 23, 2013",10:00p,,Box Score,,Phoenix Suns,L,,96,106,16,27,L 2,12741,2:11,,False,SAC,2013
44,"Fri, Jan 25, 2013",10:00p,,Box Score,,Oklahoma City Thunder,L,,95,105,16,28,L 3,15022,2:16,,False,SAC,2013
45,"Sat, Jan 26, 2013",9:00p,,Box Score,@,Denver Nuggets,L,,93,121,16,29,L 4,17651,2:08,,False,SAC,2013
46,"Mon, Jan 28, 2013",7:00p,,Box Score,@,Washington Wizards,W,,96,94,17,29,W 1,13422,2:16,,False,SAC,2013
47,"Wed, Jan 30, 2013",7:30p,,Box Score,@,Boston Celtics,L,,81,99,17,30,L 1,18624,2:10,,False,SAC,2013
48,"Fri, Feb 1, 2013",7:30p,,Box Score,@,Philadelphia 76ers,L,,80,89,17,31,L 2,17927,2:05,,False,SAC,2013
49,"Sat, Feb 2, 2013",7:30p,,Box Score,@,New York Knicks,L,,81,120,17,32,L 3,19033,2:05,,False,SAC,2013
50,"Mon, Feb 4, 2013",9:00p,,Box Score,@,Utah Jazz,L,OT,91,98,17,33,L 4,17742,2:23,,False,SAC,2013
51,"Sat, Feb 9, 2013",10:00p,,Box Score,,Utah Jazz,W,,120,109,18,33,W 1,16193,2:15,,False,SAC,2013
52,"Sun, Feb 10, 2013",9:00p,,Box Score,,Houston Rockets,W,,117,111,19,33,W 2,15526,2:19,,False,SAC,2013
53,"Tue, Feb 12, 2013",8:00p,,Box Score,@,Memphis Grizzlies,L,,101,108,19,34,L 1,14722,2:16,,False,SAC,2013
54,"Wed, Feb 13, 2013",8:30p,,Box Score,@,Dallas Mavericks,L,,100,123,19,35,L 2,19892,2:16,,False,SAC,2013
55,"Tue, Feb 19, 2013",10:00p,,Box Score,,San Antonio Spurs,L,,102,108,19,36,L 3,14940,2:15,,False,SAC,2013
56,"Fri, Feb 22, 2013",7:30p,,Box Score,@,Atlanta Hawks,L,,108,122,19,37,L 4,15031,2:14,,False,SAC,2013
57,"Sun, Feb 24, 2013",6:00p,,Box Score,@,New Orleans Hornets,L,,95,110,19,38,L 5,12788,2:00,,False,SAC,2013
58,"Tue, Feb 26, 2013",7:30p,,Box Score,@,Miami Heat,L,2OT,129,141,19,39,L 6,19734,2:48,,False,SAC,2013
59,"Wed, Feb 27, 2013",7:00p,,Box Score,@,Orlando Magic,W,,125,101,20,39,W 1,16722,2:10,,False,SAC,2013
60,"Fri, Mar 1, 2013",8:30p,,Box Score,@,San Antonio Spurs,L,,102,130,20,40,L 1,18581,2:02,,False,SAC,2013
61,"Sun, Mar 3, 2013",6:00p,,Box Score,,Charlotte Bobcats,W,,119,83,21,40,W 1,14555,2:10,,False,SAC,2013
62,"Tue, Mar 5, 2013",10:00p,,Box Score,,Denver Nuggets,L,,113,120,21,41,L 1,11923,2:09,,False,SAC,2013
63,"Wed, Mar 6, 2013",10:30p,,Box Score,@,Golden State Warriors,L,,83,87,21,42,L 2,19596,2:12,,False,SAC,2013
64,"Fri, Mar 8, 2013",10:00p,,Box Score,,Phoenix Suns,W,,121,112,22,42,W 1,13501,2:19,,False,SAC,2013
65,"Sun, Mar 10, 2013",9:00p,,Box Score,,Milwaukee Bucks,L,,113,115,22,43,L 1,14761,2:17,,False,SAC,2013
66,"Wed, Mar 13, 2013",10:00p,,Box Score,,Chicago Bulls,W,,121,79,23,43,W 1,14426,2:03,,False,SAC,2013
67,"Sun, Mar 17, 2013",9:30p,,Box Score,@,Los Angeles Lakers,L,,102,113,23,44,L 1,18997,2:12,,False,SAC,2013
68,"Tue, Mar 19, 2013",10:00p,,Box Score,,Los Angeles Clippers,W,,116,101,24,44,W 1,13563,2:26,,False,SAC,2013
69,"Thu, Mar 21, 2013",10:00p,,Box Score,,Minnesota Timberwolves,W,,101,98,25,44,W 2,12176,2:07,,False,SAC,2013
70,"Sat, Mar 23, 2013",9:00p,,Box Score,@,Denver Nuggets,L,,95,101,25,45,L 1,19155,2:16,,False,SAC,2013
71,"Sun, Mar 24, 2013",9:00p,,Box Score,,Philadelphia 76ers,L,,103,117,25,46,L 2,14647,2:03,,False,SAC,2013
72,"Wed, Mar 27, 2013",10:30p,,Box Score,@,Golden State Warriors,W,,105,98,26,46,W 1,19596,2:13,,False,SAC,2013
73,"Thu, Mar 28, 2013",10:00p,,Box Score,@,Phoenix Suns,W,,117,103,27,46,W 2,15086,2:06,,False,SAC,2013
74,"Sat, Mar 30, 2013",10:00p,,Box Score,,Los Angeles Lakers,L,,98,103,27,47,L 1,17317,2:12,,False,SAC,2013
75,"Wed, Apr 3, 2013",10:00p,,Box Score,,Houston Rockets,L,,102,112,27,48,L 2,12377,2:12,,False,SAC,2013
76,"Fri, Apr 5, 2013",10:00p,,Box Score,,Dallas Mavericks,L,,108,117,27,49,L 3,13903,2:07,,False,SAC,2013
77,"Sun, Apr 7, 2013",6:00p,,Box Score,,Memphis Grizzlies,L,,87,89,27,50,L 4,15205,2:23,,False,SAC,2013
78,"Wed, Apr 10, 2013",10:00p,,Box Score,,New Orleans Hornets,W,,121,110,28,50,W 1,14275,2:13,,False,SAC,2013
79,"Fri, Apr 12, 2013",8:30p,,Box Score,@,San Antonio Spurs,L,,101,108,28,51,L 1,18581,2:03,,False,SAC,2013
80,"Sun, Apr 14, 2013",7:00p,,Box Score,@,Houston Rockets,L,,100,121,28,52,L 2,18138,2:04,,False,SAC,2013
81,"Mon, Apr 15, 2013",8:00p,,Box Score,@,Oklahoma City Thunder,L,,95,104,28,53,L 3,18203,2:05,,False,SAC,2013
82,"Wed, Apr 17, 2013",10:30p,,Box Score,,Los Angeles Clippers,L,,108,112,28,54,L 4,17317,2:21,,False,SAC,2013
