G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Fri, Oct 29, 1982",,,Box Score,@,Utah Jazz,W,,120,114,1,0,W 1,8436,,,False,,,SAS,1983
2,"Sat, Oct 30, 1982",,,Box Score,,Portland Trail Blazers,W,,112,107,2,0,W 2,12150,,,False,,,SAS,1983
3,"Wed, Nov 3, 1982",,,Box Score,@,Seattle SuperSonics,L,,107,109,2,1,L 1,9808,,,False,,,SAS,1983
4,"Thu, Nov 4, 1982",,,Box Score,@,Portland Trail Blazers,W,OT,108,107,3,1,W 1,12666,,,False,,,SAS,1983
5,"Fri, Nov 5, 1982",,,Box Score,@,Golden State Warriors,W,,105,104,4,1,W 2,10590,,,False,,,SAS,1983
6,"Sun, Nov 7, 1982",,,Box Score,,Phoenix Suns,W,,101,100,5,1,W 3,9448,,,False,,,SAS,1983
7,"Tue, Nov 9, 1982",,,Box Score,,Utah Jazz,W,,118,104,6,1,W 4,10780,,,False,,,SAS,1983
8,"Thu, Nov 11, 1982",,,Box Score,@,San Diego Clippers,L,,105,109,6,2,L 1,4157,,,False,,,SAS,1983
9,"Sat, Nov 13, 1982",,,Box Score,,Seattle SuperSonics,L,,98,107,6,3,L 2,14814,,,False,,,SAS,1983
10,"Tue, Nov 16, 1982",,,Box Score,,Kansas City Kings,L,,102,105,6,4,L 3,8943,,,False,,,SAS,1983
11,"Wed, Nov 17, 1982",,,Box Score,@,Washington Bullets,W,,114,112,7,4,W 1,6889,,,False,,,SAS,1983
12,"Fri, Nov 19, 1982",,,Box Score,@,Boston Celtics,L,,111,119,7,5,L 1,15320,2:02,,False,,,SAS,1983
13,"Sat, Nov 20, 1982",,,Box Score,,Golden State Warriors,W,,134,112,8,5,W 1,8369,,,False,,,SAS,1983
14,"Tue, Nov 23, 1982",,,Box Score,,Denver Nuggets,W,,136,126,9,5,W 2,8518,,,False,,,SAS,1983
15,"Wed, Nov 24, 1982",,,Box Score,@,Denver Nuggets,L,,123,129,9,6,L 1,13011,,,False,,,SAS,1983
16,"Fri, Nov 26, 1982",,,Box Score,,Chicago Bulls,W,,122,120,10,6,W 1,9106,,,False,,,SAS,1983
17,"Sat, Nov 27, 1982",,,Box Score,@,Dallas Mavericks,W,,107,106,11,6,W 2,15517,,,False,,,SAS,1983
18,"Tue, Nov 30, 1982",,,Box Score,,Los Angeles Lakers,W,,117,114,12,6,W 3,12115,,Game protested and completed on 1983-04-13,False,,,SAS,1983
19,"Wed, Dec 1, 1982",,,Box Score,@,Detroit Pistons,L,,97,105,12,7,L 1,5284,,,False,,,SAS,1983
20,"Fri, Dec 3, 1982",,,Box Score,,Houston Rockets,W,,88,78,13,7,W 1,7691,,,False,,,SAS,1983
21,"Sat, Dec 4, 1982",,,Box Score,@,Houston Rockets,L,,93,94,13,8,L 1,7153,,,False,,,SAS,1983
22,"Tue, Dec 7, 1982",,,Box Score,,Dallas Mavericks,W,,106,92,14,8,W 1,7940,,,False,,,SAS,1983
23,"Wed, Dec 8, 1982",,,Box Score,@,Kansas City Kings,W,OT,102,101,15,8,W 2,6211,,,False,,,SAS,1983
24,"Fri, Dec 10, 1982",7:45p,,Box Score,@,New Jersey Nets,W,,114,102,16,8,W 3,11686,1:55,,False,,,SAS,1983
25,"Sat, Dec 11, 1982",,,Box Score,,Kansas City Kings,L,,110,122,16,9,L 1,9044,,,False,,,SAS,1983
26,"Tue, Dec 14, 1982",,,Box Score,@,Houston Rockets,W,,102,93,17,9,W 1,6871,,,False,,,SAS,1983
27,"Thu, Dec 16, 1982",,,Box Score,@,Denver Nuggets,W,,120,108,18,9,W 2,10815,,,False,,,SAS,1983
28,"Fri, Dec 17, 1982",,,Box Score,,Utah Jazz,W,,110,103,19,9,W 3,7031,,,False,,,SAS,1983
29,"Sun, Dec 19, 1982",,,Box Score,@,Milwaukee Bucks,L,,98,113,19,10,L 1,10302,,,False,,,SAS,1983
30,"Tue, Dec 21, 1982",,,Box Score,,Phoenix Suns,L,,113,114,19,11,L 2,8479,,,False,,,SAS,1983
31,"Sun, Dec 26, 1982",,,Box Score,,Philadelphia 76ers,L,,122,124,19,12,L 3,14599,2:07,,False,,,SAS,1983
32,"Wed, Dec 29, 1982",,,Box Score,,San Diego Clippers,W,,124,115,20,12,W 1,10247,,,False,,,SAS,1983
33,"Thu, Dec 30, 1982",,,Box Score,@,Chicago Bulls,W,,105,102,21,12,W 2,7280,,,False,,,SAS,1983
34,"Sun, Jan 2, 1983",,,Box Score,@,Cleveland Cavaliers,W,,103,95,22,12,W 3,3010,,,False,,,SAS,1983
35,"Tue, Jan 4, 1983",,,Box Score,@,Atlanta Hawks,W,,104,95,23,12,W 4,5139,,,False,,,SAS,1983
36,"Wed, Jan 5, 1983",,,Box Score,@,Dallas Mavericks,L,,131,136,23,13,L 1,10008,,,False,,,SAS,1983
37,"Fri, Jan 7, 1983",,,Box Score,,Boston Celtics,L,,113,116,23,14,L 2,14329,2:09,,False,,,SAS,1983
38,"Tue, Jan 11, 1983",,,Box Score,,Dallas Mavericks,W,,109,101,24,14,W 1,8224,,,False,,,SAS,1983
39,"Wed, Jan 12, 1983",,,Box Score,@,Kansas City Kings,L,,113,118,24,15,L 1,8719,,,False,,,SAS,1983
40,"Fri, Jan 14, 1983",,,Box Score,,Houston Rockets,W,,96,92,25,15,W 1,8809,,,False,,,SAS,1983
41,"Sat, Jan 15, 1983",,,Box Score,,Washington Bullets,W,,117,96,26,15,W 2,9817,,,False,,,SAS,1983
42,"Tue, Jan 18, 1983",,,Box Score,,Denver Nuggets,W,,143,124,27,15,W 3,8424,,,False,,,SAS,1983
43,"Wed, Jan 19, 1983",,,Box Score,@,Phoenix Suns,L,,113,118,27,16,L 1,11004,,,False,,,SAS,1983
44,"Fri, Jan 21, 1983",,,Box Score,@,Los Angeles Lakers,L,,110,119,27,17,L 2,,,,False,,,SAS,1983
45,"Sun, Jan 23, 1983",,,Box Score,,Portland Trail Blazers,L,,107,108,27,18,L 3,8112,,,False,,,SAS,1983
46,"Tue, Jan 25, 1983",,,Box Score,@,Utah Jazz,W,,116,106,28,18,W 1,8688,,,False,,,SAS,1983
47,"Thu, Jan 27, 1983",,,Box Score,@,Indiana Pacers,W,,143,138,29,18,W 2,3625,,,False,,,SAS,1983
48,"Sat, Jan 29, 1983",,,Box Score,,New Jersey Nets,W,,120,109,30,18,W 3,11945,,,False,,,SAS,1983
49,"Wed, Feb 2, 1983",,,Box Score,,New York Knicks,L,,98,109,30,19,L 1,8313,,,False,,,SAS,1983
50,"Fri, Feb 4, 1983",,,Box Score,@,Seattle SuperSonics,L,,103,115,30,20,L 2,13082,,,False,,,SAS,1983
51,"Sat, Feb 5, 1983",,,Box Score,@,Golden State Warriors,L,,102,106,30,21,L 3,8766,,,False,,,SAS,1983
52,"Tue, Feb 8, 1983",,,Box Score,,Detroit Pistons,W,OT,147,143,31,21,W 1,7518,,,False,,,SAS,1983
53,"Thu, Feb 10, 1983",,,Box Score,,Golden State Warriors,W,,128,109,32,21,W 2,8384,,,False,,,SAS,1983
54,"Tue, Feb 15, 1983",,,Box Score,@,Los Angeles Lakers,W,,124,103,33,21,W 3,15111,,,False,,,SAS,1983
55,"Wed, Feb 16, 1983",,,Box Score,@,Utah Jazz,L,,101,112,33,22,L 1,8085,,,False,,,SAS,1983
56,"Sun, Feb 20, 1983",,,Box Score,,Atlanta Hawks,W,,103,100,34,22,W 1,9408,,,False,,,SAS,1983
57,"Wed, Feb 23, 1983",,,Box Score,,Portland Trail Blazers,W,,124,114,35,22,W 2,8450,,,False,,,SAS,1983
58,"Fri, Feb 25, 1983",,,Box Score,@,Kansas City Kings,W,,131,125,36,22,W 3,9079,,,False,,,SAS,1983
59,"Sat, Feb 26, 1983",,,Box Score,,Milwaukee Bucks,L,,104,107,36,23,L 1,12439,,,False,,,SAS,1983
60,"Tue, Mar 1, 1983",,,Box Score,,Seattle SuperSonics,W,,119,104,37,23,W 1,7988,,,False,,,SAS,1983
61,"Wed, Mar 2, 1983",,,Box Score,@,Phoenix Suns,L,,106,110,37,24,L 1,10666,,,False,,,SAS,1983
62,"Fri, Mar 4, 1983",,,Box Score,@,San Diego Clippers,W,,107,99,38,24,W 1,4585,,,False,,,SAS,1983
63,"Sun, Mar 6, 1983",,,Box Score,,Cleveland Cavaliers,W,,117,98,39,24,W 2,7252,,,False,,,SAS,1983
64,"Tue, Mar 8, 1983",,,Box Score,@,Denver Nuggets,L,,118,129,39,25,L 1,15033,,,False,,,SAS,1983
65,"Wed, Mar 9, 1983",,,Box Score,,Phoenix Suns,W,,108,105,40,25,W 1,8201,,,False,,,SAS,1983
66,"Sat, Mar 12, 1983",,,Box Score,,Golden State Warriors,W,,131,120,41,25,W 2,9805,,,False,,,SAS,1983
67,"Tue, Mar 15, 1983",,,Box Score,,San Diego Clippers,W,,130,109,42,25,W 3,8278,,,False,,,SAS,1983
68,"Thu, Mar 17, 1983",,,Box Score,@,San Diego Clippers,W,,111,101,43,25,W 4,4076,,,False,,,SAS,1983
69,"Sat, Mar 19, 1983",,,Box Score,,Indiana Pacers,W,,138,118,44,25,W 5,10355,,,False,,,SAS,1983
70,"Tue, Mar 22, 1983",,,Box Score,@,Portland Trail Blazers,L,,102,119,44,26,L 1,12666,,,False,,,SAS,1983
71,"Wed, Mar 23, 1983",,,Box Score,@,Seattle SuperSonics,L,,117,137,44,27,L 2,14203,,,False,,,SAS,1983
72,"Fri, Mar 25, 1983",,,Box Score,@,Los Angeles Lakers,W,,132,120,45,27,W 1,17505,,,False,,,SAS,1983
73,"Tue, Mar 29, 1983",,,Box Score,,Denver Nuggets,W,,136,129,46,27,W 2,12477,,,False,,,SAS,1983
74,"Fri, Apr 1, 1983",,,Box Score,,Houston Rockets,W,,124,99,47,27,W 3,,,,False,,,SAS,1983
75,"Sat, Apr 2, 1983",,,Box Score,@,Houston Rockets,W,,112,101,48,27,W 4,6121,,,False,,,SAS,1983
76,"Tue, Apr 5, 1983",,,Box Score,,Kansas City Kings,W,,130,113,49,27,W 5,7887,,,False,,,SAS,1983
77,"Wed, Apr 6, 1983",,,Box Score,@,Philadelphia 76ers,W,,112,109,50,27,W 6,13706,2:10,,False,,,SAS,1983
78,"Fri, Apr 8, 1983",,,Box Score,@,New York Knicks,L,OT,100,102,50,28,L 1,10975,,,False,,,SAS,1983
79,"Sat, Apr 9, 1983",,,Box Score,,Dallas Mavericks,L,,111,122,50,29,L 2,,,,False,,,SAS,1983
80,"Wed, Apr 13, 1983",,,Box Score,,Los Angeles Lakers,W,,114,109,51,29,W 1,15782,,,False,,,SAS,1983
81,"Fri, Apr 15, 1983",,,Box Score,,Utah Jazz,W,,121,118,52,29,W 2,8405,,,False,,,SAS,1983
