G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 29, 2014",7:30p,,Box Score,@,Boston Celtics,L,,105,121,0,1,L 1,18624,2:13,,False,BRK,2015
2,"Sat, Nov 1, 2014",7:30p,,Box Score,@,Detroit Pistons,W,,102,90,1,1,W 1,19904,2:08,,False,BRK,2015
3,"Mon, Nov 3, 2014",7:30p,,Box Score,,Oklahoma City Thunder,W,,116,85,2,1,W 2,17732,2:10,,False,BRK,2015
4,"Wed, Nov 5, 2014",7:30p,,Box Score,,Minnesota Timberwolves,L,,91,98,2,2,L 1,16302,2:07,,False,BRK,2015
5,"Fri, Nov 7, 2014",7:30p,,Box Score,,New York Knicks,W,,110,99,3,2,W 1,17732,2:14,,False,BRK,2015
6,"Sun, Nov 9, 2014",3:30p,,Box Score,,Orlando Magic,W,,104,96,4,2,W 2,16127,2:03,,False,BRK,2015
7,"Wed, Nov 12, 2014",9:00p,,Box Score,@,Phoenix Suns,L,,104,112,4,3,L 1,15184,2:22,,False,BRK,2015
8,"Thu, Nov 13, 2014",10:30p,,Box Score,@,Golden State Warriors,L,,99,107,4,4,L 2,19596,2:18,,False,BRK,2015
9,"Sat, Nov 15, 2014",10:00p,,Box Score,@,Portland Trail Blazers,L,,87,97,4,5,L 3,19441,2:17,,False,BRK,2015
10,"Mon, Nov 17, 2014",7:30p,,Box Score,,Miami Heat,L,,83,95,4,6,L 4,17732,2:20,,False,BRK,2015
11,"Wed, Nov 19, 2014",7:30p,,Box Score,,Milwaukee Bucks,L,3OT,118,122,4,7,L 5,15694,3:05,,False,BRK,2015
12,"Fri, Nov 21, 2014",8:00p,,Box Score,@,Oklahoma City Thunder,W,,94,92,5,7,W 1,18203,2:22,,False,BRK,2015
13,"Sat, Nov 22, 2014",8:30p,,Box Score,@,San Antonio Spurs,L,,87,99,5,8,L 1,18581,1:56,,False,BRK,2015
14,"Wed, Nov 26, 2014",7:00p,,Box Score,@,Philadelphia 76ers,W,,99,91,6,8,W 1,11223,2:13,,False,BRK,2015
15,"Sun, Nov 30, 2014",3:00p,,Box Score,,Chicago Bulls,L,,84,102,6,9,L 1,17732,2:08,,False,BRK,2015
16,"Tue, Dec 2, 2014",7:30p,,Box Score,@,New York Knicks,W,,98,93,7,9,W 1,19812,2:24,,False,BRK,2015
17,"Wed, Dec 3, 2014",7:30p,,Box Score,,San Antonio Spurs,W,OT,95,93,8,9,W 2,15989,2:23,,False,BRK,2015
18,"Fri, Dec 5, 2014",7:30p,,Box Score,,Atlanta Hawks,L,,75,98,8,10,L 1,16146,2:04,,False,BRK,2015
