G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 30, 2013",8:00p,,Box Score,@,Houston Rockets,L,,83,96,0,1,L 1,18083,2:09,,False,CHA,2014
2,"Fri, Nov 1, 2013",7:00p,,Box Score,,Cleveland Cavaliers,W,,90,84,1,1,W 1,18017,2:23,,False,CHA,2014
3,"Sat, Nov 2, 2013",8:00p,,Box Score,@,New Orleans Pelicans,L,,84,105,1,2,L 1,15232,2:11,,False,CHA,2014
4,"Tue, Nov 5, 2013",7:30p,,Box Score,@,New York Knicks,W,,102,97,2,2,W 1,19812,2:42,,False,CHA,2014
5,"Wed, Nov 6, 2013",7:00p,,Box Score,,Toronto Raptors,W,,92,90,3,2,W 2,11118,2:13,,False,CHA,2014
6,"Fri, Nov 8, 2013",7:00p,,Box Score,,New York Knicks,L,,91,101,3,3,L 1,16465,2:16,,False,CHA,2014
7,"Mon, Nov 11, 2013",7:00p,,Box Score,,Atlanta Hawks,L,,94,103,3,4,L 2,13996,2:21,,False,CHA,2014
8,"Wed, Nov 13, 2013",7:30p,,Box Score,@,Boston Celtics,W,,89,83,4,4,W 1,17032,2:21,,False,CHA,2014
9,"Fri, Nov 15, 2013",7:30p,,Box Score,@,Cleveland Cavaliers,W,,86,80,5,4,W 2,18679,2:04,,False,CHA,2014
10,"Sat, Nov 16, 2013",7:00p,,Box Score,,Miami Heat,L,,81,97,5,5,L 1,19084,2:05,,False,CHA,2014
11,"Mon, Nov 18, 2013",8:00p,,Box Score,@,Chicago Bulls,L,,81,86,5,6,L 2,21628,2:15,,False,CHA,2014
12,"Wed, Nov 20, 2013",7:00p,,Box Score,,Brooklyn Nets,W,,95,91,6,6,W 1,13843,2:18,,False,CHA,2014
13,"Fri, Nov 22, 2013",7:00p,,Box Score,,Phoenix Suns,L,,91,98,6,7,L 1,14916,2:32,,False,CHA,2014
14,"Sat, Nov 23, 2013",8:30p,,Box Score,@,Milwaukee Bucks,W,,96,72,7,7,W 1,14871,1:58,,False,CHA,2014
15,"Mon, Nov 25, 2013",7:00p,,Box Score,,Boston Celtics,L,,86,96,7,8,L 1,13558,2:12,,False,CHA,2014
16,"Wed, Nov 27, 2013",7:00p,,Box Score,,Indiana Pacers,L,,74,99,7,9,L 2,15170,2:30,,False,CHA,2014
17,"Fri, Nov 29, 2013",7:00p,,Box Score,,Milwaukee Bucks,W,,92,76,8,9,W 1,15081,2:09,,False,CHA,2014
18,"Sun, Dec 1, 2013",6:00p,,Box Score,@,Miami Heat,L,,98,99,8,10,L 1,19617,2:15,,False,CHA,2014
19,"Tue, Dec 3, 2013",8:30p,,Box Score,@,Dallas Mavericks,L,,82,89,8,11,L 2,19612,2:14,,False,CHA,2014
20,"Fri, Dec 6, 2013",7:00p,,Box Score,,Philadelphia 76ers,W,,105,88,9,11,W 1,14088,2:06,,False,CHA,2014
21,"Mon, Dec 9, 2013",7:00p,,Box Score,,Golden State Warriors,W,,115,111,10,11,W 2,13129,2:11,,False,CHA,2014
22,"Wed, Dec 11, 2013",7:00p,,Box Score,,Orlando Magic,L,,83,92,10,12,L 1,11377,2:07,,False,CHA,2014
23,"Fri, Dec 13, 2013",7:00p,,Box Score,@,Indiana Pacers,L,,94,99,10,13,L 2,18165,2:10,,False,CHA,2014
24,"Sat, Dec 14, 2013",7:00p,,Box Score,,Los Angeles Lakers,L,,85,88,10,14,L 3,17101,2:05,,False,CHA,2014
25,"Tue, Dec 17, 2013",7:00p,,Box Score,,Sacramento Kings,W,,95,87,11,14,W 1,11339,2:20,,False,CHA,2014
26,"Wed, Dec 18, 2013",7:00p,,Box Score,@,Toronto Raptors,W,OT,104,102,12,14,W 2,15201,2:40,,False,CHA,2014
27,"Fri, Dec 20, 2013",7:30p,,Box Score,@,Detroit Pistons,W,,116,106,13,14,W 3,12453,2:10,,False,CHA,2014
28,"Sat, Dec 21, 2013",7:30p,,Box Score,,Utah Jazz,L,,85,88,13,15,L 1,18078,2:03,,False,CHA,2014
29,"Mon, Dec 23, 2013",7:00p,,Box Score,,Milwaukee Bucks,W,OT,111,110,14,15,W 1,13534,2:27,,False,CHA,2014
30,"Fri, Dec 27, 2013",7:00p,,Box Score,,Oklahoma City Thunder,L,,85,89,14,16,L 1,18129,2:12,,False,CHA,2014
31,"Sat, Dec 28, 2013",7:30p,,Box Score,@,Atlanta Hawks,L,OT,116,118,14,17,L 2,15180,2:26,,False,CHA,2014
32,"Mon, Dec 30, 2013",9:00p,,Box Score,@,Utah Jazz,L,,80,83,14,18,L 3,19125,2:00,,False,CHA,2014
33,"Wed, Jan 1, 2014",9:30p,,Box Score,@,Los Angeles Clippers,L,,85,112,14,19,L 4,19160,2:05,,False,CHA,2014
34,"Thu, Jan 2, 2014",10:00p,,Box Score,@,Portland Trail Blazers,L,,104,134,14,20,L 5,20014,2:01,,False,CHA,2014
35,"Sat, Jan 4, 2014",10:00p,,Box Score,@,Sacramento Kings,W,,113,103,15,20,W 1,16410,2:11,,False,CHA,2014
36,"Tue, Jan 7, 2014",7:00p,,Box Score,,Washington Wizards,L,,83,97,15,21,L 1,12079,2:06,,False,CHA,2014
37,"Fri, Jan 10, 2014",8:00p,,Box Score,@,Minnesota Timberwolves,L,,92,119,15,22,L 2,13767,1:55,,False,CHA,2014
38,"Sat, Jan 11, 2014",8:00p,,Box Score,@,Chicago Bulls,L,,97,103,15,23,L 3,21413,2:10,,False,CHA,2014
39,"Tue, Jan 14, 2014",7:00p,,Box Score,,New York Knicks,W,,108,98,16,23,W 1,15156,2:10,,False,CHA,2014
40,"Wed, Jan 15, 2014",7:00p,,Box Score,@,Philadelphia 76ers,L,,92,95,16,24,L 1,10106,2:16,,False,CHA,2014
41,"Fri, Jan 17, 2014",7:00p,,Box Score,@,Orlando Magic,W,,111,101,17,24,W 1,16164,2:16,,False,CHA,2014
42,"Sat, Jan 18, 2014",7:30p,,Box Score,,Miami Heat,L,OT,96,104,17,25,L 1,19631,2:30,,False,CHA,2014
43,"Mon, Jan 20, 2014",2:00p,,Box Score,,Toronto Raptors,W,,100,95,18,25,W 1,14929,2:07,,False,CHA,2014
44,"Wed, Jan 22, 2014",7:00p,,Box Score,,Los Angeles Clippers,W,,95,91,19,25,W 2,14760,2:08,,False,CHA,2014
45,"Fri, Jan 24, 2014",7:30p,,Box Score,@,New York Knicks,L,,96,125,19,26,L 1,19812,2:07,,False,CHA,2014
46,"Sat, Jan 25, 2014",7:00p,,Box Score,,Chicago Bulls,L,,87,89,19,27,L 2,18252,2:08,,False,CHA,2014
47,"Wed, Jan 29, 2014",9:00p,,Box Score,@,Denver Nuggets,W,,101,98,20,27,W 1,16151,2:18,,False,CHA,2014
