G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Wed, Oct 28, 2015",10:00p,,Box Score,@,Sacramento Kings,W,,111,104,1,0,W 1,17458,2:19,,False,LAC,2016
2,"Thu, Oct 29, 2015",10:30p,,Box Score,,Dallas Mavericks,W,,104,88,2,0,W 2,19218,2:23,,False,LAC,2016
3,"Sat, Oct 31, 2015",10:30p,,Box Score,,Sacramento Kings,W,,114,109,3,0,W 3,19060,2:34,,False,LAC,2016
4,"Mon, Nov 2, 2015",10:30p,,Box Score,,Phoenix Suns,W,,102,96,4,0,W 4,19060,2:20,,False,LAC,2016
5,"Wed, Nov 4, 2015",10:30p,,Box Score,@,Golden State Warriors,L,,108,112,4,1,L 1,19596,2:36,,False,LAC,2016
6,"Sat, Nov 7, 2015",10:30p,,Box Score,,Houston Rockets,L,,105,109,4,2,L 2,19361,2:28,,False,LAC,2016
7,"Mon, Nov 9, 2015",10:30p,,Box Score,,Memphis Grizzlies,W,,94,92,5,2,W 1,19060,2:41,,False,LAC,2016
8,"Wed, Nov 11, 2015",8:00p,,Box Score,@,Dallas Mavericks,L,,108,118,5,3,L 1,19805,2:35,,False,LAC,2016
9,"Thu, Nov 12, 2015",10:30p,,Box Score,@,Phoenix Suns,L,,104,118,5,4,L 2,17204,2:21,,False,LAC,2016
10,"Sat, Nov 14, 2015",3:30p,,Box Score,,Detroit Pistons,W,,101,96,6,4,W 1,19060,2:26,,False,LAC,2016
11,"Thu, Nov 19, 2015",10:30p,,Box Score,,Golden State Warriors,L,,117,124,6,5,L 1,19528,2:32,,False,LAC,2016
12,"Fri, Nov 20, 2015",10:00p,,Box Score,@,Portland Trail Blazers,L,,91,102,6,6,L 2,19393,2:22,,False,LAC,2016
13,"Sun, Nov 22, 2015",3:30p,,Box Score,,Toronto Raptors,L,,80,91,6,7,L 3,19060,2:21,,False,LAC,2016
14,"Tue, Nov 24, 2015",9:00p,,Box Score,@,Denver Nuggets,W,,111,94,7,7,W 1,13257,2:31,,False,LAC,2016
15,"Wed, Nov 25, 2015",10:30p,,Box Score,,Utah Jazz,L,,91,102,7,8,L 1,19060,2:14,,False,LAC,2016
16,"Fri, Nov 27, 2015",10:30p,,Box Score,,New Orleans Pelicans,W,,111,90,8,8,W 1,19162,2:12,,False,LAC,2016
17,"Sun, Nov 29, 2015",3:30p,,Box Score,,Minnesota Timberwolves,W,,107,99,9,8,W 2,19060,2:19,,False,LAC,2016
18,"Mon, Nov 30, 2015",10:30p,,Box Score,,Portland Trail Blazers,W,,102,87,10,8,W 3,19060,2:32,,False,LAC,2016
19,"Wed, Dec 2, 2015",10:30p,,Box Score,,Indiana Pacers,L,,91,103,10,9,L 1,19060,2:34,,False,LAC,2016
20,"Sat, Dec 5, 2015",10:30p,,Box Score,,Orlando Magic,W,,103,101,11,9,W 1,19146,2:14,,False,LAC,2016
21,"Mon, Dec 7, 2015",8:00p,,Box Score,@,Minnesota Timberwolves,W,,110,106,12,9,W 2,11467,2:38,,False,LAC,2016
22,"Wed, Dec 9, 2015",8:00p,,Box Score,@,Milwaukee Bucks,W,,109,95,13,9,W 3,14224,2:17,,False,LAC,2016
23,"Thu, Dec 10, 2015",8:00p,,Box Score,@,Chicago Bulls,L,,80,83,13,10,L 1,21491,2:11,,False,LAC,2016
24,"Sat, Dec 12, 2015",5:00p,,Box Score,@,Brooklyn Nets,W,,105,100,14,10,W 1,15689,2:18,,False,LAC,2016
25,"Mon, Dec 14, 2015",7:30p,,Box Score,@,Detroit Pistons,W,OT,105,103,15,10,W 2,13525,2:42,,False,LAC,2016
26,"Wed, Dec 16, 2015",10:30p,,Box Score,,Milwaukee Bucks,W,,103,90,16,10,W 3,19060,2:05,,False,LAC,2016
27,"Fri, Dec 18, 2015",8:00p,,Box Score,@,San Antonio Spurs,L,,107,115,16,11,L 1,18418,2:36,,False,LAC,2016
28,"Sat, Dec 19, 2015",8:00p,,Box Score,@,Houston Rockets,L,,97,107,16,12,L 2,18212,2:32,,False,LAC,2016
29,"Mon, Dec 21, 2015",10:30p,,Box Score,,Oklahoma City Thunder,L,,99,100,16,13,L 3,19415,2:10,,False,LAC,2016
30,"Fri, Dec 25, 2015",10:30p,,Box Score,@,Los Angeles Lakers,W,,94,84,17,13,W 1,18997,2:08,,False,LAC,2016
31,"Sat, Dec 26, 2015",9:00p,,Box Score,@,Utah Jazz,W,,109,104,18,13,W 2,19911,2:26,,False,LAC,2016
32,"Mon, Dec 28, 2015",7:00p,,Box Score,@,Washington Wizards,W,,108,91,19,13,W 3,20356,2:09,,False,LAC,2016
33,"Wed, Dec 30, 2015",7:00p,,Box Score,@,Charlotte Hornets,W,,122,117,20,13,W 4,19145,2:23,,False,LAC,2016
34,"Thu, Dec 31, 2015",8:00p,,Box Score,@,New Orleans Pelicans,W,,95,89,21,13,W 5,16920,2:17,,False,LAC,2016
35,"Sat, Jan 2, 2016",10:30p,,Box Score,,Philadelphia 76ers,W,,130,99,22,13,W 6,19212,2:05,,False,LAC,2016
36,"Wed, Jan 6, 2016",10:00p,,Box Score,@,Portland Trail Blazers,W,,109,98,23,13,W 7,18598,2:11,,False,LAC,2016
37,"Sat, Jan 9, 2016",3:30p,,Box Score,,Charlotte Hornets,W,,97,83,24,13,W 8,19060,2:02,,False,LAC,2016
38,"Sun, Jan 10, 2016",3:30p,,Box Score,,New Orleans Pelicans,W,OT,114,111,25,13,W 9,19060,2:44,,False,LAC,2016
39,"Wed, Jan 13, 2016",10:30p,,Box Score,,Miami Heat,W,,104,90,26,13,W 10,19194,2:20,,False,LAC,2016
40,"Sat, Jan 16, 2016",10:30p,,Box Score,,Sacramento Kings,L,,103,110,26,14,L 1,19191,2:18,,False,LAC,2016
41,"Mon, Jan 18, 2016",10:30p,,Box Score,,Houston Rockets,W,OT,140,132,27,14,W 1,19060,2:57,,False,LAC,2016
42,"Thu, Jan 21, 2016",8:00p,,Box Score,@,Cleveland Cavaliers,L,,102,115,27,15,L 1,20562,2:27,,False,LAC,2016
43,"Fri, Jan 22, 2016",7:30p,,Box Score,@,New York Knicks,W,,116,88,28,15,W 1,19812,2:19,,False,LAC,2016
44,"Sun, Jan 24, 2016",6:00p,,Box Score,@,Toronto Raptors,L,,94,112,28,16,L 1,19800,2:21,,False,LAC,2016
45,"Tue, Jan 26, 2016",7:00p,,Box Score,@,Indiana Pacers,W,,91,89,29,16,W 1,15448,2:24,,False,LAC,2016
46,"Wed, Jan 27, 2016",8:00p,,Box Score,@,Atlanta Hawks,W,,85,83,30,16,W 2,17664,2:19,,False,LAC,2016
47,"Fri, Jan 29, 2016",10:30p,,Box Score,,Los Angeles Lakers,W,,105,93,31,16,W 3,19495,2:07,,False,LAC,2016
48,"Sun, Jan 31, 2016",3:30p,,Box Score,,Chicago Bulls,W,,120,93,32,16,W 4,19325,2:09,,False,LAC,2016
49,"Wed, Feb 3, 2016",10:30p,,Box Score,,Minnesota Timberwolves,L,,102,108,32,17,L 1,19060,2:30,,False,LAC,2016
50,"Fri, Feb 5, 2016",7:00p,,Box Score,@,Orlando Magic,W,,107,93,33,17,W 1,16647,2:11,,False,LAC,2016
51,"Sun, Feb 7, 2016",2:00p,,Box Score,@,Miami Heat,W,,100,93,34,17,W 2,19624,2:20,,False,LAC,2016
