G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Tue, Oct 30, 2012",7:00p,,Box Score,@,Cleveland Cavaliers,L,,84,94,0,1,L 1,20562,2:09,,False,WAS,2013
2,"Sat, Nov 3, 2012",7:00p,,Box Score,,Boston Celtics,L,,86,89,0,2,L 2,20308,2:10,,False,WAS,2013
3,"Wed, Nov 7, 2012",7:30p,,Box Score,@,Boston Celtics,L,OT,94,100,0,3,L 3,18624,2:34,,False,WAS,2013
4,"Fri, Nov 9, 2012",7:00p,,Box Score,,Milwaukee Bucks,L,,91,101,0,4,L 4,14531,2:10,,False,WAS,2013
5,"Sat, Nov 10, 2012",7:00p,,Box Score,@,Indiana Pacers,L,,85,89,0,5,L 5,12036,2:07,,False,WAS,2013
6,"Tue, Nov 13, 2012",7:00p,,Box Score,@,Charlotte Bobcats,L,,76,92,0,6,L 6,11139,2:11,,False,WAS,2013
7,"Wed, Nov 14, 2012",8:30p,,Box Score,@,Dallas Mavericks,L,,101,107,0,7,L 7,19560,2:13,,False,WAS,2013
8,"Sat, Nov 17, 2012",7:00p,,Box Score,,Utah Jazz,L,,76,83,0,8,L 8,16210,2:05,,False,WAS,2013
9,"Mon, Nov 19, 2012",7:00p,,Box Score,,Indiana Pacers,L,,89,96,0,9,L 9,14426,2:19,,False,WAS,2013
10,"Wed, Nov 21, 2012",7:30p,,Box Score,@,Atlanta Hawks,L,OT,100,101,0,10,L 10,11338,2:39,,False,WAS,2013
11,"Sat, Nov 24, 2012",7:00p,,Box Score,,Charlotte Bobcats,L,2OT,106,108,0,11,L 11,13077,3:11,,False,WAS,2013
12,"Mon, Nov 26, 2012",7:00p,,Box Score,,San Antonio Spurs,L,,92,118,0,12,L 12,13879,1:56,,False,WAS,2013
13,"Wed, Nov 28, 2012",7:00p,,Box Score,,Portland Trail Blazers,W,,84,82,1,12,W 1,14114,2:11,,False,WAS,2013
14,"Fri, Nov 30, 2012",7:30p,,Box Score,@,New York Knicks,L,,87,108,1,13,L 1,19033,2:04,,False,WAS,2013
15,"Tue, Dec 4, 2012",7:00p,,Box Score,,Miami Heat,W,,105,101,2,13,W 1,17761,2:13,,False,WAS,2013
16,"Fri, Dec 7, 2012",7:30p,,Box Score,@,Atlanta Hawks,L,,95,104,2,14,L 1,13067,2:06,,False,WAS,2013
17,"Sat, Dec 8, 2012",7:00p,,Box Score,,Golden State Warriors,L,,97,101,2,15,L 2,15176,2:17,,False,WAS,2013
18,"Tue, Dec 11, 2012",8:00p,,Box Score,@,New Orleans Hornets,W,,77,70,3,15,W 1,10076,2:16,,False,WAS,2013
19,"Wed, Dec 12, 2012",8:00p,,Box Score,@,Houston Rockets,L,,93,99,3,16,L 1,13351,2:09,,False,WAS,2013
20,"Fri, Dec 14, 2012",7:00p,,Box Score,,Los Angeles Lakers,L,,96,102,3,17,L 2,20308,2:11,,False,WAS,2013
21,"Sat, Dec 15, 2012",7:30p,,Box Score,@,Miami Heat,L,,72,102,3,18,L 3,19724,2:07,,False,WAS,2013
22,"Tue, Dec 18, 2012",7:00p,,Box Score,,Atlanta Hawks,L,OT,95,100,3,19,L 4,15123,2:33,,False,WAS,2013
23,"Wed, Dec 19, 2012",7:00p,,Box Score,@,Orlando Magic,L,,83,90,3,20,L 5,16893,2:06,,False,WAS,2013
24,"Fri, Dec 21, 2012",7:30p,,Box Score,@,Detroit Pistons,L,,68,100,3,21,L 6,13489,2:05,,False,WAS,2013
25,"Sat, Dec 22, 2012",7:00p,,Box Score,,Detroit Pistons,L,,87,96,3,22,L 7,13104,2:14,,False,WAS,2013
26,"Wed, Dec 26, 2012",7:00p,,Box Score,,Cleveland Cavaliers,L,,84,87,3,23,L 8,13846,2:07,,False,WAS,2013
27,"Fri, Dec 28, 2012",7:00p,,Box Score,,Orlando Magic,W,,105,97,4,23,W 1,15789,2:07,,False,WAS,2013
28,"Sat, Dec 29, 2012",8:00p,,Box Score,@,Chicago Bulls,L,,77,87,4,24,L 1,22447,2:06,,False,WAS,2013
29,"Tue, Jan 1, 2013",6:00p,,Box Score,,Dallas Mavericks,L,,94,103,4,25,L 2,14456,2:12,,False,WAS,2013
30,"Wed, Jan 2, 2013",7:00p,,Box Score,@,Indiana Pacers,L,,81,89,4,26,L 3,11182,2:09,,False,WAS,2013
31,"Fri, Jan 4, 2013",7:00p,,Box Score,,Brooklyn Nets,L,2OT,113,115,4,27,L 4,16006,3:00,,False,WAS,2013
32,"Sun, Jan 6, 2013",6:00p,,Box Score,@,Miami Heat,L,,71,99,4,28,L 5,20228,1:59,,False,WAS,2013
33,"Mon, Jan 7, 2013",7:00p,,Box Score,,Oklahoma City Thunder,W,,101,99,5,28,W 1,16917,2:13,,False,WAS,2013
34,"Sat, Jan 12, 2013",7:00p,,Box Score,,Atlanta Hawks,W,,93,83,6,28,W 2,15331,2:12,,False,WAS,2013
35,"Mon, Jan 14, 2013",7:00p,,Box Score,,Orlando Magic,W,,120,91,7,28,W 3,14648,2:04,,False,WAS,2013
36,"Wed, Jan 16, 2013",10:00p,,Box Score,@,Sacramento Kings,L,,94,95,7,29,L 1,11611,2:04,,False,WAS,2013
37,"Fri, Jan 18, 2013",9:00p,,Box Score,@,Denver Nuggets,W,,112,108,8,29,W 1,16523,2:14,,False,WAS,2013
38,"Sat, Jan 19, 2013",10:30p,,Box Score,@,Los Angeles Clippers,L,,87,94,8,30,L 1,19188,2:19,,False,WAS,2013
39,"Mon, Jan 21, 2013",10:00p,,Box Score,@,Portland Trail Blazers,W,,98,95,9,30,W 1,17336,2:05,,False,WAS,2013
40,"Wed, Jan 23, 2013",9:00p,,Box Score,@,Utah Jazz,L,,88,92,9,31,L 1,18158,2:04,,False,WAS,2013
41,"Fri, Jan 25, 2013",7:00p,,Box Score,,Minnesota Timberwolves,W,,114,101,10,31,W 1,14095,2:04,,False,WAS,2013
42,"Sat, Jan 26, 2013",7:00p,,Box Score,,Chicago Bulls,W,,86,73,11,31,W 2,20308,2:03,,False,WAS,2013
43,"Mon, Jan 28, 2013",7:00p,,Box Score,,Sacramento Kings,L,,94,96,11,32,L 1,13422,2:16,,False,WAS,2013
44,"Wed, Jan 30, 2013",7:00p,,Box Score,@,Philadelphia 76ers,L,,84,92,11,33,L 2,15101,2:04,,False,WAS,2013
45,"Fri, Feb 1, 2013",8:00p,,Box Score,@,Memphis Grizzlies,L,,76,85,11,34,L 3,15017,2:04,,False,WAS,2013
46,"Sat, Feb 2, 2013",8:30p,,Box Score,@,San Antonio Spurs,L,,86,96,11,35,L 4,18581,2:08,,False,WAS,2013
47,"Mon, Feb 4, 2013",7:00p,,Box Score,,Los Angeles Clippers,W,,98,90,12,35,W 1,16246,2:12,,False,WAS,2013
48,"Wed, Feb 6, 2013",7:00p,,Box Score,,New York Knicks,W,,106,96,13,35,W 2,18263,2:07,,False,WAS,2013
49,"Fri, Feb 8, 2013",7:00p,,Box Score,,Brooklyn Nets,W,,89,74,14,35,W 3,19614,2:07,,False,WAS,2013
50,"Mon, Feb 11, 2013",8:00p,,Box Score,@,Milwaukee Bucks,W,,102,90,15,35,W 4,13842,1:59,,False,WAS,2013
51,"Wed, Feb 13, 2013",7:30p,,Box Score,@,Detroit Pistons,L,,85,96,15,36,L 1,11095,2:11,,False,WAS,2013
52,"Tue, Feb 19, 2013",7:00p,,Box Score,,Toronto Raptors,L,,88,96,15,37,L 2,13923,2:16,,False,WAS,2013
53,"Fri, Feb 22, 2013",7:00p,,Box Score,,Denver Nuggets,W,,119,113,16,37,W 1,16527,2:27,,False,WAS,2013
54,"Sat, Feb 23, 2013",7:00p,,Box Score,,Houston Rockets,W,,105,103,17,37,W 2,20308,2:15,,False,WAS,2013
55,"Mon, Feb 25, 2013",7:00p,,Box Score,@,Toronto Raptors,W,,90,84,18,37,W 3,16705,2:24,,False,WAS,2013
56,"Wed, Feb 27, 2013",7:00p,,Box Score,,Detroit Pistons,L,,95,96,18,38,L 1,14298,2:01,,False,WAS,2013
57,"Fri, Mar 1, 2013",7:00p,,Box Score,,New York Knicks,L,,88,96,18,39,L 2,20308,2:16,,False,WAS,2013
58,"Sun, Mar 3, 2013",6:00p,,Box Score,,Philadelphia 76ers,W,,90,87,19,39,W 1,17370,2:13,,False,WAS,2013
