G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Mon, Dec 26, 2011",7:00p,,Box Score,,Toronto Raptors,L,,96,104,0,1,L 1,20562,2:07,,False,CLE,2012
2,"Wed, Dec 28, 2011",7:30p,,Box Score,@,Detroit Pistons,W,,105,89,1,1,W 1,22076,2:21,,False,CLE,2012
3,"Fri, Dec 30, 2011",7:00p,,Box Score,@,Indiana Pacers,L,OT,91,98,1,2,L 1,13004,2:47,,False,CLE,2012
4,"Sun, Jan 1, 2012",6:00p,,Box Score,,New Jersey Nets,W,,98,82,2,2,W 1,15084,2:09,,False,CLE,2012
5,"Tue, Jan 3, 2012",7:00p,,Box Score,,Charlotte Bobcats,W,,115,101,3,2,W 2,14173,2:07,,False,CLE,2012
6,"Wed, Jan 4, 2012",7:00p,,Box Score,@,Toronto Raptors,L,,77,92,3,3,L 1,14468,2:04,,False,CLE,2012
7,"Fri, Jan 6, 2012",8:00p,,Box Score,@,Minnesota Timberwolves,W,,98,87,4,3,W 1,16943,2:11,,False,CLE,2012
8,"Sun, Jan 8, 2012",9:00p,,Box Score,@,Portland Trail Blazers,L,,78,98,4,4,L 1,20292,2:08,,False,CLE,2012
9,"Tue, Jan 10, 2012",9:00p,,Box Score,@,Utah Jazz,L,,105,113,4,5,L 2,17859,2:14,,False,CLE,2012
10,"Thu, Jan 12, 2012",9:00p,,Box Score,@,Phoenix Suns,W,,101,90,5,5,W 1,14636,2:11,,False,CLE,2012
11,"Fri, Jan 13, 2012",10:30p,,Box Score,@,Los Angeles Lakers,L,,92,97,5,6,L 1,18997,2:22,,False,CLE,2012
12,"Mon, Jan 16, 2012",2:00p,,Box Score,@,Charlotte Bobcats,W,,102,94,6,6,W 1,14988,2:14,,False,CLE,2012
13,"Tue, Jan 17, 2012",7:00p,,Box Score,,Golden State Warriors,L,,95,105,6,7,L 1,13056,2:10,,False,CLE,2012
14,"Fri, Jan 20, 2012",7:30p,,Box Score,,Chicago Bulls,L,,75,114,6,8,L 2,17871,2:07,,False,CLE,2012
15,"Sat, Jan 21, 2012",7:00p,,Box Score,@,Atlanta Hawks,L,,94,121,6,9,L 3,15922,2:05,,False,CLE,2012
16,"Tue, Jan 24, 2012",7:30p,,Box Score,@,Miami Heat,L,,85,92,6,10,L 4,19600,2:19,,False,CLE,2012
17,"Wed, Jan 25, 2012",7:00p,,Box Score,,New York Knicks,W,,91,81,7,10,W 1,16760,2:09,,False,CLE,2012
18,"Fri, Jan 27, 2012",7:30p,,Box Score,,New Jersey Nets,L,,96,99,7,11,L 1,13121,2:14,,False,CLE,2012
19,"Sun, Jan 29, 2012",6:00p,,Box Score,@,Boston Celtics,W,,88,87,8,11,W 1,18624,2:08,,False,CLE,2012
20,"Tue, Jan 31, 2012",7:00p,,Box Score,,Boston Celtics,L,,90,93,8,12,L 1,14798,2:18,,False,CLE,2012
21,"Fri, Feb 3, 2012",7:00p,,Box Score,@,Orlando Magic,L,,94,102,8,13,L 2,18933,2:17,,False,CLE,2012
22,"Sat, Feb 4, 2012",7:30p,,Box Score,,Dallas Mavericks,W,,91,88,9,13,W 1,17443,2:11,,False,CLE,2012
23,"Tue, Feb 7, 2012",7:30p,,Box Score,@,Miami Heat,L,,91,107,9,14,L 1,20078,2:16,,False,CLE,2012
24,"Wed, Feb 8, 2012",7:00p,,Box Score,,Los Angeles Clippers,W,,99,92,10,14,W 1,17100,2:22,,False,CLE,2012
25,"Fri, Feb 10, 2012",7:30p,,Box Score,,Milwaukee Bucks,L,OT,112,113,10,15,L 1,15195,2:39,,False,CLE,2012
26,"Sat, Feb 11, 2012",7:30p,,Box Score,,Philadelphia 76ers,L,,84,99,10,16,L 2,17155,2:04,,False,CLE,2012
27,"Wed, Feb 15, 2012",7:30p,,Box Score,,Indiana Pacers,W,,98,87,11,16,W 1,12712,2:16,,False,CLE,2012
28,"Fri, Feb 17, 2012",7:30p,,Box Score,,Miami Heat,L,,87,111,11,17,L 1,20562,2:10,,False,CLE,2012
29,"Sun, Feb 19, 2012",6:00p,,Box Score,,Sacramento Kings,W,,93,92,12,17,W 1,16812,2:22,,False,CLE,2012
