G,Date,Unnamed: 2,Unnamed: 3,Unnamed: 4,Opponent,Unnamed: 6,Unnamed: 7,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,team,season
1,"Fri, Nov 6, 1987",,Box Score,,Phoenix Suns,W,,118,104,1,0,W 1,12666,,,False,POR,1988
2,"Sat, Nov 7, 1987",,Box Score,@,Los Angeles Clippers,W,,124,99,2,0,W 2,10045,,,False,POR,1988
3,"Tue, Nov 10, 1987",,Box Score,,Houston Rockets,L,,111,118,2,1,L 1,12666,,,False,POR,1988
4,"Thu, Nov 12, 1987",,Box Score,@,Denver Nuggets,L,,113,126,2,2,L 2,8271,,,False,POR,1988
5,"Sat, Nov 14, 1987",,Box Score,@,Dallas Mavericks,L,,116,127,2,3,L 3,17007,,,False,POR,1988
6,"Tue, Nov 17, 1987",,Box Score,@,Los Angeles Lakers,L,,115,142,2,4,L 4,16347,,,False,POR,1988
7,"Wed, Nov 18, 1987",,Box Score,@,Seattle SuperSonics,L,,114,120,2,5,L 5,8461,,,False,POR,1988
8,"Fri, Nov 20, 1987",,Box Score,,Washington Bullets,W,,120,101,3,5,W 1,12666,,,False,POR,1988
9,"Sun, Nov 22, 1987",,Box Score,,Indiana Pacers,W,,120,110,4,5,W 2,12666,,,False,POR,1988
10,"Tue, Nov 24, 1987",,Box Score,,Sacramento Kings,W,,98,94,5,5,W 3,12666,,,False,POR,1988
11,"Fri, Nov 27, 1987",,Box Score,,Los Angeles Clippers,W,,97,87,6,5,W 4,12666,,,False,POR,1988
12,"Sun, Nov 29, 1987",,Box Score,,New Jersey Nets,W,,125,104,7,5,W 5,12666,,,False,POR,1988
13,"Tue, Dec 1, 1987",,Box Score,,Phoenix Suns,W,,102,100,8,5,W 6,12666,,,False,POR,1988
14,"Wed, Dec 2, 1987",,Box Score,@,Los Angeles Lakers,W,,117,104,9,5,W 7,17505,,,False,POR,1988
15,"Sat, Dec 5, 1987",,Box Score,@,Phoenix Suns,W,,133,115,10,5,W 8,11411,,,False,POR,1988
16,"Sun, Dec 6, 1987",,Box Score,,New York Knicks,W,,117,99,11,5,W 9,12666,,,False,POR,1988
17,"Tue, Dec 8, 1987",,Box Score,@,Detroit Pistons,L,,117,127,11,6,L 1,17267,,,False,POR,1988
18,"Wed, Dec 9, 1987",,Box Score,@,Philadelphia 76ers,L,,86,94,11,7,L 2,12764,,,False,POR,1988
19,"Fri, Dec 11, 1987",,Box Score,@,Milwaukee Bucks,L,,112,125,11,8,L 3,11052,,,False,POR,1988
20,"Sat, Dec 12, 1987",,Box Score,@,Indiana Pacers,W,,108,101,12,8,W 1,11485,,,False,POR,1988
21,"Tue, Dec 15, 1987",,Box Score,,Seattle SuperSonics,W,,128,109,13,8,W 2,12666,,,False,POR,1988
22,"Fri, Dec 18, 1987",,Box Score,@,Phoenix Suns,W,,129,114,14,8,W 3,9971,,,False,POR,1988
23,"Sun, Dec 20, 1987",,Box Score,,San Antonio Spurs,W,,148,126,15,8,W 4,12666,,,False,POR,1988
24,"Tue, Dec 22, 1987",,Box Score,,Golden State Warriors,W,,136,91,16,8,W 5,12666,,,False,POR,1988
25,"Sat, Dec 26, 1987",,Box Score,@,Cleveland Cavaliers,L,,117,120,16,9,L 1,14225,,,False,POR,1988
26,"Tue, Dec 29, 1987",,Box Score,@,New York Knicks,L,,110,123,16,10,L 2,13798,,,False,POR,1988
27,"Wed, Dec 30, 1987",,Box Score,@,Washington Bullets,W,,117,112,17,10,W 1,6338,,,False,POR,1988
28,"Fri, Jan 1, 1988",,Box Score,,Philadelphia 76ers,W,,127,125,18,10,W 2,12666,,,False,POR,1988
29,"Sun, Jan 3, 1988",,Box Score,,Los Angeles Lakers,L,,81,98,18,11,L 1,12666,,,False,POR,1988
30,"Tue, Jan 5, 1988",,Box Score,,Seattle SuperSonics,W,,126,114,19,11,W 1,12666,,,False,POR,1988
31,"Fri, Jan 8, 1988",,Box Score,,Sacramento Kings,W,,98,91,20,11,W 2,12666,,,False,POR,1988
32,"Wed, Jan 13, 1988",,Box Score,@,Utah Jazz,L,,104,116,20,12,L 1,12212,,,False,POR,1988
33,"Thu, Jan 14, 1988",,Box Score,@,Houston Rockets,L,,98,103,20,13,L 2,16611,,,False,POR,1988
34,"Sat, Jan 16, 1988",,Box Score,@,San Antonio Spurs,W,,121,120,21,13,W 1,9523,,,False,POR,1988
35,"Tue, Jan 19, 1988",,Box Score,,Dallas Mavericks,L,,116,120,21,14,L 1,12666,,,False,POR,1988
36,"Fri, Jan 22, 1988",,Box Score,,Denver Nuggets,W,,126,106,22,14,W 1,12666,,,False,POR,1988
37,"Sun, Jan 24, 1988",,Box Score,,Detroit Pistons,W,,119,111,23,14,W 2,12666,,,False,POR,1988
38,"Tue, Jan 26, 1988",,Box Score,,Milwaukee Bucks,W,,112,106,24,14,W 3,12666,,,False,POR,1988
39,"Wed, Jan 27, 1988",,Box Score,@,Golden State Warriors,L,,110,115,24,15,L 1,11010,,,False,POR,1988
40,"Fri, Jan 29, 1988",,Box Score,,Phoenix Suns,W,,128,119,25,15,W 1,12666,,,False,POR,1988
41,"Tue, Feb 2, 1988",,Box Score,,Atlanta Hawks,W,,121,118,26,15,W 2,12666,,,False,POR,1988
42,"Thu, Feb 4, 1988",,Box Score,,Utah Jazz,L,,123,126,26,16,L 1,12666,,,False,POR,1988
43,"Tue, Feb 9, 1988",,Box Score,,Seattle SuperSonics,W,,139,123,27,16,W 1,12666,,,False,POR,1988
44,"Thu, Feb 11, 1988",,Box Score,@,Sacramento Kings,L,,113,123,27,17,L 1,10333,,,False,POR,1988
45,"Fri, Feb 12, 1988",,Box Score,,Denver Nuggets,W,,120,105,28,17,W 1,12666,,,False,POR,1988
46,"Sun, Feb 14, 1988",,Box Score,,Houston Rockets,L,,103,115,28,18,L 1,12666,,,False,POR,1988
47,"Mon, Feb 15, 1988",,Box Score,@,Utah Jazz,L,,94,112,28,19,L 2,12444,,,False,POR,1988
48,"Wed, Feb 17, 1988",,Box Score,@,Los Angeles Clippers,W,,110,96,29,19,W 1,7710,,,False,POR,1988
49,"Fri, Feb 19, 1988",,Box Score,,Boston Celtics,L,,104,124,29,20,L 1,12666,2:03,,False,POR,1988
50,"Sun, Feb 21, 1988",,Box Score,,San Antonio Spurs,W,,117,112,30,20,W 1,12666,,,False,POR,1988
51,"Tue, Feb 23, 1988",,Box Score,@,New Jersey Nets,W,,114,102,31,20,W 2,9095,,,False,POR,1988
52,"Wed, Feb 24, 1988",,Box Score,@,Boston Celtics,L,,112,113,31,21,L 1,14890,2:07,,False,POR,1988
53,"Fri, Feb 26, 1988",,Box Score,@,Chicago Bulls,W,,104,96,32,21,W 1,17744,,,False,POR,1988
54,"Sat, Feb 27, 1988",,Box Score,@,Atlanta Hawks,W,,123,120,33,21,W 2,16451,,,False,POR,1988
55,"Mon, Feb 29, 1988",,Box Score,,Cleveland Cavaliers,W,,107,94,34,21,W 3,12666,,,False,POR,1988
56,"Thu, Mar 3, 1988",,Box Score,@,Phoenix Suns,W,,135,112,35,21,W 4,10435,,,False,POR,1988
57,"Sat, Mar 5, 1988",,Box Score,,Golden State Warriors,W,,123,117,36,21,W 5,12666,,,False,POR,1988
58,"Tue, Mar 8, 1988",,Box Score,@,Dallas Mavericks,W,,112,110,37,21,W 6,17007,,,False,POR,1988
59,"Thu, Mar 10, 1988",,Box Score,@,Houston Rockets,W,,112,109,38,21,W 7,16611,,,False,POR,1988
60,"Sun, Mar 13, 1988",,Box Score,,Los Angeles Clippers,W,,121,100,39,21,W 8,12666,,,False,POR,1988
61,"Tue, Mar 15, 1988",,Box Score,,Los Angeles Lakers,W,,112,95,40,21,W 9,12666,,,False,POR,1988
62,"Thu, Mar 17, 1988",,Box Score,@,Denver Nuggets,L,OT,115,116,40,22,L 1,12742,,,False,POR,1988
63,"Fri, Mar 18, 1988",,Box Score,@,Golden State Warriors,W,,121,116,41,22,W 1,12955,,,False,POR,1988
64,"Sun, Mar 20, 1988",,Box Score,,Dallas Mavericks,W,,105,99,42,22,W 2,12666,,,False,POR,1988
65,"Wed, Mar 23, 1988",,Box Score,@,Seattle SuperSonics,L,,108,118,42,23,L 1,14250,,,False,POR,1988
66,"Fri, Mar 25, 1988",,Box Score,@,Dallas Mavericks,L,,101,106,42,24,L 2,17007,,,False,POR,1988
67,"Sat, Mar 26, 1988",,Box Score,@,Houston Rockets,L,,109,115,42,25,L 3,16611,,,False,POR,1988
68,"Tue, Mar 29, 1988",,Box Score,@,San Antonio Spurs,W,,136,113,43,25,W 1,7842,,,False,POR,1988
69,"Fri, Apr 1, 1988",,Box Score,,Chicago Bulls,L,,101,116,43,26,L 1,12666,,,False,POR,1988
70,"Sun, Apr 3, 1988",,Box Score,,San Antonio Spurs,W,,110,107,44,26,W 1,12666,,,False,POR,1988
71,"Tue, Apr 5, 1988",,Box Score,,Los Angeles Clippers,W,,141,119,45,26,W 2,12666,,,False,POR,1988
72,"Wed, Apr 6, 1988",,Box Score,@,Los Angeles Clippers,W,,111,103,46,26,W 3,7593,,,False,POR,1988
73,"Fri, Apr 8, 1988",,Box Score,@,Seattle SuperSonics,L,,100,114,46,27,L 1,14438,,,False,POR,1988
74,"Sat, Apr 9, 1988",,Box Score,,Los Angeles Lakers,W,,119,109,47,27,W 1,12666,,,False,POR,1988
75,"Tue, Apr 12, 1988",,Box Score,@,Los Angeles Lakers,L,,103,109,47,28,L 1,17505,,,False,POR,1988
76,"Thu, Apr 14, 1988",,Box Score,@,Utah Jazz,W,,128,123,48,28,W 1,12444,,,False,POR,1988
77,"Fri, Apr 15, 1988",,Box Score,,Golden State Warriors,W,,147,113,49,28,W 2,12666,,,False,POR,1988
78,"Sun, Apr 17, 1988",,Box Score,,Sacramento Kings,W,,112,102,50,28,W 3,12666,,,False,POR,1988
79,"Tue, Apr 19, 1988",,Box Score,,Utah Jazz,L,,122,129,50,29,L 1,12666,,,False,POR,1988
80,"Wed, Apr 20, 1988",,Box Score,@,Golden State Warriors,W,,131,117,51,29,W 1,,,,False,POR,1988
81,"Fri, Apr 22, 1988",,Box Score,,Denver Nuggets,W,OT,141,135,52,29,W 2,12666,,,False,POR,1988
82,"Sat, Apr 23, 1988",,Box Score,@,Sacramento Kings,W,,124,110,53,29,W 3,10333,,,False,POR,1988
1,"Thu, Apr 28, 1988",,Box Score,,Utah Jazz,W,,108,96,1,0,W 1,12666,2:07,,True,POR,1988
2,"Sat, Apr 30, 1988",,Box Score,,Utah Jazz,L,,105,114,1,1,L 1,12666,2:09,,True,POR,1988
3,"Wed, May 4, 1988",,Box Score,@,Utah Jazz,L,,108,113,1,2,L 2,12444,2:18,,True,POR,1988
4,"Fri, May 6, 1988",,Box Score,@,Utah Jazz,L,,96,111,1,3,L 3,12444,2:15,,True,POR,1988
