G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,is_playoff,Unnamed: 2,Unnamed: 6,team,season
1,"Fri, Oct 29, 1982",,,Box Score,@,Cleveland Cavaliers,W,,104,93,1,0,W 1,8633,2:13,,False,,,BOS,1983
2,"Sat, Oct 30, 1982",,,Box Score,@,Atlanta Hawks,W,,112,97,2,0,W 2,13419,2:09,,False,,,BOS,1983
3,"Wed, Nov 3, 1982",,,Box Score,,Indiana Pacers,W,,111,104,3,0,W 3,15320,2:16,,False,,,BOS,1983
4,"Fri, Nov 5, 1982",,,Box Score,,Washington Bullets,W,,104,97,4,0,W 4,15320,2:07,,False,,,BOS,1983
5,"Sat, Nov 6, 1982",,,Box Score,@,Philadelphia 76ers,L,2OT,115,119,4,1,L 1,18482,2:46,,False,,,BOS,1983
6,"Sun, Nov 7, 1982",7:16p,,Box Score,@,New Jersey Nets,W,,102,100,5,1,W 1,15550,2:08,,False,,,BOS,1983
7,"Wed, Nov 10, 1982",,,Box Score,,Milwaukee Bucks,L,,101,105,5,2,L 1,15320,1:58,,False,,,BOS,1983
8,"Fri, Nov 12, 1982",,,Box Score,,Dallas Mavericks,W,,118,110,6,2,W 1,15320,2:04,,False,,,BOS,1983
9,"Sun, Nov 14, 1982",,,Box Score,@,Milwaukee Bucks,W,,100,98,7,2,W 2,11052,2:14,,False,,,BOS,1983
10,"Wed, Nov 17, 1982",,,Box Score,,Houston Rockets,W,,112,94,8,2,W 3,15320,1:52,,False,,,BOS,1983
11,"Fri, Nov 19, 1982",,,Box Score,,San Antonio Spurs,W,,119,111,9,2,W 4,15320,2:02,,False,,,BOS,1983
12,"Sat, Nov 20, 1982",,,Box Score,@,New York Knicks,W,,97,83,10,2,W 5,16252,2:02,,False,,,BOS,1983
13,"Wed, Nov 24, 1982",,,Box Score,,Portland Trail Blazers,W,,104,95,11,2,W 6,15320,1:58,,False,,,BOS,1983
14,"Fri, Nov 26, 1982",,,Box Score,,Utah Jazz,W,,137,103,12,2,W 7,15320,1:56,,False,,,BOS,1983
15,"Sun, Nov 28, 1982",,,Box Score,,Milwaukee Bucks,W,,124,109,13,2,W 8,15320,1:58,,False,,,BOS,1983
16,"Tue, Nov 30, 1982",,,Box Score,,Detroit Pistons,L,,116,123,13,3,L 1,11762,2:12,"at Hartford, CT",False,,,BOS,1983
17,"Wed, Dec 1, 1982",,,Box Score,,Atlanta Hawks,W,,122,97,14,3,W 1,15320,2:02,,False,,,BOS,1983
18,"Fri, Dec 3, 1982",,,Box Score,@,Milwaukee Bucks,L,,112,115,14,4,L 1,11052,2:00,,False,,,BOS,1983
19,"Sat, Dec 4, 1982",,,Box Score,@,Detroit Pistons,W,,119,112,15,4,W 1,22396,2:20,,False,,,BOS,1983
20,"Wed, Dec 8, 1982",,,Box Score,,Cleveland Cavaliers,W,,113,93,16,4,W 2,15320,1:52,,False,,,BOS,1983
21,"Fri, Dec 10, 1982",,,Box Score,,Philadelphia 76ers,W,,123,97,17,4,W 3,15320,2:08,,False,,,BOS,1983
22,"Sun, Dec 12, 1982",,,Box Score,,Denver Nuggets,W,,126,112,18,4,W 4,15320,1:58,,False,,,BOS,1983
23,"Wed, Dec 15, 1982",,,Box Score,@,Detroit Pistons,W,,108,104,19,4,W 5,12147,2:20,,False,,,BOS,1983
24,"Thu, Dec 16, 1982",,,Box Score,@,New York Knicks,L,OT,105,113,19,5,L 1,11370,2:27,,False,,,BOS,1983
25,"Sat, Dec 18, 1982",,,Box Score,@,Atlanta Hawks,W,OT,107,103,20,5,W 1,10183,2:17,,False,,,BOS,1983
26,"Sun, Dec 19, 1982",,,Box Score,,Detroit Pistons,L,,114,131,20,6,L 1,15320,2:04,,False,,,BOS,1983
27,"Tue, Dec 21, 1982",,,Box Score,@,Philadelphia 76ers,L,,105,122,20,7,L 2,18482,2:06,,False,,,BOS,1983
28,"Wed, Dec 22, 1982",,,Box Score,,Chicago Bulls,W,,140,131,21,7,W 1,15320,2:16,,False,,,BOS,1983
29,"Tue, Dec 28, 1982",,,Box Score,@,Kansas City Kings,L,,124,129,21,8,L 1,16482,2:17,,False,,,BOS,1983
30,"Thu, Dec 30, 1982",,,Box Score,@,Denver Nuggets,W,,145,132,22,8,W 1,16474,2:14,,False,,,BOS,1983
31,"Sat, Jan 1, 1983",,,Box Score,@,Utah Jazz,W,,127,112,23,8,W 2,12491,2:05,,False,,,BOS,1983
32,"Tue, Jan 4, 1983",,,Box Score,@,Houston Rockets,W,,88,87,24,8,W 3,9728,2:06,,False,,,BOS,1983
33,"Fri, Jan 7, 1983",,,Box Score,@,San Antonio Spurs,W,,116,113,25,8,W 4,14329,2:09,,False,,,BOS,1983
34,"Sat, Jan 8, 1983",,,Box Score,@,Dallas Mavericks,W,,114,110,26,8,W 5,17134,2:00,,False,,,BOS,1983
35,"Wed, Jan 12, 1983",,,Box Score,,Golden State Warriors,W,,139,117,27,8,W 6,15320,1:53,,False,,,BOS,1983
36,"Fri, Jan 14, 1983",,,Box Score,,New Jersey Nets,W,,133,108,28,8,W 7,15320,2:00,,False,,,BOS,1983
37,"Sat, Jan 15, 1983",,,Box Score,@,Cleveland Cavaliers,L,,86,90,28,9,L 1,7548,2:12,,False,,,BOS,1983
38,"Tue, Jan 18, 1983",,,Box Score,@,Indiana Pacers,W,,130,126,29,9,W 1,11889,2:08,,False,,,BOS,1983
39,"Fri, Jan 21, 1983",,,Box Score,@,Chicago Bulls,W,,117,106,30,9,W 2,13562,2:01,,False,,,BOS,1983
