Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,TRB%,AST%,OWS,DWS,WS,WS/48,Awards,season,is_playoff
161.0,Fred Taylor,22.0,PHO,SG,54.0,,552.0,10.9,0.44,0.44,7.2,13.5,-0.4,0.6,0.2,0.019,,1971,False
162.0,Johnny Baum,24.0,CHI,SF,62.0,,543.0,13.4,0.449,0.198,10.9,8.8,-0.3,0.7,0.4,0.036,,1971,False
163.0,Len Chappell,30.0,2TM,,48.0,,537.0,13.4,0.511,0.442,12.8,4.2,0.6,0.2,0.9,0.076,,1971,False
163.0,Len Chappell,30.0,CLE,,6.0,,86.0,11.4,0.464,0.368,10.1,1.8,0.0,0.0,0.0,0.014,,1971,False
163.0,Len Chappell,30.0,ATL,PF,42.0,,451.0,13.8,0.522,0.46,13.3,4.7,0.6,0.2,0.8,0.088,,1971,False
164.0,Larry Mikan,22.0,CLE,SF,53.0,,536.0,8.4,0.376,0.296,12.5,10.6,-1.0,0.2,-0.8,-0.073,,1971,False
165.0,Bob Christian,24.0,ATL,C,54.0,,524.0,9.4,0.483,0.504,15.3,7.1,0.2,0.3,0.5,0.042,,1971,False
166.0,Pat Riley,25.0,LAL,SG,54.0,,506.0,12.3,0.455,0.343,4.8,19.3,-0.1,0.4,0.3,0.027,,1971,False
167.0,Nate Bowman,27.0,BUF,C,44.0,,483.0,10.0,0.413,0.257,16.3,11.4,-0.4,0.4,0.0,0.0,,1971,False
168.0,Jimmy Collins,24.0,CHI,SG,55.0,,478.0,13.0,0.468,0.21,5.3,18.4,0.1,0.5,0.6,0.064,,1971,False
169.0,John Vallely,22.0,ATL,SG,51.0,,430.0,9.1,0.415,0.289,3.6,14.7,-0.6,0.1,-0.4,-0.046,,1971,False
170.0,Greg Howard,23.0,PHO,PF,44.0,,426.0,10.8,0.436,0.335,12.8,8.4,-0.3,0.6,0.3,0.034,,1971,False
171.0,Bill Zopf,22.0,MIL,PG,53.0,,398.0,9.6,0.391,0.267,5.5,20.8,-0.5,0.4,-0.1,-0.011,,1971,False
172.0,Gary Freeman,22.0,2TM,SF,52.0,,382.0,15.0,0.551,0.299,13.2,11.4,0.8,0.5,1.2,0.155,,1971,False
172.0,Gary Freeman,22.0,MIL,SF,41.0,,335.0,15.4,0.548,0.311,13.9,11.3,0.7,0.5,1.1,0.161,,1971,False
172.0,Gary Freeman,22.0,CLE,SF,11.0,,47.0,12.3,0.582,0.167,8.2,12.3,0.1,0.0,0.1,0.108,,1971,False
173.0,Mike Silliman,26.0,BUF,SF,36.0,,366.0,8.0,0.473,0.494,7.7,8.2,0.1,0.2,0.3,0.037,,1971,False
174.0,George Johnson,23.0,BAL,C,24.0,,337.0,7.8,0.411,0.3,14.9,3.7,-0.3,0.5,0.2,0.025,,1971,False
175.0,Al Attles,34.0,SFW,PG,34.0,,321.0,8.6,0.472,0.759,5.5,22.4,0.1,0.3,0.4,0.057,,1971,False
176.0,Herb White,22.0,ATL,PG,38.0,,315.0,8.4,0.445,0.464,6.9,18.5,-0.1,0.1,0.1,0.013,,1971,False
177.0,Jeff Webb,22.0,MIL,SG,29.0,,300.0,3.9,0.384,0.192,3.8,6.9,-0.4,0.2,-0.1,-0.024,,1971,False
178.0,Garfield Smith,25.0,BOS,C,37.0,,281.0,7.6,0.377,0.483,14.6,3.9,-0.6,0.4,-0.2,-0.035,,1971,False
179.0,Al Tucker,27.0,BAL,PF,31.0,,276.0,13.7,0.501,0.27,11.7,3.4,0.3,0.3,0.6,0.107,,1971,False
180.0,Greg Fillmore,23.0,NYK,C,39.0,,271.0,10.3,0.452,0.265,15.6,8.3,-0.1,0.6,0.6,0.1,,1971,False
181.0,Rex Morgan,22.0,BOS,SG,34.0,,266.0,10.7,0.465,0.529,9.9,10.2,0.0,0.4,0.4,0.074,,1971,False
182.0,Walt Gilmore,23.0,POR,PF,27.0,,261.0,6.4,0.443,0.481,12.2,5.4,-0.1,0.2,0.2,0.033,,1971,False
183.0,Mike Price,22.0,NYK,SG,56.0,,251.0,5.6,0.438,0.42,5.3,6.0,-0.1,0.3,0.2,0.034,,1971,False
184.0,Adrian Smith,34.0,SFW,SG,21.0,,247.0,14.2,0.518,0.461,4.3,16.8,0.4,0.2,0.5,0.105,,1971,False
185.0,Gary Zeller,23.0,BAL,SG,50.0,,226.0,1.7,0.326,0.243,5.3,4.0,-1.0,0.2,-0.8,-0.164,,1971,False
186.0,Bill Hosket,24.0,BUF,PF,13.0,,217.0,18.4,0.539,0.189,15.7,14.2,0.4,0.2,0.6,0.139,,1971,False
187.0,Harvey Marlatt,22.0,DET,SG,23.0,,214.0,7.3,0.37,0.225,5.2,18.5,-0.4,0.2,-0.3,-0.058,,1971,False
188.0,Paul Long,26.0,BUF,SG,30.0,,213.0,18.4,0.513,0.2,6.6,19.7,0.4,0.1,0.5,0.118,,1971,False
189.0,Levi Fontaine,22.0,SFW,SG,35.0,,210.0,12.1,0.415,0.255,3.1,16.8,-0.4,0.1,-0.3,-0.069,,1971,False
190.0,Joe Thomas,22.0,PHO,SF,39.0,,204.0,4.3,0.29,0.233,9.7,10.8,-0.9,0.3,-0.6,-0.149,,1971,False
191.0,Bill Turner,26.0,SFW,SF,18.0,,200.0,6.0,0.358,0.244,9.2,5.4,-0.5,0.1,-0.4,-0.097,,1971,False
192.0,Cliff Anderson,26.0,2TM,SG,28.0,0.0,198.0,12.8,0.455,1.031,11.5,13.4,0.0,0.1,0.1,0.022,,1971,False
192.0,Cliff Anderson,26.0,CLE,SG,23.0,,171.0,13.2,0.463,1.017,10.4,12.9,0.0,0.1,0.1,0.022,,1971,False
192.0,Cliff Anderson,26.0,PHI,SG,5.0,0.0,27.0,10.1,0.385,1.167,18.3,16.9,0.0,0.0,0.0,0.021,,1971,False
193.0,Eddie Mast,22.0,NYK,PF,30.0,,164.0,10.2,0.408,0.303,15.6,3.2,-0.2,0.3,0.1,0.031,,1971,False
194.0,Ralph Ogden,23.0,SFW,,32.0,,162.0,2.5,0.275,0.169,8.7,7.2,-0.8,0.1,-0.7,-0.208,,1971,False
195.0,Moe Barr,26.0,CIN,,31.0,,145.0,11.9,0.45,0.21,6.2,24.5,0.0,0.1,0.1,0.029,,1971,False
196.0,Bob Rule,26.0,SEA,C,4.0,,142.0,24.2,0.535,0.306,14.8,8.2,0.4,0.1,0.5,0.174,,1971,False
197.0,Gary Suiter,26.0,CLE,,30.0,,140.0,6.0,0.362,0.167,14.1,2.0,-0.3,0.1,-0.3,-0.099,,1971,False
198.0,Bud Ogden,24.0,PHI,SF,27.0,0.0,133.0,11.4,0.426,0.394,6.7,17.4,-0.1,0.1,0.0,-0.003,,1971,False
199.0,Tom Sanders,32.0,BOS,SF,17.0,,121.0,6.1,0.41,0.182,6.1,11.0,-0.1,0.1,0.0,0.006,,1971,False
200.0,Willie Williams,24.0,2TM,,25.0,,105.0,2.2,0.26,0.119,9.7,8.7,-0.5,0.1,-0.4,-0.17,,1971,False
200.0,Willie Williams,24.0,BOS,,16.0,,56.0,-2.9,0.219,0.156,7.7,4.2,-0.4,0.1,-0.4,-0.329,,1971,False
200.0,Willie Williams,24.0,CIN,,9.0,,49.0,8.1,0.4,0.0,11.9,13.9,0.0,0.0,0.0,0.012,,1971,False
201.0,Curtis Perry,22.0,SDR,C,18.0,,100.0,12.9,0.467,0.417,13.1,7.3,0.0,0.2,0.2,0.087,,1971,False
202.0,Jim Barnes,29.0,BAL,PF,11.0,,100.0,10.5,0.563,0.393,7.1,10.3,0.2,0.1,0.3,0.145,,1971,False
203.0,Claude English,24.0,POR,,18.0,,70.0,3.8,0.299,0.167,12.4,10.9,-0.4,0.1,-0.3,-0.215,,1971,False
204.0,Jake Ford,25.0,SEA,,5.0,,68.0,13.2,0.49,0.88,6.1,16.6,0.1,0.0,0.1,0.066,,1971,False
205.0,Paul Ruffner,22.0,CHI,C,10.0,,60.0,12.5,0.441,0.229,12.6,5.3,-0.1,0.1,0.0,0.021,,1971,False
206.0,Elgin Baylor,36.0,LAL,SF,2.0,,57.0,9.0,0.462,0.316,8.6,4.4,0.0,0.0,0.0,0.032,,1971,False
207.0,Bob Greacen,23.0,MIL,SF,2.0,,43.0,3.6,0.166,0.583,6.6,30.8,-0.2,0.1,-0.2,-0.189,,1971,False
208.0,Bob Riley,22.0,ATL,,7.0,,39.0,10.9,0.502,1.0,13.9,3.2,0.0,0.0,0.0,0.056,,1971,False
209.0,Al Henry,21.0,PHI,C,6.0,0.0,26.0,10.2,0.385,1.167,19.0,0.0,0.0,0.0,0.0,-0.007,,1971,False
210.0,Mike Lynn,25.0,BUF,SF,5.0,,25.0,2.2,0.421,0.429,7.3,5.1,0.0,0.0,0.0,-0.012,,1971,False
211.0,A.W. Holt,24.0,CHI,SF,6.0,,14.0,-1.8,0.215,0.375,13.5,0.0,-0.1,0.0,-0.1,-0.398,,1971,False
212.0,Marv Winkler,22.0,MIL,,3.0,,14.0,11.4,0.368,0.2,13.5,18.1,-0.1,0.0,0.0,-0.121,,1971,False
213.0,Milt Williams,25.0,NYK,PG,5.0,,13.0,11.4,0.862,3.0,0.0,18.3,0.1,0.0,0.1,0.266,,1971,False
214.0,Rich Johnson,24.0,BOS,C,1.0,,13.0,22.2,0.8,0.0,16.6,0.0,0.1,0.0,0.1,0.406,,1971,False
215.0,Earnie Killum,22.0,LAL,,4.0,,12.0,-5.3,0.113,0.25,7.5,0.0,-0.1,0.0,-0.1,-0.314,,1971,False
216.0,Dennis Stewart,23.0,BAL,,2.0,,6.0,24.4,0.41,0.5,22.0,21.8,0.0,0.0,0.0,0.015,,1971,False
217.0,Bill Stricker,23.0,POR,,1.0,,2.0,45.1,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.77,,1971,False
,League Average,,,,,,,,0.5,0.333,10.0,13.8,,,,,,1971,False
