Rk,Player,Age,Team,Pos,G,TS%,FTr,OWS,DWS,WS,Awards,season,is_playoff
33.0,Dolph Schayes,22.0,SYR,,66.0,0.468,0.654,6.5,3.8,10.3,"AS,NBA2",1951,False
34.0,Connie Simmons,25.0,NYK,,66.0,0.429,0.339,1.6,1.0,2.6,,1951,False
35.0,Mike Todorovich,27.0,TRI,,66.0,0.385,0.421,-0.5,2.7,2.3,,1951,False
36.0,Max Zaslofsky,25.0,NYK,SG,66.0,0.424,0.349,1.8,0.9,2.7,,1951,False
37.0,Paul Arizin,22.0,PHW,SF,65.0,0.512,0.609,9.2,4.5,13.7,"ROY-1,AS",1951,False
38.0,Nat Clifton,28.0,NYK,PF,65.0,0.364,0.401,-1.7,1.2,-0.4,,1951,False
39.0,Bill Closs,29.0,PHW,SF,65.0,0.391,0.353,-0.3,3.1,2.8,,1951,False
40.0,Sonny Hertzberg,28.0,BOS,,65.0,0.412,0.415,1.4,1.1,2.5,,1951,False
41.0,Pep Saul,26.0,ROC,SG,65.0,0.396,0.339,0.1,0.5,0.6,,1951,False
42.0,George Senesky,28.0,PHW,PG,65.0,0.42,0.339,2.3,3.9,6.2,,1951,False
43.0,Walt Budko,25.0,BLB,PF,64.0,0.441,0.481,2.1,1.9,4.0,,1951,False
44.0,Ray Lumpp,27.0,NYK,,64.0,0.478,0.422,2.8,0.5,3.3,,1951,False
45.0,Dick McGuire,25.0,NYK,PG,64.0,0.445,0.573,3.3,1.2,4.5,"AS,NBA2",1951,False
46.0,Vern Mikkelsen,22.0,MNL,PF,64.0,0.446,0.308,3.9,5.0,8.9,"AS,NBA2",1951,False
47.0,Red Rocha,27.0,BLB,C,64.0,0.429,0.355,2.4,2.3,4.6,AS,1951,False
48.0,Bob Davies,31.0,ROC,PG,63.0,0.457,0.434,5.3,1.6,6.9,"AS,NBA1",1951,False
49.0,Alex Hannum,27.0,SYR,PF,63.0,0.406,0.399,0.4,1.3,1.7,,1951,False
50.0,Tony Jaros,30.0,MNL,,63.0,0.363,0.359,-0.8,1.3,0.6,,1951,False
51.0,Bob Lavoy,24.0,INO,PF,63.0,0.388,0.215,-0.6,1.6,1.0,,1951,False
52.0,Ron Livingstone,25.0,PHW,,63.0,0.354,0.309,-1.2,2.1,0.9,,1951,False
53.0,Kevin O'Shea,25.0,MNL,,63.0,0.416,0.502,0.7,1.4,2.1,,1951,False
54.0,Paul Walther,23.0,INO,SG,63.0,0.393,0.33,0.3,1.7,2.0,,1951,False
55.0,Bill Gabor,28.0,SYR,SG,61.0,0.405,0.325,0.4,1.1,1.5,,1951,False
56.0,Vern Gardner,25.0,PHW,SG,61.0,0.384,0.253,-0.3,1.9,1.6,,1951,False
57.0,Bud Grant,23.0,MNL,,61.0,0.358,0.451,-0.5,1.1,0.6,,1951,False
58.0,George Kaftan,22.0,NYK,SF,61.0,0.44,0.437,1.1,0.4,1.6,,1951,False
59.0,Duane Klueh,25.0,FTW,,61.0,0.417,0.402,0.9,1.4,2.3,,1951,False
60.0,Joe Hutton,22.0,MNL,SG,60.0,0.369,0.239,-0.3,1.0,0.6,,1951,False
61.0,Joe McNamee,24.0,ROC,SF,60.0,0.332,0.251,-0.9,0.4,-0.5,,1951,False
62.0,Don Rehfeldt,24.0,BLB,SF,59.0,0.442,0.326,1.6,1.1,2.7,,1951,False
63.0,Johnny Macknowski,28.0,SYR,,58.0,0.377,0.391,-0.8,0.7,-0.1,,1951,False
64.0,Ed Leede,23.0,BOS,,57.0,0.417,0.511,0.8,0.5,1.3,,1951,False
65.0,Leo Mogus,29.0,PHW,,57.0,0.435,0.705,0.5,0.7,1.2,,1951,False
66.0,Cliff Barker,30.0,INO,SG,56.0,0.322,0.381,-0.9,0.7,-0.2,,1951,False
67.0,Jim Pollard,28.0,MNL,SF,54.0,0.395,0.214,0.1,4.1,4.2,AS,1951,False
68.0,Nelson Bobb,26.0,PHW,PG,53.0,0.384,0.5,0.0,1.0,1.1,,1951,False
69.0,Al Cervi,33.0,SYR,PG,53.0,0.509,0.685,4.2,1.1,5.3,,1951,False
70.0,Ken Murray,22.0,2TM,SG,66.0,0.411,0.374,1.4,2.3,3.6,,1951,False
70.0,Ken Murray,22.0,BLB,SG,52.0,0.42,0.378,1.6,1.6,3.2,,1951,False
70.0,Ken Murray,22.0,FTW,SG,14.0,0.373,0.356,-0.2,0.6,0.5,,1951,False
71.0,Paul Noel,26.0,ROC,,52.0,0.335,0.259,-0.8,0.4,-0.5,,1951,False
72.0,Mal McMullen,23.0,INO,,51.0,0.326,0.296,-1.7,0.7,-1.0,,1951,False
73.0,Paul Seymour,23.0,SYR,,51.0,0.403,0.413,0.7,1.2,1.8,,1951,False
74.0,Kenny Sailors,30.0,2TM,,60.0,0.403,0.338,0.5,1.0,1.6,,1951,False
74.0,Kenny Sailors,30.0,BOS,,10.0,0.281,0.64,-0.2,0.0,-0.2,,1951,False
74.0,Kenny Sailors,30.0,BLB,,50.0,0.409,0.323,0.8,1.0,1.8,,1951,False
75.0,Don Otten,29.0,3TM,C,67.0,0.464,0.643,3.1,1.8,4.9,,1951,False
75.0,Don Otten,29.0,WSC,C,16.0,0.441,0.732,0.6,0.3,0.9,,1951,False
75.0,Don Otten,29.0,BLB,C,2.0,0.29,0.6,-0.1,0.0,-0.1,,1951,False
75.0,Don Otten,29.0,FTW,C,49.0,0.481,0.611,2.6,1.5,4.1,,1951,False
76.0,Brady Walker,29.0,2TM,PF,66.0,0.434,0.248,1.4,1.5,2.8,,1951,False
76.0,Brady Walker,29.0,BOS,PF,17.0,0.419,0.273,0.1,0.1,0.1,,1951,False
76.0,Brady Walker,29.0,BLB,PF,49.0,0.435,0.245,1.3,1.4,2.7,,1951,False
77.0,Kleggie Hermsen,27.0,2TM,,71.0,0.356,0.368,-2.2,2.0,-0.2,,1951,False
77.0,Kleggie Hermsen,27.0,TRI,,48.0,0.358,0.415,-1.5,1.7,0.2,,1951,False
77.0,Kleggie Hermsen,27.0,BOS,,23.0,0.35,0.257,-0.8,0.3,-0.5,,1951,False
78.0,Don Lofgran,21.0,2TM,,61.0,0.364,0.47,-0.8,0.7,-0.1,,1951,False
78.0,Don Lofgran,21.0,SYR,,47.0,0.375,0.531,-0.3,0.4,0.1,,1951,False
78.0,Don Lofgran,21.0,INO,,14.0,0.341,0.358,-0.5,0.3,-0.2,,1951,False
79.0,Gerry Calabrese,25.0,SYR,SG,46.0,0.426,0.447,0.6,0.4,1.0,,1951,False
80.0,John Mahnken,28.0,2TM,C,58.0,0.35,0.199,-1.3,0.7,-0.6,,1951,False
80.0,John Mahnken,28.0,BOS,C,46.0,0.371,0.181,-0.6,0.5,0.0,,1951,False
80.0,John Mahnken,28.0,INO,C,12.0,0.233,0.302,-0.7,0.2,-0.5,,1951,False
81.0,Bob Harris,23.0,2TM,,56.0,0.402,0.431,0.2,0.8,1.0,,1951,False
81.0,Bob Harris,23.0,FTW,,12.0,0.312,0.351,-0.4,0.2,-0.2,,1951,False
81.0,Bob Harris,23.0,BOS,,44.0,0.423,0.45,0.6,0.6,1.2,,1951,False
82.0,Belus Smawley,32.0,2TM,SG,60.0,0.468,0.403,4.3,1.3,5.6,,1951,False
82.0,Belus Smawley,32.0,SYR,SG,16.0,0.437,0.458,0.5,0.3,0.7,,1951,False
82.0,Belus Smawley,32.0,BLB,SG,44.0,0.475,0.391,3.8,1.0,4.9,,1951,False
83.0,Ernie Vandeweghe,22.0,NYK,,44.0,0.446,0.289,1.5,0.6,2.1,,1951,False
84.0,Dick Mehen,28.0,3TM,PF,66.0,0.404,0.231,0.5,1.5,1.9,,1951,False
84.0,Dick Mehen,28.0,BLB,PF,16.0,0.392,0.3,0.0,0.5,0.5,,1951,False
84.0,Dick Mehen,28.0,BOS,PF,7.0,0.375,0.288,-0.1,0.1,0.0,,1951,False
84.0,Dick Mehen,28.0,FTW,PF,43.0,0.416,0.184,0.5,0.9,1.4,,1951,False
85.0,Gene James,25.0,2TM,,48.0,0.379,0.302,-0.2,0.7,0.5,,1951,False
85.0,Gene James,25.0,NYK,,6.0,0.387,0.667,0.0,0.0,0.0,,1951,False
85.0,Gene James,25.0,BLB,,42.0,0.379,0.297,-0.2,0.7,0.5,,1951,False
86.0,Paul Hoffman,25.0,BLB,,41.0,0.384,0.391,-0.2,1.1,0.8,,1951,False
87.0,Noble Jorgensen,25.0,2TM,C,63.0,0.438,0.442,2.0,1.6,3.6,,1951,False
87.0,Noble Jorgensen,25.0,TRI,C,22.0,0.435,0.429,0.7,0.7,1.4,,1951,False
87.0,Noble Jorgensen,25.0,SYR,C,41.0,0.44,0.45,1.3,0.9,2.2,,1951,False
88.0,Curly Armstrong,32.0,FTW,,38.0,0.372,0.388,-0.3,0.9,0.6,,1951,False
89.0,Ed Peterson,26.0,2TM,,53.0,0.399,0.391,0.1,1.4,1.5,,1951,False
89.0,Ed Peterson,26.0,SYR,,17.0,0.419,0.407,0.1,0.2,0.3,,1951,False
89.0,Ed Peterson,26.0,TRI,,36.0,0.394,0.386,-0.1,1.3,1.2,,1951,False
90.0,Bob Carpenter,33.0,2TM,,56.0,0.413,0.382,0.5,1.3,1.9,,1951,False
90.0,Bob Carpenter,33.0,FTW,,21.0,0.338,0.468,-0.6,0.4,-0.2,,1951,False
90.0,Bob Carpenter,33.0,TRI,,35.0,0.459,0.332,1.2,0.9,2.1,,1951,False
91.0,Chick Halbert,31.0,2TM,,68.0,0.448,0.552,2.5,1.9,4.4,,1951,False
91.0,Chick Halbert,31.0,WSC,,35.0,0.438,0.649,1.0,0.8,1.8,,1951,False
91.0,Chick Halbert,31.0,BLB,,33.0,0.457,0.471,1.5,1.1,2.6,,1951,False
92.0,Frank Kudelka,25.0,2TM,,62.0,0.387,0.23,-0.3,0.8,0.4,,1951,False
92.0,Frank Kudelka,25.0,WSC,,35.0,0.383,0.25,-0.3,0.6,0.3,,1951,False
92.0,Frank Kudelka,25.0,BOS,,27.0,0.395,0.18,0.0,0.2,0.2,,1951,False
93.0,Ariel Maughan,27.0,WSC,,35.0,0.418,0.492,0.5,0.5,1.1,,1951,False
94.0,Jim Riffey,27.0,FTW,,35.0,0.382,0.141,-0.3,0.5,0.2,,1951,False
95.0,Fred Scolari,28.0,2TM,PG,66.0,0.413,0.359,1.8,1.6,3.4,,1951,False
95.0,Fred Scolari,28.0,WSC,PG,35.0,0.429,0.388,1.7,0.8,2.4,,1951,False
95.0,Fred Scolari,28.0,SYR,PG,31.0,0.393,0.322,0.1,0.8,0.9,,1951,False
96.0,Bones McKinney,32.0,2TM,SF,44.0,0.361,0.248,-0.8,0.6,-0.2,,1951,False
96.0,Bones McKinney,32.0,WSC,SF,10.0,0.293,0.163,-0.4,0.1,-0.3,,1951,False
96.0,Bones McKinney,32.0,BOS,SF,34.0,0.371,0.261,-0.5,0.5,0.0,,1951,False
97.0,Tex Ritter,26.0,NYK,,34.0,0.473,0.689,0.8,0.2,1.0,,1951,False
98.0,Art Burris,26.0,FTW,SF,33.0,0.299,0.319,-0.9,0.6,-0.3,,1951,False
99.0,Ed Mikan,25.0,3TM,C,61.0,0.409,0.34,0.5,1.9,2.4,,1951,False
99.0,Ed Mikan,25.0,ROC,C,10.0,0.32,0.194,-0.4,0.1,-0.3,,1951,False
99.0,Ed Mikan,25.0,WSC,C,18.0,0.39,0.422,0.0,0.4,0.3,,1951,False
99.0,Ed Mikan,25.0,PHW,C,33.0,0.436,0.324,0.9,1.5,2.4,,1951,False
100.0,Alan Sawyer,23.0,WSC,,33.0,0.422,0.213,0.4,0.4,0.9,,1951,False
101.0,Harry Boykoff,28.0,2TM,,48.0,0.429,0.298,0.8,0.8,1.7,,1951,False
101.0,Harry Boykoff,28.0,BOS,,32.0,0.436,0.31,0.6,0.4,1.0,,1951,False
101.0,Harry Boykoff,28.0,TRI,,16.0,0.419,0.278,0.2,0.5,0.7,,1951,False
102.0,Billy Hassett,29.0,BLB,,31.0,0.354,0.394,-0.5,0.3,-0.2,,1951,False
103.0,Bill Sharman,24.0,WSC,SG,31.0,0.441,0.283,1.3,0.5,1.8,,1951,False
104.0,Tony Lavelli,24.0,NYK,,30.0,0.446,0.441,0.4,0.2,0.6,,1951,False
105.0,John Logan,30.0,TRI,,30.0,0.378,0.312,-0.1,1.1,1.0,,1951,False
106.0,Dick Schnittker,22.0,WSC,SF,29.0,0.543,0.679,3.0,0.5,3.5,,1951,False
107.0,Gene Vance,27.0,TRI,,29.0,0.484,0.588,1.0,0.6,1.6,,1951,False
108.0,Bruce Hale,32.0,INO,,26.0,0.324,0.17,-0.7,0.3,-0.4,,1951,False
109.0,Chuck Mrazovich,26.0,INO,,25.0,0.42,0.6,0.2,0.2,0.4,,1951,False
110.0,Ike Borsavage,26.0,PHW,,24.0,0.391,0.243,-0.1,0.2,0.1,,1951,False
111.0,Norm Mager,24.0,BLB,,24.0,0.372,0.394,-0.3,0.3,0.0,,1951,False
112.0,Wah Wah Jones,24.0,INO,PF,22.0,0.456,0.325,1.4,0.8,2.1,,1951,False
113.0,Herb Scherer,22.0,TRI,C,20.0,0.342,0.417,-0.4,0.3,-0.1,,1951,False
114.0,Tommy Byrnes,27.0,3TM,,47.0,0.357,0.315,-0.8,0.6,-0.2,,1951,False
114.0,Tommy Byrnes,27.0,BLB,,16.0,0.401,0.28,0.0,0.2,0.2,,1951,False
114.0,Tommy Byrnes,27.0,WSC,,12.0,0.26,0.415,-0.7,0.1,-0.6,,1951,False
114.0,Tommy Byrnes,27.0,TRI,,19.0,0.379,0.284,-0.1,0.3,0.2,,1951,False
115.0,Ed Stanczak,29.0,BOS,,19.0,0.43,0.9,0.2,0.1,0.3,,1951,False
116.0,Ray Corley,23.0,2TM,,34.0,0.346,0.362,-0.5,0.5,0.0,,1951,False
116.0,Ray Corley,23.0,BLB,,16.0,0.306,0.388,-0.5,0.2,-0.3,,1951,False
116.0,Ray Corley,23.0,TRI,,18.0,0.378,0.341,0.0,0.3,0.3,,1951,False
117.0,Ed Bartels,25.0,WSC,,17.0,0.307,0.474,-0.8,0.2,-0.5,,1951,False
118.0,Dick O'Keefe,27.0,WSC,,17.0,0.281,0.382,-1.0,0.2,-0.8,,1951,False
119.0,Chuck Gilmur,28.0,WSC,,16.0,0.34,0.525,-0.3,0.2,-0.1,,1951,False
120.0,Ed Gayda,23.0,TRI,,15.0,0.495,0.522,0.4,0.2,0.6,,1951,False
121.0,John Hargis,30.0,2TM,,29.0,0.423,0.331,0.3,0.4,0.7,,1951,False
121.0,John Hargis,30.0,FTW,,14.0,0.438,0.364,0.2,0.2,0.4,,1951,False
121.0,John Hargis,30.0,TRI,,15.0,0.406,0.295,0.1,0.2,0.3,,1951,False
122.0,Leroy Chollet,25.0,SYR,,14.0,0.202,0.373,-0.8,0.1,-0.7,,1951,False
123.0,Andy Duncan,28.0,BOS,,14.0,0.292,0.55,-0.4,0.1,-0.3,,1951,False
124.0,Joe Dolhon,23.0,BLB,,13.0,0.386,0.411,0.0,0.1,0.1,,1951,False
125.0,Ed Beach,22.0,2TM,,12.0,0.262,0.237,-0.4,0.2,-0.3,,1951,False
125.0,Ed Beach,22.0,MNL,,11.0,0.282,0.257,-0.4,0.2,-0.2,,1951,False
125.0,Ed Beach,22.0,TRI,,1.0,0.0,0.0,-0.1,0.0,-0.1,,1951,False
126.0,Carl Shaeffer,26.0,INO,,10.0,0.322,0.136,-0.1,0.1,-0.1,,1951,False
127.0,Don Carlson,31.0,BLB,,9.0,0.396,0.348,0.0,0.1,0.2,,1951,False
128.0,Johnny Norlander,29.0,WSC,,9.0,0.474,0.875,0.1,0.0,0.2,,1951,False
129.0,Earl Lloyd,22.0,WSC,SF,7.0,0.528,0.371,0.4,0.1,0.6,,1951,False
130.0,Easy Parham,29.0,PHW,,7.0,0.347,1.0,0.0,0.1,0.0,,1951,False
131.0,Jack Nichols,24.0,TRI,PF,6.0,0.397,0.266,0.0,0.3,0.3,,1951,False
132.0,Hank DeZonie,28.0,TRI,,5.0,0.303,0.28,-0.2,0.1,-0.1,,1951,False
133.0,Ray Ellefson,28.0,NYK,,3.0,0.347,1.0,0.0,0.0,0.0,,1951,False
134.0,Tommy O'Keefe,22.0,2TM,,6.0,0.386,0.143,0.0,0.1,0.1,,1951,False
134.0,Tommy O'Keefe,22.0,WSC,,3.0,0.419,0.231,0.0,0.0,0.0,,1951,False
134.0,Tommy O'Keefe,22.0,BLB,,3.0,0.356,0.067,0.0,0.0,0.0,,1951,False
135.0,Leon Blevins,24.0,INO,,2.0,0.225,0.25,-0.1,0.0,0.0,,1951,False
,League Average,,,,,0.428,0.399,,,,,1951,False
