Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,OWS,DWS,WS,WS/48,Awards,season,is_playoff
1.0,Wilt Chamberlain,26.0,SFW,C,80.0,3806.0,31.8,0.55,0.402,16.0,5.0,20.9,0.264,"MVP-7,AS,NBA2",1963,False
2.0,Oscar Robertson,24.0,CIN,PG,80.0,3521.0,24.6,0.588,0.476,14.1,2.7,16.8,0.229,"MVP-3,AS,NBA1",1963,False
3.0,Bill Russell,28.0,BOS,C,78.0,3500.0,18.2,0.464,0.437,1.0,12.6,13.5,0.185,"MVP-1,AS,NBA1",1963,False
4.0,Elgin Baylor,28.0,LAL,SF,80.0,3370.0,26.6,0.519,0.348,9.3,5.1,14.4,0.205,"MVP-2,AS,NBA1",1963,False
5.0,Walt Bellamy,23.0,CHZ,C,80.0,3306.0,24.9,0.571,0.515,12.6,1.1,13.7,0.199,"MVP-11,AS",1963,False
6.0,Guy Rodgers,27.0,SFW,PG,79.0,3249.0,12.9,0.43,0.249,-0.8,3.3,2.5,0.037,AS,1963,False
7.0,Bob Pettit,30.0,STL,PF,79.0,3090.0,25.0,0.525,0.507,8.5,5.8,14.3,0.222,"MVP-4,AS,NBA1",1963,False
8.0,Bailey Howell,26.0,DET,SF,79.0,2971.0,21.6,0.589,0.526,11.1,2.9,14.0,0.226,"AS,NBA2",1963,False
9.0,Don Ohl,26.0,DET,SG,80.0,2961.0,13.6,0.478,0.262,2.2,1.9,4.1,0.067,AS,1963,False
10.0,Richie Guerin,30.0,NYK,SG,79.0,2712.0,18.8,0.517,0.435,5.9,1.4,7.2,0.128,AS,1963,False
11.0,John Barnhill,24.0,STL,SG,77.0,2692.0,11.7,0.474,0.304,1.3,3.3,4.6,0.082,MVP-11,1963,False
12.0,Tom Gola,30.0,2TM,SG,73.0,2670.0,12.0,0.505,0.277,2.6,1.7,4.4,0.078,AS,1963,False
12.0,Tom Gola,30.0,SFW,SG,21.0,822.0,10.5,0.5,0.272,0.7,0.6,1.3,0.076,,1963,False
12.0,Tom Gola,30.0,NYK,SF,52.0,1848.0,12.7,0.507,0.279,2.0,1.1,3.1,0.079,,1963,False
13.0,Si Green,29.0,CHZ,PG,73.0,2648.0,11.4,0.465,0.391,0.9,0.7,1.6,0.029,,1963,False
14.0,Hal Greer,26.0,SYR,SG,80.0,2631.0,17.3,0.526,0.336,5.7,2.5,8.2,0.149,"AS,NBA2",1963,False
15.0,Jack Twyman,28.0,CIN,SF,80.0,2623.0,17.7,0.529,0.281,5.8,1.5,7.3,0.133,AS,1963,False
16.0,Bucky Bockhorn,29.0,CIN,SG,80.0,2612.0,9.2,0.44,0.254,-0.7,1.2,0.5,0.01,,1963,False
17.0,Lenny Wilkens,25.0,STL,PG,75.0,2569.0,12.1,0.456,0.382,0.4,3.6,4.0,0.075,AS,1963,False
18.0,Red Kerr,30.0,SYR,C,80.0,2561.0,18.6,0.519,0.299,4.1,3.6,7.7,0.144,"MVP-6,AS",1963,False
19.0,Johnny Green,29.0,NYK,PF,80.0,2553.0,19.0,0.497,0.348,3.3,1.8,5.1,0.096,AS,1963,False
20.0,Dick Barnett,26.0,LAL,SG,80.0,2544.0,16.3,0.533,0.362,5.9,2.1,8.0,0.15,,1963,False
21.0,Ray Scott,24.0,DET,PF,76.0,2538.0,15.1,0.468,0.412,1.0,2.5,3.5,0.066,,1963,False
22.0,Wayne Embry,25.0,CIN,C,76.0,2511.0,18.2,0.507,0.441,3.8,1.8,5.6,0.108,AS,1963,False
23.0,Rudy LaRusso,25.0,LAL,PF,75.0,2505.0,13.6,0.495,0.516,2.2,3.2,5.4,0.103,AS,1963,False
24.0,Bob Boozer,25.0,CIN,PF,79.0,2488.0,14.4,0.493,0.356,2.3,1.6,3.9,0.075,,1963,False
25.0,Bob Ferry,25.0,DET,C,79.0,2479.0,12.6,0.473,0.345,1.2,2.0,3.1,0.061,,1963,False
26.0,Lee Shaffer,23.0,SYR,SF,80.0,2392.0,15.3,0.478,0.269,1.8,2.1,3.8,0.077,AS,1963,False
27.0,Frank Selvy,30.0,LAL,SG,80.0,2369.0,11.5,0.477,0.36,1.3,2.3,3.6,0.074,,1963,False
28.0,Dave DeBusschere,22.0,DET,SF,80.0,2352.0,14.5,0.476,0.304,1.3,2.3,3.6,0.074,,1963,False
29.0,Sam Jones,29.0,BOS,SG,76.0,2323.0,19.1,0.518,0.248,5.0,4.6,9.6,0.198,,1963,False
30.0,Terry Dischinger,22.0,CHZ,SF,57.0,2294.0,20.8,0.578,0.509,8.6,0.5,9.2,0.192,"MVP-8,ROY-1,AS",1963,False
31.0,Gene Shue,31.0,NYK,PG,78.0,2288.0,10.7,0.446,0.338,-0.3,1.0,0.7,0.015,,1963,False
32.0,Tom Meschery,24.0,SFW,PF,64.0,2245.0,12.9,0.476,0.335,1.2,1.9,3.0,0.065,AS,1963,False
33.0,John Havlicek,22.0,BOS,SF,80.0,2200.0,15.4,0.479,0.22,1.6,4.8,6.4,0.139,MVP-10,1963,False
34.0,Jerry West,24.0,LAL,PG,55.0,2163.0,21.9,0.523,0.393,5.5,2.6,8.1,0.18,"MVP-5,AS,NBA1",1963,False
35.0,Tom Sanders,24.0,BOS,SF,80.0,2148.0,12.6,0.505,0.339,2.3,4.5,6.8,0.152,,1963,False
36.0,Larry Costello,31.0,SYR,PG,78.0,2066.0,13.8,0.534,0.495,3.6,2.1,5.7,0.132,,1963,False
37.0,Woody Sauldsberry,28.0,2TM,PF,77.0,2034.0,9.1,0.404,0.169,-3.0,0.8,-2.2,-0.052,,1963,False
37.0,Woody Sauldsberry,28.0,CHZ,,54.0,1664.0,9.7,0.41,0.164,-2.1,0.4,-1.8,-0.052,,1963,False
37.0,Woody Sauldsberry,28.0,STL,PF,23.0,370.0,6.5,0.377,0.19,-0.9,0.4,-0.4,-0.056,,1963,False
38.0,Tom Heinsohn,28.0,BOS,PF,76.0,2004.0,18.7,0.487,0.313,2.5,4.4,6.8,0.163,"AS,NBA2",1963,False
39.0,Chet Walker,22.0,SYR,SF,78.0,1992.0,14.8,0.526,0.482,3.3,2.0,5.3,0.129,,1963,False
40.0,Bob Cousy,34.0,BOS,PG,76.0,1975.0,16.6,0.448,0.302,0.1,5.1,5.2,0.126,"MVP-8,AS,NBA2",1963,False
41.0,K.C. Jones,30.0,BOS,PG,79.0,1945.0,9.8,0.428,0.299,-0.7,4.2,3.6,0.088,,1963,False
42.0,Zelmo Beaty,23.0,STL,C,80.0,1918.0,14.3,0.501,0.453,2.1,3.1,5.2,0.131,,1963,False
43.0,Jim Krebs,27.0,LAL,C,79.0,1913.0,10.6,0.474,0.246,0.7,2.1,2.8,0.071,,1963,False
44.0,Willie Naulls,28.0,2TM,SF,70.0,1901.0,13.4,0.463,0.233,0.4,1.4,1.8,0.046,,1963,False
44.0,Willie Naulls,28.0,NYK,SF,23.0,676.0,17.3,0.465,0.256,0.2,0.4,0.7,0.046,,1963,False
44.0,Willie Naulls,28.0,SFW,SF,47.0,1225.0,11.2,0.462,0.217,0.2,1.0,1.2,0.046,,1963,False
45.0,Al Attles,26.0,SFW,PG,71.0,1876.0,10.6,0.51,0.327,2.2,1.2,3.4,0.086,,1963,False
46.0,Chico Vaughn,22.0,STL,SG,77.0,1845.0,13.2,0.473,0.369,1.0,2.4,3.4,0.09,,1963,False
47.0,Gary Phillips,23.0,SFW,SG,75.0,1801.0,7.9,0.429,0.236,-0.9,1.1,0.2,0.006,,1963,False
48.0,Dave Budd,24.0,NYK,SF,78.0,1725.0,13.8,0.54,0.339,3.2,0.9,4.1,0.113,,1963,False
49.0,Mike Farmer,26.0,STL,SF,80.0,1724.0,12.0,0.477,0.247,0.9,2.3,3.2,0.089,,1963,False
50.0,Tom Hawkins,26.0,CIN,SF,79.0,1721.0,14.0,0.503,0.38,1.9,1.1,2.9,0.082,,1963,False
51.0,Cliff Hagan,31.0,STL,SF,79.0,1716.0,21.2,0.515,0.289,4.1,2.4,6.5,0.183,,1963,False
52.0,Johnny Cox,26.0,CHZ,SG,73.0,1685.0,10.3,0.457,0.238,0.1,0.4,0.5,0.015,,1963,False
53.0,Charlie Hardnett,24.0,CHZ,PF,78.0,1657.0,16.2,0.494,0.511,1.8,0.5,2.3,0.067,,1963,False
54.0,Leroy Ellis,22.0,LAL,C,80.0,1628.0,11.4,0.466,0.381,0.4,1.9,2.3,0.067,,1963,False
55.0,Paul Neumann,25.0,SYR,PG,80.0,1581.0,13.4,0.545,0.441,3.0,1.5,4.6,0.139,,1963,False
56.0,Gene Conley,32.0,NYK,PF,70.0,1544.0,10.7,0.43,0.286,-1.0,0.9,-0.1,-0.002,,1963,False
57.0,Frank Ramsey,31.0,BOS,SG,77.0,1541.0,12.8,0.472,0.447,0.8,2.8,3.6,0.113,,1963,False
58.0,Adrian Smith,26.0,CIN,SG,79.0,1522.0,13.1,0.53,0.506,2.7,0.7,3.4,0.107,,1963,False
59.0,Jackie Moreland,24.0,DET,PF,78.0,1516.0,13.9,0.48,0.344,1.0,1.5,2.5,0.078,,1963,False
60.0,Gene Wiley,25.0,LAL,C,75.0,1488.0,7.7,0.453,0.288,0.0,1.8,1.8,0.058,,1963,False
61.0,Al Butler,24.0,NYK,PG,74.0,1488.0,13.8,0.487,0.277,1.4,0.7,2.1,0.068,,1963,False
62.0,Willie Jones,26.0,DET,PG,79.0,1470.0,13.1,0.454,0.225,0.1,1.2,1.3,0.043,,1963,False
63.0,Dolph Schayes,34.0,SYR,PF,66.0,1438.0,14.2,0.471,0.358,0.7,1.7,2.4,0.081,,1963,False
64.0,Phil Jordon,29.0,STL,C,73.0,1420.0,9.5,0.418,0.192,-1.2,1.9,0.7,0.024,,1963,False
65.0,Wayne Hightower,23.0,SFW,PF,66.0,1387.0,7.8,0.396,0.286,-1.9,1.1,-0.8,-0.029,,1963,False
66.0,Paul Hogue,22.0,NYK,C,50.0,1340.0,7.4,0.386,0.415,-1.9,0.8,-1.0,-0.037,,1963,False
67.0,Hub Reed,26.0,CIN,C,80.0,1299.0,11.2,0.502,0.23,1.2,0.8,2.0,0.074,,1963,False
68.0,Len Chappell,22.0,SYR,PF,80.0,1241.0,17.2,0.501,0.394,1.7,1.5,3.2,0.123,,1963,False
69.0,Dave Gambee,25.0,SYR,SF,60.0,1234.0,14.6,0.521,0.443,2.2,1.1,3.3,0.129,,1963,False
70.0,Barney Cable,27.0,2TM,SF,61.0,1203.0,10.7,0.483,0.253,0.7,0.9,1.6,0.066,,1963,False
70.0,Barney Cable,27.0,STL,SF,42.0,662.0,12.2,0.523,0.292,1.0,0.8,1.8,0.127,,1963,False
70.0,Barney Cable,27.0,CHZ,SF,19.0,541.0,9.0,0.429,0.201,-0.2,0.1,-0.1,-0.01,,1963,False
71.0,Donnie Butcher,26.0,NYK,SG,68.0,1193.0,11.4,0.466,0.458,0.4,0.6,1.1,0.043,,1963,False
72.0,George Lee,26.0,SFW,SG,64.0,1192.0,10.1,0.47,0.49,0.4,0.8,1.2,0.048,,1963,False
73.0,Al Bianchi,30.0,SYR,SG,61.0,1159.0,12.5,0.478,0.345,0.8,1.1,1.9,0.079,,1963,False
74.0,Kenny Sears,29.0,2TM,SF,77.0,1141.0,13.8,0.599,0.553,2.9,0.7,3.7,0.155,,1963,False
74.0,Kenny Sears,29.0,NYK,,23.0,359.0,13.3,0.543,0.5,0.6,0.2,0.8,0.104,,1963,False
74.0,Kenny Sears,29.0,SFW,SF,54.0,782.0,14.1,0.623,0.575,2.4,0.5,2.9,0.178,,1963,False
75.0,Don Nelson,22.0,CHZ,SF,62.0,1071.0,13.8,0.537,0.754,1.8,0.3,2.1,0.094,,1963,False
76.0,Bevo Nordmann,23.0,2TM,C,53.0,1000.0,12.3,0.498,0.382,0.9,0.9,1.7,0.083,,1963,False
76.0,Bevo Nordmann,23.0,STL,C,27.0,271.0,10.5,0.479,0.488,0.1,0.4,0.5,0.092,,1963,False
76.0,Bevo Nordmann,23.0,NYK,C,26.0,729.0,13.0,0.505,0.347,0.8,0.5,1.2,0.08,,1963,False
77.0,Maurice King,27.0,CHZ,PG,37.0,954.0,8.3,0.422,0.141,-0.3,0.2,-0.1,-0.005,,1963,False
78.0,Walter Dukes,32.0,DET,C,62.0,913.0,10.0,0.423,0.537,-0.5,1.0,0.5,0.027,,1963,False
79.0,Slick Leonard,30.0,CHZ,PG,32.0,879.0,8.1,0.402,0.347,-0.7,0.2,-0.5,-0.026,,1963,False
80.0,Kevin Loughery,22.0,DET,SG,57.0,845.0,9.5,0.412,0.252,-0.9,0.6,-0.3,-0.017,,1963,False
81.0,Hot Rod Hundley,28.0,LAL,PG,65.0,785.0,11.2,0.414,0.454,-0.5,1.0,0.4,0.027,,1963,False
82.0,Johnny Egan,24.0,DET,PG,46.0,752.0,9.8,0.418,0.233,-0.5,0.6,0.0,0.001,,1963,False
83.0,Nick Mantis,27.0,2TM,SG,42.0,684.0,7.9,0.405,0.201,-0.7,0.2,-0.5,-0.033,,1963,False
83.0,Nick Mantis,27.0,STL,SG,9.0,58.0,5.8,0.396,0.45,-0.1,0.1,0.0,-0.008,,1963,False
83.0,Nick Mantis,27.0,CHZ,SG,33.0,626.0,8.1,0.406,0.179,-0.6,0.1,-0.5,-0.035,,1963,False
84.0,Jim Loscutoff,32.0,BOS,SF,63.0,607.0,6.6,0.39,0.167,-1.0,1.2,0.3,0.021,,1963,False
85.0,Larry Staverman,26.0,CHZ,PF,33.0,602.0,13.5,0.536,0.32,1.0,0.2,1.2,0.093,,1963,False
86.0,Billy McGill,23.0,CHZ,C,60.0,590.0,21.5,0.545,0.337,2.0,0.2,2.2,0.176,,1963,False
87.0,Mel Nowell,23.0,CHZ,SG,39.0,589.0,10.5,0.436,0.278,-0.2,0.1,-0.1,-0.006,,1963,False
88.0,John Rudometkin,22.0,NYK,SF,56.0,572.0,12.3,0.414,0.309,-0.8,0.3,-0.5,-0.038,,1963,False
89.0,Clyde Lovellette,33.0,BOS,C,61.0,568.0,16.2,0.471,0.261,0.3,1.3,1.6,0.139,,1963,False
90.0,Joe Roberts,26.0,SYR,PF,33.0,466.0,10.1,0.414,0.26,-0.5,0.5,0.0,0.004,,1963,False
91.0,Darrall Imhoff,24.0,DET,C,45.0,458.0,7.3,0.343,0.327,-1.0,0.5,-0.6,-0.061,,1963,False
92.0,Dave Piontek,28.0,CIN,SF,48.0,457.0,6.4,0.394,0.101,-0.5,0.2,-0.3,-0.031,,1963,False
93.0,Bob Duffy,22.0,STL,PG,42.0,435.0,10.6,0.403,0.224,-0.5,0.6,0.1,0.01,,1963,False
94.0,Bill Bridges,23.0,STL,PF,27.0,374.0,14.3,0.449,0.319,-0.1,0.7,0.6,0.079,,1963,False
95.0,Bud Olsen,22.0,CIN,PF,52.0,373.0,7.9,0.376,0.293,-0.6,0.3,-0.3,-0.043,,1963,False
96.0,Howie Montgomery,22.0,SFW,SF,20.0,364.0,9.9,0.441,0.15,-0.1,0.3,0.1,0.018,,1963,False
97.0,Dan Swartz,28.0,BOS,SF,39.0,335.0,12.3,0.482,0.48,0.3,0.7,1.0,0.143,,1963,False
98.0,Howie Jolliff,24.0,LAL,PF,28.0,293.0,3.2,0.305,0.164,-0.5,0.3,-0.2,-0.025,,1963,False
