Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,AST%,OWS,DWS,WS,WS/48,Awards,season,is_playoff
52.0,Greg Smith,23.0,MIL,PF,82.0,2368.0,12.5,0.542,0.262,7.8,2.8,2.7,5.5,0.111,,1970,False
53.0,Erwin Mueller,25.0,2TM,PF,78.0,2353.0,12.2,0.518,0.407,11.3,2.0,1.1,3.2,0.064,,1970,False
53.0,Erwin Mueller,25.0,SEA,PF,4.0,69.0,10.2,0.417,0.281,11.6,-0.1,0.0,-0.1,-0.045,,1970,False
53.0,Erwin Mueller,25.0,DET,PF,74.0,2284.0,12.2,0.523,0.414,11.3,2.1,1.1,3.2,0.068,,1970,False
54.0,Tom Boerwinkle,24.0,CHI,C,81.0,2335.0,15.3,0.484,0.292,12.9,0.7,3.7,4.4,0.09,,1970,False
55.0,Dave Bing,26.0,DET,PG,70.0,2334.0,21.3,0.517,0.448,27.5,4.1,1.2,5.3,0.109,,1970,False
56.0,Dick Garrett,23.0,LAL,SG,73.0,2318.0,9.4,0.477,0.199,10.1,0.3,2.0,2.3,0.047,,1970,False
57.0,Tom Meschery,31.0,SEA,SF,80.0,2294.0,13.6,0.531,0.303,8.9,2.9,1.5,4.4,0.092,,1970,False
58.0,Johnny Green,36.0,CIN,PF,78.0,2278.0,18.4,0.58,0.499,6.7,5.9,2.5,8.4,0.177,,1970,False
59.0,Don Nelson,29.0,BOS,PF,82.0,2224.0,18.5,0.566,0.473,9.3,5.7,2.6,8.3,0.18,,1970,False
60.0,Elgin Baylor,35.0,LAL,SF,54.0,2213.0,20.8,0.537,0.34,19.0,4.5,3.3,7.8,0.168,"MVP-15,AS",1970,False
61.0,Mel Counts,28.0,LAL,C,81.0,2193.0,13.9,0.463,0.198,10.0,-0.5,3.2,2.7,0.06,,1970,False
62.0,John Block,25.0,SDR,PF,82.0,2152.0,15.5,0.503,0.358,8.3,1.9,3.1,5.1,0.113,,1970,False
63.0,Jim Barnett,25.0,SDR,SG,80.0,2105.0,16.0,0.513,0.367,17.9,2.6,2.7,5.4,0.122,,1970,False
64.0,Bill Bradley,26.0,NYK,SF,67.0,2098.0,13.7,0.498,0.196,16.7,1.6,3.3,4.9,0.112,,1970,False
65.0,Larry Siegfried,30.0,BOS,PG,78.0,2081.0,13.7,0.485,0.285,19.5,0.9,2.0,2.9,0.067,,1970,False
66.0,Bailey Howell,33.0,BOS,PF,82.0,2078.0,14.0,0.484,0.331,7.9,0.7,2.4,3.1,0.072,,1970,False
67.0,Fred Foster,23.0,CIN,SF,74.0,2077.0,12.4,0.485,0.237,7.1,0.8,1.3,2.1,0.048,,1970,False
68.0,Jim Fox,26.0,PHO,C,81.0,2041.0,15.6,0.572,0.359,6.3,4.7,0.9,5.6,0.133,,1970,False
69.0,Kevin Loughery,29.0,BAL,SG,55.0,2037.0,15.9,0.497,0.275,19.1,1.8,2.2,4.0,0.094,,1970,False
70.0,Walt Bellamy,30.0,2TM,C,79.0,2028.0,16.4,0.549,0.556,9.2,3.5,1.3,4.9,0.115,MVP-12,1970,False
70.0,Walt Bellamy,30.0,DET,C,56.0,1173.0,16.7,0.567,0.648,6.5,2.6,0.7,3.3,0.133,,1970,False
70.0,Walt Bellamy,30.0,ATL,C,23.0,855.0,16.0,0.523,0.432,12.9,1.0,0.6,1.6,0.09,,1970,False
71.0,Rick Roberson,22.0,LAL,C,74.0,2005.0,11.2,0.474,0.362,5.8,0.1,2.9,3.0,0.072,,1970,False
72.0,Nate Thurmond,28.0,SFW,C,43.0,1919.0,18.2,0.483,0.42,10.9,0.7,3.0,3.7,0.093,"MVP-11,AS",1970,False
73.0,Hank Finkel,27.0,BOS,C,80.0,1866.0,13.1,0.494,0.341,7.3,1.0,2.4,3.4,0.087,,1970,False
74.0,Jerry Sloan,27.0,CHI,SF,53.0,1822.0,12.6,0.472,0.431,12.3,0.1,1.8,1.9,0.05,DEF2,1970,False
75.0,Lucius Allen,22.0,SEA,PG,81.0,1817.0,13.7,0.495,0.36,24.5,1.2,1.0,2.2,0.059,,1970,False
76.0,Keith Erickson,25.0,LAL,SF,68.0,1755.0,11.8,0.492,0.217,15.3,0.8,2.1,2.9,0.079,,1970,False
77.0,Terry Dischinger,29.0,DET,SF,75.0,1754.0,15.5,0.567,0.371,8.6,4.0,0.8,4.8,0.13,,1970,False
78.0,Wali Jones,27.0,PHI,PG,78.0,1740.0,14.0,0.485,0.266,20.3,0.8,1.7,2.5,0.069,,1970,False
79.0,Mike Riordan,24.0,NYK,SG,81.0,1677.0,11.5,0.502,0.301,14.8,1.2,2.6,3.8,0.108,,1970,False
80.0,Zaid Abdul-Aziz,23.0,MIL,PF,80.0,1637.0,12.4,0.473,0.339,4.5,0.0,2.0,2.0,0.059,,1970,False
81.0,Johnny Egan,31.0,LAL,PG,72.0,1627.0,9.6,0.486,0.246,16.7,0.6,1.5,2.0,0.06,,1970,False
82.0,Toby Kimball,27.0,SDR,PF,77.0,1622.0,11.9,0.461,0.364,6.9,-0.3,2.8,2.5,0.075,,1970,False
83.0,Em Bryant,31.0,BOS,PG,71.0,1617.0,11.1,0.463,0.348,18.0,-0.1,1.8,1.7,0.051,,1970,False
84.0,Tom Sanders,31.0,BOS,SF,57.0,1616.0,11.6,0.514,0.33,7.4,1.5,1.5,3.0,0.09,,1970,False
85.0,Gary Gregor,24.0,ATL,SF,81.0,1603.0,11.0,0.464,0.171,5.0,-0.3,0.8,0.5,0.016,,1970,False
86.0,Don Kojis,31.0,SDR,SF,56.0,1578.0,14.8,0.497,0.319,6.5,1.1,2.0,3.2,0.097,,1970,False
87.0,Cazzie Russell,25.0,NYK,SF,78.0,1563.0,16.9,0.53,0.207,12.0,2.8,2.4,5.2,0.161,,1970,False
88.0,Matt Guokas,25.0,PHI,SG,80.0,1558.0,10.2,0.503,0.358,16.4,0.9,1.6,2.5,0.078,,1970,False
89.0,Art Harris,23.0,2TM,SG,81.0,1553.0,9.3,0.419,0.185,20.0,-2.0,0.6,-1.4,-0.044,,1970,False
89.0,Art Harris,23.0,SEA,SG,5.0,178.0,7.6,0.39,0.123,14.4,-0.3,0.1,-0.2,-0.066,,1970,False
89.0,Art Harris,23.0,PHO,SG,76.0,1375.0,9.5,0.423,0.192,20.7,-1.7,0.5,-1.2,-0.041,,1970,False
90.0,Art Williams,30.0,SDR,PG,80.0,1545.0,15.2,0.452,0.254,38.1,-0.2,3.3,3.1,0.096,,1970,False
91.0,John Tresvant,30.0,2TM,PF,69.0,1499.0,14.6,0.51,0.477,9.8,1.5,1.1,2.6,0.084,,1970,False
91.0,John Tresvant,30.0,SEA,PF,49.0,1278.0,14.2,0.5,0.491,9.7,1.0,0.8,1.8,0.067,,1970,False
91.0,John Tresvant,30.0,LAL,PF,20.0,221.0,17.0,0.566,0.398,10.8,0.5,0.3,0.9,0.185,,1970,False
92.0,Barry Clemens,26.0,SEA,SF,78.0,1487.0,12.1,0.496,0.235,10.3,0.9,0.8,1.7,0.054,,1970,False
93.0,McCoy McLemore,27.0,DET,SF,73.0,1421.0,13.2,0.519,0.29,8.0,1.5,0.7,2.1,0.073,,1970,False
94.0,Walt Wesley,25.0,CHI,C,72.0,1407.0,13.2,0.46,0.338,6.8,-0.5,1.7,1.2,0.041,,1970,False
95.0,Neal Walk,21.0,PHO,C,82.0,1394.0,14.0,0.512,0.442,7.7,1.4,0.7,2.1,0.071,,1970,False
96.0,Ray Scott,31.0,BAL,PF,73.0,1393.0,15.1,0.479,0.286,10.2,0.3,2.2,2.5,0.086,,1970,False
97.0,Dave Stallworth,28.0,NYK,SF,82.0,1375.0,14.2,0.487,0.404,12.8,0.6,2.8,3.4,0.119,,1970,False
98.0,Bobby Lewis,24.0,SFW,SG,73.0,1353.0,10.0,0.422,0.273,19.4,-1.6,1.5,-0.1,-0.005,,1970,False
99.0,Freddie Crawford,28.0,MIL,SG,77.0,1331.0,14.0,0.514,0.292,20.9,1.4,1.3,2.7,0.098,,1970,False
100.0,Mike Davis,23.0,BAL,SG,56.0,1330.0,12.0,0.499,0.328,10.6,1.0,1.2,2.2,0.079,,1970,False
101.0,Jo Jo White,23.0,BOS,PG,60.0,1328.0,14.7,0.49,0.197,15.9,0.8,1.2,2.0,0.074,,1970,False
102.0,Eddie Miles,29.0,2TM,SG,47.0,1295.0,12.7,0.493,0.323,9.3,0.7,0.5,1.2,0.046,,1970,False
102.0,Eddie Miles,29.0,DET,SG,44.0,1243.0,12.8,0.489,0.32,9.3,0.6,0.5,1.0,0.04,,1970,False
102.0,Eddie Miles,29.0,BAL,SG,3.0,52.0,10.1,0.697,0.5,9.0,0.1,0.0,0.2,0.173,,1970,False
103.0,Bill Hewitt,25.0,2TM,PF,65.0,1279.0,7.6,0.404,0.315,6.1,-1.2,1.0,-0.2,-0.007,,1970,False
103.0,Bill Hewitt,25.0,LAL,PF,20.0,478.0,6.1,0.325,0.352,6.7,-0.8,0.7,-0.2,-0.015,,1970,False
103.0,Bill Hewitt,25.0,DET,PF,45.0,801.0,8.4,0.437,0.3,5.7,-0.4,0.4,0.0,-0.002,,1970,False
104.0,Luther Rackley,23.0,CIN,C,66.0,1256.0,11.5,0.495,0.461,5.6,0.6,1.2,1.8,0.069,,1970,False
105.0,Bernie Williams,24.0,SDR,SG,72.0,1228.0,11.5,0.43,0.19,17.4,-1.4,1.5,0.1,0.004,,1970,False
106.0,Fred Carter,24.0,BAL,SG,76.0,1219.0,7.9,0.402,0.264,11.6,-1.7,1.4,-0.3,-0.013,,1970,False
107.0,Bingo Smith,23.0,SDR,SF,75.0,1198.0,12.4,0.451,0.169,8.1,-0.6,1.7,1.1,0.043,,1970,False
108.0,Bill Turner,25.0,2TM,SF,72.0,1170.0,11.0,0.477,0.357,4.7,0.2,1.0,1.1,0.047,,1970,False
108.0,Bill Turner,25.0,SFW,SF,3.0,75.0,9.3,0.537,0.588,1.7,0.1,0.1,0.1,0.089,,1970,False
108.0,Bill Turner,25.0,CIN,PF,69.0,1095.0,11.1,0.475,0.348,4.9,0.1,0.9,1.0,0.044,,1970,False
109.0,Leroy Ellis,29.0,BAL,C,72.0,1163.0,13.3,0.51,0.28,4.9,0.9,1.6,2.5,0.105,,1970,False
110.0,Herm Gilliam,23.0,CIN,SG,57.0,1161.0,11.0,0.443,0.206,19.3,-0.6,1.1,0.4,0.019,,1970,False
111.0,Jerry Chambers,26.0,PHO,SF,79.0,1139.0,12.0,0.461,0.19,7.0,-0.4,0.4,0.0,-0.001,,1970,False
112.0,Len Chappell,29.0,MIL,SF,75.0,1134.0,14.9,0.504,0.403,6.4,1.1,1.1,2.1,0.09,,1970,False
113.0,Adrian Smith,33.0,2TM,SG,77.0,1087.0,10.7,0.467,0.409,15.8,-0.1,0.9,0.8,0.036,,1970,False
113.0,Adrian Smith,33.0,CIN,SG,32.0,453.0,9.4,0.493,0.405,12.2,0.2,0.3,0.5,0.051,,1970,False
113.0,Adrian Smith,33.0,SFW,SG,45.0,634.0,11.7,0.452,0.41,18.3,-0.3,0.6,0.3,0.024,,1970,False
114.0,Dorie Murrey,26.0,SEA,C,81.0,1079.0,13.1,0.52,0.542,8.9,1.1,0.8,1.9,0.083,,1970,False
115.0,Jim Barnes,28.0,BOS,C,77.0,1049.0,11.3,0.46,0.295,6.6,-0.3,1.4,1.1,0.048,,1970,False
116.0,John Trapp,24.0,SDR,SF,70.0,1025.0,10.6,0.461,0.24,6.0,-0.3,1.5,1.2,0.057,,1970,False
117.0,Don Ohl,33.0,ATL,SG,66.0,984.0,10.5,0.508,0.194,12.7,0.8,0.4,1.2,0.057,,1970,False
118.0,Dave Gambee,32.0,SFW,SF,73.0,951.0,14.2,0.482,0.401,8.2,0.3,1.1,1.4,0.071,,1970,False
119.0,Butch Beard,22.0,ATL,PG,72.0,941.0,15.7,0.54,0.416,16.7,1.7,0.5,2.2,0.113,,1970,False
120.0,Rich Johnson,23.0,BOS,C,65.0,898.0,10.5,0.485,0.194,4.8,0.3,0.9,1.2,0.062,,1970,False
121.0,Willie McCarter,23.0,LAL,SG,40.0,861.0,8.4,0.409,0.172,14.0,-1.3,0.8,-0.5,-0.025,,1970,False
122.0,Don Chaney,23.0,BOS,SG,63.0,839.0,8.9,0.424,0.341,10.9,-0.9,0.8,-0.1,-0.003,,1970,False
123.0,George Wilson,27.0,PHI,C,67.0,836.0,12.9,0.471,0.566,7.3,0.0,1.2,1.2,0.071,,1970,False
124.0,Al Tucker,26.0,2TM,PF,61.0,819.0,13.3,0.56,0.305,6.2,1.5,0.8,2.3,0.134,,1970,False
124.0,Al Tucker,26.0,CHI,PF,33.0,557.0,12.9,0.553,0.238,7.6,0.9,0.5,1.4,0.123,,1970,False
124.0,Al Tucker,26.0,BAL,PF,28.0,262.0,14.1,0.572,0.438,3.3,0.6,0.3,0.9,0.158,,1970,False
125.0,Bob Portman,22.0,SFW,SG,60.0,813.0,14.6,0.482,0.214,5.1,0.2,0.9,1.2,0.068,,1970,False
126.0,Steve Kuberski,22.0,BOS,PF,51.0,797.0,11.3,0.431,0.275,4.8,-0.8,1.0,0.2,0.01,,1970,False
127.0,Ed Manning,26.0,2TM,SF,67.0,777.0,8.6,0.405,0.174,6.0,-1.2,0.9,-0.3,-0.021,,1970,False
127.0,Ed Manning,26.0,BAL,PF,29.0,161.0,9.3,0.496,0.121,1.6,0.1,0.2,0.2,0.073,,1970,False
127.0,Ed Manning,26.0,CHI,SF,38.0,616.0,8.4,0.382,0.188,7.2,-1.3,0.7,-0.6,-0.046,,1970,False
128.0,Bob Kauffman,23.0,CHI,PF,64.0,775.0,12.0,0.502,0.557,12.5,0.5,0.9,1.4,0.087,,1970,False
129.0,Lee Winfield,22.0,SEA,PG,64.0,771.0,13.8,0.535,0.403,17.4,1.2,0.4,1.6,0.098,,1970,False
130.0,Fred Hetzel,27.0,PHI,SF,63.0,757.0,14.6,0.531,0.263,7.4,1.1,0.9,2.0,0.127,,1970,False
131.0,Guy Rodgers,34.0,MIL,PG,64.0,749.0,12.4,0.44,0.471,31.6,-0.2,0.9,0.6,0.041,,1970,False
132.0,Nate Bowman,26.0,NYK,C,81.0,744.0,8.9,0.439,0.336,7.4,-0.5,1.8,1.3,0.083,,1970,False
133.0,Rick Adelman,23.0,SDR,PG,35.0,717.0,10.2,0.453,0.368,18.7,-0.2,0.9,0.7,0.048,,1970,False
134.0,Lamar Green,22.0,PHO,PF,58.0,700.0,10.4,0.459,0.299,3.1,-0.2,0.4,0.2,0.013,,1970,False
135.0,Dale Schlueter,24.0,SFW,C,63.0,685.0,11.8,0.534,0.581,4.7,0.7,0.9,1.6,0.113,,1970,False
136.0,Al Attles,33.0,SFW,PG,45.0,676.0,11.5,0.459,0.559,26.9,-0.1,0.9,0.8,0.056,,1970,False
137.0,Dave Newmark,23.0,ATL,C,64.0,612.0,12.7,0.474,0.26,9.1,0.1,0.4,0.4,0.033,,1970,False
138.0,Luke Jackson,28.0,PHI,PF,37.0,583.0,11.9,0.466,0.448,9.9,0.0,0.8,0.8,0.065,,1970,False
139.0,Stan McKenzie,25.0,PHO,SF,58.0,525.0,10.8,0.462,0.354,12.8,-0.1,0.2,0.1,0.01,,1970,False
140.0,Shaler Halimon,24.0,CHI,SG,38.0,517.0,11.4,0.436,0.299,18.5,-0.5,0.5,0.0,-0.001,,1970,False
141.0,Wilt Chamberlain,33.0,LAL,C,12.0,505.0,24.8,0.554,0.692,14.5,1.4,1.0,2.3,0.221,,1970,False
142.0,Pat Riley,24.0,SDR,SF,36.0,474.0,11.6,0.465,0.306,21.9,0.0,0.7,0.6,0.065,,1970,False
143.0,Dick Cunningham,23.0,MIL,C,60.0,416.0,9.7,0.405,0.234,7.8,-0.5,0.5,0.0,0.001,,1970,False
144.0,Mike Lynn,24.0,LAL,SF,44.0,403.0,4.7,0.386,0.361,9.1,-0.7,0.4,-0.3,-0.036,,1970,False
145.0,Jim King,28.0,2TM,PG,34.0,391.0,11.1,0.473,0.318,16.5,0.0,0.4,0.4,0.048,,1970,False
145.0,Jim King,28.0,SFW,PG,3.0,105.0,13.1,0.47,0.304,13.3,0.0,0.1,0.1,0.048,,1970,False
145.0,Jim King,28.0,CIN,PG,31.0,286.0,10.3,0.474,0.325,17.7,0.0,0.2,0.3,0.048,,1970,False
146.0,Wally Anderzunas,24.0,CIN,SF,44.0,370.0,8.8,0.427,0.277,3.2,-0.4,0.3,-0.2,-0.023,,1970,False
147.0,Bob Quick,23.0,2TM,SF,34.0,364.0,12.9,0.514,0.511,5.2,0.4,0.2,0.6,0.076,,1970,False
147.0,Bob Quick,23.0,BAL,SF,15.0,67.0,15.9,0.557,0.643,5.8,0.2,0.1,0.2,0.162,,1970,False
147.0,Bob Quick,23.0,DET,SF,19.0,297.0,12.2,0.503,0.477,5.1,0.2,0.1,0.4,0.057,,1970,False
148.0,Bud Ogden,23.0,PHI,SF,47.0,357.0,14.2,0.505,0.227,11.4,0.3,0.4,0.7,0.1,,1970,False
149.0,Bob Greacen,22.0,MIL,SF,41.0,292.0,9.0,0.437,0.257,11.0,-0.2,0.3,0.1,0.011,,1970,False
150.0,Steve Mix,22.0,DET,SF,18.0,276.0,13.1,0.508,0.39,7.5,0.2,0.1,0.4,0.063,,1970,False
151.0,John Warren,22.0,NYK,SG,44.0,272.0,9.8,0.454,0.324,13.8,-0.1,0.4,0.3,0.06,,1970,False
152.0,Don May,24.0,NYK,SF,37.0,238.0,9.8,0.439,0.188,8.9,-0.2,0.4,0.2,0.047,,1970,False
153.0,Bill Hosket,23.0,NYK,PF,36.0,235.0,16.6,0.559,0.363,9.4,0.5,0.5,1.0,0.205,,1970,False
154.0,Loy Petersen,24.0,CHI,SG,31.0,231.0,9.1,0.429,0.433,13.0,-0.2,0.2,0.0,-0.01,,1970,False
155.0,Neil Johnson,26.0,PHO,PF,28.0,136.0,6.8,0.368,0.2,11.3,-0.3,0.1,-0.3,-0.096,,1970,False
156.0,Paul Long,25.0,DET,SG,25.0,130.0,16.9,0.527,0.613,19.2,0.2,0.1,0.3,0.11,,1970,False
157.0,Grady O'Malley,21.0,ATL,,24.0,113.0,8.6,0.366,0.317,11.4,-0.4,0.1,-0.3,-0.136,,1970,False
158.0,Rod Thorn,28.0,SEA,SG,19.0,105.0,15.7,0.495,0.533,21.7,0.1,0.1,0.1,0.063,,1970,False
159.0,John Arthurs,22.0,MIL,,11.0,86.0,11.3,0.421,0.429,23.2,-0.1,0.1,0.0,-0.004,,1970,False
160.0,Joe Kennedy,23.0,SEA,SF,14.0,82.0,-2.4,0.115,0.059,9.5,-0.7,0.0,-0.6,-0.352,,1970,False
161.0,Brian Heaney,23.0,BAL,,14.0,70.0,8.3,0.543,0.167,10.7,0.1,0.1,0.2,0.106,,1970,False
162.0,Richie Guerin,37.0,ATL,SG,8.0,64.0,3.5,0.306,0.091,20.4,-0.1,0.0,-0.1,-0.049,,1970,False
163.0,Sam Williams,25.0,MIL,SG,11.0,44.0,13.7,0.468,0.458,9.2,0.0,0.0,0.0,0.032,,1970,False
164.0,George Reynolds,22.0,DET,,10.0,44.0,18.8,0.476,0.368,38.1,0.0,0.0,0.1,0.055,,1970,False
