Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,AST%,OWS,DWS,WS,WS/48,Awards,season,is_playoff
38.0,Joe Caldwell,25.0,STL,SF,81.0,2256.0,13.2,0.461,0.286,10.4,0.4,1.6,2.0,0.043,,1967,False
39.0,Wali Jones,24.0,PHI,PG,81.0,2249.0,12.9,0.486,0.271,16.5,1.9,2.0,4.0,0.084,,1967,False
40.0,Billy Cunningham,23.0,PHI,SF,81.0,2168.0,19.3,0.513,0.461,12.7,4.4,2.5,6.8,0.151,,1967,False
41.0,Joe Strawder,26.0,DET,C,79.0,2156.0,12.3,0.484,0.397,4.9,1.2,3.1,4.3,0.096,,1967,False
42.0,Erwin Mueller,22.0,CHI,C,80.0,2136.0,13.3,0.474,0.272,8.6,1.0,2.4,3.5,0.078,,1967,False
43.0,Tom Van Arsdale,23.0,DET,SG,79.0,2134.0,12.6,0.465,0.391,12.3,0.7,2.4,3.1,0.069,,1967,False
44.0,Fred Hetzel,24.0,SFW,PF,77.0,2123.0,12.4,0.453,0.254,6.6,-0.2,3.0,2.9,0.065,,1967,False
45.0,Don Ohl,30.0,BAL,SG,58.0,2024.0,15.3,0.51,0.353,11.6,3.4,1.1,4.4,0.104,AS,1967,False
46.0,Dick Barnett,30.0,NYK,SG,67.0,1969.0,15.6,0.528,0.311,11.6,4.2,0.5,4.7,0.114,,1967,False
47.0,Tom Sanders,28.0,BOS,SF,81.0,1926.0,11.2,0.484,0.289,6.0,1.3,2.7,4.0,0.1,,1967,False
48.0,Connie Dierking,30.0,CIN,C,77.0,1905.0,12.0,0.443,0.247,10.6,-0.5,1.4,1.0,0.024,,1967,False
49.0,Larry Siegfried,27.0,BOS,PG,73.0,1891.0,16.2,0.522,0.417,17.5,3.7,2.7,6.4,0.163,,1967,False
50.0,Dave Stallworth,25.0,NYK,SF,76.0,1889.0,15.8,0.517,0.392,10.4,3.1,0.7,3.9,0.098,,1967,False
51.0,Tom Meschery,28.0,SFW,PF,72.0,1846.0,11.6,0.468,0.346,6.3,0.5,2.6,3.1,0.081,,1967,False
52.0,Jeff Mullins,24.0,SFW,SG,77.0,1835.0,15.8,0.49,0.233,16.6,1.9,2.7,4.5,0.119,,1967,False
53.0,Tom Hawkins,30.0,LAL,SF,76.0,1798.0,10.3,0.488,0.302,5.7,1.1,1.4,2.4,0.065,,1967,False
54.0,Gail Goodrich,23.0,LAL,SG,77.0,1780.0,15.2,0.518,0.434,15.3,3.1,1.3,4.4,0.119,,1967,False
55.0,Al Attles,30.0,SFW,PG,69.0,1764.0,10.2,0.48,0.323,17.9,0.9,2.6,3.5,0.096,,1967,False
56.0,Archie Clark,25.0,LAL,SG,76.0,1763.0,12.3,0.489,0.262,14.9,1.5,1.2,2.7,0.075,ROY-3,1967,False
57.0,Johnny Egan,28.0,BAL,PG,71.0,1743.0,13.0,0.499,0.351,20.1,1.9,1.2,3.1,0.086,,1967,False
58.0,Cazzie Russell,22.0,NYK,SF,77.0,1696.0,14.2,0.487,0.289,15.1,1.6,0.6,2.2,0.061,,1967,False
59.0,Jim King,25.0,SFW,SG,67.0,1667.0,13.7,0.477,0.323,18.0,1.0,2.5,3.5,0.101,,1967,False
60.0,Zelmo Beaty,27.0,STL,C,48.0,1661.0,16.5,0.528,0.375,5.1,3.1,1.4,4.5,0.131,,1967,False
61.0,Don Kojis,28.0,CHI,SF,78.0,1655.0,12.9,0.455,0.287,5.9,-0.1,2.0,1.9,0.056,,1967,False
62.0,Walt Hazzard,24.0,LAL,PG,79.0,1642.0,13.8,0.466,0.251,25.1,0.7,1.5,2.2,0.064,,1967,False
63.0,Em Bryant,28.0,NYK,PG,63.0,1593.0,10.0,0.435,0.198,17.4,-0.5,0.6,0.1,0.003,,1967,False
64.0,Paul Silas,23.0,STL,PF,77.0,1570.0,12.9,0.458,0.442,6.1,0.1,1.7,1.8,0.054,,1967,False
65.0,John Tresvant,27.0,DET,PF,68.0,1553.0,14.0,0.491,0.4,7.7,1.4,2.1,3.5,0.109,,1967,False
66.0,Jim Washington,23.0,CHI,PF,77.0,1475.0,11.4,0.439,0.263,5.1,-0.6,1.9,1.3,0.041,,1967,False
67.0,Keith Erickson,22.0,CHI,SF,76.0,1454.0,10.1,0.413,0.248,10.9,-1.6,1.7,0.2,0.005,,1967,False
68.0,Jim Barnes,25.0,LAL,PF,80.0,1398.0,11.0,0.485,0.376,4.1,0.9,1.2,2.1,0.071,,1967,False
69.0,McCoy McLemore,24.0,CHI,SF,79.0,1382.0,13.5,0.46,0.406,6.2,0.2,1.6,1.8,0.062,,1967,False
70.0,Reggie Harding,24.0,DET,C,74.0,1367.0,12.0,0.475,0.269,8.9,0.5,2.0,2.6,0.09,,1967,False
71.0,Jack Marin,22.0,BAL,SF,74.0,1323.0,14.4,0.498,0.296,7.8,1.6,0.9,2.5,0.09,,1967,False
72.0,Wayne Hightower,27.0,2TM,PF,72.0,1310.0,10.7,0.412,0.37,6.3,-1.5,1.3,-0.2,-0.007,,1967,False
72.0,Wayne Hightower,27.0,BAL,PF,43.0,746.0,10.2,0.407,0.403,6.0,-0.9,0.6,-0.3,-0.02,,1967,False
72.0,Wayne Hightower,27.0,DET,PF,29.0,564.0,11.4,0.418,0.332,6.7,-0.6,0.7,0.1,0.011,,1967,False
73.0,Rudy LaRusso,29.0,LAL,PF,45.0,1292.0,12.8,0.476,0.44,7.5,0.7,1.1,1.7,0.064,,1967,False
74.0,Ron Reed,24.0,DET,PF,62.0,1248.0,12.1,0.399,0.222,9.0,-2.0,1.8,-0.2,-0.006,,1967,False
75.0,Clyde Lee,22.0,SFW,C,74.0,1247.0,13.9,0.447,0.33,7.6,-0.2,2.3,2.1,0.08,,1967,False
76.0,John Barnhill,28.0,BAL,PG,53.0,1214.0,10.6,0.447,0.23,14.3,-0.1,0.8,0.7,0.026,,1967,False
77.0,Don Nelson,26.0,BOS,SF,79.0,1202.0,14.3,0.502,0.373,7.1,1.5,1.8,3.3,0.131,,1967,False
78.0,Jon McGlocklin,23.0,CIN,SF,60.0,1194.0,11.4,0.471,0.211,10.3,0.5,0.6,1.1,0.043,,1967,False
79.0,Rod Thorn,25.0,STL,PG,67.0,1166.0,14.7,0.493,0.328,14.3,1.3,0.8,2.1,0.086,,1967,False
80.0,Flynn Robinson,25.0,CIN,PG,76.0,1140.0,14.0,0.501,0.257,13.9,1.6,0.6,2.2,0.093,,1967,False
81.0,Bob Love,24.0,CIN,PF,66.0,1074.0,10.7,0.469,0.365,5.9,0.3,0.6,1.0,0.043,,1967,False
82.0,Gerry Ward,25.0,CHI,SG,76.0,1042.0,8.9,0.436,0.45,15.6,-0.3,1.2,1.0,0.045,,1967,False
83.0,Ben Warley,30.0,BAL,SF,62.0,1037.0,11.7,0.496,0.545,6.0,0.9,0.8,1.7,0.078,,1967,False
84.0,Gene Tormohlen,29.0,STL,C,63.0,1036.0,11.9,0.448,0.208,9.5,-0.2,1.0,0.8,0.039,,1967,False
85.0,Jerry Chambers,23.0,LAL,SF,69.0,1015.0,12.1,0.481,0.188,5.8,0.7,0.7,1.4,0.064,,1967,False
86.0,Bob Ferry,29.0,BAL,C,51.0,991.0,11.6,0.46,0.349,11.5,0.1,0.8,0.9,0.046,,1967,False
87.0,Barry Clemens,23.0,CHI,SF,60.0,986.0,10.4,0.455,0.203,5.4,0.0,1.0,0.9,0.045,,1967,False
88.0,Larry Costello,35.0,PHI,PG,49.0,976.0,11.9,0.541,0.454,16.5,1.7,0.9,2.5,0.125,,1967,False
89.0,Johnny Green,33.0,BAL,PF,61.0,948.0,16.6,0.475,0.474,8.3,0.6,0.9,1.5,0.075,,1967,False
90.0,Walt Wesley,22.0,CIN,C,64.0,909.0,8.6,0.406,0.369,2.6,-1.1,0.6,-0.4,-0.022,,1967,False
91.0,Mel Counts,25.0,2TM,C,56.0,860.0,13.9,0.459,0.224,8.1,0.1,0.9,1.0,0.054,,1967,False
91.0,Mel Counts,25.0,BAL,C,25.0,343.0,13.9,0.431,0.24,11.7,-0.2,0.4,0.2,0.021,,1967,False
91.0,Mel Counts,25.0,LAL,C,31.0,517.0,13.8,0.479,0.214,5.7,0.3,0.5,0.8,0.075,,1967,False
92.0,Matt Guokas,22.0,PHI,SG,69.0,808.0,7.5,0.434,0.399,14.4,-0.2,0.7,0.5,0.03,,1967,False
93.0,Dave Gambee,29.0,PHI,SF,63.0,757.0,13.8,0.509,0.362,6.9,1.1,0.8,1.9,0.118,,1967,False
94.0,Wayne Embry,29.0,BOS,C,72.0,729.0,14.4,0.445,0.401,7.7,-0.2,1.5,1.2,0.082,,1967,False
95.0,Len Chappell,26.0,2TM,PF,73.0,708.0,11.5,0.455,0.259,6.3,0.0,0.5,0.5,0.034,,1967,False
95.0,Len Chappell,26.0,CHI,PF,19.0,179.0,13.1,0.478,0.236,9.7,0.1,0.2,0.3,0.085,,1967,False
95.0,Len Chappell,26.0,CIN,C,54.0,529.0,11.0,0.445,0.268,5.2,-0.1,0.3,0.2,0.017,,1967,False
96.0,Bill Melchionni,22.0,PHI,PG,73.0,692.0,10.8,0.415,0.17,17.6,-0.7,0.7,-0.1,-0.005,,1967,False
97.0,Chico Vaughn,26.0,DET,SG,51.0,680.0,9.1,0.425,0.327,14.2,-0.4,0.7,0.4,0.026,,1967,False
98.0,Dick Snyder,22.0,STL,SG,55.0,676.0,12.3,0.464,0.183,12.6,0.2,0.4,0.6,0.045,,1967,False
99.0,George Wilson,24.0,2TM,C,55.0,573.0,10.5,0.419,0.368,3.5,-0.5,0.7,0.2,0.014,,1967,False
99.0,George Wilson,24.0,CIN,C,12.0,125.0,3.9,0.302,0.39,0.0,-0.4,0.1,-0.3,-0.12,,1967,False
99.0,George Wilson,24.0,CHI,C,43.0,448.0,12.3,0.445,0.363,4.5,-0.1,0.6,0.5,0.051,,1967,False
100.0,Neil Johnson,23.0,NYK,PF,51.0,522.0,9.4,0.419,0.503,8.9,-0.4,0.2,-0.2,-0.014,,1967,False
101.0,Henry Akin,22.0,NYK,PF,50.0,453.0,8.5,0.39,0.161,7.4,-0.9,0.2,-0.7,-0.073,,1967,False
102.0,Jim Barnett,22.0,BOS,SG,48.0,383.0,10.4,0.415,0.294,14.4,-0.5,0.5,0.0,0.003,,1967,False
103.0,Bud Olsen,26.0,SFW,PF,40.0,348.0,13.4,0.449,0.347,12.1,-0.1,0.5,0.5,0.068,,1967,False
104.0,Freddie Lewis,23.0,CIN,PG,32.0,334.0,10.5,0.436,0.268,15.8,-0.2,0.2,0.0,0.004,,1967,False
105.0,Joe Ellis,22.0,SFW,SF,41.0,333.0,13.1,0.437,0.152,10.5,-0.2,0.5,0.4,0.056,,1967,False
106.0,Dorie Murrey,23.0,DET,PF,35.0,311.0,10.0,0.463,0.659,4.9,0.1,0.4,0.5,0.072,,1967,False
107.0,Toby Kimball,24.0,BOS,PF,38.0,222.0,16.9,0.423,0.412,7.4,-0.2,0.6,0.4,0.097,,1967,False
108.0,Tommy Kron,23.0,STL,SG,32.0,221.0,8.8,0.351,0.218,26.5,-0.5,0.2,-0.3,-0.06,,1967,False
109.0,Dave Schellhase,22.0,CHI,PG,31.0,212.0,8.9,0.389,0.198,14.9,-0.4,0.2,-0.2,-0.045,,1967,False
110.0,Jim Ware,22.0,CIN,PF,33.0,201.0,6.1,0.335,0.175,3.8,-0.7,0.1,-0.5,-0.127,,1967,False
111.0,Freddie Crawford,25.0,NYK,SG,19.0,192.0,11.6,0.422,0.328,8.9,-0.2,0.1,-0.2,-0.042,,1967,False
112.0,Hank Finkel,24.0,LAL,C,27.0,141.0,7.7,0.392,0.255,4.2,-0.2,0.2,0.0,-0.005,,1967,False
113.0,Tom Hoover,26.0,STL,C,17.0,129.0,5.8,0.422,0.419,7.7,-0.1,0.1,0.0,0.018,,1967,False
114.0,John Block,22.0,LAL,PF,22.0,118.0,15.1,0.478,0.654,5.3,0.1,0.1,0.2,0.079,,1967,False
115.0,Dave Deutsch,21.0,NYK,,19.0,93.0,2.4,0.234,0.556,18.6,-0.5,0.0,-0.5,-0.24,,1967,False
116.0,Ron Watts,23.0,BOS,,27.0,89.0,8.4,0.351,0.523,1.4,-0.3,0.2,-0.1,-0.073,,1967,False
117.0,Wayne Molis,23.0,NYK,C,13.0,75.0,11.7,0.397,0.255,3.9,-0.2,0.0,-0.2,-0.099,,1967,False
118.0,Bob Warlick,25.0,SFW,SG,12.0,65.0,10.4,0.317,0.212,20.7,-0.4,0.1,-0.3,-0.207,,1967,False
119.0,Nate Bowman,23.0,CHI,C,9.0,65.0,9.8,0.449,0.381,3.9,0.0,0.1,0.1,0.067,,1967,False
120.0,Johnny Austin,22.0,BAL,SG,4.0,61.0,5.7,0.396,0.727,7.7,-0.1,0.0,-0.1,-0.043,,1967,False
121.0,Bob Weiss,24.0,PHI,PG,6.0,29.0,14.3,0.492,0.5,41.6,0.0,0.0,0.1,0.122,,1967,False
122.0,Bob Hogsett,26.0,DET,PF,7.0,22.0,12.7,0.429,0.375,6.8,0.0,0.0,0.0,-0.016,,1967,False
123.0,George Lee,30.0,SFW,,1.0,5.0,77.0,0.847,1.75,0.0,0.1,0.0,0.1,1.384,,1967,False
,League Average,,,,,,,0.493,0.352,12.3,,,,,,1967,False
