Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,OWS,DWS,WS,WS/48,Awards,season,is_playoff
29.0,Frank Selvy,28.0,LAL,SG,77.0,2153.0,11.8,0.468,0.364,1.9,2.2,4.1,0.092,,1961,False
30.0,Clyde Lovellette,31.0,STL,C,67.0,2111.0,20.5,0.502,0.249,5.1,3.4,8.5,0.193,"MVP-13,AS",1961,False
31.0,Dave Gambee,23.0,SYR,SF,79.0,2090.0,14.7,0.492,0.372,3.3,2.0,5.3,0.121,,1961,False
32.0,Dick Barnett,24.0,SYR,SG,78.0,2070.0,17.1,0.492,0.282,4.1,1.7,5.8,0.135,,1961,False
33.0,Phil Jordon,27.0,2TM,C,79.0,2064.0,13.3,0.437,0.308,0.3,0.4,0.6,0.015,,1961,False
33.0,Phil Jordon,27.0,CIN,C,48.0,1140.0,14.6,0.448,0.313,0.5,0.1,0.6,0.023,,1961,False
33.0,Phil Jordon,27.0,NYK,C,31.0,924.0,11.8,0.424,0.301,-0.2,0.3,0.1,0.005,,1961,False
34.0,Walter Dukes,30.0,DET,C,73.0,2044.0,16.3,0.484,0.567,2.4,1.4,3.7,0.088,AS,1961,False
35.0,Sam Jones,27.0,BOS,SG,78.0,2028.0,17.7,0.493,0.251,3.9,4.2,8.1,0.191,,1961,False
36.0,Frank Ramsey,29.0,BOS,SG,79.0,2019.0,15.2,0.474,0.322,2.7,3.8,6.5,0.155,,1961,False
37.0,Andy Johnson,28.0,PHW,PF,79.0,2000.0,8.6,0.395,0.33,-1.7,2.0,0.3,0.007,,1961,False
38.0,Si Green,27.0,STL,SG,76.0,1968.0,10.5,0.423,0.344,-0.2,2.8,2.6,0.063,,1961,False
39.0,Lenny Wilkens,23.0,STL,PG,75.0,1898.0,13.4,0.481,0.383,2.4,2.4,4.9,0.123,,1961,False
40.0,Tom Hawkins,24.0,LAL,SF,78.0,1846.0,12.1,0.462,0.327,1.2,2.0,3.2,0.084,,1961,False
41.0,Johnny Green,27.0,NYK,PF,78.0,1784.0,16.1,0.453,0.367,0.8,0.8,1.7,0.045,,1961,False
42.0,George Lee,24.0,DET,SF,74.0,1735.0,14.6,0.472,0.508,1.8,0.8,2.6,0.073,,1961,False
43.0,Bob Ferry,23.0,DET,C,79.0,1657.0,16.5,0.5,0.329,3.1,0.8,3.9,0.113,,1961,False
44.0,Jim Krebs,25.0,LAL,C,75.0,1655.0,10.0,0.421,0.134,-0.6,1.8,1.3,0.037,,1961,False
45.0,Chuck Noble,29.0,DET,SG,75.0,1655.0,8.1,0.384,0.203,-1.2,0.7,-0.5,-0.014,,1961,False
46.0,Barney Cable,25.0,SYR,SF,75.0,1642.0,11.4,0.487,0.188,1.7,1.6,3.3,0.096,,1961,False
47.0,Shellie McMillon,24.0,DET,SF,78.0,1636.0,13.3,0.466,0.267,1.4,0.8,2.2,0.063,,1961,False
48.0,K.C. Jones,28.0,BOS,PG,78.0,1605.0,11.0,0.409,0.466,-0.6,3.6,3.0,0.089,,1961,False
49.0,Bob Boozer,23.0,CIN,PF,79.0,1573.0,13.0,0.468,0.41,1.3,0.1,1.4,0.042,,1961,False
50.0,Al Attles,24.0,PHW,PG,77.0,1544.0,8.8,0.44,0.298,0.4,1.5,1.9,0.058,,1961,False
51.0,Bill Sharman,34.0,BOS,SG,61.0,1538.0,17.0,0.484,0.251,2.7,2.7,5.4,0.169,,1961,False
52.0,Ray Felix,30.0,LAL,C,78.0,1510.0,9.6,0.433,0.38,-0.1,1.9,1.8,0.057,,1961,False
53.0,Woody Sauldsberry,26.0,STL,PF,69.0,1491.0,6.1,0.318,0.13,-5.1,2.2,-2.8,-0.091,,1961,False
54.0,Charlie Tyra,25.0,NYK,PF,59.0,1404.0,10.2,0.414,0.315,-0.6,0.5,-0.2,-0.006,,1961,False
55.0,Kenny Sears,27.0,NYK,SF,52.0,1396.0,16.1,0.527,0.572,3.6,0.4,4.0,0.138,MVP-16,1961,False
56.0,Bob McNeill,22.0,NYK,PG,75.0,1387.0,10.4,0.453,0.295,0.8,0.4,1.2,0.043,,1961,False
57.0,Mike Farmer,24.0,2TM,SF,59.0,1301.0,10.2,0.427,0.204,-0.2,0.1,-0.1,-0.004,,1961,False
57.0,Mike Farmer,24.0,NYK,SF,2.0,6.0,-4.8,0.0,0.0,0.0,0.0,0.0,-0.17,,1961,False
57.0,Mike Farmer,24.0,CIN,SF,57.0,1295.0,10.2,0.428,0.204,-0.1,0.1,-0.1,-0.003,,1961,False
58.0,Ed Conlin,27.0,PHW,SF,77.0,1294.0,10.0,0.406,0.232,-0.9,1.4,0.5,0.018,,1961,False
59.0,Gene Conley,30.0,BOS,PF,75.0,1242.0,11.0,0.42,0.309,-0.5,3.2,2.8,0.107,,1961,False
60.0,Hub Reed,24.0,CIN,C,75.0,1216.0,10.2,0.475,0.335,0.9,0.1,1.0,0.039,,1961,False
61.0,Ralph Davis,22.0,CIN,SG,73.0,1210.0,8.2,0.418,0.115,-0.2,0.1,-0.2,-0.007,,1961,False
62.0,Larry Foust,32.0,STL,C,68.0,1208.0,13.7,0.475,0.425,1.3,1.8,3.1,0.124,,1961,False
63.0,Jim Loscutoff,30.0,BOS,SF,76.0,1153.0,3.3,0.329,0.159,-2.9,2.0,-0.9,-0.036,,1961,False
64.0,Swede Halbrook,28.0,SYR,C,79.0,1131.0,8.9,0.368,0.302,-1.8,1.5,-0.3,-0.015,,1961,False
65.0,Tom Sanders,22.0,BOS,SF,68.0,1084.0,11.7,0.458,0.284,0.5,2.5,3.0,0.132,,1961,False
66.0,Dave Budd,22.0,NYK,SF,61.0,1075.0,10.7,0.475,0.371,0.9,0.3,1.2,0.055,,1961,False
67.0,Al Ferrari,27.0,STL,SG,63.0,1031.0,8.5,0.434,0.354,0.2,1.2,1.4,0.066,,1961,False
68.0,Joe Graboski,31.0,PHW,PF,68.0,1011.0,10.1,0.396,0.361,-1.1,1.1,0.0,0.0,,1961,False
69.0,Jackie Moreland,22.0,DET,PF,64.0,1003.0,11.7,0.437,0.277,0.1,0.5,0.5,0.026,,1961,False
70.0,Darrall Imhoff,22.0,NYK,C,62.0,994.0,8.7,0.416,0.31,-0.3,0.3,0.0,0.001,,1961,False
71.0,Larry Staverman,24.0,CIN,PF,66.0,944.0,11.8,0.519,0.373,1.4,0.1,1.4,0.072,,1961,False
72.0,Phil Rollins,27.0,3TM,,61.0,816.0,8.9,0.416,0.3,-0.2,0.3,0.1,0.007,,1961,False
72.0,Phil Rollins,27.0,STL,,7.0,71.0,5.2,0.414,0.2,0.0,0.1,0.1,0.043,,1961,False
72.0,Phil Rollins,27.0,CIN,SG,14.0,86.0,5.3,0.356,0.219,-0.1,0.0,-0.1,-0.07,,1961,False
72.0,Phil Rollins,27.0,NYK,SG,40.0,659.0,9.8,0.424,0.32,0.0,0.2,0.2,0.013,,1961,False
73.0,Joe Roberts,24.0,SYR,SF,68.0,800.0,9.9,0.406,0.296,-0.6,0.8,0.2,0.014,,1961,False
74.0,Fred LaCour,22.0,STL,SF,55.0,722.0,13.8,0.465,0.285,0.6,1.1,1.7,0.113,,1961,False
75.0,Win Wilfong,27.0,CIN,PG,62.0,717.0,9.7,0.413,0.292,-0.3,0.0,-0.3,-0.018,,1961,False
76.0,Jim Palmer,27.0,NYK,C,55.0,688.0,9.8,0.434,0.21,0.0,0.2,0.2,0.013,,1961,False
77.0,Al Bianchi,28.0,SYR,PG,52.0,667.0,8.8,0.389,0.254,-0.8,0.6,-0.1,-0.01,,1961,False
78.0,Vern Hatton,25.0,PHW,SG,54.0,610.0,7.6,0.365,0.184,-1.1,0.6,-0.5,-0.043,,1961,False
79.0,Slick Leonard,28.0,LAL,PG,55.0,600.0,8.1,0.384,0.483,-0.6,0.6,0.1,0.006,,1961,False
80.0,Willie Jones,24.0,DET,PG,35.0,452.0,10.0,0.402,0.292,-0.3,0.2,-0.1,-0.013,,1961,False
81.0,Howie Jolliff,22.0,LAL,PF,46.0,352.0,8.2,0.341,0.163,-0.8,0.5,-0.3,-0.037,,1961,False
82.0,Archie Dees,24.0,DET,C,28.0,308.0,12.9,0.466,0.348,0.3,0.1,0.4,0.062,,1961,False
83.0,Jack George,32.0,NYK,PG,16.0,268.0,7.7,0.386,0.323,-0.2,0.1,-0.1,-0.025,,1961,False
84.0,Dave Piontek,26.0,STL,SF,29.0,254.0,13.7,0.502,0.323,0.4,0.4,0.8,0.142,,1961,False
85.0,Joe Ruklick,22.0,PHW,PF,29.0,223.0,7.8,0.374,0.108,-0.4,0.2,-0.2,-0.035,,1961,False
86.0,Carl Braun,33.0,NYK,PG,15.0,218.0,14.8,0.499,0.177,0.4,0.1,0.4,0.097,,1961,False
87.0,Gene Guarilia,23.0,BOS,SF,25.0,209.0,9.7,0.401,0.106,-0.2,0.4,0.3,0.06,,1961,False
88.0,Gary Alcorn,24.0,LAL,C,20.0,174.0,2.5,0.356,0.2,-0.2,0.2,0.0,-0.002,,1961,False
89.0,Ron Johnson,22.0,2TM,,14.0,103.0,7.5,0.366,0.395,-0.2,0.1,-0.1,-0.054,,1961,False
89.0,Ron Johnson,22.0,DET,,6.0,60.0,11.0,0.429,0.467,0.0,0.0,0.0,0.005,,1961,False
89.0,Ron Johnson,22.0,LAL,,8.0,43.0,2.6,0.209,0.231,-0.2,0.1,-0.1,-0.136,,1961,False
90.0,Ernie Beck,29.0,2TM,SG,10.0,82.0,12.5,0.405,0.241,0.0,0.1,0.1,0.064,,1961,False
90.0,Ernie Beck,29.0,STL,SG,7.0,62.0,12.1,0.409,0.238,0.0,0.1,0.1,0.071,,1961,False
90.0,Ernie Beck,29.0,SYR,SG,3.0,20.0,13.6,0.394,0.25,0.0,0.0,0.0,0.039,,1961,False
91.0,Pickles Kennedy,22.0,PHW,,7.0,52.0,3.8,0.254,0.286,-0.2,0.1,-0.1,-0.134,,1961,False
92.0,Whitey Bell,28.0,NYK,PG,5.0,45.0,4.8,0.388,0.167,-0.1,0.0,0.0,-0.043,,1961,False
93.0,Cal Ramsey,23.0,SYR,SF,2.0,27.0,0.5,0.235,0.364,-0.1,0.0,-0.1,-0.173,,1961,False
,League Average,,,,,,,0.469,0.342,,,,,,1961,False
