Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,OWS,DWS,WS,WS/48,Awards,season,is_playoff
1.0,Dolph Schayes,28.0,SYR,PF,72.0,2851.0,24.6,0.502,0.528,8.8,3.7,12.5,0.211,"MVP-4,AS,NBA1",1957,False
2.0,Paul Arizin,28.0,PHW,SF,71.0,2767.0,22.4,0.515,0.491,10.7,1.6,12.3,0.213,"MVP-3,AS,NBA1",1957,False
3.0,Maurice Stokes,23.0,ROC,PF,72.0,2761.0,20.1,0.396,0.308,-1.3,6.8,5.5,0.096,"MVP-6,AS,NBA2",1957,False
4.0,George Yardley,28.0,FTW,SF,72.0,2691.0,22.0,0.498,0.502,8.0,2.1,10.0,0.179,"MVP-5,AS,NBA2",1957,False
5.0,Mel Hutchins,28.0,FTW,PF,72.0,2647.0,13.1,0.426,0.216,0.9,1.9,2.8,0.05,"MVP-8,AS",1957,False
6.0,Ed Macauley,28.0,STL,PF,72.0,2582.0,17.0,0.496,0.485,6.1,2.2,8.3,0.154,AS,1957,False
7.0,Neil Johnston,27.0,PHW,C,69.0,2531.0,26.9,0.544,0.557,11.6,2.1,13.7,0.259,"AS,NBA2",1957,False
8.0,Kenny Sears,23.0,NYK,SF,72.0,2516.0,16.7,0.517,0.591,6.4,1.6,8.0,0.153,MVP-8,1957,False
9.0,Joe Graboski,27.0,PHW,PF,72.0,2501.0,12.7,0.41,0.288,-0.5,1.6,1.1,0.021,,1957,False
10.0,Clyde Lovellette,27.0,MNL,C,69.0,2492.0,22.1,0.471,0.296,5.0,3.2,8.2,0.157,AS,1957,False
11.0,Bob Pettit,24.0,STL,C,71.0,2491.0,28.3,0.494,0.463,8.4,3.2,11.6,0.224,"MVP-2,AS,NBA1",1957,False
12.0,Gene Shue,25.0,FTW,PG,72.0,2470.0,13.9,0.463,0.445,3.0,1.7,4.6,0.09,,1957,False
13.0,Dick Garmaker,24.0,MNL,SG,72.0,2406.0,16.8,0.488,0.429,5.5,2.0,7.5,0.15,"AS,NBA2",1957,False
14.0,Bill Sharman,30.0,BOS,SG,67.0,2403.0,19.6,0.495,0.339,7.0,3.4,10.4,0.207,"AS,NBA1",1957,False
15.0,Slater Martin,31.0,2TM,PG,66.0,2401.0,10.6,0.415,0.395,0.5,1.9,2.4,0.047,"AS,NBA2",1957,False
15.0,Slater Martin,31.0,NYK,PG,13.0,426.0,10.1,0.461,0.552,0.4,0.2,0.6,0.072,,1957,False
15.0,Slater Martin,31.0,STL,PG,53.0,1975.0,10.7,0.408,0.372,0.1,1.7,1.7,0.042,,1957,False
16.0,Bob Cousy,28.0,BOS,PG,64.0,2364.0,21.2,0.452,0.35,4.0,4.7,8.8,0.178,"MVP-1,AS,NBA1",1957,False
17.0,Carl Braun,29.0,NYK,PG,72.0,2345.0,13.9,0.444,0.305,2.3,1.4,3.7,0.077,AS,1957,False
18.0,Jack McMahon,28.0,STL,SG,72.0,2344.0,9.3,0.376,0.31,-1.3,2.1,0.8,0.016,,1957,False
19.0,Jack Twyman,22.0,ROC,SG,72.0,2338.0,17.1,0.496,0.355,6.2,2.6,8.8,0.18,"MVP-8,AS",1957,False
20.0,Ed Conlin,23.0,SYR,SG,71.0,2250.0,15.5,0.45,0.411,2.5,2.2,4.7,0.101,,1957,False
21.0,Nat Clifton,34.0,NYK,PF,71.0,2231.0,12.2,0.417,0.265,0.2,1.6,1.8,0.04,AS,1957,False
22.0,Jack George,28.0,PHW,SG,67.0,2229.0,11.8,0.402,0.391,-0.2,1.4,1.2,0.026,AS,1957,False
23.0,Jim Loscutoff,26.0,BOS,SF,70.0,2220.0,11.1,0.383,0.211,-2.0,4.1,2.1,0.046,,1957,False
24.0,Vern Mikkelsen,28.0,MNL,PF,72.0,2198.0,16.2,0.474,0.496,3.7,2.4,6.1,0.134,AS,1957,False
25.0,Red Kerr,24.0,SYR,C,72.0,2191.0,17.5,0.462,0.378,2.7,2.7,5.4,0.117,,1957,False
26.0,Tom Heinsohn,22.0,BOS,PF,72.0,2150.0,18.1,0.456,0.305,3.0,4.1,7.1,0.16,"ROY-1,AS",1957,False
27.0,Jack Coleman,32.0,STL,PF,72.0,2145.0,14.7,0.446,0.208,1.7,2.4,4.1,0.091,,1957,False
28.0,Dick Ricketts,23.0,ROC,C,72.0,2114.0,10.7,0.402,0.342,-0.8,2.8,2.0,0.046,,1957,False
29.0,Larry Costello,25.0,PHW,PG,72.0,2111.0,11.4,0.46,0.447,2.1,1.3,3.4,0.077,,1957,False
30.0,Richie Regan,26.0,ROC,PG,71.0,2100.0,10.1,0.394,0.301,-0.9,2.5,1.6,0.037,AS,1957,False
31.0,Earl Lloyd,28.0,SYR,SF,72.0,1965.0,10.2,0.422,0.261,0.4,1.8,2.2,0.054,,1957,False
32.0,Harry Gallatin,29.0,NYK,PF,72.0,1943.0,23.1,0.516,0.635,6.4,1.6,8.1,0.199,"MVP-8,AS",1957,False
33.0,Slick Leonard,24.0,MNL,PG,72.0,1943.0,11.5,0.407,0.278,-0.3,1.6,1.3,0.032,,1957,False
34.0,Walter Dukes,26.0,MNL,C,71.0,1866.0,15.8,0.453,0.612,1.8,2.4,4.2,0.108,,1957,False
35.0,Chuck Mencel,23.0,MNL,PG,72.0,1848.0,12.6,0.419,0.349,0.5,1.7,2.2,0.058,,1957,False
36.0,Bob Harrison,29.0,2TM,,66.0,1810.0,8.6,0.422,0.207,0.5,1.3,1.8,0.048,,1957,False
36.0,Bob Harrison,29.0,STL,,10.0,48.0,5.1,0.362,0.258,-0.1,0.0,-0.1,-0.06,,1957,False
36.0,Bob Harrison,29.0,SYR,SG,56.0,1762.0,8.7,0.425,0.204,0.6,1.3,1.9,0.051,,1957,False
37.0,Richie Guerin,24.0,NYK,SG,72.0,1793.0,12.9,0.42,0.418,0.5,1.3,1.7,0.046,,1957,False
38.0,Willie Naulls,22.0,2TM,,71.0,1778.0,13.9,0.396,0.238,-1.2,1.6,0.4,0.012,,1957,False
38.0,Willie Naulls,22.0,STL,,19.0,438.0,15.5,0.411,0.284,-0.1,0.5,0.4,0.046,,1957,False
38.0,Willie Naulls,22.0,NYK,PF,52.0,1340.0,13.3,0.391,0.222,-1.1,1.1,0.0,0.0,,1957,False
39.0,Dave Piontek,22.0,ROC,SF,71.0,1759.0,13.5,0.443,0.287,1.3,2.3,3.7,0.1,,1957,False
40.0,Ernie Beck,25.0,PHW,SG,72.0,1743.0,11.8,0.434,0.309,1.0,1.1,2.1,0.057,,1957,False
41.0,Billy Kenville,26.0,FTW,SG,71.0,1701.0,12.3,0.413,0.359,0.2,1.2,1.4,0.039,,1957,False
42.0,Bill Russell,22.0,BOS,C,48.0,1695.0,21.1,0.45,0.476,1.6,4.6,6.2,0.176,MVP-7,1957,False
43.0,Chuck Share,29.0,STL,C,72.0,1673.0,19.0,0.522,0.735,4.7,2.0,6.7,0.193,,1957,False
44.0,Ray Felix,26.0,NYK,C,72.0,1622.0,19.0,0.497,0.523,4.2,1.3,5.5,0.162,MVP-8,1957,False
