Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,AST%,OWS,DWS,WS,WS/48,Awards,season,is_playoff
1.0,Wilt Chamberlain,31.0,PHI,C,82.0,3836.0,24.7,0.557,0.677,23.2,9.7,10.7,20.4,0.255,"MVP-1,AS,NBA1",1968,False
2.0,Jerry Lucas,27.0,CIN,PF,82.0,3619.0,19.8,0.565,0.327,9.5,8.8,1.3,10.1,0.133,"AS,NBA1",1968,False
3.0,Hal Greer,31.0,PHI,SG,82.0,3263.0,17.1,0.529,0.338,14.9,6.9,4.3,11.2,0.165,"AS,NBA2",1968,False
4.0,Dave Bing,24.0,DET,PG,79.0,3209.0,18.5,0.49,0.353,23.0,3.8,2.5,6.2,0.093,"MVP-4,AS,NBA1",1968,False
5.0,Bill Bridges,28.0,STL,PF,82.0,3197.0,15.6,0.523,0.48,10.8,4.5,4.2,8.6,0.129,AS,1968,False
6.0,Lenny Wilkens,30.0,STL,PG,82.0,3169.0,19.0,0.525,0.571,30.2,6.3,3.8,10.1,0.153,"MVP-2,AS",1968,False
7.0,Dave DeBusschere,27.0,DET,SF,80.0,3125.0,15.0,0.483,0.336,7.6,1.8,2.9,4.7,0.072,AS,1968,False
8.0,Zelmo Beaty,28.0,STL,C,82.0,3068.0,19.3,0.555,0.437,8.4,8.2,3.6,11.8,0.185,AS,1968,False
9.0,Archie Clark,26.0,LAL,PG,81.0,3039.0,15.5,0.53,0.367,15.3,5.8,2.0,7.9,0.124,AS,1968,False
10.0,Elgin Baylor,33.0,LAL,SF,77.0,3029.0,21.0,0.505,0.363,16.4,4.9,3.2,8.0,0.127,"MVP-3,AS,NBA1",1968,False
11.0,Earl Monroe,23.0,BAL,SG,82.0,3012.0,19.3,0.518,0.396,16.8,6.2,3.1,9.3,0.148,ROY-1,1968,False
12.0,Bob Boozer,30.0,CHI,PF,77.0,2988.0,18.6,0.552,0.423,6.0,7.7,2.9,10.6,0.17,AS,1968,False
13.0,Bill Russell,33.0,BOS,C,78.0,2953.0,17.0,0.461,0.536,14.9,0.4,7.8,8.2,0.133,"AS,NBA2",1968,False
14.0,Ray Scott,29.0,BAL,PF,81.0,2924.0,16.0,0.479,0.376,7.5,1.5,3.9,5.5,0.09,,1968,False
15.0,John Havlicek,27.0,BOS,SG,82.0,2921.0,17.7,0.486,0.292,18.6,2.7,4.9,7.6,0.125,"AS,NBA2",1968,False
16.0,Willis Reed,25.0,NYK,PF,81.0,2879.0,19.5,0.537,0.378,7.9,6.5,3.5,10.0,0.167,"AS,NBA2",1968,False
17.0,Tom Meschery,29.0,SEA,SF,82.0,2857.0,13.4,0.513,0.342,8.6,3.2,1.6,4.8,0.081,,1968,False
18.0,Rudy LaRusso,30.0,SFW,PF,79.0,2819.0,17.5,0.514,0.476,9.2,4.8,3.7,8.6,0.146,AS,1968,False
19.0,Jeff Mullins,25.0,SFW,SG,79.0,2805.0,15.1,0.484,0.247,17.9,2.2,3.6,5.7,0.098,,1968,False
20.0,Bailey Howell,31.0,BOS,PF,82.0,2801.0,18.1,0.527,0.345,6.7,5.6,4.5,10.1,0.174,,1968,False
21.0,Adrian Smith,31.0,CIN,SG,82.0,2783.0,12.4,0.531,0.373,12.9,4.7,0.5,5.2,0.089,,1968,False
22.0,Oscar Robertson,29.0,CIN,PG,65.0,2765.0,24.6,0.588,0.5,33.2,11.5,0.8,12.3,0.214,"MVP-5,AS,NBA1",1968,False
23.0,Leroy Ellis,27.0,BAL,C,78.0,2719.0,13.7,0.522,0.358,7.3,3.2,3.3,6.4,0.114,,1968,False
24.0,Clyde Lee,23.0,SFW,C,82.0,2699.0,13.4,0.468,0.375,6.4,0.5,4.6,5.1,0.09,AS,1968,False
25.0,Walt Bellamy,28.0,NYK,C,82.0,2695.0,19.1,0.583,0.56,8.3,7.9,3.3,11.1,0.198,,1968,False
26.0,Walt Hazzard,25.0,SEA,PG,79.0,2666.0,19.4,0.497,0.333,27.2,3.9,1.4,5.3,0.096,AS,1968,False
27.0,Paul Silas,24.0,STL,PF,82.0,2652.0,15.9,0.519,0.487,8.4,3.5,3.4,6.9,0.125,,1968,False
28.0,Joe Caldwell,26.0,STL,SF,79.0,2641.0,13.2,0.48,0.238,13.6,1.6,2.2,3.7,0.068,,1968,False
29.0,Connie Dierking,31.0,CIN,C,81.0,2637.0,15.5,0.509,0.266,10.0,3.4,0.7,4.2,0.076,,1968,False
30.0,Chet Walker,27.0,PHI,SF,82.0,2623.0,15.9,0.521,0.455,7.5,4.5,3.7,8.2,0.15,,1968,False
31.0,Luke Jackson,26.0,PHI,PF,82.0,2570.0,12.4,0.471,0.249,6.4,0.6,4.5,5.1,0.095,,1968,False
32.0,Don Kojis,29.0,SDR,SF,69.0,2548.0,16.0,0.496,0.347,9.9,2.7,2.3,5.0,0.094,AS,1968,False
33.0,Jim Washington,24.0,CHI,C,82.0,2525.0,14.7,0.494,0.299,6.3,2.0,2.9,4.9,0.093,,1968,False
34.0,Toby Kimball,25.0,SDR,PF,81.0,2519.0,12.0,0.432,0.342,7.7,-1.5,2.7,1.2,0.023,,1968,False
35.0,Happy Hairston,25.0,2TM,PF,74.0,2517.0,16.0,0.545,0.529,5.1,5.5,1.0,6.5,0.124,,1968,False
35.0,Happy Hairston,25.0,CIN,PF,48.0,1625.0,15.2,0.55,0.47,4.9,3.6,0.3,4.0,0.117,,1968,False
35.0,Happy Hairston,25.0,DET,PF,26.0,892.0,17.3,0.537,0.633,5.4,1.8,0.7,2.5,0.137,,1968,False
36.0,Dick Barnett,31.0,NYK,SG,81.0,2488.0,16.4,0.54,0.38,13.9,6.0,1.8,7.7,0.149,AS,1968,False
37.0,John Tresvant,28.0,2TM,PF,85.0,2473.0,13.2,0.503,0.443,8.3,2.4,1.7,4.1,0.079,,1968,False
37.0,John Tresvant,28.0,DET,PF,55.0,1671.0,14.4,0.51,0.466,8.7,1.9,1.5,3.4,0.098,,1968,False
37.0,John Tresvant,28.0,CIN,PF,30.0,802.0,10.6,0.488,0.393,7.4,0.5,0.2,0.7,0.04,,1968,False
38.0,Tom Hawkins,31.0,LAL,PF,78.0,2463.0,10.3,0.513,0.294,5.9,2.5,1.6,4.1,0.08,,1968,False
39.0,Jerry Sloan,25.0,CHI,SG,77.0,2454.0,13.2,0.455,0.403,12.8,-0.1,2.7,2.6,0.051,,1968,False
40.0,Bob Rule,23.0,SEA,C,82.0,2424.0,17.4,0.532,0.455,5.7,5.1,1.4,6.4,0.127,,1968,False
41.0,Sam Jones,34.0,BOS,SG,73.0,2408.0,18.3,0.513,0.279,13.2,4.5,3.2,7.7,0.154,AS,1968,False
42.0,Fred Hetzel,25.0,SFW,SF,77.0,2394.0,15.8,0.488,0.368,7.9,2.3,2.8,5.1,0.102,,1968,False
43.0,Al Tucker,24.0,SEA,PF,81.0,2368.0,12.0,0.48,0.266,6.1,1.1,1.2,2.3,0.046,,1968,False
44.0,Dick Van Arsdale,24.0,NYK,SG,78.0,2348.0,11.7,0.491,0.468,12.4,1.7,2.1,3.8,0.077,,1968,False
45.0,Eddie Miles,27.0,DET,SG,76.0,2303.0,16.6,0.523,0.313,13.2,4.5,1.4,5.9,0.123,,1968,False
46.0,Kevin Loughery,27.0,BAL,PG,77.0,2297.0,13.3,0.47,0.348,15.2,0.9,2.1,3.0,0.063,,1968,False
47.0,Cazzie Russell,23.0,NYK,SF,82.0,2296.0,16.7,0.514,0.293,12.4,4.0,1.9,5.9,0.124,,1968,False
48.0,Darrall Imhoff,29.0,LAL,C,82.0,2271.0,14.5,0.516,0.467,10.9,2.3,2.6,4.9,0.104,,1968,False
49.0,Gus Johnson,29.0,BAL,SF,60.0,2271.0,17.1,0.497,0.261,9.7,2.3,3.0,5.3,0.112,AS,1968,False
50.0,Keith Erickson,23.0,CHI,SF,78.0,2257.0,12.8,0.45,0.273,16.6,-0.3,2.4,2.1,0.044,,1968,False
51.0,Nate Thurmond,26.0,SFW,C,51.0,2222.0,19.0,0.466,0.471,13.0,0.5,4.7,5.2,0.112,AS,1968,False
52.0,McCoy McLemore,25.0,CHI,SF,76.0,2100.0,12.7,0.454,0.294,8.8,-0.3,2.0,1.7,0.038,,1968,False
53.0,Billy Cunningham,24.0,PHI,SF,74.0,2076.0,18.6,0.499,0.432,12.0,3.0,3.4,6.4,0.148,,1968,False
54.0,Wali Jones,25.0,PHI,PG,77.0,2058.0,10.9,0.436,0.194,14.9,-1.3,2.5,1.3,0.029,,1968,False
55.0,Gail Goodrich,24.0,LAL,SG,79.0,2057.0,14.9,0.555,0.483,12.9,5.0,1.3,6.3,0.146,,1968,False
56.0,Flynn Robinson,26.0,2TM,PG,75.0,2046.0,17.2,0.505,0.348,16.1,3.1,1.9,4.9,0.116,,1968,False
56.0,Flynn Robinson,26.0,CIN,PG,2.0,16.0,12.4,0.344,0.7,42.2,-0.1,0.0,-0.1,-0.208,,1968,False
56.0,Flynn Robinson,26.0,CHI,PG,73.0,2030.0,17.2,0.507,0.344,15.9,3.2,1.8,5.0,0.119,,1968,False
57.0,Jack Marin,23.0,BAL,SF,82.0,2037.0,15.9,0.518,0.337,7.5,3.3,2.0,5.4,0.126,,1968,False
58.0,Joe Strawder,27.0,DET,C,73.0,2029.0,10.1,0.5,0.471,4.9,1.2,1.7,3.0,0.07,,1968,False
59.0,Al Attles,31.0,SFW,PG,67.0,1992.0,12.5,0.515,0.4,24.8,2.2,2.9,5.2,0.124,,1968,False
60.0,Tom Sanders,29.0,BOS,SF,78.0,1981.0,11.4,0.493,0.369,6.4,1.5,2.9,4.3,0.105,,1968,False
61.0,Larry Siegfried,28.0,BOS,PG,62.0,1937.0,13.1,0.506,0.432,18.6,2.2,2.9,5.1,0.126,,1968,False
62.0,Terry Dischinger,27.0,DET,SF,78.0,1936.0,16.2,0.549,0.39,7.9,4.4,1.5,5.8,0.144,,1968,False
63.0,Jerry West,29.0,LAL,SG,51.0,1919.0,23.2,0.59,0.521,22.6,8.0,1.6,9.6,0.241,"AS,NBA2",1968,False
64.0,Don Ohl,31.0,2TM,PG,70.0,1919.0,13.0,0.49,0.285,11.6,1.7,1.4,3.2,0.079,,1968,False
64.0,Don Ohl,31.0,BAL,PG,39.0,1096.0,13.4,0.481,0.276,10.6,0.7,0.9,1.6,0.069,,1968,False
64.0,Don Ohl,31.0,STL,PG,31.0,823.0,12.5,0.504,0.299,12.9,1.0,0.6,1.6,0.093,,1968,False
65.0,John Barnhill,29.0,SDR,PG,75.0,1883.0,11.4,0.463,0.334,18.4,0.3,1.4,1.7,0.044,,1968,False
66.0,Jon McGlocklin,24.0,SDR,SG,65.0,1876.0,11.4,0.471,0.238,12.9,0.6,1.2,1.8,0.047,,1968,False
67.0,John Block,23.0,SDR,C,52.0,1805.0,17.1,0.505,0.455,5.6,2.5,1.6,4.1,0.109,,1968,False
68.0,Tommy Kron,24.0,SEA,SG,76.0,1794.0,12.6,0.46,0.333,19.6,0.2,1.0,1.3,0.034,,1968,False
69.0,Erwin Mueller,23.0,2TM,PF,74.0,1788.0,10.9,0.485,0.378,10.8,0.8,1.6,2.5,0.066,,1968,False
69.0,Erwin Mueller,23.0,CHI,PF,35.0,815.0,9.4,0.421,0.349,12.1,-0.5,0.8,0.3,0.019,,1968,False
69.0,Erwin Mueller,23.0,LAL,C,39.0,973.0,12.2,0.543,0.406,9.7,1.4,0.8,2.1,0.106,,1968,False
70.0,Dave Gambee,30.0,SDR,PF,80.0,1755.0,17.3,0.525,0.444,7.7,3.6,1.5,5.0,0.138,,1968,False
71.0,Jim King,26.0,SFW,PG,54.0,1743.0,14.6,0.489,0.335,18.0,1.6,2.1,3.7,0.102,AS,1968,False
72.0,Mel Counts,26.0,LAL,PF,82.0,1739.0,18.4,0.521,0.314,10.8,3.0,2.0,5.0,0.139,,1968,False
73.0,Art Williams,28.0,SDR,PG,79.0,1739.0,12.3,0.407,0.23,30.0,-1.9,1.9,0.0,-0.001,,1968,False
74.0,Rod Thorn,26.0,SEA,SG,66.0,1668.0,17.4,0.51,0.41,18.9,2.7,0.8,3.5,0.101,,1968,False
75.0,Howard Komives,26.0,NYK,PG,78.0,1660.0,9.9,0.426,0.255,18.9,-1.1,1.4,0.3,0.01,,1968,False
76.0,Barry Clemens,24.0,CHI,SF,78.0,1631.0,13.3,0.487,0.254,8.6,1.2,1.6,2.8,0.081,,1968,False
77.0,Dick Snyder,23.0,STL,SG,75.0,1622.0,10.4,0.468,0.272,14.0,0.4,1.3,1.8,0.052,,1968,False
78.0,Bob Weiss,25.0,SEA,PG,82.0,1614.0,15.8,0.503,0.37,27.5,2.1,0.9,2.9,0.086,,1968,False
79.0,Matt Guokas,23.0,PHI,SF,82.0,1612.0,10.4,0.541,0.387,13.4,2.1,2.0,4.2,0.124,,1968,False
80.0,Walt Frazier,22.0,NYK,PG,74.0,1588.0,15.4,0.496,0.414,25.1,1.6,1.9,3.5,0.105,,1968,False
81.0,Jimmy Walker,23.0,DET,SG,81.0,1585.0,10.9,0.44,0.239,18.6,-0.7,1.1,0.4,0.012,,1968,False
82.0,Guy Rodgers,32.0,2TM,PG,79.0,1546.0,10.5,0.416,0.312,29.6,-0.8,0.6,-0.2,-0.007,,1968,False
82.0,Guy Rodgers,32.0,CHI,PG,4.0,129.0,9.8,0.348,0.204,28.7,-0.3,0.2,-0.2,-0.066,,1968,False
82.0,Guy Rodgers,32.0,CIN,PG,75.0,1417.0,10.6,0.425,0.328,29.7,-0.4,0.4,0.0,-0.001,,1968,False
83.0,Tom Van Arsdale,24.0,2TM,SF,77.0,1514.0,10.6,0.465,0.462,12.8,0.3,0.7,1.0,0.032,,1968,False
83.0,Tom Van Arsdale,24.0,DET,SG,50.0,832.0,9.9,0.448,0.443,11.7,-0.2,0.6,0.4,0.024,,1968,False
83.0,Tom Van Arsdale,24.0,CIN,SF,27.0,682.0,11.5,0.486,0.487,14.2,0.5,0.1,0.6,0.043,,1968,False
84.0,Don Nelson,27.0,BOS,SF,82.0,1498.0,18.2,0.546,0.424,9.5,3.6,2.6,6.1,0.197,,1968,False
85.0,Dorie Murrey,24.0,SEA,PF,81.0,1494.0,12.8,0.499,0.504,5.6,1.2,1.0,2.2,0.07,,1968,False
86.0,Clem Haskins,24.0,CHI,PG,76.0,1477.0,13.1,0.459,0.311,16.1,0.1,1.4,1.6,0.051,,1968,False
87.0,Johnny Green,34.0,2TM,PF,77.0,1440.0,16.0,0.471,0.436,7.8,0.5,1.8,2.3,0.076,,1968,False
87.0,Johnny Green,34.0,SDR,PF,42.0,1073.0,16.7,0.47,0.403,8.1,0.3,1.2,1.5,0.067,,1968,False
87.0,Johnny Green,34.0,PHI,PF,35.0,367.0,13.7,0.474,0.553,7.0,0.1,0.6,0.8,0.102,,1968,False
88.0,Jim Barnes,26.0,2TM,PF,79.0,1425.0,11.7,0.493,0.383,5.1,1.1,1.3,2.4,0.081,,1968,False
88.0,Jim Barnes,26.0,LAL,PF,42.0,713.0,10.0,0.477,0.374,4.6,0.2,0.6,0.8,0.057,,1968,False
88.0,Jim Barnes,26.0,CHI,PF,37.0,712.0,13.4,0.508,0.39,5.5,0.8,0.7,1.6,0.106,,1968,False
89.0,Bob Warlick,26.0,SFW,SG,69.0,1320.0,12.5,0.446,0.28,16.7,-0.4,1.8,1.4,0.05,,1968,False
90.0,Pat Riley,22.0,SDR,SG,80.0,1263.0,10.3,0.419,0.306,15.5,-1.5,0.9,-0.6,-0.023,,1968,False
91.0,George Wilson,25.0,SEA,C,77.0,1236.0,10.0,0.412,0.311,5.6,-1.4,0.8,-0.6,-0.023,,1968,False
92.0,Freddie Crawford,26.0,2TM,SG,69.0,1182.0,12.8,0.477,0.353,15.7,0.6,1.0,1.6,0.065,,1968,False
92.0,Freddie Crawford,26.0,NYK,SG,31.0,426.0,9.5,0.411,0.333,14.0,-0.5,0.4,-0.1,-0.01,,1968,False
92.0,Freddie Crawford,26.0,LAL,SG,38.0,756.0,14.6,0.512,0.364,16.7,1.1,0.6,1.7,0.107,,1968,False
93.0,Hank Finkel,25.0,SDR,C,53.0,1116.0,17.5,0.534,0.388,9.4,2.3,1.1,3.4,0.146,,1968,False
94.0,Phil Jackson,22.0,NYK,PF,75.0,1093.0,10.6,0.438,0.369,6.6,-0.6,1.2,0.5,0.024,,1968,False
95.0,Wayne Embry,30.0,BOS,C,78.0,1088.0,11.7,0.439,0.383,6.3,-0.7,1.8,1.1,0.05,,1968,False
96.0,Bob Love,25.0,CIN,SF,72.0,1068.0,10.3,0.459,0.251,6.9,0.0,0.2,0.2,0.009,,1968,False
97.0,Jim Barnett,23.0,SDR,SG,47.0,1068.0,11.2,0.435,0.259,17.1,-0.6,0.8,0.3,0.012,,1968,False
98.0,Len Chappell,27.0,2TM,C,67.0,1064.0,19.0,0.559,0.424,6.9,2.8,0.9,3.7,0.168,,1968,False
98.0,Len Chappell,27.0,CIN,PF,10.0,65.0,18.1,0.552,0.333,11.0,0.2,0.0,0.2,0.137,,1968,False
98.0,Len Chappell,27.0,DET,C,57.0,999.0,19.0,0.56,0.43,6.6,2.7,0.9,3.5,0.17,,1968,False
99.0,Em Bryant,29.0,NYK,PG,77.0,968.0,8.0,0.43,0.296,17.1,-0.4,0.9,0.5,0.024,,1968,False
100.0,Lou Hudson,23.0,STL,SG,46.0,966.0,16.1,0.502,0.328,10.4,1.3,0.9,2.2,0.11,,1968,False
101.0,Ed Manning,24.0,BAL,PF,71.0,951.0,11.0,0.469,0.382,4.1,0.2,1.2,1.4,0.071,,1968,False
102.0,Johnny Egan,29.0,BAL,PG,67.0,930.0,13.9,0.472,0.441,19.0,0.4,1.0,1.4,0.074,,1968,False
103.0,Walt Wesley,23.0,CIN,C,66.0,918.0,12.6,0.48,0.376,5.1,0.5,0.2,0.7,0.037,,1968,False
104.0,Bud Olsen,27.0,SEA,PF,73.0,897.0,8.5,0.444,0.218,10.3,-0.2,0.5,0.2,0.012,,1968,False
105.0,Bill Bradley,24.0,NYK,SG,45.0,874.0,11.7,0.465,0.305,20.5,0.2,0.8,1.1,0.058,ROY-2,1968,False
106.0,Bill Dinwiddie,24.0,CIN,SF,67.0,871.0,9.4,0.427,0.285,4.6,-0.7,0.2,-0.5,-0.028,,1968,False
107.0,Bob Ferry,30.0,BAL,C,59.0,841.0,11.3,0.454,0.376,9.3,-0.1,0.9,0.8,0.046,,1968,False
108.0,Mal Graham,22.0,BOS,PG,48.0,786.0,8.8,0.467,0.324,9.9,0.2,0.9,1.1,0.067,,1968,False
109.0,Tom Thacker,28.0,BOS,SG,65.0,782.0,8.6,0.439,0.309,11.2,-0.3,1.2,0.9,0.055,,1968,False
110.0,Bill Melchionni,23.0,PHI,PG,71.0,758.0,11.9,0.456,0.14,17.1,0.0,1.1,1.1,0.066,,1968,False
111.0,Gene Tormohlen,30.0,STL,C,77.0,714.0,10.5,0.399,0.214,12.8,-0.9,0.9,0.0,-0.001,,1968,False
112.0,Stan McKenzie,23.0,BAL,SG,50.0,653.0,7.8,0.462,0.484,4.5,0.0,0.5,0.6,0.043,,1968,False
113.0,Joe Ellis,23.0,SFW,SF,51.0,624.0,10.0,0.392,0.166,8.0,-1.2,0.9,-0.3,-0.02,,1968,False
114.0,Jim Fox,24.0,2TM,C,55.0,624.0,11.4,0.475,0.671,5.6,0.2,0.4,0.6,0.046,,1968,False
114.0,Jim Fox,24.0,CIN,C,31.0,244.0,13.6,0.482,0.709,6.2,0.1,0.1,0.2,0.041,,1968,False
