Rk,Player,Age,Team,Pos,G,TS%,FTr,OWS,DWS,WS,Awards,season,is_playoff
188.0,Johnny Orr,22.0,WAT,,13.0,0.351,0.099,-0.2,-0.1,-0.2,,1950,False
189.0,Bob Tough,29.0,2TM,,29.0,0.331,0.261,-0.6,0.0,-0.6,,1950,False
189.0,Bob Tough,29.0,BLB,,8.0,0.324,0.154,-0.2,0.1,-0.1,,1950,False
189.0,Bob Tough,29.0,WAT,,21.0,0.333,0.298,-0.4,-0.1,-0.5,,1950,False
190.0,Freddie Lewis,29.0,2TM,,34.0,0.295,0.174,-1.4,0.5,-0.9,,1950,False
190.0,Freddie Lewis,29.0,BLB,,18.0,0.266,0.173,-1.1,0.2,-0.9,,1950,False
190.0,Freddie Lewis,29.0,PHW,,16.0,0.339,0.176,-0.3,0.3,0.0,,1950,False
191.0,Elmer Gainer,31.0,WAT,,15.0,0.312,0.229,-0.2,-0.1,-0.3,,1950,False
192.0,Dale Hamilton,30.0,WAT,,14.0,0.302,0.576,-0.2,-0.1,-0.3,,1950,False
193.0,Jerry Nagel,21.0,FTW,,14.0,0.218,0.143,-0.3,0.2,-0.1,,1950,False
194.0,Gene Ollrich,27.0,WAT,,14.0,0.281,0.194,-0.5,-0.1,-0.6,,1950,False
195.0,Ed Bartels,24.0,2TM,,15.0,0.312,0.395,-0.5,-0.1,-0.6,,1950,False
195.0,Ed Bartels,24.0,DNN,,13.0,0.308,0.378,-0.5,-0.1,-0.6,,1950,False
195.0,Ed Bartels,24.0,NYK,,2.0,0.376,0.75,0.0,0.0,0.0,,1950,False
196.0,Jake Carter,25.0,2TM,,24.0,0.417,0.707,0.3,0.4,0.7,,1950,False
196.0,Jake Carter,25.0,DNN,,13.0,0.39,0.578,0.1,-0.1,0.0,,1950,False
196.0,Jake Carter,25.0,AND,,11.0,0.454,0.9,0.2,0.5,0.7,,1950,False
197.0,Bill Herman,25.0,DNN,,13.0,0.401,0.169,0.1,-0.1,0.1,,1950,False
198.0,Glen Selbo,23.0,SHE,,13.0,0.329,0.569,-0.2,0.0,-0.2,,1950,False
199.0,George Feigenbaum,21.0,BLB,,12.0,0.277,0.316,-0.5,0.1,-0.4,,1950,False
200.0,Danny Wagner,27.0,SHE,,11.0,0.497,0.648,0.6,0.0,0.6,,1950,False
201.0,John Chaney,29.0,2TM,,16.0,0.354,0.337,-0.2,0.1,-0.1,,1950,False
201.0,John Chaney,29.0,TRI,,6.0,0.331,0.324,-0.1,0.1,0.0,,1950,False
201.0,John Chaney,29.0,SHE,,10.0,0.372,0.347,0.0,0.0,-0.1,,1950,False
202.0,Robert Hahn,24.0,CHS,,10.0,0.311,0.538,-0.1,0.1,0.1,,1950,False
203.0,Earl Dodd,25.0,DNN,,9.0,0.257,0.185,-0.3,0.0,-0.3,,1950,False
204.0,Howie Janotta,25.0,BLB,,9.0,0.418,0.533,0.1,0.1,0.2,,1950,False
205.0,Charlie Parsley,24.0,PHW,,9.0,0.323,0.226,-0.1,0.1,0.0,,1950,False
206.0,Al Miksis,21.0,WAT,,8.0,0.446,1.0,0.2,0.0,0.1,,1950,False
207.0,Price Brookfield,29.0,ROC,,7.0,0.592,0.565,0.5,0.1,0.5,,1950,False
208.0,John Pritchard,23.0,WAT,,7.0,0.325,0.379,-0.1,0.0,-0.2,,1950,False
209.0,Art Spector,31.0,BOS,,7.0,0.182,0.333,-0.2,0.0,-0.2,,1950,False
210.0,Ken Menke,27.0,WAT,,6.0,0.365,0.471,0.0,0.0,0.0,,1950,False
211.0,Bob Wood,28.0,SHE,,6.0,0.242,0.071,-0.1,0.0,-0.2,,1950,False
212.0,Mike McCarron,27.0,2TM,,8.0,0.262,0.333,-0.2,0.0,-0.1,,1950,False
212.0,Mike McCarron,27.0,BLB,,3.0,0.316,0.6,0.0,0.0,0.0,,1950,False
212.0,Mike McCarron,27.0,STB,,5.0,0.23,0.2,-0.1,0.0,-0.1,,1950,False
213.0,Jim Nolan,22.0,PHW,,5.0,0.19,0.0,-0.3,0.2,-0.2,,1950,False
214.0,Paul Cloyd,29.0,2TM,,7.0,0.322,0.308,-0.1,0.0,-0.1,,1950,False
214.0,Paul Cloyd,29.0,BLB,,3.0,0.268,0.375,-0.1,0.0,-0.1,,1950,False
214.0,Paul Cloyd,29.0,WAT,,4.0,0.347,0.278,-0.1,0.0,-0.1,,1950,False
215.0,Paul Gordon,22.0,BLB,,4.0,0.183,0.833,-0.1,0.0,-0.1,,1950,False
216.0,Jack Parkinson,25.0,INO,,4.0,0.121,0.083,-0.2,0.0,-0.2,,1950,False
217.0,Jerry Rullo,26.0,PHW,,4.0,0.371,0.111,0.0,0.0,0.0,,1950,False
218.0,Dick Triptow,27.0,BLB,,4.0,0.17,0.4,-0.1,0.0,-0.1,,1950,False
219.0,Gene Berce,23.0,TRI,,3.0,0.275,0.313,-0.1,0.0,-0.1,,1950,False
220.0,Don Grate,26.0,SHE,,2.0,0.291,0.333,0.0,0.0,0.0,,1950,False
221.0,Murray Mitchell,26.0,AND,,2.0,0.333,0.0,0.0,0.0,0.0,,1950,False
222.0,Normie Glick,22.0,MNL,,1.0,1.0,0.0,0.0,0.0,0.1,,1950,False
223.0,Lee Knorek,28.0,BLB,,1.0,0.0,0.0,-0.1,0.0,0.0,,1950,False
,League Average,,,,,0.41,0.398,,,,,1950,False
