Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,OWS,DWS,WS,WS/48,Awards,season,is_playoff
1.0,Wilt Chamberlain,25.0,PHW,C,80.0,3882.0,32.1,0.536,0.431,17.1,6.0,23.1,0.286,"MVP-2,AS,NBA1",1962,False
2.0,Oscar Robertson,23.0,CIN,PG,79.0,3503.0,26.2,0.554,0.482,13.4,2.2,15.6,0.214,"MVP-3,AS,NBA1",1962,False
3.0,Bill Russell,27.0,BOS,C,76.0,3433.0,19.6,0.489,0.382,3.9,11.6,15.5,0.217,"MVP-1,AS,NBA2",1962,False
4.0,Richie Guerin,29.0,NYK,SG,78.0,3348.0,21.1,0.516,0.402,9.2,3.0,12.1,0.174,"MVP-7,AS,NBA2",1962,False
5.0,Walt Bellamy,22.0,CHP,C,79.0,3344.0,26.6,0.554,0.455,13.4,2.8,16.3,0.233,"ROY-1,AS",1962,False
6.0,Bob Pettit,29.0,STL,PF,78.0,3282.0,24.5,0.522,0.467,9.6,1.9,11.5,0.168,"MVP-6,AS,NBA1",1962,False
7.0,Gene Shue,30.0,DET,PG,80.0,3143.0,14.8,0.47,0.314,2.9,2.8,5.6,0.086,AS,1962,False
8.0,Jerry West,23.0,LAL,PG,75.0,3087.0,22.9,0.524,0.516,9.8,3.1,12.9,0.201,"MVP-5,AS,NBA1",1962,False
9.0,Bucky Bockhorn,28.0,CIN,SG,80.0,3062.0,11.1,0.469,0.203,2.0,1.1,3.1,0.049,,1962,False
10.0,Jack Twyman,27.0,CIN,SF,80.0,2991.0,16.8,0.528,0.282,7.5,1.1,8.6,0.138,"AS,NBA2",1962,False
11.0,Willie Naulls,27.0,NYK,SF,75.0,2978.0,17.9,0.47,0.253,2.8,2.7,5.5,0.089,AS,1962,False
12.0,Bailey Howell,25.0,DET,SF,79.0,2857.0,19.2,0.539,0.513,7.6,3.1,10.7,0.18,AS,1962,False
13.0,Frank Selvy,29.0,LAL,SG,79.0,2806.0,13.2,0.481,0.391,2.9,2.6,5.5,0.094,AS,1962,False
14.0,Johnny Green,28.0,NYK,PF,80.0,2789.0,16.0,0.47,0.373,2.1,3.0,5.1,0.088,AS,1962,False
15.0,Paul Arizin,33.0,PHW,SF,78.0,2785.0,15.0,0.486,0.403,3.9,2.5,6.3,0.109,AS,1962,False
16.0,Cliff Hagan,30.0,STL,SF,77.0,2784.0,19.6,0.524,0.295,7.3,1.2,8.5,0.146,AS,1962,False
17.0,Red Kerr,29.0,SYR,C,80.0,2768.0,17.6,0.482,0.248,2.9,4.9,7.8,0.136,,1962,False
18.0,Rudy LaRusso,24.0,LAL,PF,80.0,2754.0,16.8,0.526,0.404,5.8,2.9,8.8,0.153,AS,1962,False
19.0,Hal Greer,25.0,SYR,SG,71.0,2705.0,17.6,0.5,0.28,5.0,3.5,8.5,0.151,AS,1962,False
20.0,Guy Rodgers,26.0,PHW,PG,80.0,2650.0,9.8,0.395,0.243,-1.1,3.2,2.1,0.038,,1962,False
21.0,Wayne Embry,24.0,CIN,C,75.0,2623.0,18.1,0.516,0.426,5.4,1.4,6.7,0.123,AS,1962,False
22.0,Don Ohl,25.0,DET,SG,77.0,2526.0,13.9,0.477,0.224,2.7,1.8,4.5,0.085,,1962,False
23.0,Tom Meschery,23.0,PHW,PF,80.0,2509.0,11.0,0.463,0.282,1.1,2.7,3.7,0.072,,1962,False
24.0,Bob Boozer,24.0,CIN,PF,79.0,2488.0,13.5,0.492,0.397,2.8,1.1,3.9,0.075,,1962,False
25.0,Al Attles,25.0,PHW,PG,75.0,2468.0,10.9,0.501,0.369,2.8,2.4,5.2,0.101,,1962,False
26.0,Slick Leonard,29.0,CHP,PG,70.0,2464.0,12.3,0.436,0.329,-0.1,1.3,1.2,0.024,,1962,False
27.0,Tom Gola,29.0,PHW,SG,60.0,2462.0,11.5,0.473,0.301,1.6,2.7,4.4,0.085,AS,1962,False
28.0,Sam Jones,28.0,BOS,SG,78.0,2388.0,18.1,0.507,0.231,4.9,4.7,9.6,0.193,AS,1962,False
29.0,Si Green,28.0,2TM,,71.0,2388.0,11.4,0.432,0.344,-0.3,1.4,1.1,0.022,,1962,False
29.0,Si Green,28.0,STL,,14.0,271.0,11.9,0.464,0.388,0.2,0.1,0.3,0.049,,1962,False
29.0,Si Green,28.0,CHP,SG,57.0,2117.0,11.3,0.428,0.338,-0.4,1.3,0.8,0.019,,1962,False
30.0,Tom Heinsohn,27.0,BOS,PF,79.0,2383.0,20.2,0.482,0.271,3.7,5.5,9.3,0.187,"AS,NBA2",1962,False
31.0,Tom Sanders,23.0,BOS,SF,80.0,2325.0,12.5,0.488,0.327,2.2,5.1,7.2,0.149,,1962,False
32.0,Dave Gambee,24.0,SYR,SF,80.0,2301.0,16.5,0.502,0.417,4.1,2.9,7.0,0.145,,1962,False
33.0,Phil Jordon,28.0,NYK,C,76.0,2195.0,9.9,0.409,0.163,-1.9,1.7,-0.2,-0.003,,1962,False
34.0,Andy Johnson,29.0,CHP,SF,71.0,2193.0,13.8,0.501,0.555,3.4,1.2,4.6,0.1,,1962,False
35.0,Elgin Baylor,27.0,LAL,SF,48.0,2129.0,26.8,0.492,0.397,4.9,3.0,7.9,0.179,"MVP-4,AS,NBA1",1962,False
36.0,Bob Cousy,33.0,BOS,PG,75.0,2114.0,18.5,0.443,0.282,0.7,5.6,6.3,0.144,"MVP-8,AS,NBA2",1962,False
37.0,Ray Scott,23.0,DET,PF,75.0,2087.0,15.6,0.442,0.406,0.0,2.5,2.5,0.057,,1962,False
38.0,Lee Shaffer,22.0,SYR,SF,75.0,2083.0,15.6,0.481,0.263,2.6,2.4,5.0,0.115,,1962,False
39.0,K.C. Jones,29.0,BOS,PG,80.0,2054.0,11.8,0.445,0.32,0.5,4.4,4.9,0.115,,1962,False
40.0,Al Ferrari,28.0,STL,SG,79.0,2046.0,8.3,0.436,0.376,0.1,0.7,0.9,0.02,,1962,False
41.0,Al Butler,23.0,2TM,PG,59.0,2016.0,13.2,0.496,0.241,2.5,1.6,4.1,0.098,,1962,False
41.0,Al Butler,23.0,BOS,PG,5.0,47.0,17.5,0.49,0.207,0.1,0.1,0.2,0.189,,1962,False
41.0,Al Butler,23.0,NYK,PG,54.0,1969.0,13.1,0.496,0.243,2.4,1.5,3.9,0.096,,1962,False
42.0,Jim Krebs,26.0,LAL,C,78.0,2012.0,12.4,0.492,0.297,2.1,2.1,4.2,0.1,,1962,False
43.0,Ralph Davis,23.0,CHP,SG,77.0,1992.0,10.0,0.431,0.117,-0.4,1.0,0.6,0.014,,1962,False
44.0,Al Bianchi,29.0,SYR,PG,80.0,1925.0,11.5,0.437,0.261,0.0,2.4,2.4,0.059,,1962,False
45.0,Bob Ferry,24.0,DET,C,80.0,1918.0,17.2,0.493,0.449,3.1,1.8,4.9,0.122,,1962,False
46.0,Frank Ramsey,30.0,BOS,SG,79.0,1913.0,16.5,0.504,0.397,3.9,3.4,7.3,0.183,,1962,False
