Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,OWS,DWS,WS,WS/48,Awards,season,is_playoff
1.0,Jack George,27.0,PHW,PG,72.0,2840.0,13.6,0.45,0.416,2.5,2.1,4.6,0.077,"AS,NBA2",1956,False
2.0,Slater Martin,30.0,MNL,PG,72.0,2838.0,13.3,0.457,0.458,2.9,1.8,4.7,0.079,"AS,NBA2",1956,False
3.0,Bob Pettit,23.0,STL,C,72.0,2794.0,27.4,0.502,0.502,8.9,4.8,13.8,0.236,"MVP-1,AS,NBA1",1956,False
4.0,Bob Cousy,27.0,BOS,PG,72.0,2767.0,20.3,0.461,0.461,4.3,2.6,6.8,0.119,"MVP-3,AS,NBA1",1956,False
5.0,Jack Coleman,31.0,2TM,PF,75.0,2738.0,15.1,0.453,0.263,2.2,4.1,6.4,0.112,,1956,False
5.0,Jack Coleman,31.0,ROC,PF,34.0,1369.0,15.2,0.454,0.264,1.1,2.3,3.4,0.119,,1956,False
5.0,Jack Coleman,31.0,STL,PF,41.0,1369.0,15.1,0.453,0.262,1.1,1.9,3.0,0.105,,1956,False
6.0,Paul Arizin,27.0,PHW,SF,72.0,2724.0,21.3,0.526,0.454,10.2,2.0,12.2,0.214,"MVP-2,AS,NBA1",1956,False
7.0,Bill Sharman,29.0,BOS,SG,72.0,2698.0,17.7,0.508,0.336,7.2,1.6,8.8,0.157,"MVP-5,AS,NBA1",1956,False
8.0,Neil Johnston,26.0,PHW,C,70.0,2594.0,25.1,0.555,0.627,11.2,2.7,13.9,0.258,"AS,NBA1",1956,False
9.0,Clyde Lovellette,26.0,MNL,C,71.0,2518.0,23.5,0.484,0.342,5.6,2.5,8.1,0.155,"AS,NBA2",1956,False
10.0,Dolph Schayes,27.0,SYR,PF,72.0,2517.0,23.8,0.497,0.526,6.9,4.9,11.8,0.225,"MVP-5,AS,NBA2",1956,False
11.0,Harry Gallatin,28.0,NYK,SF,72.0,2378.0,17.6,0.484,0.546,4.0,1.7,5.6,0.114,AS,1956,False
12.0,Joe Graboski,26.0,PHW,PF,72.0,2375.0,13.8,0.422,0.316,-0.2,2.1,2.0,0.04,,1956,False
13.0,Ed Macauley,27.0,BOS,C,71.0,2354.0,18.3,0.51,0.507,6.2,1.6,7.8,0.158,AS,1956,False
14.0,George Yardley,27.0,FTW,SF,71.0,2353.0,20.0,0.48,0.461,4.6,2.8,7.5,0.152,AS,1956,False
15.0,Tom Gola,23.0,PHW,SG,68.0,2346.0,16.7,0.496,0.563,4.0,2.5,6.5,0.132,MVP-7,1956,False
16.0,George King,27.0,SYR,PG,72.0,2343.0,13.2,0.421,0.36,0.5,3.3,3.8,0.078,,1956,False
17.0,Maurice Stokes,22.0,ROC,C,67.0,2323.0,22.1,0.422,0.393,0.2,5.9,6.0,0.125,"MVP-7,ROY-1,AS,NBA2",1956,False
18.0,Carl Braun,28.0,NYK,SG,72.0,2316.0,15.3,0.451,0.359,2.4,1.2,3.6,0.075,AS,1956,False
19.0,Whitey Skoog,29.0,MNL,SG,72.0,2311.0,11.9,0.445,0.226,1.4,1.4,2.9,0.059,,1956,False
20.0,Mel Hutchins,27.0,FTW,PF,66.0,2240.0,14.4,0.46,0.289,2.1,2.4,4.4,0.095,"MVP-4,AS",1956,False
21.0,Bob Harrison,28.0,STL,PG,72.0,2219.0,8.0,0.391,0.201,-1.3,2.2,0.9,0.019,AS,1956,False
22.0,Jack Stephens,22.0,STL,SG,72.0,2219.0,13.3,0.464,0.555,2.3,2.5,4.8,0.103,,1956,False
23.0,Jack Twyman,21.0,ROC,SF,72.0,2186.0,15.9,0.464,0.302,2.8,3.1,5.9,0.129,,1956,False
24.0,Red Kerr,23.0,SYR,C,72.0,2114.0,15.8,0.447,0.338,1.4,3.3,4.6,0.105,AS,1956,False
25.0,Vern Mikkelsen,27.0,MNL,PF,72.0,2100.0,16.9,0.481,0.497,3.6,1.8,5.4,0.123,AS,1956,False
26.0,Andy Phillip,33.0,FTW,PG,70.0,2078.0,12.0,0.414,0.491,0.6,2.3,2.9,0.066,,1956,False
