Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,OWS,DWS,WS,WS/48,Awards,season,is_playoff
1.0,Gene Shue,28.0,DET,PG,75.0,3338.0,15.6,0.492,0.36,6.3,2.1,8.5,0.122,"MVP-7,AS,NBA1",1960,False
2.0,Wilt Chamberlain,23.0,PHW,C,72.0,3338.0,28.1,0.493,0.429,9.0,8.0,17.0,0.245,"MVP-1,ROY-1,AS,NBA1",1960,False
3.0,Bill Russell,25.0,BOS,C,74.0,3146.0,20.2,0.496,0.33,4.9,8.9,13.8,0.211,"MVP-2,AS,NBA2",1960,False
4.0,Jack Twyman,25.0,CIN,SF,75.0,3023.0,21.1,0.487,0.369,7.6,0.7,8.3,0.131,"MVP-6,AS,NBA2",1960,False
5.0,Bob Pettit,27.0,STL,PF,72.0,2896.0,23.8,0.51,0.473,8.4,3.2,11.5,0.191,"MVP-3,AS,NBA1",1960,False
6.0,Elgin Baylor,25.0,MNL,SF,70.0,2873.0,25.2,0.489,0.432,7.4,4.1,11.5,0.192,"MVP-5,AS,NBA1",1960,False
7.0,Tom Gola,27.0,PHW,SG,75.0,2870.0,15.4,0.495,0.346,4.5,5.4,9.9,0.166,"MVP-8,AS",1960,False
8.0,Cliff Hagan,28.0,STL,SF,75.0,2798.0,22.1,0.522,0.338,9.3,2.5,11.8,0.203,"MVP-14,AS",1960,False
9.0,Dolph Schayes,31.0,SYR,PF,75.0,2741.0,20.6,0.496,0.415,6.2,3.3,9.5,0.167,"MVP-8,AS,NBA2",1960,False
10.0,Paul Arizin,31.0,PHW,SF,72.0,2618.0,17.3,0.492,0.376,5.5,3.7,9.2,0.168,AS,1960,False
11.0,Bob Cousy,31.0,BOS,PG,75.0,2588.0,18.7,0.439,0.272,1.9,5.9,7.8,0.145,"MVP-4,AS,NBA1",1960,False
12.0,Guy Rodgers,24.0,PHW,PG,68.0,2483.0,11.8,0.414,0.208,0.0,4.3,4.3,0.084,,1960,False
13.0,Larry Costello,28.0,SYR,PG,71.0,2469.0,15.6,0.523,0.352,5.4,2.6,8.0,0.156,AS,1960,False
14.0,Richie Guerin,27.0,NYK,SG,74.0,2429.0,21.5,0.493,0.429,6.1,1.3,7.4,0.146,"MVP-12,AS,NBA2",1960,False
15.0,Tom Heinsohn,25.0,BOS,PF,75.0,2420.0,18.4,0.463,0.243,3.0,4.7,7.7,0.154,MVP-10,1960,False
16.0,George Yardley,31.0,SYR,SF,73.0,2402.0,18.2,0.522,0.388,6.9,2.1,9.0,0.179,AS,1960,False
17.0,Johnny McCarthy,25.0,STL,SG,75.0,2383.0,7.7,0.379,0.31,-1.8,1.7,-0.1,-0.002,,1960,False
18.0,Red Kerr,27.0,SYR,C,75.0,2372.0,15.7,0.443,0.279,1.0,2.8,3.8,0.078,,1960,False
19.0,Bailey Howell,23.0,DET,PF,75.0,2346.0,18.2,0.51,0.377,5.7,1.9,7.6,0.156,,1960,False
20.0,Hot Rod Hundley,25.0,MNL,PG,73.0,2279.0,12.9,0.41,0.268,-0.7,2.7,1.9,0.041,AS,1960,False
21.0,Willie Naulls,25.0,NYK,SF,65.0,2250.0,20.1,0.483,0.266,4.1,1.2,5.3,0.113,"MVP-12,AS",1960,False
22.0,Walter Dukes,29.0,DET,C,66.0,2140.0,15.5,0.459,0.583,1.8,2.1,3.9,0.087,"MVP-11,AS",1960,False
23.0,Bucky Bockhorn,26.0,CIN,SG,75.0,2103.0,11.4,0.441,0.239,0.9,0.5,1.3,0.031,,1960,False
24.0,Kenny Sears,26.0,NYK,PF,64.0,2099.0,21.8,0.567,0.484,7.6,1.2,8.8,0.201,,1960,False
25.0,Rudy LaRusso,22.0,MNL,PF,71.0,2092.0,15.0,0.456,0.391,1.6,2.3,3.9,0.091,,1960,False
26.0,Slick Leonard,27.0,MNL,PG,73.0,2074.0,8.0,0.373,0.269,-2.2,2.0,-0.1,-0.003,,1960,False
27.0,Phil Jordon,26.0,CIN,C,75.0,2066.0,15.3,0.449,0.348,1.4,0.6,1.9,0.045,,1960,False
28.0,Charlie Tyra,24.0,NYK,C,74.0,2033.0,12.8,0.456,0.199,1.4,0.8,2.3,0.053,,1960,False
29.0,Frank Ramsey,28.0,BOS,SG,73.0,2009.0,14.5,0.46,0.327,2.0,3.4,5.3,0.128,,1960,False
30.0,Win Wilfong,26.0,CIN,PG,72.0,1992.0,11.0,0.425,0.271,0.2,0.5,0.6,0.015,,1960,False
31.0,Hal Greer,23.0,SYR,SG,70.0,1979.0,14.1,0.514,0.232,4.2,1.6,5.8,0.141,,1960,False
32.0,Larry Foust,31.0,2TM,C,72.0,1964.0,15.0,0.484,0.418,2.8,2.1,4.9,0.119,,1960,False
32.0,Larry Foust,31.0,MNL,C,47.0,1398.0,14.6,0.46,0.379,1.2,1.6,2.8,0.097,,1960,False
32.0,Larry Foust,31.0,STL,C,25.0,566.0,16.1,0.555,0.541,1.6,0.5,2.0,0.173,,1960,False
33.0,Clyde Lovellette,30.0,STL,C,68.0,1953.0,23.4,0.527,0.328,7.1,1.9,9.0,0.221,AS,1960,False
34.0,Dick Garmaker,27.0,2TM,,70.0,1932.0,13.1,0.456,0.323,1.6,1.5,3.1,0.076,AS,1960,False
34.0,Dick Garmaker,27.0,MNL,,44.0,1187.0,12.4,0.43,0.31,0.2,1.2,1.4,0.057,,1960,False
34.0,Dick Garmaker,27.0,NYK,SG,26.0,745.0,14.2,0.503,0.345,1.4,0.3,1.7,0.107,,1960,False
35.0,Bill Sharman,33.0,BOS,SG,71.0,1916.0,18.5,0.506,0.238,5.4,2.5,7.9,0.198,"AS,NBA2",1960,False
36.0,Med Park,26.0,CIN,SG,74.0,1849.0,11.2,0.46,0.447,1.5,0.4,1.9,0.049,,1960,False
37.0,Woody Sauldsberry,25.0,PHW,PF,71.0,1848.0,7.2,0.346,0.106,-4.5,2.6,-1.8,-0.048,,1960,False
38.0,Dave Piontek,25.0,2TM,SF,77.0,1833.0,11.1,0.436,0.277,0.4,0.7,1.1,0.028,,1960,False
38.0,Dave Piontek,25.0,CIN,,52.0,1111.0,13.8,0.443,0.23,0.5,0.3,0.8,0.032,,1960,False
38.0,Dave Piontek,25.0,STL,SF,25.0,722.0,6.9,0.42,0.406,-0.1,0.4,0.3,0.021,,1960,False
39.0,Hub Reed,23.0,2TM,C,71.0,1820.0,12.9,0.494,0.306,2.4,0.5,2.8,0.075,,1960,False
39.0,Hub Reed,23.0,STL,C,2.0,17.0,0.7,0.333,0.0,0.0,0.0,0.0,-0.028,,1960,False
39.0,Hub Reed,23.0,CIN,PF,69.0,1803.0,13.1,0.495,0.308,2.4,0.5,2.8,0.076,,1960,False
40.0,Slater Martin,34.0,STL,PG,64.0,1756.0,9.7,0.44,0.405,0.8,1.4,2.2,0.06,,1960,False
41.0,Ed Conlin,26.0,DET,SG,70.0,1636.0,12.4,0.417,0.286,-0.5,1.2,0.7,0.022,,1960,False
42.0,Chuck Noble,28.0,DET,SG,58.0,1621.0,10.9,0.391,0.178,-1.3,1.4,0.0,0.0,AS,1960,False
43.0,Bob Hopkins,25.0,SYR,PF,75.0,1616.0,11.2,0.441,0.264,0.4,1.5,1.9,0.057,,1960,False
44.0,Earl Lloyd,31.0,DET,SF,68.0,1610.0,8.7,0.409,0.241,-0.7,1.1,0.4,0.011,,1960,False
45.0,Jack George,31.0,NYK,PG,69.0,1604.0,12.1,0.443,0.311,0.9,0.6,1.5,0.046,,1960,False
46.0,Wayne Embry,22.0,CIN,C,73.0,1594.0,16.2,0.464,0.471,1.6,0.5,2.0,0.061,,1960,False
47.0,Al Ferrari,26.0,STL,SG,71.0,1567.0,11.2,0.489,0.43,2.3,1.0,3.3,0.1,,1960,False
48.0,Mike Farmer,23.0,NYK,SF,67.0,1536.0,8.8,0.409,0.146,-0.7,0.6,-0.1,-0.002,,1960,False
49.0,Carl Braun,32.0,NYK,PG,54.0,1514.0,15.0,0.481,0.234,2.3,0.6,3.0,0.095,,1960,False
50.0,Sam Jones,26.0,BOS,SG,74.0,1512.0,17.8,0.5,0.281,3.2,2.6,5.9,0.186,,1960,False
51.0,Jim Palmer,26.0,2TM,C,74.0,1482.0,11.5,0.47,0.303,1.4,0.5,1.9,0.062,,1960,False
51.0,Jim Palmer,26.0,CIN,C,20.0,400.0,13.4,0.505,0.355,0.7,0.1,0.8,0.098,,1960,False
51.0,Jim Palmer,26.0,NYK,C,54.0,1082.0,10.8,0.456,0.284,0.7,0.4,1.1,0.049,,1960,False
52.0,Tom Hawkins,23.0,MNL,SF,69.0,1467.0,10.7,0.419,0.283,-0.4,1.5,1.2,0.038,,1960,False
53.0,Dick McGuire,34.0,DET,PG,68.0,1466.0,16.4,0.491,0.5,2.3,1.7,4.0,0.131,,1960,False
54.0,Andy Johnson,27.0,PHW,SF,75.0,1421.0,10.8,0.416,0.321,-0.4,2.1,1.8,0.06,,1960,False
55.0,Shellie McMillon,23.0,DET,SF,75.0,1416.0,13.7,0.466,0.317,1.4,1.1,2.5,0.086,,1960,False
56.0,Si Green,26.0,STL,PG,70.0,1354.0,9.5,0.426,0.41,0.1,1.0,1.0,0.037,,1960,False
57.0,Gene Conley,29.0,BOS,PF,71.0,1330.0,10.1,0.406,0.212,-0.8,2.8,2.1,0.074,,1960,False
58.0,Frank Selvy,27.0,2TM,SG,62.0,1308.0,12.4,0.46,0.399,1.2,1.1,2.3,0.084,,1960,False
58.0,Frank Selvy,27.0,SYR,SG,19.0,217.0,14.4,0.447,0.511,0.2,0.2,0.4,0.085,,1960,False
58.0,Frank Selvy,27.0,MNL,SG,43.0,1091.0,12.0,0.462,0.375,1.0,0.9,1.9,0.083,,1960,False
59.0,K.C. Jones,27.0,BOS,PG,74.0,1274.0,12.6,0.477,0.411,1.5,2.2,3.7,0.139,,1960,False
60.0,Jim Krebs,24.0,MNL,C,75.0,1269.0,11.0,0.43,0.225,0.0,1.2,1.2,0.045,,1960,False
61.0,Joe Graboski,30.0,PHW,PF,73.0,1269.0,12.9,0.428,0.298,0.1,2.1,2.2,0.082,,1960,False
62.0,Al Bianchi,27.0,SYR,PG,69.0,1256.0,9.6,0.412,0.269,-0.4,1.1,0.8,0.03,,1960,False
63.0,Archie Dees,23.0,DET,PF,73.0,1244.0,17.2,0.5,0.331,2.7,1.0,3.7,0.144,,1960,False
