Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,AST%,OWS,DWS,WS,WS/48,Awards,season,is_playoff
1.0,Bill Russell,30.0,BOS,C,78.0,3466.0,19.5,0.472,0.435,14.8,2.4,14.4,16.9,0.233,"MVP-1,AS,NBA1",1965,False
2.0,Oscar Robertson,26.0,CIN,PG,75.0,3421.0,26.7,0.561,0.472,37.8,14.3,2.7,17.0,0.238,"MVP-2,AS,NBA1",1965,False
3.0,Walt Bellamy,25.0,BAL,C,80.0,3301.0,21.7,0.559,0.522,8.8,11.2,0.9,12.1,0.175,AS,1965,False
4.0,Wilt Chamberlain,28.0,2TM,C,73.0,3301.0,28.6,0.513,0.422,13.8,9.6,5.5,15.1,0.22,"MVP-5,AS,NBA2",1965,False
4.0,Wilt Chamberlain,28.0,SFW,C,38.0,1743.0,29.8,0.495,0.392,13.6,4.3,3.2,7.5,0.208,,1965,False
4.0,Wilt Chamberlain,28.0,PHI,C,35.0,1558.0,27.3,0.54,0.47,14.1,5.3,2.3,7.6,0.233,,1965,False
5.0,Nate Thurmond,23.0,SFW,PF,77.0,3173.0,16.5,0.456,0.288,7.1,1.0,5.1,6.1,0.092,AS,1965,False
6.0,Jerry West,26.0,LAL,PG,74.0,3066.0,25.0,0.572,0.477,20.0,14.8,1.9,16.7,0.261,"MVP-3,AS,NBA1",1965,False
7.0,Elgin Baylor,30.0,LAL,SF,74.0,3056.0,20.5,0.463,0.321,15.0,2.5,2.4,4.9,0.078,"AS,NBA1",1965,False
8.0,Willis Reed,22.0,NYK,C,80.0,3042.0,17.8,0.477,0.279,6.7,3.1,2.4,5.5,0.087,"ROY-1,AS",1965,False
9.0,Bailey Howell,28.0,BAL,PF,80.0,2975.0,18.9,0.582,0.605,9.9,10.1,0.7,10.9,0.175,,1965,False
10.0,Zelmo Beaty,25.0,STL,C,80.0,2916.0,17.2,0.537,0.456,5.6,6.8,4.0,10.8,0.178,,1965,False
11.0,Gus Johnson,26.0,BAL,SF,76.0,2899.0,16.6,0.457,0.28,13.6,1.3,0.8,2.2,0.036,"AS,NBA2",1965,False
12.0,Sam Jones,31.0,BOS,SG,80.0,2885.0,20.7,0.505,0.287,12.1,7.3,5.5,12.8,0.213,"MVP-4,AS,NBA2",1965,False
13.0,Jerry Lucas,24.0,CIN,PF,66.0,2864.0,20.9,0.551,0.326,7.8,7.6,2.3,9.9,0.166,"AS,NBA1",1965,False
14.0,Lenny Wilkens,27.0,STL,PG,78.0,2854.0,15.6,0.496,0.532,21.6,4.6,3.5,8.1,0.135,AS,1965,False
15.0,Don Ohl,28.0,BAL,SG,77.0,2821.0,13.5,0.484,0.299,13.0,3.4,0.5,3.9,0.066,AS,1965,False
16.0,Dave DeBusschere,24.0,DET,PF,79.0,2769.0,17.4,0.476,0.365,12.8,2.8,3.7,6.6,0.114,,1965,False
17.0,Adrian Smith,28.0,CIN,SG,80.0,2745.0,12.9,0.519,0.337,11.9,5.0,1.1,6.1,0.106,,1965,False
18.0,Guy Rodgers,29.0,SFW,SG,79.0,2699.0,14.2,0.421,0.265,30.5,-0.9,3.8,2.8,0.051,,1965,False
19.0,Reggie Harding,22.0,DET,C,78.0,2699.0,13.0,0.435,0.212,8.9,-0.4,3.5,3.1,0.056,,1965,False
20.0,Terry Dischinger,24.0,DET,SG,80.0,2698.0,17.7,0.543,0.368,10.7,7.7,2.6,10.3,0.183,AS,1965,False
21.0,Hal Greer,28.0,PHI,SG,70.0,2600.0,16.3,0.495,0.332,17.9,4.4,2.2,6.6,0.121,"AS,NBA2",1965,False
22.0,Luke Jackson,23.0,PHI,PF,76.0,2590.0,15.2,0.473,0.399,5.0,1.9,2.8,4.8,0.088,"ROY-2,AS",1965,False
23.0,Rudy LaRusso,27.0,LAL,PF,77.0,2588.0,16.2,0.536,0.502,10.7,5.5,1.8,7.3,0.136,,1965,False
24.0,Jim Barnes,23.0,NYK,PF,75.0,2586.0,13.7,0.469,0.354,5.3,1.8,1.6,3.4,0.063,ROY-3,1965,False
25.0,Tom Sanders,26.0,BOS,PF,80.0,2459.0,12.2,0.478,0.297,4.8,1.9,5.5,7.4,0.145,,1965,False
26.0,K.C. Jones,32.0,BOS,PG,78.0,2434.0,10.9,0.439,0.355,21.9,0.5,6.2,6.7,0.132,,1965,False
27.0,Kevin Loughery,24.0,BAL,PG,80.0,2417.0,11.6,0.474,0.294,17.1,2.1,0.5,2.6,0.051,,1965,False
28.0,Tom Meschery,26.0,SFW,SF,79.0,2408.0,12.9,0.463,0.403,6.2,1.3,2.8,4.1,0.081,,1965,False
29.0,Howard Komives,23.0,NYK,PG,80.0,2378.0,10.5,0.43,0.249,16.0,-0.5,1.2,0.7,0.014,ROY-4,1965,False
30.0,Bill Bridges,25.0,STL,PF,79.0,2362.0,14.1,0.43,0.293,11.4,-0.7,3.8,3.1,0.063,,1965,False
31.0,Wayne Embry,27.0,CIN,C,74.0,2243.0,14.2,0.504,0.481,5.5,3.1,1.4,4.5,0.097,AS,1965,False
32.0,Jack Twyman,30.0,CIN,SF,80.0,2236.0,13.9,0.487,0.221,8.9,2.9,1.0,3.9,0.084,,1965,False
33.0,Chet Walker,24.0,PHI,SF,79.0,2187.0,14.3,0.471,0.415,8.5,1.8,1.9,3.7,0.081,,1965,False
34.0,John Havlicek,24.0,BOS,SG,75.0,2169.0,16.3,0.441,0.223,13.8,-0.1,4.6,4.5,0.1,,1965,False
35.0,Ray Scott,26.0,DET,PF,66.0,2167.0,15.0,0.416,0.288,15.5,-1.6,2.9,1.3,0.029,,1965,False
36.0,Bob Boozer,27.0,NYK,SF,80.0,2139.0,17.8,0.504,0.389,7.7,3.9,1.4,5.3,0.119,,1965,False
37.0,Eddie Miles,24.0,DET,PG,76.0,2074.0,13.8,0.478,0.224,11.0,2.2,1.7,4.0,0.092,,1965,False
38.0,Paul Neumann,27.0,2TM,PG,76.0,2034.0,14.9,0.532,0.392,16.6,4.7,1.7,6.5,0.153,,1965,False
38.0,Paul Neumann,27.0,PHI,PG,40.0,1100.0,16.8,0.557,0.424,18.4,3.4,0.8,4.2,0.185,,1965,False
38.0,Paul Neumann,27.0,SFW,PG,36.0,934.0,12.7,0.5,0.352,14.5,1.4,0.9,2.2,0.115,,1965,False
39.0,Leroy Ellis,24.0,LAL,C,80.0,2026.0,14.2,0.497,0.406,3.4,2.5,1.3,3.8,0.09,,1965,False
40.0,Dick Barnett,28.0,LAL,SG,74.0,2026.0,13.3,0.483,0.372,11.6,2.5,0.9,3.4,0.081,,1965,False
41.0,Gene Wiley,27.0,LAL,C,80.0,2002.0,10.3,0.478,0.295,6.8,0.9,1.5,2.4,0.058,,1965,False
42.0,Dave Gambee,27.0,PHI,SF,80.0,1993.0,14.7,0.493,0.426,8.1,2.9,1.7,4.6,0.11,,1965,False
43.0,Larry Costello,33.0,PHI,PG,64.0,1967.0,14.0,0.527,0.399,19.3,4.1,1.5,5.7,0.138,AS,1965,False
44.0,Chico Vaughn,24.0,STL,SG,75.0,1965.0,11.8,0.474,0.298,11.8,1.8,1.7,3.4,0.084,,1965,False
45.0,Tom Hawkins,28.0,CIN,SF,79.0,1864.0,9.0,0.443,0.379,5.5,0.0,1.0,1.0,0.026,,1965,False
46.0,Red Kerr,32.0,PHI,C,80.0,1810.0,13.2,0.412,0.254,14.8,-1.2,2.1,0.9,0.024,,1965,False
47.0,Rod Thorn,23.0,DET,SG,74.0,1770.0,14.2,0.476,0.324,12.7,1.7,1.7,3.4,0.093,,1965,False
48.0,Bob Pettit,32.0,STL,PF,50.0,1754.0,22.6,0.51,0.439,11.7,4.3,2.7,7.1,0.193,"AS,NBA2",1965,False
49.0,Cliff Hagan,33.0,STL,SF,77.0,1739.0,16.5,0.491,0.297,12.5,2.9,1.8,4.7,0.129,,1965,False
50.0,Al Attles,28.0,SFW,PG,73.0,1733.0,10.8,0.434,0.414,16.6,-0.2,1.9,1.7,0.048,,1965,False
51.0,McCoy McLemore,22.0,SFW,SF,78.0,1731.0,9.8,0.392,0.303,6.5,-2.3,2.1,-0.3,-0.008,,1965,False
