Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,OWS,DWS,WS,WS/48,Awards,season,is_playoff
1.0,Wilt Chamberlain,27.0,SFW,C,80.0,3689.0,31.6,0.537,0.442,14.4,10.6,25.0,0.325,"MVP-2,AS,NBA1",1964,False
2.0,Oscar Robertson,25.0,CIN,PG,79.0,3559.0,27.6,0.576,0.539,16.2,4.4,20.6,0.278,"MVP-1,AS,NBA1",1964,False
3.0,Bill Russell,29.0,BOS,C,78.0,3482.0,19.3,0.461,0.398,1.3,16.0,17.3,0.238,"MVP-3,AS,NBA2",1964,False
4.0,Walt Bellamy,24.0,BAL,C,80.0,3394.0,23.3,0.555,0.521,11.4,2.9,14.4,0.203,AS,1964,False
5.0,Bob Pettit,31.0,STL,PF,80.0,3296.0,23.6,0.535,0.451,10.1,4.8,14.9,0.217,"MVP-4,AS,NBA1",1964,False
6.0,Jerry Lucas,23.0,CIN,PF,79.0,3273.0,18.9,0.578,0.385,8.8,3.9,12.7,0.187,"MVP-9,ROY-1,AS,NBA2",1964,False
7.0,Elgin Baylor,29.0,LAL,SF,78.0,3164.0,21.1,0.487,0.33,4.7,2.5,7.2,0.109,"MVP-6,AS,NBA1",1964,False
8.0,Hal Greer,27.0,PHI,SG,80.0,3157.0,17.7,0.506,0.326,6.1,2.0,8.1,0.124,"MVP-6,AS,NBA2",1964,False
9.0,Ray Scott,25.0,DET,PF,80.0,2964.0,16.9,0.466,0.349,1.7,1.7,3.4,0.055,,1964,False
10.0,Red Kerr,31.0,PHI,C,80.0,2938.0,17.1,0.476,0.286,2.3,2.6,4.9,0.08,,1964,False
11.0,Wayne Embry,26.0,CIN,C,80.0,2915.0,15.1,0.495,0.344,3.5,2.8,6.3,0.104,"MVP-9,AS",1964,False
12.0,Jerry West,25.0,LAL,PG,72.0,2906.0,24.2,0.562,0.459,12.2,1.8,14.0,0.232,"MVP-5,AS,NBA1",1964,False
13.0,Gus Johnson,25.0,BAL,PF,78.0,2847.0,16.3,0.46,0.24,1.0,2.5,3.5,0.06,"MVP-6,ROY-2",1964,False
14.0,Terry Dischinger,23.0,BAL,SF,80.0,2816.0,19.6,0.564,0.481,9.5,1.9,11.3,0.193,AS,1964,False
15.0,Chet Walker,23.0,PHI,SF,76.0,2775.0,15.2,0.497,0.415,3.5,1.9,5.4,0.094,AS,1964,False
16.0,Rudy LaRusso,26.0,LAL,PF,79.0,2746.0,14.1,0.511,0.512,3.6,1.9,5.5,0.096,,1964,False
17.0,Bailey Howell,27.0,DET,SF,77.0,2700.0,21.1,0.547,0.459,8.5,1.4,9.8,0.175,AS,1964,False
18.0,Guy Rodgers,28.0,SFW,PG,79.0,2695.0,12.4,0.417,0.303,-1.2,5.2,4.0,0.071,AS,1964,False
19.0,Dick Barnett,27.0,LAL,SG,78.0,2620.0,15.7,0.513,0.379,5.3,1.2,6.5,0.119,,1964,False
20.0,Rod Thorn,22.0,BAL,SG,75.0,2594.0,12.9,0.461,0.348,1.2,1.7,2.9,0.053,,1964,False
21.0,John Havlicek,23.0,BOS,SF,80.0,2587.0,16.9,0.463,0.275,1.6,6.1,7.7,0.142,NBA2,1964,False
22.0,Wayne Hightower,24.0,SFW,PF,79.0,2536.0,12.0,0.448,0.322,0.0,4.0,4.0,0.077,,1964,False
23.0,Lenny Wilkens,26.0,STL,PG,78.0,2526.0,12.5,0.484,0.452,2.4,2.6,5.0,0.094,AS,1964,False
24.0,Len Chappell,23.0,2TM,PF,79.0,2505.0,16.7,0.495,0.34,3.4,0.2,3.6,0.069,AS,1964,False
24.0,Len Chappell,23.0,PHI,,1.0,16.0,0.3,0.174,1.0,0.0,0.0,0.0,-0.102,,1964,False
24.0,Len Chappell,23.0,NYK,PF,78.0,2489.0,16.8,0.496,0.339,3.5,0.2,3.7,0.07,,1964,False
25.0,K.C. Jones,31.0,BOS,PG,80.0,2424.0,10.4,0.411,0.233,-1.2,7.0,5.8,0.114,,1964,False
26.0,Tom Meschery,25.0,SFW,SF,80.0,2422.0,14.8,0.499,0.31,3.3,4.2,7.5,0.148,,1964,False
27.0,Sam Jones,30.0,BOS,SG,76.0,2381.0,17.6,0.491,0.234,3.7,5.2,8.9,0.18,"MVP-9,AS",1964,False
28.0,Bob Boozer,26.0,2TM,SF,81.0,2379.0,14.4,0.479,0.343,2.1,0.7,2.8,0.056,,1964,False
28.0,Bob Boozer,26.0,CIN,SF,32.0,727.0,12.8,0.456,0.356,0.1,0.6,0.7,0.049,,1964,False
28.0,Bob Boozer,26.0,NYK,SF,49.0,1652.0,15.2,0.489,0.337,1.9,0.1,2.0,0.059,,1964,False
29.0,Tom Sanders,25.0,BOS,PF,80.0,2370.0,12.7,0.475,0.335,1.5,6.1,7.6,0.154,,1964,False
30.0,Don Ohl,27.0,DET,SG,71.0,2366.0,12.2,0.447,0.27,0.1,0.8,0.8,0.017,AS,1964,False
31.0,Richie Guerin,31.0,2TM,SG,80.0,2366.0,14.7,0.508,0.501,3.9,2.4,6.3,0.127,,1964,False
31.0,Richie Guerin,31.0,NYK,SG,2.0,26.0,34.1,0.714,0.313,0.3,0.0,0.3,0.488,,1964,False
31.0,Richie Guerin,31.0,STL,SG,78.0,2340.0,14.5,0.504,0.505,3.7,2.4,6.0,0.123,,1964,False
32.0,Johnny Egan,25.0,2TM,PG,66.0,2326.0,12.7,0.498,0.321,2.7,0.4,3.2,0.065,,1964,False
32.0,Johnny Egan,25.0,DET,PG,24.0,838.0,10.3,0.467,0.266,0.4,0.3,0.7,0.043,,1964,False
32.0,Johnny Egan,25.0,NYK,PG,42.0,1488.0,14.1,0.513,0.349,2.3,0.1,2.4,0.078,,1964,False
33.0,Cliff Hagan,32.0,STL,SF,77.0,2279.0,16.9,0.496,0.259,3.8,2.1,6.0,0.126,,1964,False
34.0,Art Heyman,22.0,NYK,SG,75.0,2236.0,14.7,0.485,0.421,2.6,0.2,2.7,0.059,,1964,False
35.0,Tom Gola,31.0,NYK,SG,74.0,2156.0,11.6,0.482,0.352,1.6,0.2,1.7,0.039,AS,1964,False
36.0,Johnny Green,30.0,NYK,PF,80.0,2134.0,18.1,0.484,0.382,2.3,0.2,2.6,0.057,,1964,False
37.0,Si Green,30.0,BAL,PG,75.0,2064.0,11.6,0.472,0.42,1.3,1.3,2.6,0.061,,1964,False
38.0,Tom Heinsohn,29.0,BOS,PF,76.0,2040.0,17.0,0.458,0.28,0.8,5.4,6.2,0.147,"AS,NBA2",1964,False
39.0,Gary Phillips,24.0,SFW,SG,66.0,2010.0,8.7,0.418,0.315,-1.2,2.9,1.7,0.04,,1964,False
40.0,Jack Twyman,29.0,CIN,SF,68.0,1996.0,14.6,0.495,0.23,2.8,1.5,4.3,0.105,,1964,False
41.0,Paul Neumann,26.0,PHI,PG,74.0,1973.0,14.3,0.505,0.363,2.9,1.3,4.2,0.103,,1964,False
42.0,Donnie Butcher,27.0,2TM,PG,78.0,1971.0,10.0,0.454,0.505,0.5,0.7,1.2,0.03,,1964,False
42.0,Donnie Butcher,27.0,NYK,,26.0,418.0,9.3,0.403,0.574,-0.3,0.0,-0.2,-0.027,,1964,False
42.0,Donnie Butcher,27.0,DET,PG,52.0,1553.0,10.2,0.47,0.485,0.8,0.7,1.5,0.045,,1964,False
43.0,Nate Thurmond,22.0,SFW,PF,76.0,1966.0,12.1,0.423,0.312,-0.9,4.4,3.5,0.085,ROY-3,1964,False
44.0,Bill Bridges,24.0,STL,PF,80.0,1949.0,13.1,0.441,0.332,-0.2,2.8,2.6,0.064,,1964,False
45.0,Zelmo Beaty,24.0,STL,C,59.0,1922.0,14.0,0.505,0.417,2.5,2.4,4.8,0.121,,1964,False
46.0,Al Attles,27.0,SFW,PG,70.0,1883.0,12.6,0.501,0.43,2.6,2.8,5.3,0.136,,1964,False
47.0,Billy McGill,24.0,2TM,C,74.0,1784.0,18.7,0.526,0.301,4.5,0.2,4.6,0.124,,1964,False
47.0,Billy McGill,24.0,BAL,C,6.0,47.0,21.0,0.537,0.458,0.1,0.0,0.2,0.175,,1964,False
47.0,Billy McGill,24.0,NYK,C,68.0,1737.0,18.7,0.526,0.297,4.3,0.1,4.5,0.123,,1964,False
48.0,Jackie Moreland,25.0,DET,PF,78.0,1780.0,12.1,0.484,0.329,1.5,0.8,2.3,0.062,,1964,False
49.0,Tom Hawkins,27.0,CIN,SF,73.0,1770.0,10.7,0.472,0.324,0.8,1.4,2.3,0.062,,1964,False
50.0,Ben Warley,27.0,PHI,PF,79.0,1740.0,13.5,0.517,0.617,2.4,1.4,3.8,0.104,,1964,False
51.0,Bucky Bockhorn,30.0,CIN,SG,70.0,1670.0,9.3,0.451,0.215,0.3,1.2,1.5,0.042,,1964,False
52.0,Willie Jones,27.0,DET,PG,77.0,1539.0,10.9,0.425,0.207,-0.8,0.7,-0.2,-0.005,,1964,False
53.0,Adrian Smith,27.0,CIN,SG,66.0,1524.0,10.7,0.469,0.342,0.9,1.0,1.9,0.059,,1964,False
54.0,Bob Ferry,26.0,DET,C,74.0,1522.0,16.2,0.493,0.416,2.0,0.7,2.7,0.086,,1964,False
55.0,Gene Wiley,26.0,LAL,C,78.0,1510.0,10.4,0.551,0.275,1.8,1.1,2.8,0.09,,1964,False
56.0,Leroy Ellis,23.0,LAL,C,78.0,1459.0,12.1,0.467,0.359,0.6,1.0,1.6,0.053,,1964,False
57.0,Kevin Loughery,23.0,2TM,SG,66.0,1459.0,10.4,0.422,0.281,-0.8,0.9,0.1,0.003,,1964,False
57.0,Kevin Loughery,23.0,DET,SG,1.0,2.0,-24.7,0.25,0.0,0.0,0.0,0.0,-1.066,,1964,False
57.0,Kevin Loughery,23.0,BAL,SG,65.0,1457.0,10.5,0.423,0.282,-0.8,0.9,0.1,0.004,,1964,False
58.0,Al Bianchi,31.0,PHI,PG,78.0,1437.0,8.9,0.418,0.206,-1.1,0.8,-0.4,-0.012,,1964,False
59.0,Willie Naulls,29.0,BOS,SF,78.0,1409.0,14.4,0.458,0.204,0.4,3.5,3.9,0.132,,1964,False
60.0,Don Nelson,23.0,LAL,SF,80.0,1406.0,10.6,0.509,0.622,1.5,0.8,2.3,0.08,,1964,False
61.0,Al Butler,25.0,NYK,PG,76.0,1379.0,13.0,0.471,0.304,1.0,0.1,1.1,0.038,,1964,False
62.0,John Barnhill,25.0,STL,SG,74.0,1367.0,10.1,0.437,0.228,-0.2,1.2,1.0,0.034,,1964,False
63.0,Mike Farmer,27.0,STL,SF,76.0,1361.0,9.4,0.447,0.189,0.0,1.3,1.3,0.046,,1964,False
64.0,Chico Vaughn,23.0,STL,SG,68.0,1340.0,11.5,0.483,0.275,1.3,1.1,2.3,0.084,,1964,False
65.0,Connie Dierking,27.0,PHI,C,76.0,1286.0,10.5,0.422,0.329,-0.9,1.0,0.1,0.004,,1964,False
66.0,Frank Selvy,31.0,LAL,SG,73.0,1286.0,9.0,0.417,0.288,-0.7,0.7,0.0,0.0,,1964,False
67.0,Frank Ramsey,32.0,BOS,SG,75.0,1227.0,12.6,0.459,0.386,0.5,2.7,3.2,0.125,,1964,False
68.0,Reggie Harding,21.0,DET,C,39.0,1158.0,12.4,0.426,0.213,-0.6,0.6,0.0,0.0,,1964,False
69.0,Don Kojis,25.0,BAL,SF,78.0,1148.0,12.6,0.445,0.302,-0.1,0.8,0.7,0.031,,1964,False
70.0,Larry Costello,32.0,PHI,PG,45.0,1137.0,15.1,0.548,0.417,2.8,0.7,3.5,0.147,,1964,False
71.0,Barney Cable,28.0,BAL,SF,71.0,1125.0,7.7,0.421,0.145,-0.4,0.8,0.3,0.014,,1964,False
72.0,Dave Budd,25.0,NYK,SF,73.0,1031.0,11.3,0.489,0.387,0.8,0.1,0.9,0.041,,1964,False
73.0,Gary Hill,22.0,SFW,SG,67.0,1015.0,7.8,0.41,0.201,-0.9,1.4,0.6,0.027,,1964,False
74.0,Lee Shaffer,24.0,PHI,SF,41.0,1013.0,11.1,0.415,0.227,-1.2,0.6,-0.6,-0.03,,1964,False
75.0,Tom Hoover,23.0,NYK,C,59.0,988.0,9.7,0.467,0.534,0.3,0.1,0.4,0.02,,1964,False
76.0,Jim Krebs,28.0,LAL,C,68.0,975.0,9.8,0.422,0.238,-0.6,0.7,0.1,0.004,,1964,False
77.0,Gene Shue,32.0,BAL,PG,47.0,963.0,6.0,0.327,0.221,-1.8,0.7,-1.1,-0.057,,1964,False
78.0,Dave Gambee,26.0,PHI,SF,41.0,927.0,13.5,0.489,0.489,1.0,0.6,1.6,0.084,,1964,False
79.0,Darrall Imhoff,25.0,DET,C,58.0,871.0,10.9,0.46,0.454,0.2,0.5,0.7,0.038,,1964,False
80.0,Eddie Miles,23.0,DET,SG,60.0,811.0,8.0,0.396,0.235,-1.2,0.3,-0.9,-0.053,,1964,False
81.0,Jim King,22.0,LAL,PG,60.0,762.0,11.4,0.483,0.51,0.6,0.5,1.1,0.069,,1964,False
82.0,John Rudometkin,23.0,NYK,SF,52.0,696.0,16.5,0.524,0.356,1.5,0.0,1.6,0.108,,1964,False
83.0,Larry Staverman,27.0,3TM,PF,60.0,674.0,12.5,0.527,0.425,1.1,0.5,1.6,0.111,,1964,False
83.0,Larry Staverman,27.0,BAL,PF,6.0,99.0,5.6,0.508,0.286,0.1,0.0,0.1,0.046,,1964,False
83.0,Larry Staverman,27.0,DET,PF,20.0,255.0,14.8,0.575,0.476,0.7,0.1,0.8,0.153,,1964,False
83.0,Larry Staverman,27.0,CIN,PF,34.0,320.0,12.8,0.494,0.405,0.4,0.3,0.7,0.098,,1964,False
84.0,Bob Duffy,23.0,3TM,PG,48.0,662.0,10.5,0.45,0.284,0.1,0.2,0.3,0.025,,1964,False
84.0,Bob Duffy,23.0,STL,PG,2.0,6.0,2.4,0.291,0.333,0.0,0.0,0.0,-0.218,,1964,False
84.0,Bob Duffy,23.0,NYK,PG,4.0,50.0,8.1,0.355,0.421,-0.1,0.0,-0.1,-0.099,,1964,False
84.0,Bob Duffy,23.0,DET,PG,42.0,606.0,10.8,0.462,0.271,0.3,0.2,0.5,0.038,,1964,False
85.0,Gene Tormohlen,26.0,STL,C,51.0,640.0,9.4,0.389,0.184,-0.9,0.9,0.0,-0.002,,1964,False
86.0,Charlie Hardnett,25.0,BAL,PF,66.0,617.0,15.8,0.473,0.481,0.4,0.5,1.0,0.077,,1964,False
87.0,Gene Conley,33.0,NYK,PF,46.0,551.0,8.8,0.441,0.344,-0.1,0.0,0.0,-0.003,,1964,False
88.0,George Lee,27.0,SFW,SF,54.0,522.0,8.9,0.437,0.42,-0.1,0.7,0.6,0.057,,1964,False
89.0,Kenny Sears,30.0,SFW,SF,51.0,519.0,12.1,0.549,0.658,1.0,0.8,1.8,0.165,,1964,False
90.0,Bud Olsen,23.0,CIN,PF,49.0,513.0,10.9,0.43,0.271,-0.2,0.5,0.2,0.022,,1964,False
91.0,Jay Arnette,25.0,CIN,PG,48.0,501.0,8.4,0.419,0.276,-0.3,0.4,0.1,0.01,,1964,False
92.0,Tom Thacker,24.0,CIN,PG,48.0,457.0,7.3,0.323,0.293,-1.4,0.5,-0.9,-0.096,,1964,False
93.0,Jim Loscutoff,33.0,BOS,SF,53.0,451.0,5.8,0.332,0.17,-1.3,1.2,0.0,-0.005,,1964,False
94.0,Clyde Lovellette,34.0,BOS,C,45.0,437.0,16.8,0.456,0.187,0.1,1.2,1.3,0.145,,1964,False
95.0,Hub Reed,27.0,LAL,C,46.0,386.0,6.5,0.389,0.165,-0.3,0.3,0.0,-0.006,,1964,False
