Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,OWS,DWS,WS,WS/48,Awards,season,is_playoff
1.0,Paul Arizin,26.0,PHW,SF,72.0,2953.0,18.6,0.478,0.442,5.8,2.9,8.7,0.141,AS,1955,False
2.0,Paul Seymour,27.0,SYR,SG,72.0,2950.0,15.5,0.438,0.357,2.1,4.5,6.7,0.108,"AS,NBA2",1955,False
3.0,Neil Johnston,25.0,PHW,C,72.0,2917.0,26.0,0.536,0.649,11.5,3.9,15.4,0.253,"AS,NBA1",1955,False
4.0,Mel Hutchins,26.0,FTW,PF,72.0,2860.0,13.0,0.425,0.285,0.4,3.5,3.9,0.065,,1955,False
5.0,Slater Martin,29.0,MNL,PG,72.0,2784.0,14.4,0.453,0.391,3.0,3.2,6.2,0.107,"AS,NBA2",1955,False
6.0,Bob Cousy,26.0,BOS,PG,71.0,2747.0,21.7,0.48,0.433,6.3,1.5,7.8,0.137,"AS,NBA1",1955,False
7.0,Ed Macauley,26.0,BOS,C,71.0,2706.0,19.0,0.522,0.587,7.5,1.4,8.9,0.157,AS,1955,False
8.0,Frank Selvy,22.0,2TM,SF,71.0,2668.0,17.4,0.461,0.51,3.5,2.4,5.9,0.106,AS,1955,False
8.0,Frank Selvy,22.0,BLB,,11.0,432.0,,0.452,0.444,,,,,,1955,False
8.0,Frank Selvy,22.0,MLH,SF,60.0,2236.0,17.4,0.463,0.526,3.5,2.4,5.9,0.127,,1955,False
9.0,Bob Pettit,22.0,MLH,PF,72.0,2659.0,24.9,0.48,0.443,6.1,4.6,10.7,0.194,"ROY-1,AS,NBA1",1955,False
10.0,Vern Mikkelsen,26.0,MNL,PF,71.0,2559.0,20.6,0.508,0.573,7.4,3.6,10.9,0.205,"AS,NBA2",1955,False
11.0,Harry Gallatin,27.0,NYK,PF,72.0,2548.0,21.0,0.491,0.562,5.1,3.3,8.3,0.157,"AS,NBA2",1955,False
12.0,Jim Baechtold,27.0,NYK,SF,72.0,2536.0,14.2,0.479,0.378,4.1,1.8,6.0,0.113,,1955,False
13.0,Dolph Schayes,26.0,SYR,PF,72.0,2526.0,23.5,0.49,0.532,6.4,5.7,12.0,0.229,"AS,NBA1",1955,False
14.0,Joe Graboski,25.0,PHW,PF,70.0,2515.0,11.9,0.388,0.276,-2.8,2.7,-0.1,-0.002,,1955,False
