Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,TRB%,AST%,OWS,DWS,WS,WS/48,Awards,season,is_playoff
149.0,Howard Porter,23.0,CHI,SF,67.0,,730.0,13.8,0.459,0.191,11.9,5.0,-0.2,1.4,1.1,0.076,,1972,False
150.0,Dick Cunningham,25.0,HOU,C,63.0,,720.0,10.8,0.433,0.305,15.3,9.7,-0.3,1.3,1.0,0.068,,1972,False
151.0,Luther Rackley,25.0,2TM,C,71.0,,683.0,11.0,0.459,0.367,14.9,4.2,-0.1,1.0,0.8,0.059,,1972,False
151.0,Luther Rackley,25.0,CLE,C,9.0,,65.0,12.0,0.43,0.16,15.7,6.5,-0.1,0.1,0.0,0.009,,1972,False
151.0,Luther Rackley,25.0,NYK,C,62.0,,618.0,10.9,0.462,0.391,14.8,3.9,-0.1,0.9,0.8,0.064,,1972,False
152.0,Gus Johnson,33.0,BAL,PF,39.0,,668.0,12.2,0.42,0.234,15.9,10.5,-0.8,0.9,0.1,0.007,,1972,False
153.0,Willie McCarter,25.0,POR,SG,39.0,,612.0,9.9,0.432,0.214,3.3,19.7,-0.5,0.1,-0.4,-0.028,,1972,False
154.0,Erwin Mueller,27.0,DET,PF,42.0,,605.0,9.1,0.39,0.376,11.5,12.3,-0.9,0.1,-0.8,-0.064,,1972,False
155.0,Bill Turner,27.0,GSW,PF,62.0,,597.0,8.8,0.445,0.293,9.8,4.8,-0.2,0.7,0.5,0.041,,1972,False
156.0,Bill Hosket,25.0,BUF,PF,44.0,,592.0,12.7,0.54,0.287,10.1,9.0,0.9,0.1,1.0,0.084,,1972,False
157.0,Larry Siegfried,32.0,2TM,PG,31.0,,558.0,6.9,0.424,0.301,3.6,15.9,-0.3,0.4,0.1,0.01,,1972,False
157.0,Larry Siegfried,32.0,HOU,PG,10.0,,223.0,6.0,0.46,0.304,2.0,10.8,0.0,0.2,0.2,0.044,,1972,False
157.0,Larry Siegfried,32.0,ATL,PG,21.0,,335.0,7.6,0.402,0.299,4.7,19.2,-0.3,0.2,-0.1,-0.012,,1972,False
158.0,Bob Portman,24.0,GSW,SG,61.0,,553.0,12.0,0.467,0.271,10.7,6.5,0.0,0.8,0.8,0.067,,1972,False
159.0,Gil McGregor,22.0,CIN,PF,42.0,,532.0,6.8,0.414,0.308,13.8,4.5,-0.6,0.2,-0.4,-0.038,,1972,False
160.0,Harvey Marlatt,23.0,DET,SG,31.0,,506.0,9.5,0.466,0.282,5.8,15.6,0.0,0.1,0.1,0.012,,1972,False
161.0,Bob Christian,25.0,ATL,C,56.0,,485.0,14.0,0.521,0.43,18.2,7.7,0.5,0.4,0.9,0.092,,1972,False
162.0,Ron Knight,24.0,POR,SF,49.0,,483.0,13.3,0.449,0.241,11.3,10.6,-0.3,0.1,-0.2,-0.016,,1972,False
163.0,Darrall Imhoff,33.0,2TM,C,49.0,,480.0,8.6,0.424,0.326,13.3,14.1,-0.3,0.2,-0.2,-0.016,,1972,False
163.0,Darrall Imhoff,33.0,CIN,C,9.0,,76.0,4.5,0.354,0.276,17.6,3.6,-0.2,0.0,-0.2,-0.111,,1972,False
163.0,Darrall Imhoff,33.0,POR,C,40.0,,404.0,9.4,0.443,0.34,12.4,16.1,-0.1,0.1,0.0,0.001,,1972,False
164.0,Nick Jones,26.0,GSW,SG,65.0,,478.0,9.7,0.482,0.311,3.6,13.2,0.2,0.5,0.7,0.073,,1972,False
165.0,Gary Zeller,24.0,BAL,SG,28.0,,471.0,7.2,0.385,0.153,6.5,9.0,-1.1,0.4,-0.8,-0.079,,1972,False
166.0,Bill Smith,22.0,POR,C,22.0,,448.0,10.8,0.452,0.37,14.2,5.9,-0.2,0.1,0.0,-0.003,,1972,False
167.0,Johnny Egan,33.0,HOU,PG,38.0,,437.0,7.3,0.466,0.308,2.7,14.3,0.0,0.5,0.5,0.056,,1972,False
168.0,Greg Howard,24.0,CLE,PF,48.0,,426.0,10.3,0.453,0.389,12.3,8.4,-0.1,0.4,0.3,0.034,,1972,False
169.0,Dorie Murrey,28.0,BAL,PF,51.0,,421.0,7.8,0.423,0.345,14.1,5.2,-0.3,0.5,0.1,0.017,,1972,False
170.0,Al Henry,22.0,PHI,C,43.0,1.0,421.0,13.8,0.497,0.468,14.7,2.6,0.3,0.4,0.7,0.079,,1972,False
171.0,John Wetzel,27.0,PHO,SG,51.0,,419.0,7.3,0.452,0.366,7.4,16.1,0.0,0.5,0.5,0.056,,1972,False
172.0,Kenny McIntosh,23.0,CHI,SF,43.0,,405.0,6.7,0.36,0.262,10.5,5.9,-1.2,0.7,-0.4,-0.051,,1972,False
173.0,Jim Marsh,25.0,POR,SF,39.0,,375.0,8.6,0.416,0.504,10.5,10.4,-0.4,0.1,-0.3,-0.036,,1972,False
174.0,Jerry Chambers,28.0,BUF,SF,26.0,,369.0,12.9,0.459,0.178,8.8,9.6,-0.1,0.1,0.0,0.0,,1972,False
175.0,John Vallely,23.0,2TM,SG,49.0,,366.0,10.2,0.44,0.263,4.1,14.2,-0.3,0.3,0.1,0.01,,1972,False
175.0,John Vallely,23.0,ATL,SG,9.0,,110.0,12.8,0.512,0.465,4.9,11.7,0.1,0.0,0.2,0.081,,1972,False
175.0,John Vallely,23.0,HOU,SG,40.0,,256.0,9.1,0.414,0.195,3.7,15.2,-0.4,0.3,-0.1,-0.02,,1972,False
176.0,Willis Reed,29.0,NYK,C,11.0,,363.0,13.7,0.477,0.285,13.0,8.4,0.1,0.5,0.6,0.081,,1972,False
177.0,Fred Brown,23.0,SEA,SG,33.0,,359.0,8.5,0.363,0.161,4.9,23.5,-1.1,0.2,-0.9,-0.115,,1972,False
178.0,Isaiah Wilson,23.0,DET,SG,48.0,,322.0,12.6,0.414,0.316,6.9,18.6,-0.5,0.1,-0.5,-0.074,,1972,False
179.0,Terry Driscoll,24.0,BAL,PF,40.0,,313.0,11.9,0.442,0.375,16.4,9.7,-0.2,0.4,0.3,0.039,,1972,False
180.0,Jeff Halliburton,22.0,ATL,SG,37.0,,288.0,12.4,0.503,0.226,6.3,10.4,0.3,0.1,0.4,0.073,,1972,False
181.0,Fred Taylor,23.0,2TM,SG,34.0,,283.0,4.4,0.332,0.274,9.4,8.3,-1.0,0.2,-0.8,-0.139,,1972,False
181.0,Fred Taylor,23.0,PHO,SG,13.0,,69.0,2.6,0.244,0.481,11.8,12.4,-0.4,0.1,-0.3,-0.206,,1972,False
181.0,Fred Taylor,23.0,CIN,SG,21.0,,214.0,5.0,0.361,0.211,8.6,7.0,-0.6,0.1,-0.5,-0.118,,1972,False
182.0,Eddie Mast,23.0,NYK,PF,40.0,,270.0,8.8,0.396,0.366,13.3,5.0,-0.5,0.4,-0.2,-0.03,,1972,False
183.0,Keith Erickson,27.0,LAL,SF,15.0,,262.0,11.4,0.5,0.084,6.6,15.9,0.2,0.4,0.5,0.099,,1972,False
184.0,McCoy McLemore,29.0,2TM,SF,27.0,,246.0,11.8,0.466,0.338,13.8,10.8,0.0,0.4,0.4,0.085,,1972,False
184.0,McCoy McLemore,29.0,MIL,SF,10.0,,99.0,11.8,0.436,0.429,16.6,13.9,0.0,0.2,0.1,0.07,,1972,False
184.0,McCoy McLemore,29.0,HOU,SF,17.0,,147.0,11.8,0.487,0.279,12.0,8.7,0.1,0.2,0.3,0.095,,1972,False
185.0,Elgin Baylor,37.0,LAL,SF,9.0,,239.0,13.6,0.487,0.278,10.6,9.2,0.1,0.4,0.5,0.097,,1972,False
186.0,Jeff Webb,23.0,2TM,SG,46.0,,238.0,10.0,0.436,0.23,7.1,13.4,-0.2,0.3,0.1,0.018,,1972,False
186.0,Jeff Webb,23.0,MIL,SG,19.0,,109.0,6.1,0.356,0.371,8.0,7.3,-0.2,0.1,-0.1,-0.056,,1972,False
186.0,Jeff Webb,23.0,PHO,SG,27.0,,129.0,13.3,0.483,0.154,6.3,18.7,0.1,0.1,0.2,0.08,,1972,False
187.0,Jim McDaniels,23.0,SEA,C,12.0,,235.0,13.5,0.432,0.146,16.6,5.8,-0.3,0.2,-0.1,-0.015,AS,1972,False
188.0,Ken Durrett,23.0,CIN,SF,19.0,,233.0,8.1,0.454,0.354,8.3,8.1,-0.1,0.1,0.0,0.002,,1972,False
189.0,Tom Payne,21.0,ATL,C,29.0,,227.0,15.0,0.483,0.447,14.8,9.7,0.1,0.2,0.3,0.06,,1972,False
190.0,Charlie Paulk,25.0,2TM,PF,35.0,,211.0,6.0,0.324,0.239,14.8,6.7,-0.8,0.4,-0.4,-0.102,,1972,False
190.0,Charlie Paulk,25.0,CHI,PF,7.0,,60.0,8.2,0.36,0.321,11.9,8.8,-0.2,0.1,-0.1,-0.059,,1972,False
190.0,Charlie Paulk,25.0,NYK,PF,28.0,,151.0,5.2,0.306,0.2,15.9,5.9,-0.6,0.2,-0.4,-0.119,,1972,False
191.0,Bob Quick,25.0,DET,SF,18.0,,204.0,17.1,0.55,0.549,11.9,7.8,0.5,0.0,0.5,0.121,,1972,False
192.0,Jake Jones,22.0,2TM,SG,17.0,0.0,202.0,8.6,0.444,0.431,6.3,8.1,-0.1,0.1,0.0,-0.009,,1972,False
192.0,Jake Jones,22.0,PHI,SG,6.0,0.0,41.0,9.9,0.424,0.556,6.6,6.4,-0.1,0.0,0.0,-0.029,,1972,False
192.0,Jake Jones,22.0,CIN,SG,11.0,,161.0,8.2,0.451,0.389,6.2,8.5,-0.1,0.0,0.0,-0.003,,1972,False
193.0,Jim Cleamons,22.0,LAL,PG,38.0,,201.0,13.9,0.423,0.36,8.6,21.3,-0.2,0.3,0.1,0.022,,1972,False
194.0,Eddie Miles,31.0,NYK,SG,42.0,,198.0,5.2,0.431,0.281,4.0,11.1,-0.1,0.2,0.0,0.009,,1972,False
195.0,Jake Ford,26.0,SEA,PG,26.0,,181.0,16.2,0.571,0.5,2.9,20.7,0.5,0.1,0.6,0.158,,1972,False
196.0,Charlie Scott,23.0,PHO,PG,6.0,,177.0,16.4,0.462,0.186,6.2,23.2,0.0,0.2,0.2,0.054,AS,1972,False
197.0,Odis Allison,22.0,GSW,SF,36.0,,166.0,4.7,0.32,0.782,12.1,7.7,-0.9,0.3,-0.6,-0.181,,1972,False
198.0,Vic Bartolome,23.0,GSW,C,38.0,,165.0,4.4,0.278,0.085,16.2,2.3,-0.7,0.3,-0.4,-0.114,,1972,False
199.0,Rich Rinaldi,22.0,BAL,SG,39.0,,159.0,14.0,0.444,0.288,5.3,15.3,-0.1,0.1,0.0,-0.006,,1972,False
200.0,Rex Morgan,23.0,BOS,SG,28.0,,150.0,8.7,0.432,0.62,9.1,13.2,-0.1,0.2,0.1,0.045,,1972,False
201.0,Art Harris,25.0,PHO,SG,21.0,,145.0,4.8,0.347,0.3,4.3,16.6,-0.5,0.1,-0.4,-0.119,,1972,False
202.0,Barry Yates,26.0,PHI,PF,24.0,1.0,144.0,10.7,0.393,0.133,12.6,7.1,-0.4,0.1,-0.2,-0.075,,1972,False
203.0,Bill Dinwiddie,28.0,MIL,PF,23.0,,144.0,3.4,0.303,0.158,10.7,7.3,-0.6,0.2,-0.4,-0.124,,1972,False
204.0,Garfield Smith,26.0,BOS,PF,26.0,,134.0,8.9,0.389,0.47,12.6,7.9,-0.3,0.2,-0.1,-0.038,,1972,False
205.0,Charlie Lowery,22.0,MIL,PG,20.0,,134.0,10.5,0.49,0.474,6.8,12.5,0.1,0.2,0.2,0.083,,1972,False
206.0,Jimmy Collins,25.0,CHI,SG,19.0,,134.0,9.2,0.409,0.155,4.3,10.7,-0.3,0.2,-0.1,-0.027,,1972,False
207.0,Milt Williams,26.0,ATL,PG,10.0,,127.0,14.3,0.509,0.547,1.5,22.5,0.2,0.1,0.2,0.088,,1972,False
208.0,Clarence Glover,24.0,BOS,PF,25.0,,119.0,14.0,0.47,0.582,17.7,4.4,0.0,0.2,0.3,0.103,,1972,False
209.0,Jackie Ridgle,23.0,CLE,SG,32.0,,107.0,13.7,0.514,0.591,6.8,9.4,0.2,0.1,0.2,0.102,,1972,False
210.0,Steve Mix,24.0,DET,SF,8.0,,104.0,7.2,0.354,0.255,10.5,5.2,-0.3,0.0,-0.3,-0.142,,1972,False
211.0,Barry Nelson,22.0,MIL,C,28.0,,102.0,7.6,0.433,0.278,9.5,8.4,-0.1,0.1,0.1,0.026,,1972,False
212.0,Jackie Dinkins,22.0,CHI,SF,18.0,,89.0,13.7,0.452,0.488,10.7,11.2,0.0,0.2,0.1,0.073,,1972,False
213.0,Greg Fillmore,24.0,NYK,C,10.0,,67.0,-0.5,0.265,0.111,11.0,5.7,-0.3,0.1,-0.3,-0.181,,1972,False
214.0,Sid Catlett,23.0,CIN,SF,9.0,,40.0,-1.4,0.231,1.0,5.0,3.0,-0.2,0.0,-0.2,-0.197,,1972,False
215.0,Mike Price,23.0,NYK,SG,6.0,,40.0,13.6,0.504,0.786,7.4,19.6,0.0,0.1,0.1,0.121,,1972,False
216.0,Shaler Halimon,26.0,ATL,SF,1.0,,4.0,-4.5,,,0.0,0.0,0.0,0.0,0.0,0.007,,1972,False
,League Average,,,,,,,,0.504,0.326,10.0,13.9,,,,,,1972,False
