Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,season,is_playoff
65.0,Kevin Porter,23.0,CAP,PG,81.0,,2339.0,16.7,0.512,0.25,3.2,4.1,3.6,29.6,1.8,0.2,2.7,2.4,5.2,0.106,0.1,-0.3,-0.2,1.1,,1974,False
66.0,Don Adams,26.0,DET,SF,74.0,,2298.0,10.9,0.457,0.271,6.0,14.1,10.0,8.3,2.2,0.3,0.1,3.5,3.6,0.076,-2.2,0.7,-1.4,0.3,,1974,False
67.0,John Johnson,26.0,POR,SF,69.0,,2287.0,16.8,0.511,0.264,7.0,16.1,11.5,17.5,1.3,0.7,3.2,0.7,4.0,0.083,1.3,-1.3,0.0,1.1,,1974,False
68.0,Don Chaney,27.0,BOS,SG,81.0,,2258.0,12.9,0.51,0.24,9.2,7.0,8.1,10.2,1.6,1.3,3.0,2.9,5.8,0.124,0.1,0.9,1.0,1.7,DEF2,1974,False
69.0,Corky Calhoun,23.0,PHO,SF,77.0,,2207.0,9.8,0.497,0.222,5.3,13.3,9.3,7.9,1.4,0.7,1.1,1.1,2.2,0.048,-1.6,-0.4,-2.0,0.0,,1974,False
70.0,Jim Fox,30.0,SEA,C,78.0,,2179.0,16.3,0.552,0.435,10.4,22.0,15.9,13.7,1.1,0.5,4.4,2.2,6.6,0.146,1.1,0.1,1.2,1.7,,1974,False
71.0,Butch Beard,26.0,GSW,PG,79.0,,2134.0,15.5,0.559,0.379,6.2,11.0,8.6,17.7,2.2,0.2,3.7,1.9,5.6,0.126,0.2,0.7,0.9,1.6,,1974,False
72.0,Don Kojis,35.0,KCO,SF,77.0,,2091.0,15.6,0.528,0.325,6.3,12.9,9.6,7.9,1.7,0.4,3.4,1.3,4.8,0.109,0.9,-0.9,0.0,1.1,,1974,False
73.0,Dean Meminger,25.0,NYK,SG,78.0,,2079.0,11.7,0.534,0.297,6.3,7.9,7.1,10.4,1.4,0.2,2.7,2.3,5.0,0.115,-0.2,0.5,0.3,1.2,,1974,False
74.0,Rick Roberson,26.0,POR,C,69.0,,2060.0,16.1,0.498,0.396,12.2,22.7,17.4,8.8,1.4,1.4,1.9,1.4,3.2,0.075,-0.2,-1.7,-1.9,0.1,,1974,False
75.0,Chris Ford,25.0,DET,SG,82.0,,2059.0,12.9,0.465,0.129,5.5,9.7,7.6,18.2,3.2,0.4,0.9,3.4,4.3,0.1,-0.9,2.5,1.6,1.9,,1974,False
76.0,Ron Behagen,23.0,KCO,PF,80.0,,2059.0,13.9,0.476,0.256,9.6,19.3,14.4,9.5,1.2,0.9,0.2,1.8,2.0,0.046,-1.8,-1.1,-2.8,-0.4,ROY-2,1974,False
77.0,Kenny McIntosh,25.0,SEA,SF,69.0,,2056.0,7.3,0.412,0.187,5.0,12.4,8.5,5.7,1.1,0.7,-0.7,1.4,0.7,0.017,-2.8,-0.4,-3.1,-0.6,,1974,False
78.0,Phil Jackson,28.0,NYK,PF,82.0,,2050.0,15.0,0.528,0.325,6.3,18.2,12.3,9.3,1.0,1.8,2.4,3.2,5.6,0.131,-0.5,0.8,0.3,1.2,,1974,False
79.0,Keith Erickson,29.0,PHO,SF,66.0,,2033.0,15.3,0.523,0.268,4.7,15.8,10.3,14.3,1.4,0.5,2.9,1.1,4.1,0.096,0.8,-0.8,0.1,1.1,,1974,False
80.0,Herm Gilliam,27.0,ATL,PG,62.0,,2003.0,15.8,0.483,0.158,3.0,10.5,6.7,24.6,2.9,0.5,1.4,2.1,3.4,0.082,-0.3,0.7,0.4,1.2,,1974,False
81.0,Charlie Scott,25.0,PHO,PG,52.0,,2003.0,18.8,0.505,0.269,3.3,7.9,5.6,21.4,2.2,0.6,2.9,0.9,3.9,0.093,1.8,-1.0,0.8,1.4,AS,1974,False
82.0,Mike Bantom,22.0,PHO,PF,76.0,,1982.0,11.7,0.437,0.271,8.9,17.5,13.3,11.1,1.1,1.2,-0.8,1.3,0.5,0.012,-2.5,-1.1,-3.7,-0.8,,1974,False
83.0,Jon McGlocklin,30.0,MIL,SG,79.0,,1910.0,12.0,0.501,0.115,1.9,5.3,3.7,16.4,1.0,0.2,2.2,1.6,3.8,0.095,-0.8,-0.7,-1.4,0.3,,1974,False
84.0,Steve Patterson,25.0,CLE,C,76.0,,1910.0,13.6,0.457,0.187,11.3,22.6,16.6,11.9,1.2,1.6,0.9,2.0,3.0,0.074,-0.5,0.1,-0.4,0.8,,1974,False
85.0,Larry Jones,31.0,PHI,PG,72.0,60.0,1876.0,13.7,0.498,0.378,3.5,6.0,4.7,17.4,2.0,0.5,1.7,1.1,2.9,0.073,-0.4,0.2,-0.2,0.9,,1974,False
86.0,Matt Guokas,29.0,3TM,SG,75.0,,1871.0,9.1,0.508,0.152,1.7,4.9,3.4,15.9,1.3,0.6,1.1,0.4,1.5,0.04,-1.5,-0.4,-1.9,0.0,,1974,False
86.0,Matt Guokas,29.0,KCO,SG,9.0,,315.0,10.0,0.51,0.145,0.7,6.3,3.5,15.8,1.1,0.2,0.2,0.1,0.3,0.042,-1.8,-0.7,-2.4,-0.1,,1974,False
86.0,Matt Guokas,29.0,HOU,SG,39.0,,1007.0,8.6,0.481,0.138,1.8,4.5,3.2,16.4,1.2,0.7,0.5,0.2,0.7,0.031,-1.3,-0.5,-1.8,0.0,,1974,False
86.0,Matt Guokas,29.0,BUF,SG,27.0,,549.0,9.5,0.556,0.182,2.2,4.9,3.6,15.2,1.5,0.5,0.5,0.2,0.6,0.054,-1.7,0.0,-1.6,0.0,,1974,False
87.0,Jim Brewer,22.0,CLE,PF,82.0,,1862.0,10.9,0.415,0.224,10.8,18.5,14.4,10.6,1.1,1.0,-0.3,1.5,1.3,0.032,-1.9,-0.5,-2.3,-0.1,,1974,False
88.0,Clem Haskins,30.0,PHO,SG,81.0,,1822.0,16.0,0.51,0.256,4.4,7.9,6.2,20.3,1.9,0.4,2.7,0.7,3.4,0.09,0.9,-0.7,0.2,1.0,,1974,False
89.0,Freddie Boyd,23.0,PHI,PG,75.0,26.0,1818.0,10.9,0.447,0.274,0.8,4.2,2.5,19.9,1.5,0.3,-0.9,0.7,-0.2,-0.007,-3.0,-1.1,-4.1,-1.0,,1974,False
90.0,Bill Bridges,34.0,LAL,PF,65.0,,1812.0,11.6,0.468,0.32,10.1,14.8,12.6,10.5,1.4,0.8,0.8,2.0,2.8,0.074,-1.5,-0.2,-1.7,0.2,,1974,False
91.0,Archie Clark,32.0,CAP,PG,56.0,,1786.0,14.4,0.5,0.194,2.3,5.2,3.8,22.6,1.5,0.2,2.2,1.7,4.0,0.107,-0.1,0.0,-0.1,0.9,,1974,False
92.0,Jack Marin,29.0,2TM,SF,74.0,,1782.0,14.4,0.548,0.252,3.5,9.6,6.6,13.2,1.1,0.7,2.9,0.7,3.6,0.097,-0.1,-1.1,-1.2,0.4,,1974,False
92.0,Jack Marin,29.0,HOU,SF,47.0,,1102.0,13.1,0.516,0.221,2.8,7.4,5.1,15.5,0.9,0.4,1.3,0.2,1.5,0.067,-0.6,-1.7,-2.4,-0.1,,1974,False
92.0,Jack Marin,29.0,BUF,SF,27.0,,680.0,16.6,0.598,0.305,4.5,13.1,8.9,9.3,1.5,1.3,1.6,0.5,2.1,0.146,0.8,-0.1,0.7,0.5,,1974,False
93.0,John Block,29.0,KCO,PF,82.0,,1777.0,13.2,0.493,0.325,7.6,15.3,11.5,7.6,1.7,1.0,0.8,1.5,2.3,0.062,-1.5,-0.5,-2.0,0.0,,1974,False
94.0,Ed Ratleff,23.0,HOU,SF,81.0,,1773.0,12.5,0.476,0.221,5.7,11.5,8.6,13.5,2.3,0.8,0.8,1.3,2.1,0.058,-0.9,0.2,-0.7,0.6,,1974,False
95.0,Cliff Meely,26.0,HOU,PF,77.0,,1754.0,13.0,0.449,0.181,6.3,20.3,13.4,10.0,1.4,2.3,-0.5,1.7,1.2,0.033,-2.2,-0.4,-2.6,-0.3,,1974,False
96.0,Don Nelson,33.0,BOS,SF,82.0,,1748.0,16.1,0.563,0.381,5.1,13.7,9.5,13.1,0.5,0.4,4.0,1.9,5.9,0.162,1.1,-0.2,0.8,1.3,,1974,False
97.0,Wes Unseld,27.0,CAP,C,56.0,,1727.0,11.1,0.459,0.165,8.3,20.4,14.2,11.5,1.5,0.5,0.8,2.8,3.6,0.1,-0.8,1.7,0.9,1.3,,1974,False
98.0,Ollie Johnson,24.0,POR,SF,79.0,,1718.0,11.8,0.521,0.217,6.8,12.6,9.6,12.4,1.5,0.9,1.6,0.5,2.0,0.057,-0.4,-0.5,-0.9,0.5,,1974,False
99.0,John Brown,22.0,ATL,SF,77.0,,1715.0,12.8,0.493,0.343,10.2,15.8,12.9,8.9,0.7,0.5,1.2,1.1,2.3,0.063,-1.5,-1.7,-3.2,-0.5,,1974,False
100.0,Bob Weiss,31.0,CHI,SG,79.0,,1708.0,15.4,0.523,0.301,1.9,4.4,3.1,26.2,2.8,0.4,2.0,2.4,4.4,0.124,0.1,1.4,1.4,1.5,,1974,False
101.0,Jim Barnett,29.0,GSW,SG,77.0,,1689.0,16.4,0.517,0.299,4.3,8.0,6.2,16.8,1.5,0.3,3.2,1.0,4.1,0.118,0.9,-0.9,0.1,0.9,,1974,False
102.0,Bernie Fryer,24.0,POR,SG,80.0,,1674.0,13.2,0.508,0.275,3.6,6.1,4.9,21.5,2.4,0.3,1.2,0.3,1.6,0.046,-1.2,-0.5,-1.7,0.1,,1974,False
103.0,Jim Cleamons,24.0,CLE,PG,81.0,,1642.0,12.5,0.468,0.244,3.7,11.1,7.2,19.2,1.7,0.6,0.6,1.1,1.7,0.049,-1.4,0.1,-1.3,0.3,,1974,False
104.0,Clyde Lee,29.0,GSW,PF,54.0,,1642.0,9.8,0.483,0.377,11.1,23.1,17.2,4.8,0.7,0.5,0.9,1.7,2.6,0.076,-1.3,-0.6,-1.8,0.1,MVP-17,1974,False
105.0,Jerry Lucas,33.0,NYK,C,73.0,,1627.0,12.6,0.492,0.229,4.0,20.1,12.1,18.6,0.8,0.8,1.0,2.4,3.4,0.101,-0.1,1.3,1.3,1.4,,1974,False
106.0,Toby Kimball,31.0,PHI,PF,75.0,1.0,1592.0,13.9,0.52,0.406,10.7,23.1,16.6,6.5,1.4,0.7,1.5,1.9,3.4,0.104,-0.9,-0.4,-1.3,0.3,,1974,False
107.0,John Mengelt,24.0,DET,SG,77.0,,1555.0,13.8,0.516,0.41,2.7,10.9,6.8,13.3,2.0,0.2,1.4,2.1,3.5,0.108,-1.4,0.7,-0.8,0.5,,1974,False
108.0,Dick Gibbs,25.0,SEA,SF,71.0,,1528.0,12.4,0.486,0.287,5.5,8.8,7.1,7.3,1.1,0.6,1.3,0.8,2.1,0.065,-1.4,-1.4,-2.8,-0.3,,1974,False
109.0,Lloyd Neal,23.0,POR,PF,80.0,,1517.0,15.6,0.529,0.335,9.9,23.6,16.6,7.9,1.3,2.5,1.7,1.2,2.9,0.091,-0.3,-0.6,-0.8,0.4,,1974,False
110.0,George Trapp,25.0,DET,PF,82.0,,1489.0,14.8,0.509,0.193,6.7,14.9,10.8,8.4,1.4,1.2,1.3,2.2,3.5,0.113,-1.1,0.1,-1.0,0.4,,1974,False
111.0,Steve Bracey,23.0,ATL,PG,75.0,,1463.0,12.5,0.49,0.185,1.8,8.4,5.0,21.1,1.8,0.2,0.6,0.9,1.5,0.05,-1.8,-0.5,-2.4,-0.1,,1974,False
112.0,Dwight Jones,21.0,ATL,PF,74.0,,1448.0,14.6,0.519,0.311,9.9,21.9,15.8,7.9,0.9,2.3,1.4,1.6,2.9,0.098,-0.8,-0.3,-1.2,0.3,,1974,False
113.0,Slick Watts,22.0,SEA,PG,62.0,,1424.0,14.7,0.429,0.304,4.7,7.9,6.2,32.1,3.5,0.5,-0.5,1.6,1.2,0.039,-1.6,1.0,-0.6,0.5,ROY-3,1974,False
114.0,John Gianelli,23.0,NYK,C,70.0,,1423.0,13.0,0.521,0.279,8.2,17.2,12.7,7.4,0.7,1.6,1.5,2.1,3.6,0.121,-0.6,0.4,-0.1,0.7,,1974,False
115.0,Cornell Warner,25.0,2TM,C,72.0,,1405.0,11.9,0.542,0.327,8.2,19.8,14.4,6.2,0.9,1.5,1.2,2.3,3.5,0.119,-1.7,0.6,-1.0,0.3,,1974,False
115.0,Cornell Warner,25.0,CLE,C,5.0,,49.0,6.4,0.271,0.308,9.9,26.7,17.8,9.9,0.0,2.2,-0.1,0.0,-0.1,-0.061,-4.4,-0.2,-4.6,-0.1,,1974,False
115.0,Cornell Warner,25.0,MIL,C,67.0,,1356.0,12.1,0.553,0.327,8.1,19.6,14.2,6.1,0.9,1.5,1.3,2.2,3.5,0.125,-1.6,0.7,-0.9,0.4,,1974,False
116.0,Pat Riley,28.0,LAL,SG,72.0,,1361.0,12.3,0.468,0.216,2.7,5.8,4.3,15.9,1.7,0.1,0.2,0.9,1.1,0.04,-2.7,-1.2,-3.9,-0.6,,1974,False
117.0,Bob Kauffman,27.0,BUF,PF,74.0,,1304.0,13.1,0.52,0.41,7.6,17.0,12.4,13.5,1.2,0.7,1.1,1.0,2.0,0.075,-0.7,-0.3,-0.9,0.3,,1974,False
118.0,George Johnson,25.0,GSW,C,66.0,,1291.0,15.9,0.5,0.299,14.2,23.8,19.1,7.0,1.2,4.7,1.2,2.2,3.4,0.125,-0.2,1.3,1.1,1.0,,1974,False
119.0,Tiny Archibald,25.0,KCO,PG,35.0,,1272.0,18.3,0.527,0.429,1.7,5.3,3.5,30.7,2.0,0.3,1.8,0.5,2.3,0.088,1.8,-1.4,0.3,0.8,,1974,False
120.0,Gary Melchionni,23.0,PHO,PG,69.0,,1251.0,13.0,0.51,0.244,3.8,7.7,5.7,15.4,1.4,0.4,1.5,0.3,1.8,0.07,0.0,-1.0,-1.0,0.3,,1974,False
121.0,Bob Christian,27.0,PHO,C,81.0,,1244.0,11.7,0.545,0.524,7.0,20.5,13.8,10.0,0.7,1.3,1.0,0.8,1.9,0.072,-1.7,-0.2,-1.9,0.0,,1974,False
122.0,John Wetzel,29.0,ATL,SG,70.0,,1232.0,9.2,0.46,0.226,3.1,10.9,6.9,13.6,2.6,0.8,-0.1,1.2,1.1,0.043,-2.8,1.7,-1.1,0.3,,1974,False
123.0,Howard Porter,25.0,CHI,SF,73.0,,1229.0,15.4,0.483,0.175,7.1,17.1,12.0,4.4,0.9,1.7,0.8,1.9,2.7,0.104,-0.2,-0.7,-0.9,0.3,,1974,False
124.0,Nick Weatherspoon,23.0,CAP,SF,65.0,,1216.0,13.2,0.454,0.288,10.3,20.9,15.5,4.4,1.8,0.7,-0.1,2.2,2.1,0.082,-2.7,0.0,-2.6,-0.2,,1974,False
125.0,Earl Monroe,29.0,NYK,SG,41.0,,1194.0,14.5,0.509,0.22,1.9,8.7,5.3,13.6,1.3,0.9,1.3,1.4,2.8,0.111,0.2,0.3,0.5,0.8,,1974,False
126.0,Willie Norwood,26.0,DET,SF,74.0,,1178.0,15.8,0.538,0.295,8.3,11.7,10.0,7.4,2.3,0.4,1.8,1.8,3.5,0.144,0.2,0.5,0.7,0.8,,1974,False
127.0,Paul Westphal,23.0,BOS,SG,82.0,,1165.0,16.1,0.542,0.322,4.2,7.6,5.9,20.6,1.5,1.4,1.7,1.5,3.2,0.132,0.3,1.1,1.4,1.0,,1974,False
128.0,Ron Williams,29.0,MIL,PG,71.0,,1130.0,13.1,0.525,0.173,1.8,4.2,3.1,17.5,2.0,0.1,1.4,1.2,2.6,0.111,-1.2,0.2,-1.0,0.3,,1974,False
129.0,John Hummer,25.0,2TM,PF,53.0,,1119.0,11.9,0.483,0.407,7.1,18.2,12.4,12.4,1.1,1.0,0.4,1.2,1.6,0.067,-1.1,0.4,-0.7,0.4,,1974,False
129.0,John Hummer,25.0,CHI,PF,18.0,,186.0,10.3,0.514,0.609,7.1,13.6,10.3,9.9,0.7,0.3,0.0,0.2,0.3,0.066,-3.0,0.1,-2.9,0.0,,1974,False
129.0,John Hummer,25.0,SEA,PF,35.0,,933.0,12.2,0.476,0.371,7.1,19.1,12.8,13.0,1.2,1.2,0.4,0.9,1.3,0.067,-0.8,0.5,-0.3,0.4,,1974,False
130.0,Lamar Green,26.0,PHO,PF,72.0,,1103.0,9.6,0.427,0.215,7.9,24.1,16.1,5.0,1.3,1.7,-0.6,1.1,0.5,0.023,-2.9,-0.4,-3.3,-0.4,,1974,False
131.0,E.C. Coleman,23.0,HOU,PF,58.0,,1075.0,11.3,0.536,0.296,8.1,16.8,12.5,9.1,1.6,1.0,0.8,0.8,1.7,0.074,-1.5,0.1,-1.4,0.2,,1974,False
132.0,Dave Wohl,24.0,2TM,PG,67.0,,1055.0,13.0,0.492,0.368,1.1,3.3,2.2,27.9,3.2,0.1,0.3,0.7,1.0,0.043,-1.9,0.2,-1.7,0.1,,1974,False
132.0,Dave Wohl,24.0,BUF,PG,41.0,,606.0,10.8,0.459,0.4,1.2,3.5,2.4,24.9,2.3,0.1,-0.2,0.3,0.1,0.008,-2.9,-0.7,-3.6,-0.2,,1974,False
132.0,Dave Wohl,24.0,HOU,PG,26.0,,449.0,16.0,0.533,0.331,1.0,3.1,2.0,31.9,4.3,0.1,0.4,0.4,0.8,0.09,-0.6,1.3,0.8,0.3,,1974,False
133.0,Charles Johnson,24.0,GSW,PG,59.0,,1051.0,12.3,0.433,0.118,4.5,11.1,7.9,12.8,2.6,0.3,-0.1,1.1,1.0,0.044,-2.4,0.4,-2.0,0.0,,1974,False
134.0,Bud Stallworth,24.0,SEA,SF,67.0,,1019.0,8.4,0.413,0.161,4.6,12.3,8.3,4.5,0.9,0.6,-0.9,0.6,-0.3,-0.014,-4.1,-1.8,-5.9,-1.0,,1974,False
135.0,Mickey Davis,23.0,MIL,SF,73.0,,1012.0,15.5,0.561,0.334,8.4,13.7,11.3,11.1,1.2,0.3,2.0,1.3,3.4,0.159,1.1,-0.1,0.9,0.8,,1974,False
136.0,Mike D'Antoni,22.0,KCO,SG,52.0,,989.0,10.4,0.431,0.177,2.5,7.3,4.9,16.7,3.4,0.8,-0.7,0.9,0.3,0.012,-3.3,1.8,-1.5,0.1,,1974,False
137.0,Henry Bibby,24.0,NYK,PG,66.0,,986.0,15.7,0.489,0.189,5.1,9.1,7.1,13.9,3.1,0.1,0.7,1.6,2.3,0.11,-1.0,1.6,0.6,0.6,,1974,False
138.0,Steve Kuberski,26.0,BOS,PF,78.0,,985.0,10.9,0.48,0.302,9.7,13.5,11.6,5.1,0.3,0.3,0.7,1.0,1.7,0.084,-2.2,-1.2,-3.4,-0.4,,1974,False
139.0,Stu Lantz,27.0,DET,SG,50.0,,980.0,14.4,0.516,0.454,3.6,8.3,5.9,13.8,1.7,0.2,1.3,1.2,2.4,0.118,-0.5,0.1,-0.4,0.4,,1974,False
140.0,Jerry West,35.0,LAL,PG,31.0,,967.0,22.4,0.519,0.382,3.0,7.8,5.5,32.5,3.6,1.1,1.9,1.3,3.2,0.159,3.3,1.4,4.7,1.6,AS,1974,False
141.0,Jim Davis,32.0,DET,C,78.0,,947.0,13.7,0.471,0.491,11.1,20.7,15.9,12.1,1.9,1.7,0.0,1.8,1.8,0.092,-2.1,1.3,-0.7,0.3,,1974,False
142.0,Otto Moore,27.0,2TM,C,78.0,,946.0,13.7,0.522,0.258,8.9,22.7,15.8,9.3,1.2,2.7,0.8,1.1,1.8,0.093,-0.2,0.7,0.5,0.6,,1974,False
142.0,Otto Moore,27.0,HOU,C,13.0,,313.0,10.4,0.469,0.116,6.9,21.7,14.3,7.2,1.4,3.1,0.0,0.4,0.4,0.061,-1.5,0.9,-0.5,0.1,,1974,False
142.0,Otto Moore,27.0,KCO,C,65.0,,633.0,15.4,0.542,0.316,9.9,23.2,16.5,10.4,1.1,2.6,0.7,0.7,1.4,0.109,0.5,0.5,1.0,0.5,,1974,False
143.0,Derrek Dickey,22.0,GSW,PF,66.0,,930.0,13.4,0.536,0.283,12.8,21.5,17.2,7.1,0.8,0.8,1.3,1.0,2.3,0.116,-0.1,-0.7,-0.8,0.3,,1974,False
144.0,Barry Clemens,30.0,CLE,SF,71.0,,913.0,13.4,0.513,0.211,4.5,14.8,9.3,12.8,1.8,0.1,0.9,0.7,1.6,0.086,-1.7,0.2,-1.5,0.1,,1974,False
145.0,Greg Smith,27.0,POR,SF,67.0,,878.0,10.6,0.468,0.346,7.4,14.7,11.0,11.2,2.1,0.4,0.0,0.4,0.4,0.02,-2.3,-0.5,-2.8,-0.2,,1974,False
146.0,Manny Leaks,28.0,CAP,C,53.0,,845.0,9.4,0.402,0.358,10.4,17.1,13.7,3.8,0.5,2.3,-0.4,1.2,0.8,0.047,-3.4,0.0,-3.4,-0.3,,1974,False
147.0,Howard Komives,32.0,KCO,PG,44.0,,830.0,8.1,0.453,0.198,1.3,4.2,2.7,15.4,1.7,0.2,-0.1,0.3,0.1,0.008,-3.7,-0.3,-4.0,-0.4,,1974,False
148.0,Don May,28.0,PHI,SF,56.0,4.0,812.0,12.5,0.477,0.278,2.8,13.7,8.0,11.8,1.4,0.5,-0.1,0.6,0.5,0.029,-3.0,-0.4,-3.5,-0.3,,1974,False
149.0,John Warren,26.0,CLE,SG,69.0,,790.0,11.3,0.484,0.141,5.2,11.9,8.3,11.2,1.6,0.4,0.4,0.5,0.9,0.054,-2.4,-0.2,-2.6,-0.1,,1974,False
150.0,Dennis Awtrey,25.0,CHI,C,68.0,,756.0,11.4,0.56,0.764,6.6,17.4,11.9,15.2,1.3,1.0,0.2,1.2,1.4,0.091,-2.4,2.1,-0.3,0.3,,1974,False
151.0,Luke Witte,23.0,CLE,C,57.0,,728.0,12.7,0.474,0.255,10.6,22.0,16.0,7.8,0.5,1.6,0.4,0.6,1.0,0.067,-1.7,-0.9,-2.6,-0.1,,1974,False
152.0,John Brisker,26.0,SEA,SF,35.0,,717.0,17.3,0.498,0.253,7.6,12.4,9.9,11.9,1.7,0.4,1.1,0.6,1.7,0.115,1.6,-0.9,0.8,0.5,,1974,False
153.0,Kevin Kunnert,22.0,2TM,C,64.0,,701.0,12.6,0.503,0.153,12.4,19.4,16.0,7.9,0.6,4.0,0.3,0.7,1.0,0.066,-2.9,0.2,-2.7,-0.1,,1974,False
153.0,Kevin Kunnert,22.0,BUF,C,39.0,,340.0,12.1,0.504,0.158,12.9,17.9,15.5,9.2,0.6,3.6,0.1,0.3,0.4,0.057,-3.6,0.3,-3.3,-0.1,,1974,False
153.0,Kevin Kunnert,22.0,HOU,C,25.0,,361.0,13.0,0.502,0.149,12.0,20.8,16.4,6.7,0.6,4.3,0.2,0.4,0.6,0.075,-2.3,0.1,-2.2,0.0,,1974,False
154.0,Stan Love,24.0,LAL,PF,51.0,,698.0,11.9,0.469,0.23,7.4,14.6,11.1,9.5,1.7,1.4,-0.1,0.9,0.7,0.051,-3.4,0.1,-3.4,-0.2,,1974,False
155.0,Terry Driscoll,26.0,MIL,PF,64.0,,697.0,11.9,0.497,0.246,11.4,17.2,14.5,9.5,1.4,1.2,0.3,1.1,1.5,0.1,-2.1,0.7,-1.3,0.1,,1974,False
156.0,Ken Charles,22.0,BUF,SG,59.0,,693.0,10.2,0.521,0.427,3.7,5.6,4.7,9.6,1.9,0.7,0.3,0.3,0.6,0.045,-2.5,0.0,-2.5,-0.1,,1974,False
157.0,Fred Foster,27.0,CLE,SF,58.0,,649.0,12.1,0.44,0.222,6.4,10.9,8.5,13.8,1.4,0.5,0.0,0.4,0.3,0.026,-1.9,-1.2,-3.0,-0.2,,1974,False
158.0,Allan Bristow,22.0,PHI,SF,55.0,0.0,643.0,15.0,0.437,0.211,9.7,15.4,12.5,21.2,2.0,0.1,-0.1,0.6,0.5,0.039,-0.2,-0.1,-0.4,0.3,,1974,False
159.0,Rick Adelman,27.0,CHI,PG,55.0,,618.0,10.0,0.447,0.447,2.6,9.0,5.8,12.4,2.7,0.1,-0.3,0.9,0.7,0.053,-3.5,1.8,-1.6,0.1,,1974,False
160.0,Art Williams,34.0,BOS,PG,67.0,,617.0,14.7,0.475,0.19,3.2,14.5,9.0,33.1,3.1,0.2,0.1,1.1,1.2,0.096,-2.6,2.6,0.0,0.3,,1974,False
161.0,Tom Boerwinkle,28.0,CHI,C,46.0,,602.0,15.4,0.543,0.504,9.0,28.0,18.3,21.2,1.2,1.6,0.5,1.2,1.7,0.134,-0.1,3.1,3.0,0.8,,1974,False
162.0,Ron Riley,23.0,2TM,PF,48.0,,591.0,10.9,0.425,0.188,8.7,23.0,15.9,8.3,1.4,2.2,-0.5,0.7,0.2,0.013,-3.4,0.0,-3.4,-0.2,,1974,False
162.0,Ron Riley,23.0,KCO,PF,12.0,,170.0,11.4,0.459,0.421,8.0,26.5,17.2,6.6,0.8,0.6,-0.2,0.2,0.0,0.005,-3.4,-0.8,-4.3,-0.1,,1974,False
162.0,Ron Riley,23.0,HOU,PF,36.0,,421.0,10.7,0.41,0.097,9.0,21.6,15.4,9.0,1.6,2.8,-0.3,0.5,0.1,0.017,-3.3,0.3,-3.1,-0.1,,1974,False
163.0,Tom Kozelko,22.0,CAP,PF,49.0,,573.0,9.4,0.479,0.241,8.5,12.1,10.3,5.6,1.7,0.6,0.2,0.8,1.0,0.08,-2.9,1.0,-1.9,0.0,,1974,False
164.0,Walt Hazzard,31.0,SEA,PG,49.0,,571.0,12.6,0.465,0.25,2.9,7.0,4.8,27.6,2.0,0.5,0.2,0.4,0.6,0.051,-1.9,0.0,-1.9,0.0,,1974,False
165.0,Louie Nelson,22.0,CAP,SG,49.0,,556.0,13.7,0.484,0.34,4.4,7.6,6.0,13.1,2.5,0.2,0.3,0.8,1.1,0.091,-1.8,1.3,-0.5,0.2,,1974,False
166.0,Dale Schlueter,28.0,ATL,C,57.0,,547.0,13.3,0.522,0.37,9.8,18.9,14.3,10.3,2.0,2.1,0.4,0.7,1.1,0.098,-1.1,1.2,0.1,0.3,,1974,False
167.0,Bob Rule,29.0,CLE,C,26.0,,540.0,10.8,0.438,0.24,7.7,12.1,9.8,12.0,1.0,1.0,0.0,0.3,0.3,0.025,-2.3,-0.8,-3.1,-0.2,,1974,False
168.0,LaRue Martin,23.0,POR,C,50.0,,538.0,14.0,0.467,0.284,13.8,20.7,17.2,5.2,0.6,2.5,0.1,0.3,0.4,0.032,-2.5,-2.5,-5.0,-0.4,,1974,False
169.0,Harthorne Wingo,26.0,NYK,PF,60.0,,536.0,14.3,0.516,0.442,14.2,18.4,16.3,6.4,0.6,1.4,0.6,0.8,1.4,0.125,-1.2,-0.6,-1.8,0.0,,1974,False
170.0,Larry McNeill,23.0,KCO,PF,54.0,,516.0,20.9,0.552,0.636,12.2,17.5,14.8,7.2,3.1,0.6,0.9,0.6,1.5,0.142,1.2,-0.1,1.1,0.4,,1974,False
171.0,Joe Ellis,29.0,GSW,SF,50.0,,515.0,8.5,0.344,0.163,6.9,15.3,11.2,8.7,2.8,0.9,-0.9,0.7,-0.2,-0.02,-4.7,0.6,-4.0,-0.3,,1974,False
172.0,Milt Williams,28.0,SEA,PG,53.0,,505.0,11.9,0.467,0.423,3.5,5.6,4.5,26.0,2.2,0.0,0.1,0.3,0.4,0.036,-3.0,-0.4,-3.4,-0.2,,1974,False
173.0,Willis Reed,31.0,NYK,C,19.0,,500.0,15.9,0.506,0.288,9.9,19.7,14.8,8.4,1.1,2.3,0.7,0.9,1.5,0.145,0.6,0.7,1.3,0.4,,1974,False
174.0,John Tschogl,23.0,ATL,SF,64.0,,499.0,7.2,0.369,0.102,6.5,8.8,7.7,8.3,1.5,2.1,-0.6,0.4,-0.3,-0.025,-3.8,-0.2,-4.1,-0.3,,1974,False
