Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,AST%,OWS,DWS,WS,WS/48,Awards,season,is_playoff
1.0,Elvin Hayes,23.0,SDR,C,82.0,3695.0,18.9,0.483,0.358,4.5,3.6,6.0,9.6,0.124,"ROY-2,AS",1969,False
2.0,Wilt Chamberlain,32.0,LAL,C,81.0,3669.0,21.9,0.564,0.78,13.8,9.4,5.3,14.7,0.192,AS,1969,False
3.0,Lenny Wilkens,31.0,SEA,PG,82.0,3463.0,18.4,0.517,0.486,27.5,6.8,2.2,9.0,0.125,AS,1969,False
4.0,Oscar Robertson,30.0,CIN,PG,79.0,3461.0,21.8,0.579,0.568,31.4,12.2,0.7,12.9,0.18,"AS,NBA1",1969,False
5.0,Dick Van Arsdale,25.0,PHO,SG,80.0,3388.0,15.1,0.503,0.465,15.9,4.7,1.0,5.6,0.08,AS,1969,False
6.0,Billy Cunningham,25.0,PHI,PF,82.0,3345.0,18.7,0.492,0.434,11.8,4.4,4.6,9.0,0.129,"MVP-3,AS,NBA1",1969,False
7.0,Hal Greer,32.0,PHI,SG,82.0,3311.0,16.9,0.517,0.34,17.2,6.5,3.4,9.9,0.144,"AS,NBA2",1969,False
8.0,Bill Russell,34.0,BOS,C,77.0,3291.0,15.2,0.467,0.602,13.9,1.0,9.9,10.9,0.159,"MVP-4,AS,DEF1",1969,False
9.0,Gail Goodrich,25.0,PHO,PG,81.0,3236.0,16.9,0.474,0.38,23.8,2.6,1.0,3.6,0.054,AS,1969,False
10.0,Nate Thurmond,27.0,SFW,C,71.0,3208.0,18.4,0.457,0.445,11.6,0.5,6.1,6.5,0.098,DEF1,1969,False
11.0,John Havlicek,28.0,BOS,SG,82.0,3174.0,17.0,0.459,0.29,20.3,1.0,6.3,7.3,0.11,"AS,NBA2,DEF2",1969,False
12.0,Walt Bellamy,29.0,2TM,C,88.0,3159.0,18.0,0.555,0.56,7.6,7.7,2.6,10.4,0.157,,1969,False
12.0,Walt Bellamy,29.0,NYK,C,35.0,1136.0,17.9,0.543,0.502,9.3,2.5,1.8,4.3,0.181,,1969,False
12.0,Walt Bellamy,29.0,DET,C,53.0,2023.0,18.0,0.562,0.593,6.6,5.2,0.9,6.1,0.144,,1969,False
13.0,Kevin Loughery,28.0,BAL,PG,80.0,3135.0,15.8,0.491,0.283,16.9,4.0,3.9,8.0,0.122,,1969,False
14.0,Don Kojis,30.0,SDR,SF,81.0,3130.0,16.7,0.493,0.377,9.6,4.0,4.3,8.3,0.127,AS,1969,False
15.0,Willis Reed,26.0,NYK,C,82.0,3108.0,21.4,0.562,0.322,9.0,9.5,5.1,14.7,0.227,"MVP-2,AS,NBA2",1969,False
16.0,Bob Rule,24.0,SEA,C,82.0,3104.0,18.6,0.511,0.366,7.1,5.9,1.9,7.8,0.121,,1969,False
17.0,Earl Monroe,24.0,BAL,SG,80.0,3075.0,18.4,0.493,0.317,18.4,4.8,4.0,8.8,0.138,"AS,NBA1",1969,False
18.0,Jerry Lucas,28.0,CIN,PF,74.0,3075.0,20.6,0.59,0.325,13.8,8.6,0.8,9.5,0.148,AS,1969,False
19.0,Elgin Baylor,34.0,LAL,SF,76.0,3064.0,20.7,0.5,0.347,20.2,5.1,3.4,8.5,0.133,"MVP-5,AS,NBA1",1969,False
20.0,Tom Van Arsdale,25.0,CIN,SG,77.0,3059.0,12.7,0.508,0.432,9.4,4.4,0.4,4.8,0.075,,1969,False
21.0,Dave Bing,25.0,DET,PG,77.0,3039.0,17.8,0.482,0.391,26.0,3.3,1.2,4.5,0.071,AS,1969,False
22.0,Wes Unseld,22.0,BAL,C,82.0,2970.0,18.1,0.515,0.511,8.8,3.8,7.0,10.8,0.175,"MVP-1,ROY-1,AS,NBA1",1969,False
23.0,Dick Barnett,32.0,NYK,SG,82.0,2953.0,14.3,0.516,0.33,13.7,5.2,2.6,7.8,0.126,,1969,False
24.0,Walt Frazier,23.0,NYK,PG,80.0,2949.0,20.2,0.56,0.434,29.5,8.3,4.4,12.7,0.207,DEF1,1969,False
25.0,Dave DeBusschere,28.0,2TM,PF,76.0,2943.0,14.4,0.483,0.288,8.8,2.2,3.0,5.2,0.085,"NBA2,DEF1",1969,False
25.0,Dave DeBusschere,28.0,DET,PF,29.0,1092.0,14.7,0.491,0.307,7.8,1.0,0.5,1.5,0.064,,1969,False
25.0,Dave DeBusschere,28.0,NYK,PF,47.0,1851.0,14.3,0.478,0.276,9.4,1.2,2.6,3.8,0.097,,1969,False
26.0,Jerry Sloan,26.0,CHI,SG,78.0,2939.0,14.9,0.479,0.382,13.7,2.3,4.1,6.4,0.104,"AS,DEF1",1969,False
27.0,Bill Bridges,29.0,ATL,PF,80.0,2930.0,15.4,0.506,0.455,12.8,3.0,3.7,6.7,0.11,DEF2,1969,False
28.0,Jeff Mullins,26.0,SFW,SG,78.0,2916.0,18.9,0.517,0.298,18.8,6.4,3.7,10.0,0.165,AS,1969,False
29.0,Happy Hairston,26.0,DET,PF,81.0,2889.0,17.2,0.533,0.489,5.2,5.8,1.2,7.0,0.116,,1969,False
30.0,Jon McGlocklin,25.0,MIL,SG,80.0,2888.0,16.7,0.528,0.215,16.1,6.3,1.7,7.9,0.132,AS,1969,False
31.0,Clem Haskins,25.0,CHI,PG,79.0,2874.0,14.4,0.473,0.283,16.1,1.9,3.4,5.3,0.088,,1969,False
32.0,Bob Boozer,31.0,CHI,PF,79.0,2872.0,19.9,0.54,0.356,8.8,8.0,3.5,11.6,0.193,,1969,False
33.0,Lou Hudson,24.0,ATL,SF,81.0,2869.0,18.7,0.538,0.299,11.3,7.8,2.3,10.1,0.168,AS,1969,False
34.0,Rudy LaRusso,31.0,SFW,SF,75.0,2782.0,15.9,0.486,0.414,8.7,2.9,3.4,6.3,0.109,"AS,DEF2",1969,False
35.0,Chet Walker,28.0,PHI,SF,82.0,2753.0,16.7,0.548,0.401,7.0,6.8,2.9,9.8,0.17,,1969,False
36.0,Joe Caldwell,27.0,ATL,SG,81.0,2720.0,14.5,0.518,0.268,16.6,4.7,2.0,6.7,0.118,AS,1969,False
37.0,Jack Marin,24.0,BAL,SF,82.0,2710.0,15.8,0.515,0.317,11.1,4.4,4.1,8.5,0.151,,1969,False
38.0,Jim Washington,25.0,CHI,SF,80.0,2705.0,14.7,0.475,0.348,5.6,1.5,4.0,5.4,0.097,,1969,False
39.0,Tom Meschery,30.0,SEA,SF,82.0,2673.0,14.5,0.497,0.293,10.1,2.8,1.8,4.6,0.082,,1969,False
40.0,Flynn Robinson,27.0,2TM,PG,83.0,2616.0,18.6,0.501,0.34,22.1,4.7,2.0,6.7,0.123,,1969,False
40.0,Flynn Robinson,27.0,CHI,PG,18.0,550.0,18.6,0.5,0.389,16.6,1.0,0.6,1.6,0.142,,1969,False
40.0,Flynn Robinson,27.0,MIL,PG,65.0,2066.0,18.6,0.502,0.328,23.6,3.7,1.4,5.1,0.118,,1969,False
41.0,Zelmo Beaty,29.0,ATL,C,72.0,2578.0,19.1,0.525,0.404,7.4,5.8,2.6,8.4,0.156,,1969,False
42.0,Howard Komives,27.0,2TM,PG,85.0,2562.0,11.5,0.444,0.271,20.6,-0.2,1.6,1.4,0.026,,1969,False
42.0,Howard Komives,27.0,NYK,PG,32.0,836.0,10.4,0.414,0.278,21.0,-0.7,1.0,0.3,0.018,,1969,False
42.0,Howard Komives,27.0,DET,PG,53.0,1726.0,12.1,0.459,0.268,20.4,0.5,0.6,1.1,0.03,,1969,False
43.0,Larry Siegfried,29.0,BOS,PG,79.0,2560.0,13.6,0.466,0.377,19.3,1.2,4.4,5.6,0.106,,1969,False
44.0,Art Harris,22.0,SEA,SG,80.0,2556.0,9.0,0.426,0.238,13.8,-1.6,1.2,-0.4,-0.007,,1969,False
