Rk,Player,Age,Team,Pos,G,MP,PER,TS%,FTr,OWS,DWS,WS,WS/48,Awards,season,is_playoff
43.0,Ray Felix,27.0,NYK,C,72.0,1709.0,18.9,0.512,0.565,4.5,1.3,5.8,0.164,,1958,False
44.0,Ed Fleming,24.0,MNL,SF,72.0,1686.0,12.3,0.413,0.389,0.0,0.7,0.8,0.021,,1958,False
45.0,Guy Sparrow,25.0,NYK,SF,72.0,1661.0,12.5,0.421,0.307,0.2,1.0,1.2,0.035,,1958,False
46.0,Richie Regan,27.0,CIN,SG,72.0,1648.0,9.0,0.406,0.302,-0.1,1.6,1.5,0.044,,1958,False
47.0,Dick Ricketts,24.0,CIN,PF,72.0,1620.0,8.4,0.375,0.295,-1.8,1.9,0.1,0.004,,1958,False
48.0,Jack Coleman,33.0,STL,PF,72.0,1506.0,13.8,0.442,0.234,1.0,1.6,2.6,0.084,,1958,False
49.0,Nat Clifton,35.0,DET,PF,68.0,1435.0,10.4,0.397,0.245,-0.7,1.2,0.5,0.017,,1958,False
50.0,Al Bianchi,25.0,SYR,SG,69.0,1421.0,9.6,0.398,0.328,-0.6,1.3,0.8,0.026,,1958,False
51.0,Ron Sobie,23.0,NYK,PG,55.0,1399.0,14.9,0.489,0.443,2.8,0.8,3.6,0.124,,1958,False
52.0,Chuck Noble,26.0,DET,SG,61.0,1363.0,7.0,0.358,0.128,-1.9,1.0,-0.9,-0.033,,1958,False
53.0,Win Wilfong,24.0,STL,PG,71.0,1360.0,12.6,0.428,0.438,0.7,1.4,2.1,0.073,,1958,False
54.0,Art Spoelstra,25.0,2TM,,67.0,1305.0,9.9,0.448,0.446,0.9,0.5,1.4,0.053,,1958,False
54.0,Art Spoelstra,25.0,MNL,,50.0,1098.0,10.4,0.456,0.425,1.0,0.4,1.4,0.06,,1958,False
54.0,Art Spoelstra,25.0,NYK,C,17.0,207.0,6.8,0.407,0.561,0.0,0.1,0.1,0.017,,1958,False
55.0,Jim Krebs,22.0,MNL,C,68.0,1259.0,14.2,0.441,0.334,0.8,0.5,1.3,0.05,,1958,False
56.0,Corky Devlin,26.0,MNL,SG,70.0,1248.0,11.5,0.419,0.352,0.4,0.4,0.8,0.032,,1958,False
57.0,Bob Hopkins,23.0,SYR,PF,69.0,1224.0,15.1,0.452,0.291,1.3,1.4,2.7,0.106,,1958,False
58.0,Jack Nichols,31.0,BOS,PF,69.0,1224.0,9.3,0.384,0.165,-0.9,1.9,1.0,0.04,,1958,False
59.0,Charlie Tyra,22.0,NYK,C,68.0,1182.0,13.5,0.425,0.457,0.3,0.9,1.1,0.046,,1958,False
60.0,Andy Phillip,35.0,BOS,PG,70.0,1164.0,6.9,0.388,0.26,-0.3,1.7,1.5,0.06,,1958,False
61.0,Hot Rod Hundley,23.0,MNL,PG,65.0,1154.0,9.5,0.365,0.296,-1.6,0.4,-1.2,-0.051,,1958,False
62.0,Arnie Risen,33.0,BOS,C,63.0,1119.0,9.9,0.406,0.421,-0.2,2.0,1.8,0.076,,1958,False
63.0,Med Park,24.0,STL,SG,71.0,1103.0,10.4,0.442,0.446,0.7,0.8,1.6,0.069,,1958,False
64.0,George Dempsey,28.0,PHW,PG,67.0,1048.0,10.9,0.412,0.338,0.1,1.2,1.4,0.063,,1958,False
65.0,Earl Lloyd,29.0,SYR,SF,61.0,1045.0,8.6,0.391,0.295,-0.5,1.2,0.7,0.03,,1958,False
66.0,Dave Piontek,23.0,CIN,SF,71.0,1032.0,11.2,0.426,0.38,0.3,1.1,1.4,0.066,,1958,False
67.0,Togo Palazzi,25.0,SYR,SF,67.0,1001.0,15.8,0.442,0.295,1.0,1.0,2.0,0.094,,1958,False
68.0,Dick Schnittker,29.0,MNL,SF,50.0,979.0,15.4,0.495,0.664,2.2,0.3,2.6,0.125,,1958,False
69.0,Phil Jordon,24.0,2TM,C,58.0,898.0,16.1,0.443,0.199,0.7,0.8,1.5,0.082,,1958,False
69.0,Phil Jordon,24.0,NYK,,12.0,75.0,17.5,0.505,0.176,0.2,0.1,0.2,0.15,,1958,False
69.0,Phil Jordon,24.0,DET,C,46.0,823.0,16.0,0.438,0.201,0.6,0.7,1.3,0.075,,1958,False
70.0,Monk Meineke,27.0,CIN,PF,67.0,792.0,10.1,0.405,0.339,-0.3,0.9,0.7,0.04,,1958,False
71.0,Paul Seymour,30.0,SYR,PG,64.0,763.0,9.9,0.39,0.2,-0.4,0.8,0.5,0.028,,1958,False
72.0,Joe Holup,23.0,2TM,SF,53.0,740.0,10.4,0.396,0.338,-0.3,0.7,0.3,0.021,,1958,False
72.0,Joe Holup,23.0,SYR,SF,16.0,133.0,5.3,0.328,0.404,-0.3,0.1,-0.2,-0.065,,1958,False
72.0,Joe Holup,23.0,DET,SF,37.0,607.0,11.5,0.414,0.321,0.0,0.5,0.5,0.04,,1958,False
73.0,Walt Davis,27.0,2TM,PF,61.0,663.0,8.0,0.412,0.336,-0.1,0.6,0.6,0.041,,1958,False
73.0,Walt Davis,27.0,PHW,PF,35.0,376.0,5.2,0.373,0.186,-0.4,0.4,0.0,0.002,,1958,False
73.0,Walt Davis,27.0,STL,PF,26.0,287.0,11.7,0.452,0.504,0.3,0.3,0.6,0.092,,1958,False
74.0,Billy Kenville,27.0,DET,SG,35.0,649.0,11.4,0.412,0.268,0.0,0.5,0.5,0.039,,1958,False
75.0,Sam Jones,24.0,BOS,SG,56.0,594.0,16.3,0.482,0.361,1.0,1.0,2.1,0.167,,1958,False
76.0,Larry Friend,22.0,NYK,SG,44.0,569.0,7.7,0.359,0.181,-0.7,0.3,-0.4,-0.033,,1958,False
77.0,Tom Marshall,27.0,2TM,SF,38.0,518.0,8.1,0.392,0.38,-0.3,0.5,0.2,0.018,,1958,False
77.0,Tom Marshall,27.0,DET,SF,9.0,66.0,8.3,0.411,0.364,0.0,0.0,0.0,0.028,,1958,False
77.0,Tom Marshall,27.0,CIN,SF,29.0,452.0,8.0,0.389,0.382,-0.3,0.4,0.2,0.016,,1958,False
78.0,Frank Selvy,25.0,2TM,,38.0,426.0,7.0,0.336,0.461,-0.9,0.3,-0.6,-0.068,,1958,False
78.0,Frank Selvy,25.0,STL,,26.0,195.0,4.9,0.283,0.578,-0.8,0.2,-0.6,-0.143,,1958,False
78.0,Frank Selvy,25.0,MNL,SG,12.0,231.0,8.8,0.393,0.345,-0.1,0.1,0.0,-0.006,,1958,False
79.0,Dick Duckett,24.0,CIN,PG,34.0,424.0,8.0,0.389,0.171,-0.2,0.4,0.2,0.025,,1958,False
80.0,Bo Erias,25.0,MNL,SF,18.0,401.0,8.9,0.388,0.276,-0.3,0.1,-0.1,-0.018,,1958,False
81.0,Mel Hutchins,29.0,NYK,PF,18.0,384.0,11.3,0.42,0.328,0.1,0.2,0.3,0.041,,1958,False
82.0,Lennie Rosenbluth,25.0,PHW,SF,53.0,373.0,14.3,0.389,0.317,-0.5,0.4,-0.1,-0.014,,1958,False
83.0,Bob Houbregs,25.0,DET,PF,17.0,302.0,11.5,0.41,0.314,0.0,0.2,0.2,0.031,,1958,False
84.0,Brendan McCann,22.0,NYK,PG,36.0,295.0,6.6,0.297,0.37,-0.7,0.2,-0.4,-0.071,,1958,False
85.0,McCoy Ingram,26.0,MNL,PF,24.0,267.0,7.6,0.29,0.272,-0.8,0.1,-0.7,-0.119,,1958,False
86.0,Bill Thieben,22.0,DET,PF,27.0,243.0,5.0,0.323,0.189,-0.9,0.2,-0.7,-0.133,,1958,False
87.0,Pat Dunn,26.0,PHW,SG,28.0,206.0,9.4,0.359,0.189,-0.3,0.2,-0.1,-0.013,,1958,False
88.0,Bob Burrow,23.0,MNL,C,14.0,171.0,8.6,0.325,0.471,-0.4,0.1,-0.4,-0.103,,1958,False
89.0,Dick Atha,26.0,DET,SG,18.0,160.0,8.9,0.421,0.255,0.1,0.1,0.2,0.054,,1958,False
90.0,Red Morrison,25.0,STL,C,13.0,79.0,6.9,0.378,0.154,-0.1,0.1,0.0,-0.001,,1958,False
91.0,Jim Walsh,27.0,PHW,,10.0,72.0,5.0,0.29,0.63,-0.2,0.1,-0.2,-0.106,,1958,False
92.0,Jerry Paulson,22.0,CIN,,6.0,68.0,7.9,0.39,0.261,0.0,0.1,0.0,0.016,,1958,False
93.0,Jim Loscutoff,27.0,BOS,SF,5.0,56.0,9.2,0.356,0.097,-0.1,0.1,0.0,-0.017,,1958,False
94.0,Bill Ebben,22.0,DET,,8.0,50.0,1.1,0.252,0.143,-0.3,0.0,-0.2,-0.233,,1958,False
95.0,Doug Bolstorff,26.0,DET,,3.0,21.0,2.2,0.4,0.0,0.0,0.0,0.0,-0.004,,1958,False
96.0,Worthy Patterson,26.0,STL,,4.0,13.0,11.0,0.394,0.25,0.0,0.0,0.0,0.014,,1958,False
97.0,George Brown,22.0,MNL,,1.0,6.0,-7.2,0.174,1.0,0.0,0.0,0.0,-0.308,,1958,False
98.0,Ray Radziszewski,22.0,PHW,,1.0,6.0,-8.9,0.0,0.0,-0.1,0.0,-0.1,-0.496,,1958,False
99.0,Ron Shavlik,24.0,NYK,,1.0,2.0,-6.6,0.0,0.0,0.0,0.0,0.0,-0.519,,1958,False
,League Average,,,,,,,0.449,0.376,,,,,,1958,False
