Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Derek Anderson,SF,23,CLE,4,103,15.1,0.643,0.0,1.182,0.0,12.7,6.4,23.2,2.8,0.9,26.4,22.2,,0.1,0.1,0.2,0.097,,0.1,2.6,2.7,0.1,1998,True
2,Greg Anderson,C,33,ATL,1,4,-11.0,0.0,,,0.0,64.9,31.9,0.0,0.0,19.3,53.2,23.6,,-0.1,0.0,0.0,-0.531,,-23.9,7.0,-16.9,0.0,1998,True
3,Shandon Anderson,SG,24,UTA,20,378,11.6,0.562,0.107,0.359,8.8,11.2,10.1,9.2,0.7,0.2,20.1,19.4,,0.1,0.5,0.5,0.065,,-0.1,-0.8,-0.9,0.1,1998,True
4,Greg Anthony,PG,30,SEA,9,118,2.5,0.368,0.475,0.2,3.1,7.0,5.1,13.2,2.4,0.7,20.2,21.9,,-0.4,0.0,-0.4,-0.161,,-6.8,-3.2,-10.0,-0.2,1998,True
5,B.J. Armstrong,PG,30,CHH,9,146,9.4,0.423,0.119,0.095,1.7,6.7,4.3,21.2,2.4,0.0,12.1,17.2,,-0.1,0.1,0.0,0.002,,-1.8,0.1,-1.7,0.0,1998,True
6,Keith Askins,SF,30,MIA,4,58,2.1,0.357,0.714,0.0,2.1,12.5,7.4,2.9,1.9,0.0,12.5,6.9,,-0.1,0.1,0.0,0.011,,-4.5,1.1,-3.4,0.0,1998,True
7,Stacey Augmon,SG,29,POR,4,28,8.2,0.512,0.0,0.5,4.1,9.1,6.5,5.3,3.8,3.0,29.1,10.9,,0.0,0.0,0.0,-0.025,,-2.2,3.2,1.0,0.0,1998,True
8,Vin Baker,C,26,SEA,10,371,19.5,0.524,0.0,0.284,13.5,16.9,15.2,8.8,2.7,3.3,12.7,22.1,,0.5,0.2,0.6,0.082,,1.4,-0.2,1.3,0.3,1998,True
9,Charles Barkley*,PF,34,HOU,4,87,16.2,0.558,0.087,0.913,6.1,21.6,13.4,9.9,3.1,0.0,15.7,20.8,,0.1,0.2,0.2,0.12,,-0.2,1.2,1.0,0.1,1998,True
10,Drew Barry,PG,24,ATL,2,5,-5.0,0.0,1.0,0.0,0.0,25.9,12.8,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,-0.18,,-12.5,-2.8,-15.4,0.0,1998,True
11,Jon Barry,SG,28,LAL,7,18,-13.6,0.0,0.625,0.0,0.0,13.6,6.7,0.0,3.0,0.0,0.0,20.6,,-0.2,0.0,-0.2,-0.426,,-16.5,-3.9,-20.4,-0.1,1998,True
12,Corey Beck,PG,26,CHH,6,26,19.2,0.582,0.167,0.167,4.8,0.0,2.4,0.0,8.8,0.0,18.9,30.7,,0.0,0.1,0.0,0.05,,0.2,5.6,5.7,0.1,1998,True
13,Mario Bennett,PF,24,LAL,4,10,29.5,0.694,0.0,1.0,23.8,49.1,36.2,0.0,0.0,7.5,0.0,13.3,,0.1,0.0,0.1,0.39,,4.9,2.3,7.2,0.0,1998,True
14,Travis Best,PG,25,IND,16,280,11.6,0.533,0.25,0.597,0.5,6.7,3.7,19.6,2.2,0.8,17.3,19.5,,0.2,0.3,0.5,0.082,,-1.5,0.6,-0.9,0.1,1998,True
15,Mookie Blaylock,PG,30,ATL,4,153,21.1,0.506,0.509,0.226,4.9,11.9,8.3,40.1,3.4,0.5,13.4,22.1,,0.3,0.2,0.6,0.185,,5.0,2.2,7.2,0.4,1998,True
16,Corie Blount,PF,29,LAL,12,209,12.3,0.537,0.0,0.458,13.6,23.5,18.5,4.9,1.6,1.4,9.4,7.1,,0.4,0.1,0.5,0.114,,-0.3,-0.3,-0.6,0.1,1998,True
17,Anthony Bowie,SG,34,NYK,7,23,3.1,0.5,0.0,0.0,0.0,0.0,0.0,7.5,2.4,0.0,20.0,10.5,,0.0,0.0,0.0,0.007,,-6.1,1.5,-4.6,0.0,1998,True
18,Scott Brooks,PG,32,CLE,1,8,14.9,0.532,0.0,2.0,0.0,0.0,0.0,44.9,0.0,0.0,0.0,11.8,,0.0,0.0,0.0,0.189,,2.4,-0.2,2.2,0.0,1998,True
19,Chucky Brown,SF,29,ATL,4,50,10.2,0.504,0.133,0.133,2.5,13.0,7.7,14.8,0.0,0.0,11.2,18.0,,0.0,0.0,0.1,0.067,,-1.5,-0.3,-1.8,0.0,1998,True
20,Mike Brown,C-F,34,PHO,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.028,,-7.8,-4.8,-12.6,0.0,1998,True
21,P.J. Brown,PF,28,MIA,5,190,11.6,0.493,0.0,0.595,9.8,18.4,14.1,4.0,2.1,1.3,11.4,13.8,,0.1,0.3,0.4,0.089,,-0.8,0.0,-0.7,0.1,1998,True
22,Randy Brown,PG,29,CHI,14,71,2.5,0.307,0.0,0.5,5.0,11.0,7.9,18.7,1.6,0.0,32.3,14.5,,-0.2,0.1,-0.1,-0.076,,-6.8,-1.1,-7.8,-0.1,1998,True
23,Kobe Bryant*,SF,19,LAL,11,220,12.8,0.501,0.184,0.592,3.8,7.8,5.8,12.1,0.7,2.7,10.3,22.5,,0.3,0.0,0.2,0.046,,-0.2,-2.0,-2.2,0.0,1998,True
24,Mark Bryant,C,32,PHO,4,93,16.1,0.509,0.0,0.353,10.1,18.6,14.0,1.8,2.3,1.7,7.1,20.7,,0.1,0.1,0.2,0.09,,-1.2,0.0,-1.1,0.0,1998,True
25,Jud Buechler,SF,29,CHI,16,64,10.8,0.5,0.455,0.0,7.4,14.2,10.7,7.3,2.7,1.3,8.3,8.9,,0.1,0.1,0.2,0.137,,-0.5,2.8,2.3,0.1,1998,True
26,Matt Bullard,SF,30,HOU,5,70,9.8,0.45,0.556,0.111,4.5,8.4,6.4,13.8,0.8,0.0,0.0,12.8,,0.1,0.1,0.1,0.086,,1.1,-0.2,0.8,0.1,1998,True
27,Scott Burrell,SF,27,CHI,21,261,13.5,0.514,0.274,0.151,5.0,16.0,10.2,6.6,4.2,0.9,12.4,16.2,,0.2,0.5,0.7,0.132,,-1.7,2.9,1.3,0.2,1998,True
28,Elden Campbell,PF,29,LAL,13,180,14.6,0.515,0.0,0.667,11.2,19.1,15.1,7.2,0.9,5.0,16.5,20.3,,0.1,0.1,0.2,0.059,,-2.6,-0.5,-3.1,0.0,1998,True
29,Antoine Carr,PF,36,UTA,20,292,8.2,0.47,0.0,0.089,7.0,9.8,8.5,6.9,0.2,3.4,8.8,17.2,,0.0,0.4,0.4,0.062,,-3.7,0.4,-3.3,-0.1,1998,True
30,Sam Cassell,PG,28,NJN,3,26,4.4,0.333,0.0,0.0,5.2,9.1,7.3,30.5,0.0,2.9,18.2,20.4,,0.0,0.0,-0.1,-0.113,,-4.8,-1.6,-6.4,0.0,1998,True
31,Kelvin Cato,C,23,POR,4,58,16.8,0.595,0.059,0.647,5.9,19.9,12.5,2.9,0.9,10.0,15.5,19.7,,0.1,0.0,0.1,0.102,,-2.9,3.4,0.5,0.0,1998,True
32,Duane Causwell,C,29,MIA,1,5,-4.8,,,,0.0,48.2,24.4,0.0,0.0,0.0,100.0,10.0,,0.0,0.0,0.0,-0.223,,-8.9,-0.5,-9.4,0.0,1998,True
33,Rex Chapman,SG,30,PHO,2,58,4.7,0.345,0.217,0.304,0.0,0.0,0.0,10.3,1.8,0.0,7.1,22.0,,-0.1,0.0,-0.2,-0.126,,-4.8,-3.1,-7.9,-0.1,1998,True
34,Chris Childs,PG,30,NYK,10,254,7.1,0.488,0.224,0.259,2.4,10.1,6.2,22.8,1.3,0.0,26.3,16.6,,-0.2,0.2,0.0,-0.005,,-3.4,-0.2,-3.6,-0.1,1998,True
35,Marty Conlon,C,30,MIA,3,46,-0.3,0.444,0.0,0.286,2.7,7.9,5.3,11.7,1.2,1.8,43.2,15.1,,-0.2,0.0,-0.1,-0.131,,-7.1,0.0,-7.0,-0.1,1998,True
36,Tyrone Corbin,SF,35,ATL,4,113,4.6,0.3,0.24,0.0,3.3,13.8,8.5,5.7,3.0,0.7,10.7,12.4,,-0.2,0.2,0.0,-0.011,,-5.3,1.2,-4.1,-0.1,1998,True
37,Chris Crawford,PF,22,ATL,1,4,13.2,1.136,,,31.4,32.4,31.9,0.0,0.0,19.3,69.4,36.2,,0.0,0.0,0.0,-0.026,,-13.9,7.1,-6.8,0.0,1998,True
38,Terry Cummings,PF,36,NYK,8,120,9.4,0.426,0.0,0.235,11.4,25.6,18.4,7.7,1.8,1.5,15.7,17.9,,-0.1,0.2,0.1,0.025,,-4.4,0.9,-3.4,0.0,1998,True
39,Bill Curley,PF,25,MIN,2,7,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.039,,-4.7,-2.2,-6.9,0.0,1998,True
40,Dell Curry,SG,33,CHH,9,171,11.2,0.472,0.308,0.135,4.4,9.4,6.9,10.3,2.3,1.4,8.3,17.7,,0.0,0.2,0.2,0.052,,-1.1,1.3,0.2,0.1,1998,True
41,Antonio Davis,PF,29,IND,16,459,14.2,0.555,0.0,1.033,10.8,19.4,15.2,5.3,1.5,3.1,15.9,17.1,,0.6,0.7,1.3,0.135,,-0.7,1.0,0.3,0.3,1998,True
42,Dale Davis,C,28,IND,16,466,15.7,0.618,0.0,0.744,12.6,20.4,16.7,4.7,0.6,3.0,15.5,14.4,,0.8,0.6,1.4,0.146,,1.9,0.5,2.4,0.5,1998,True
43,Vinny Del Negro,SG,31,SAS,9,283,12.7,0.542,0.123,0.21,0.9,8.7,5.0,18.7,1.6,0.0,12.8,17.4,,0.3,0.3,0.7,0.115,,-1.4,2.0,0.6,0.2,1998,True
44,Vlade Divac*,C,29,CHH,9,345,15.5,0.512,0.011,0.379,9.1,26.0,17.6,15.8,1.2,3.2,17.8,18.0,,0.1,0.5,0.6,0.088,,0.4,2.2,2.5,0.4,1998,True
45,Sherman Douglas,PG,31,NJN,3,125,19.1,0.568,0.114,0.227,1.1,6.6,4.0,35.7,2.7,0.0,21.2,23.7,,0.2,0.0,0.2,0.058,,4.1,-0.7,3.4,0.2,1998,True
46,Clyde Drexler*,SG,35,HOU,5,182,14.2,0.445,0.382,0.544,5.2,11.6,8.3,25.9,2.4,1.2,13.4,25.3,,-0.1,0.3,0.2,0.043,,1.1,0.9,1.9,0.2,1998,True
47,Chris Dudley,C,32,NYK,6,53,5.7,0.372,0.0,0.444,14.0,29.0,21.4,0.0,2.1,1.7,15.7,11.6,,0.0,0.1,0.1,0.053,,-7.5,0.5,-7.0,-0.1,1998,True
48,Tim Duncan*,PF,21,SAS,9,374,20.4,0.559,0.007,0.429,6.7,18.2,12.8,9.3,0.7,4.3,13.1,24.8,,0.6,0.7,1.2,0.155,,2.3,1.6,3.8,0.5,1998,True
49,Howard Eisley,PG,25,UTA,20,366,11.3,0.428,0.216,0.104,1.4,11.3,6.6,39.4,1.8,1.1,19.2,21.7,,-0.4,0.6,0.2,0.025,,-0.4,0.6,0.2,0.2,1998,True
