Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Paul Arizin*,SF,32,PHW,3,125,13.1,0.411,,0.493,,,,14.8,,,,,,-0.1,0.2,0.1,0.052,,,,,,1961,True
2,Al Attles*,PG,24,PHW,3,110,7.3,0.451,,0.538,,,,11.4,,,,,,0.0,0.1,0.2,0.082,,,,,,1961,True
3,Dick Barnett*,SG,24,SYR,8,226,14.6,0.485,,0.321,,,,8.7,,,,,,0.4,0.1,0.5,0.112,,,,,,1961,True
4,Elgin Baylor*,SF,26,LAL,12,540,28.0,0.538,,0.392,,,,17.2,,,,,,2.5,0.3,2.8,0.248,,,,,,1961,True
5,Al Bianchi,PG,28,SYR,7,90,7.0,0.42,,0.196,,,,8.7,,,,,,0.0,0.0,0.0,0.01,,,,,,1961,True
6,Barney Cable,SF,25,SYR,8,185,10.3,0.428,,0.262,,,,5.5,,,,,,0.0,0.2,0.2,0.039,,,,,,1961,True
7,Wilt Chamberlain*,C,24,PHW,3,144,26.7,0.492,,0.396,,,,8.1,,,,,,0.4,0.3,0.7,0.239,,,,,,1961,True
8,Gene Conley,PF,30,BOS,9,56,12.4,0.405,,0.364,,,,2.5,,,,,,-0.1,0.1,0.1,0.077,,,,,,1961,True
9,Ed Conlin,SF,27,PHW,3,42,8.2,0.391,,0.294,,,,13.5,,,,,,0.0,0.1,0.0,0.019,,,,,,1961,True
10,Larry Costello*,PG,29,SYR,8,269,17.3,0.515,,0.534,,,,28.9,,,,,,0.7,0.3,0.9,0.167,,,,,,1961,True
11,Bob Cousy*,PG,32,BOS,10,337,17.8,0.45,,0.599,,,,34.1,,,,,,0.4,0.8,1.2,0.166,,,,,,1961,True
12,Walter Dukes,C,30,DET,5,152,9.5,0.41,,0.34,,,,9.3,,,,,,-0.1,0.1,0.0,0.0,,,,,,1961,True
13,Ray Felix,C,30,LAL,12,339,12.3,0.484,,0.358,,,,3.8,,,,,,0.4,0.2,0.5,0.076,,,,,,1961,True
14,Al Ferrari,SG,27,STL,10,157,9.6,0.486,,0.386,,,,17.5,,,,,,0.2,0.1,0.3,0.091,,,,,,1961,True
15,Bob Ferry,C,23,DET,5,167,20.9,0.528,,0.662,,,,9.0,,,,,,0.5,0.1,0.6,0.161,,,,,,1961,True
16,Larry Foust,C,32,STL,8,89,10.2,0.497,,0.7,,,,2.8,,,,,,0.1,0.1,0.2,0.088,,,,,,1961,True
17,Dave Gambee,SF,23,SYR,8,208,12.9,0.442,,0.432,,,,8.7,,,,,,0.1,0.2,0.3,0.059,,,,,,1961,True
18,Tom Gola*,SG,28,PHW,3,127,9.0,0.339,,0.588,,,,15.3,,,,,,-0.2,0.3,0.1,0.027,,,,,,1961,True
19,Joe Graboski,PF,31,PHW,1,1,0.0,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.021,,,,,,1961,True
20,Si Green,SG,27,STL,12,350,12.0,0.417,,0.25,,,,18.8,,,,,,-0.1,0.3,0.2,0.032,,,,,,1961,True
21,Hal Greer*,SG,24,SYR,8,232,12.8,0.465,,0.377,,,,12.6,,,,,,0.3,0.2,0.4,0.086,,,,,,1961,True
22,Cliff Hagan*,SF,29,STL,12,455,19.3,0.497,,0.294,,,,17.9,,,,,,1.0,0.4,1.4,0.149,,,,,,1961,True
23,Swede Halbrook,C,28,SYR,8,172,13.8,0.384,,0.278,,,,10.2,,,,,,-0.2,0.2,0.0,0.004,,,,,,1961,True
24,Tom Hawkins,SF,24,LAL,12,283,14.4,0.508,,0.405,,,,6.4,,,,,,0.6,0.1,0.7,0.118,,,,,,1961,True
25,Tom Heinsohn*,PF,26,BOS,10,291,18.6,0.448,,0.214,,,,10.4,,,,,,0.2,0.6,0.8,0.135,,,,,,1961,True
26,Bailey Howell*,PF,24,DET,5,154,12.2,0.417,,0.404,,,,18.4,,,,,,0.0,0.1,0.0,0.015,,,,,,1961,True
27,Hot Rod Hundley,PG,26,LAL,12,287,8.4,0.352,,0.287,,,,19.6,,,,,,-0.4,0.1,-0.3,-0.044,,,,,,1961,True
28,Andy Johnson,PF,28,PHW,3,50,5.7,0.385,,0.409,,,,2.9,,,,,,-0.1,0.1,0.0,-0.005,,,,,,1961,True
29,Howie Jolliff,PF,22,LAL,4,35,24.3,0.462,,0.0,,,,31.1,,,,,,0.0,0.0,0.1,0.101,,,,,,1961,True
30,K.C. Jones*,PG,28,BOS,9,103,6.6,0.346,,0.467,,,,17.1,,,,,,-0.1,0.2,0.1,0.029,,,,,,1961,True
31,Sam Jones*,SG,27,BOS,10,258,16.6,0.514,,0.313,,,,11.4,,,,,,0.6,0.4,1.0,0.194,,,,,,1961,True
32,Willie Jones,PG,24,DET,3,40,18.7,0.468,,0.241,,,,24.7,,,,,,0.1,0.0,0.1,0.094,,,,,,1961,True
33,Red Kerr,C,28,SYR,8,210,15.2,0.387,,0.261,,,,14.0,,,,,,-0.2,0.3,0.1,0.013,,,,,,1961,True
34,Jim Krebs,C,25,LAL,12,183,7.8,0.419,,0.383,,,,6.0,,,,,,0.0,0.1,0.1,0.019,,,,,,1961,True
35,Fred LaCour,SF,22,STL,5,47,9.3,0.415,,0.333,,,,11.5,,,,,,0.0,0.0,0.0,0.013,,,,,,1961,True
36,Rudy LaRusso,PF,23,LAL,12,360,11.8,0.442,,0.333,,,,8.9,,,,,,0.1,0.2,0.3,0.039,,,,,,1961,True
37,George Lee,SF,24,DET,5,135,17.0,0.476,,0.386,,,,15.0,,,,,,0.2,0.0,0.3,0.089,,,,,,1961,True
38,Slick Leonard*,PG,28,LAL,7,46,2.5,0.214,,0.167,,,,32.7,,,,,,-0.3,0.0,-0.2,-0.26,,,,,,1961,True
39,Jim Loscutoff,SF,30,BOS,10,116,2.5,0.319,,0.167,,,,3.2,,,,,,-0.4,0.2,-0.1,-0.061,,,,,,1961,True
40,Clyde Lovellette*,C,31,STL,8,191,16.8,0.457,,0.412,,,,8.9,,,,,,0.2,0.1,0.3,0.084,,,,,,1961,True
41,Johnny McCarthy,PG,26,STL,12,236,6.5,0.373,,0.164,,,,17.3,,,,,,-0.1,0.2,0.0,0.008,,,,,,1961,True
42,Shellie McMillon,SF,24,DET,4,67,15.0,0.558,,0.667,,,,14.6,,,,,,0.2,0.0,0.3,0.183,,,,,,1961,True
43,Jackie Moreland,PF,22,DET,3,45,19.0,0.482,,0.161,,,,11.2,,,,,,0.1,0.0,0.1,0.111,,,,,,1961,True
44,Chuck Noble,SG,29,DET,5,124,10.1,0.468,,0.156,,,,22.7,,,,,,0.1,0.0,0.2,0.059,,,,,,1961,True
45,Don Ohl,SG,24,DET,5,130,8.5,0.365,,0.244,,,,15.0,,,,,,-0.3,0.0,-0.2,-0.091,,,,,,1961,True
46,Bob Pettit*,PF,28,STL,12,526,22.3,0.494,,0.507,,,,10.8,,,,,,1.2,0.5,1.7,0.159,,,,,,1961,True
47,Dave Piontek,SF,26,STL,1,10,-6.3,0.143,,0.0,,,,12.7,,,,,,-0.1,0.0,-0.1,-0.473,,,,,,1961,True
48,Frank Ramsey*,SG,29,BOS,10,300,16.7,0.506,,0.551,,,,10.1,,,,,,0.7,0.5,1.2,0.196,,,,,,1961,True
49,Joe Roberts,SF,24,SYR,5,20,1.5,0.3,,0.0,,,,0.0,,,,,,-0.1,0.0,-0.1,-0.149,,,,,,1961,True
50,Guy Rodgers*,PG,25,PHW,3,121,11.4,0.403,,0.351,,,,19.0,,,,,,-0.1,0.2,0.1,0.049,,,,,,1961,True
51,Bill Russell*,C,26,BOS,10,462,22.0,0.457,,0.503,,,,13.3,,,,,,0.4,1.6,1.9,0.201,,,,,,1961,True
52,Tom Sanders*,SF,22,BOS,10,216,14.2,0.52,,0.32,,,,4.2,,,,,,0.4,0.5,0.9,0.192,,,,,,1961,True
53,Woody Sauldsberry,PF,26,STL,12,407,9.9,0.378,,0.121,,,,11.8,,,,,,-0.6,0.3,-0.3,-0.031,,,,,,1961,True
54,Dolph Schayes*,PF,32,SYR,8,308,16.3,0.451,,0.461,,,,10.3,,,,,,0.2,0.3,0.5,0.079,,,,,,1961,True
55,Frank Selvy,SG,28,LAL,12,371,10.5,0.465,,0.432,,,,17.1,,,,,,0.3,0.2,0.5,0.063,,,,,,1961,True
56,Bill Sharman*,SG,34,BOS,10,261,18.8,0.564,,0.271,,,,9.6,,,,,,1.1,0.3,1.4,0.257,,,,,,1961,True
