Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Henry Akin,PF,22,NYK,2,16,0.7,0.19,,0.286,,,,0.0,,,,,,-0.1,0.0,-0.1,-0.268,,,,,,1967,True
2,Al Attles*,PG,30,SFW,15,237,9.2,0.434,,0.348,,,,18.1,,,,,,0.0,0.4,0.4,0.089,,,,,,1967,True
3,Jim Barnes,PF,25,LAL,3,50,10.1,0.448,,0.263,,,,5.4,,,,,,0.0,0.0,0.0,0.012,,,,,,1967,True
4,Jim Barnett,SG,22,BOS,5,26,3.0,0.32,,0.095,,,,5.4,,,,,,-0.1,0.0,-0.1,-0.227,,,,,,1967,True
5,Rick Barry*,SF,22,SFW,15,614,20.8,0.467,,0.321,,,,14.5,,,,,,0.8,0.8,1.6,0.122,,,,,,1967,True
6,Elgin Baylor*,SF,32,LAL,3,121,16.2,0.419,,0.263,,,,11.4,,,,,,-0.1,0.0,-0.1,-0.035,,,,,,1967,True
7,Zelmo Beaty*,C,27,STL,9,318,15.1,0.539,,0.625,,,,5.5,,,,,,0.7,0.3,1.0,0.147,,,,,,1967,True
8,Walt Bellamy*,C,27,NYK,4,157,18.9,0.547,,0.537,,,,10.5,,,,,,0.4,0.2,0.5,0.167,,,,,,1967,True
9,John Block,PF,22,LAL,1,1,0.0,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.001,,,,,,1967,True
10,Bob Boozer,PF,29,CHI,3,105,22.9,0.668,,0.368,,,,1.5,,,,,,0.6,0.0,0.5,0.247,,,,,,1967,True
11,Bill Bridges,PF,27,STL,9,369,15.3,0.448,,0.523,,,,8.5,,,,,,0.1,0.4,0.5,0.067,,,,,,1967,True
12,Em Bryant,PG,28,NYK,4,76,6.1,0.406,,0.524,,,,14.1,,,,,,0.0,0.0,0.0,0.01,,,,,,1967,True
13,Joe Caldwell,SF,25,STL,9,217,12.1,0.45,,0.371,,,,9.4,,,,,,0.1,0.2,0.2,0.048,,,,,,1967,True
14,Wilt Chamberlain*,C,30,PHI,15,718,25.3,0.546,,0.702,,,,23.9,,,,,,1.8,2.0,3.8,0.253,,,,,,1967,True
15,Jerry Chambers,SF,23,LAL,3,44,19.9,0.594,,0.304,,,,3.7,,,,,,0.2,0.0,0.2,0.237,,,,,,1967,True
16,Len Chappell,C,26,CIN,4,66,8.0,0.382,,0.148,,,,17.3,,,,,,-0.1,0.0,-0.1,-0.093,,,,,,1967,True
17,Archie Clark,SG,25,LAL,3,125,18.8,0.554,,0.274,,,,19.2,,,,,,0.4,0.0,0.4,0.172,,,,,,1967,True
18,Barry Clemens,SF,23,CHI,3,20,8.6,0.424,,1.75,,,,11.6,,,,,,0.0,0.0,0.0,-0.013,,,,,,1967,True
19,Larry Costello*,PG,35,PHI,2,25,27.0,0.833,,0.625,,,,16.4,,,,,,0.2,0.0,0.2,0.472,,,,,,1967,True
20,Mel Counts,C,25,LAL,3,29,5.0,0.337,,0.211,,,,0.0,,,,,,-0.1,0.0,-0.1,-0.194,,,,,,1967,True
21,Freddie Crawford,SG,25,NYK,4,112,15.4,0.434,,0.164,,,,22.7,,,,,,0.0,0.1,0.1,0.034,,,,,,1967,True
22,Billy Cunningham*,SF,23,PHI,15,339,15.4,0.432,,0.407,,,,13.4,,,,,,-0.1,0.5,0.4,0.056,,,,,,1967,True
23,Dave Deutsch,G,21,NYK,1,7,4.9,0.2,,0.0,,,,18.7,,,,,,-0.1,0.0,-0.1,-0.374,,,,,,1967,True
24,Connie Dierking,C,30,CIN,4,151,16.0,0.451,,0.08,,,,12.8,,,,,,0.0,-0.1,-0.1,-0.024,,,,,,1967,True
25,Joe Ellis,SF,22,SFW,3,6,4.2,0.25,,0.0,,,,41.4,,,,,,0.0,0.0,0.0,-0.197,,,,,,1967,True
26,Wayne Embry*,C,29,BOS,5,38,13.3,0.397,,0.129,,,,12.5,,,,,,-0.1,0.0,0.0,-0.038,,,,,,1967,True
27,Keith Erickson,SF,22,CHI,3,68,8.7,0.444,,0.0,,,,8.6,,,,,,0.0,0.0,0.0,-0.002,,,,,,1967,True
28,Hank Finkel,C,24,LAL,1,1,0.0,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.001,,,,,,1967,True
29,Dave Gambee,SF,29,PHI,5,24,23.6,0.66,,0.545,,,,11.6,,,,,,0.2,0.0,0.2,0.384,,,,,,1967,True
30,Gail Goodrich*,SG,23,LAL,3,81,10.9,0.424,,0.581,,,,16.5,,,,,,0.0,0.0,0.0,-0.01,,,,,,1967,True
31,Hal Greer*,SG,30,PHI,15,688,16.1,0.487,,0.315,,,,15.6,,,,,,1.1,0.8,1.9,0.131,,,,,,1967,True
32,Richie Guerin*,SG,34,STL,9,228,13.8,0.484,,0.349,,,,25.3,,,,,,0.3,0.2,0.5,0.101,,,,,,1967,True
33,Matt Guokas,SG,22,PHI,15,252,7.1,0.455,,0.266,,,,10.5,,,,,,0.1,0.3,0.3,0.064,,,,,,1967,True
34,Happy Hairston,SF,24,CIN,4,140,13.5,0.528,,0.278,,,,5.8,,,,,,0.3,-0.1,0.2,0.074,,,,,,1967,True
35,John Havlicek*,SF,26,BOS,9,330,20.8,0.508,,0.335,,,,12.9,,,,,,0.9,0.3,1.2,0.175,,,,,,1967,True
36,Tom Hawkins,SF,30,LAL,3,95,10.0,0.435,,0.258,,,,14.1,,,,,,0.0,0.0,0.0,0.003,,,,,,1967,True
37,Walt Hazzard,PG,24,LAL,3,86,6.6,0.34,,0.4,,,,22.9,,,,,,-0.1,0.0,-0.1,-0.072,,,,,,1967,True
38,Fred Hetzel,PF,24,SFW,13,308,12.0,0.427,,0.211,,,,9.3,,,,,,-0.1,0.5,0.4,0.057,,,,,,1967,True
39,Bailey Howell*,PF,30,BOS,9,241,15.3,0.51,,0.246,,,,3.0,,,,,,0.5,0.2,0.7,0.141,,,,,,1967,True
40,Lou Hudson*,SF,22,STL,9,317,15.5,0.486,,0.38,,,,8.0,,,,,,0.5,0.2,0.7,0.106,,,,,,1967,True
41,Darrall Imhoff,C,28,LAL,3,86,16.7,0.573,,0.208,,,,8.0,,,,,,0.2,0.0,0.2,0.111,,,,,,1967,True
42,Luke Jackson,PF,25,PHI,15,543,11.1,0.45,,0.317,,,,6.5,,,,,,0.1,0.8,0.9,0.08,,,,,,1967,True
43,Neil Johnson,PF,23,NYK,4,64,10.7,0.377,,0.296,,,,10.0,,,,,,-0.1,0.1,0.0,-0.029,,,,,,1967,True
44,K.C. Jones*,PG,34,BOS,9,254,6.7,0.356,,0.24,,,,22.2,,,,,,-0.3,0.3,0.0,-0.009,,,,,,1967,True
45,Sam Jones*,SG,33,BOS,9,326,19.5,0.516,,0.28,,,,13.1,,,,,,0.9,0.3,1.2,0.178,,,,,,1967,True
46,Wali Jones,PG,24,PHI,15,476,14.1,0.488,,0.238,,,,17.3,,,,,,0.7,0.5,1.2,0.124,,,,,,1967,True
47,Toby Kimball,PF,24,BOS,1,4,-5.5,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,-0.471,,,,,,1967,True
48,Jim King,SG,25,SFW,15,458,16.3,0.505,,0.269,,,,14.6,,,,,,0.9,0.6,1.5,0.158,,,,,,1967,True
49,Don Kojis,SF,28,CHI,3,104,16.2,0.495,,0.167,,,,6.0,,,,,,0.2,0.0,0.1,0.063,,,,,,1967,True
50,Howard Komives,PG,25,NYK,4,128,4.8,0.324,,0.22,,,,15.0,,,,,,-0.4,0.1,-0.3,-0.115,,,,,,1967,True
51,Tommy Kron,SG,23,STL,1,1,-46.8,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,-1.142,,,,,,1967,True
52,Clyde Lee,C,22,SFW,11,130,8.1,0.326,,0.175,,,,7.5,,,,,,-0.4,0.2,-0.1,-0.052,,,,,,1967,True
53,Freddie Lewis,PG,23,CIN,3,9,21.9,0.444,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,-0.043,,,,,,1967,True
54,Jerry Lucas*,PF,26,CIN,4,183,12.5,0.447,,0.036,,,,5.4,,,,,,0.0,-0.2,-0.1,-0.037,,,,,,1967,True
55,McCoy McLemore,SF,24,CHI,3,45,24.2,0.505,,0.5,,,,15.0,,,,,,0.1,0.0,0.1,0.139,,,,,,1967,True
56,Bill Melchionni,PG,22,PHI,1,5,-1.7,0.0,,1.0,,,,20.6,,,,,,-0.1,0.0,-0.1,-0.499,,,,,,1967,True
57,Tom Meschery,PF,28,SFW,15,408,14.0,0.494,,0.263,,,,7.9,,,,,,0.6,0.6,1.1,0.134,,,,,,1967,True
58,Wayne Molis,C,23,NYK,1,10,-2.9,0.0,,0.0,,,,11.0,,,,,,0.0,0.0,0.0,-0.189,,,,,,1967,True
59,Erwin Mueller,C,22,CHI,3,84,9.8,0.404,,0.538,,,,14.0,,,,,,-0.1,0.0,-0.1,-0.038,,,,,,1967,True
