Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Ray Allen*,SG,29,SEA,11,436,23.5,0.599,0.381,0.293,3.5,9.7,6.6,19.5,1.7,0.7,12.3,29.3,,1.5,0.1,1.6,0.178,,7.5,-0.4,7.1,1.0,2005,True
2,Tony Allen,SG,23,BOS,7,90,4.8,0.451,0.0,0.389,5.5,10.9,8.2,3.8,1.9,2.0,19.2,14.2,,-0.1,0.1,0.0,0.013,,-6.3,-0.3,-6.6,-0.1,2005,True
3,Shandon Anderson,SF,31,MIA,8,97,4.4,0.311,0.083,0.167,4.1,17.6,11.6,11.6,2.7,0.0,31.8,9.3,,-0.2,0.2,0.0,0.012,,-4.0,2.9,-1.1,0.0,2005,True
4,Carmelo Anthony*,SF,20,DEN,5,180,14.4,0.494,0.012,0.386,8.6,8.9,8.8,11.7,0.9,0.5,11.8,28.5,,0.0,0.1,0.1,0.018,,1.4,-1.9,-0.5,0.1,2005,True
5,Gilbert Arenas,PG,23,WAS,10,450,15.9,0.501,0.397,0.485,1.9,11.1,6.4,24.2,2.4,1.1,14.2,26.3,,0.2,0.4,0.6,0.066,,2.6,-0.9,1.7,0.4,2005,True
6,Darrell Armstrong,PG,36,DAL,9,66,13.9,0.563,0.5,0.0,5.0,1.8,3.4,20.5,2.4,2.3,11.1,12.0,,0.1,0.0,0.1,0.102,,1.9,2.7,4.6,0.1,2005,True
7,Carlos Arroyo,PG,25,DET,19,150,10.6,0.398,0.022,0.267,0.8,7.3,4.0,42.9,1.5,1.1,16.6,19.2,,-0.1,0.2,0.2,0.049,,-2.4,0.8,-1.6,0.0,2005,True
8,Marcus Banks,PG,23,BOS,7,106,8.2,0.506,0.207,0.207,1.2,11.6,6.4,12.0,2.1,0.0,15.9,17.4,,-0.1,0.2,0.1,0.048,,-4.4,0.1,-4.3,-0.1,2005,True
9,Leandro Barbosa,PG,22,PHO,12,116,8.2,0.408,0.286,0.114,5.0,11.0,8.2,13.6,1.3,0.0,12.0,16.0,,0.0,0.0,0.0,-0.012,,-2.0,-1.6,-3.6,0.0,2005,True
10,Brent Barry,SG,33,SAS,23,555,10.5,0.617,0.629,0.2,2.9,9.0,6.0,12.6,1.5,0.5,19.1,11.9,,0.6,0.6,1.2,0.107,,0.0,1.5,1.6,0.5,2005,True
11,Jon Barry,SG,35,HOU,7,183,12.5,0.582,0.479,0.167,0.7,18.2,9.6,8.0,1.5,0.0,10.4,15.0,,0.2,0.0,0.3,0.07,,-0.2,0.2,0.1,0.1,2005,True
