Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
58,Shai Gilgeous-Alexander,PG,26,OKC,23,851,25.3,0.574,0.224,0.431,2.9,12.9,7.9,30.6,2.2,2.4,9.1,32.9,,2.6,1.4,3.9,0.222,,5.7,2.6,8.3,2.2,2025,True
95,LeBron James,SF,40,LAL,5,204,25.5,0.601,0.318,0.455,7.0,18.3,12.8,26.9,2.6,4.3,11.0,27.2,,0.6,0.2,0.8,0.198,,6.9,2.7,9.5,0.6,2025,True
3,Bam Adebayo,C,27,MIA,4,153,15.9,0.508,0.328,0.172,11.7,23.4,17.1,19.4,1.4,0.8,14.8,24.5,,0.0,-0.2,-0.2,-0.066,,0.7,-1.5,-0.9,0.0,2025,True
8,Giannis Antetokounmpo,PF,30,MIL,5,188,33.2,0.651,0.051,0.636,11.0,38.0,23.6,35.6,1.3,2.6,15.4,35.3,,0.8,0.1,0.9,0.232,,8.2,3.2,11.4,0.6,2025,True
