Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Steven Adams,C,20,OKC,18,331,11.0,0.635,0.0,0.511,8.0,16.9,12.7,1.9,0.2,5.4,15.4,9.0,,0.3,0.4,0.7,0.099,,-1.7,1.5,-0.2,0.2,2014,True
2,LaMarcus Aldridge,PF,28,POR,11,441,21.0,0.509,0.012,0.3,7.5,21.2,14.4,7.0,0.8,3.0,6.3,30.1,,0.6,0.3,0.9,0.097,,2.7,-0.7,2.1,0.4,2014,True
3,Lavoy Allen,PF,24,IND,4,15,14.3,0.5,0.0,0.0,8.2,31.5,20.1,11.8,0.0,0.0,0.0,13.0,,0.0,0.0,0.0,0.144,,0.8,-1.0,-0.2,0.0,2014,True
4,Ray Allen*,SG,38,MIA,20,527,12.8,0.581,0.594,0.259,3.4,13.2,8.5,9.7,1.5,0.7,13.1,17.8,,0.6,0.3,0.9,0.08,,1.1,-0.9,0.2,0.3,2014,True
5,Tony Allen,SG,32,MEM,7,230,15.6,0.529,0.097,0.292,10.7,15.8,13.1,7.6,2.8,0.4,12.9,18.6,,0.2,0.3,0.5,0.097,,-0.1,2.2,2.1,0.2,2014,True
6,Chris Andersen,C,35,MIA,18,317,17.7,0.624,0.018,0.667,11.3,32.9,22.5,2.5,0.9,5.3,10.9,13.3,,0.7,0.5,1.2,0.175,,1.0,0.1,1.2,0.3,2014,True
7,Alan Anderson,SF,31,BRK,12,261,9.3,0.508,0.5,0.29,4.6,11.2,7.7,9.1,2.1,0.0,12.5,15.0,,0.1,0.1,0.2,0.044,,-2.4,0.6,-1.8,0.0,2014,True
8,Pero AntiÄ,C,31,ATL,7,170,-1.1,0.242,0.595,0.19,6.3,12.1,9.0,5.0,1.6,1.5,14.9,14.6,,-0.6,0.3,-0.3,-0.098,,-7.8,-2.0,-9.8,-0.3,2014,True
9,Trevor Ariza,SF,28,WAS,11,407,17.6,0.626,0.519,0.25,6.0,22.0,13.9,8.0,2.3,0.8,10.5,15.5,,0.8,0.9,1.7,0.202,,3.3,1.9,5.2,0.7,2014,True
10,Hilton Armstrong,C,29,GSW,7,17,5.4,0.45,0.125,0.25,19.8,6.9,13.5,20.9,0.0,10.1,31.1,32.3,,-0.1,0.0,-0.1,-0.218,,-12.3,0.0,-12.3,0.0,2014,True
11,Ãmer AÅÄ±k,C,27,HOU,6,163,9.1,0.51,0.0,0.091,13.8,19.4,16.5,3.5,1.0,2.0,24.3,11.8,,0.0,0.1,0.1,0.026,,-3.7,-0.3,-4.0,-0.1,2014,True
12,D.J. Augustin,PG,26,CHI,5,141,9.5,0.411,0.361,0.264,3.2,3.4,3.3,32.2,1.2,0.0,10.1,30.5,,-0.2,0.1,-0.1,-0.031,,-0.5,-2.5,-3.0,0.0,2014,True
13,Jeff Ayres,PF,26,SAS,17,65,13.0,0.515,0.0,0.615,11.1,22.8,17.1,10.5,0.0,0.0,5.7,12.5,,0.1,0.1,0.2,0.158,,0.5,0.6,1.0,0.1,2014,True
14,Harrison Barnes,SF,21,GSW,7,156,9.9,0.5,0.438,0.333,5.0,15.8,10.3,7.6,0.3,1.6,8.3,16.4,,0.1,0.0,0.1,0.033,,0.1,-0.1,0.0,0.1,2014,True
15,Matt Barnes,SF,33,LAC,13,404,9.7,0.529,0.561,0.178,6.0,10.6,8.2,8.0,1.5,0.6,12.8,14.2,,0.2,0.2,0.4,0.047,,0.0,-0.5,-0.5,0.2,2014,True
16,Will Barton,SG,23,POR,7,81,17.4,0.614,0.324,0.176,6.8,9.3,8.0,6.5,0.6,1.8,14.1,23.1,,0.1,0.0,0.1,0.085,,4.7,1.3,6.0,0.2,2014,True
17,Shane Battier,SF,35,MIA,16,202,5.8,0.656,0.769,0.192,0.7,5.7,3.3,3.7,1.4,0.5,15.1,8.4,,0.1,0.1,0.2,0.049,,-1.7,-0.3,-2.0,0.0,2014,True
18,Nicolas Batum,SF,25,POR,11,459,14.5,0.562,0.423,0.106,2.4,17.3,9.9,18.3,1.5,0.8,15.9,16.9,,0.4,0.2,0.7,0.07,,2.5,0.8,3.3,0.6,2014,True
19,Aron Baynes,C,27,SAS,14,101,11.5,0.563,0.042,0.417,14.3,21.5,18.0,0.0,1.5,0.0,19.8,16.3,,0.1,0.2,0.2,0.108,,-3.3,-0.2,-3.5,0.0,2014,True
20,Bradley Beal,SG,20,WAS,11,458,17.0,0.531,0.299,0.277,3.8,10.2,7.0,19.9,2.1,1.2,10.4,22.9,,0.6,0.8,1.4,0.152,,3.3,1.4,4.7,0.8,2014,True
21,Michael Beasley,SF,25,MIA,4,23,14.6,0.486,0.0,0.3,12.0,11.2,11.6,16.7,0.0,0.0,8.1,27.4,,0.0,0.0,0.0,0.031,,0.3,-2.3,-2.0,0.0,2014,True
22,Marco Belinelli,SF,27,SAS,23,356,11.0,0.575,0.384,0.222,1.4,15.4,8.6,7.6,0.4,0.0,9.9,15.7,,0.4,0.4,0.8,0.107,,-1.2,-0.1,-1.4,0.1,2014,True
23,Patrick Beverley,PG,25,HOU,6,202,8.9,0.478,0.44,0.2,6.9,6.7,6.8,7.6,0.8,0.8,6.8,12.3,,0.2,0.0,0.2,0.048,,-0.7,-0.4,-1.0,0.0,2014,True
24,Bismack Biyombo,C,21,CHA,3,48,11.2,0.524,0.0,1.2,12.6,16.3,14.4,3.3,0.0,3.7,0.0,7.6,,0.1,0.0,0.1,0.103,,-1.0,-0.6,-1.6,0.0,2014,True
